Player,W,L,MIN,OFFRTG,DEFRTG,NETRTG,AST%,AST/TO,AST RATIO,OREB%,DREB%,REB%,TO RATIO,EFG%,TS%,USG%,PACE,PIE,POSS
Monte Morris,30,17,25.5,115.7,109.5,6.2,17.2,4.41,24.9,0.9,7.1,4.0,5.6,54.7,57.4,16.1,98.88,9.2,"2,464"
Blake Griffin,24,22,25.8,113.1,111.0,2.1,17.1,2.26,21.2,2.9,15.9,9.4,9.4,50.9,54.6,19.1,98.38,9.2,"2,435"
Saddiq Bey,19,51,27.3,105.6,111.2,-5.6,7.7,1.58,10.5,2.2,14.5,8.2,6.6,53.0,56.7,18.2,99.47,9.2,"3,960"
Cole Anthony,13,34,27.1,103.5,116.3,-12.8,24.1,1.81,21.2,2.7,14.2,8.1,11.7,44.9,49.6,23.5,100.08,9.1,"2,662"
Terance Mann,45,22,18.9,112.4,109.7,2.7,11.4,2.60,19.4,4.4,14.0,9.3,7.5,56.3,60.3,14.4,99.93,9.1,"2,612"
Reggie Jackson,43,24,23.0,116.7,109.3,7.4,18.5,2.77,22.8,1.6,10.7,6.3,8.2,55.4,57.6,19.5,99.08,9.1,"3,192"
Marcus Morris Sr.,38,19,26.3,117.4,113.1,4.2,5.6,1.02,7.9,2.5,13.3,8.0,7.8,59.2,61.4,19.4,98.69,9.1,"3,089"
Keldon Johnson,32,37,28.5,110.0,113.8,-3.8,8.7,1.55,12.3,4.5,16.3,10.3,7.9,52.2,55.7,18.9,100.04,9.1,"4,093"
Kenrich Williams,21,45,21.6,104.8,111.1,-6.3,15.3,2.00,22.8,5.6,12.9,9.2,11.4,59.6,59.9,14.8,103.22,9.0,"3,073"
Steven Adams,26,32,27.7,114.9,115.0,-0.1,8.8,1.42,19.8,13.2,18.7,16.0,13.9,61.4,59.6,11.8,99.08,9.0,"3,320"
Kelly Oubre Jr.,27,28,30.7,105.2,109.8,-4.6,6.7,1.04,7.8,4.6,13.5,9.1,7.4,50.1,52.9,21.5,104.57,9.0,"3,667"
Terrence Ross,16,30,29.3,103.2,112.0,-8.8,13.3,1.46,12.7,1.0,10.4,5.4,8.7,48.5,53.0,23.0,100.24,9.0,"2,818"
Myles Turner,22,25,31.0,109.2,107.9,1.3,4.7,0.72,7.8,4.3,15.9,10.2,10.9,55.7,59.9,16.7,100.71,9.0,"3,047"
Kenyon Martin Jr.,10,35,23.7,105.5,117.0,-11.5,6.8,1.26,10.9,6.3,15.9,10.8,8.6,56.4,59.0,15.4,102.71,9.0,"2,275"
Khem Birch,23,44,22.8,106.1,109.7,-3.6,8.5,2.02,15.6,10.1,13.8,11.9,7.7,51.4,55.2,13.3,99.71,8.9,"3,171"
P.J. Washington,31,33,30.5,110.4,109.8,0.6,12.0,1.26,15.5,4.5,16.3,10.3,12.3,52.2,54.9,19.1,100.16,8.9,"4,081"
Furkan Korkmaz,39,16,19.3,110.3,104.3,6.0,11.1,1.78,14.0,1.5,9.0,5.2,7.9,52.0,54.4,19.5,101.22,8.9,"2,243"
Yuta Watanabe,24,26,14.5,105.0,107.8,-2.7,7.9,2.11,15.9,4.6,17.1,10.6,7.5,53.9,56.5,12.1,101.77,8.9,"1,533"
Damion Lee,28,29,18.9,109.7,108.2,1.6,9.4,2.43,18.5,2.0,14.2,8.1,7.6,60.8,63.6,12.7,103.21,8.8,"2,322"
Nickeil Alexander-Walker,20,26,21.9,108.2,111.5,-3.3,15.5,1.48,15.6,1.2,12.7,6.9,10.5,50.2,52.2,22.8,100.54,8.8,"2,117"
James Wiseman,18,21,21.4,101.8,110.6,-8.8,5.0,0.43,5.3,6.3,19.0,12.7,12.2,53.5,55.2,23.1,105.66,8.8,"1,830"
Coby White,30,39,31.2,108.6,111.3,-2.7,21.8,2.10,22.7,1.3,11.6,6.5,10.8,50.6,54.0,21.9,101.62,8.8,"4,572"
Nicolas Batum,44,23,27.4,117.1,108.2,8.9,10.5,2.79,23.3,2.9,14.3,8.8,8.3,59.7,61.7,11.6,98.52,8.8,"3,768"
Carmelo Anthony,39,30,24.5,115.1,115.8,-0.6,9.7,1.70,10.3,1.7,10.7,6.0,6.0,50.6,54.7,22.8,99.23,8.8,"3,493"
JaMychal Green,38,20,19.3,111.8,107.6,4.1,7.0,1.00,10.5,7.2,17.7,12.2,10.5,56.8,59.0,17.2,97.77,8.8,"2,283"
Donte DiVincenzo,44,22,27.5,117.3,109.1,8.1,13.7,2.23,21.9,4.3,15.5,10.0,9.8,52.8,54.2,16.3,104.77,8.7,"3,953"
Onyeka Okongwu,31,19,12.0,106.2,112.6,-6.3,4.7,0.62,8.2,10.0,17.2,13.5,13.2,64.4,65.5,14.1,101.40,8.7,"1,266"
Terence Davis,26,35,17.6,107.3,110.1,-2.8,12.2,1.32,13.3,1.8,12.5,7.0,10.1,53.5,55.5,21.3,102.23,8.7,"2,286"
Torrey Craig,33,17,16.1,111.0,114.7,-3.7,8.4,1.96,15.7,7.0,18.5,12.5,8.0,56.6,57.9,14.1,99.20,8.6,"1,645"
Raul Neto,30,34,21.9,109.3,110.3,-1.0,14.1,2.75,21.3,1.9,8.7,5.3,7.7,53.9,57.5,15.5,106.03,8.6,"3,104"
Precious Achiuwa,31,30,12.1,102.0,109.2,-7.2,6.4,0.67,8.3,9.7,17.4,13.6,12.3,54.4,55.0,18.4,101.39,8.6,"1,555"
Darius Bazley,16,39,31.2,100.7,113.8,-13.1,9.1,0.81,10.0,2.7,19.3,10.8,12.3,45.6,49.1,21.8,102.43,8.6,"3,659"
Joe Harris,45,24,31.0,117.4,110.6,6.9,8.1,2.10,14.1,2.1,9.0,5.7,6.7,65.4,66.3,15.7,102.03,8.5,"4,569"
R.J. Hampton,20,31,17.4,102.6,116.7,-14.2,15.5,1.64,17.8,3.0,16.2,9.4,10.8,47.8,50.7,19.1,101.94,8.5,"1,879"
Marcus Smart,24,24,32.9,114.2,111.3,2.8,22.7,2.84,28.7,2.2,8.4,5.2,10.1,48.9,53.9,17.9,101.16,8.5,"3,332"
Denzel Valentine,26,36,16.7,107.7,106.7,1.0,14.4,2.50,18.4,2.2,16.8,9.4,7.4,46.9,47.9,19.0,100.05,8.5,"2,170"
Brook Lopez,46,24,27.2,117.0,110.2,6.8,3.3,0.78,6.1,5.4,11.5,8.6,7.9,57.7,61.1,16.6,103.68,8.5,"4,123"
Juancho Hernangomez,19,33,17.3,110.5,115.4,-4.9,5.5,1.30,8.7,4.7,17.7,11.0,6.7,52.7,54.9,16.7,102.74,8.5,"1,937"
Seth Curry,39,18,28.7,114.7,106.5,8.2,13.1,2.38,19.4,0.6,7.4,4.2,8.1,58.2,60.7,16.9,100.40,8.4,"3,444"
Alex Caruso,32,26,21.0,107.2,101.7,5.5,19.0,2.11,27.9,2.5,11.4,6.9,13.2,52.6,54.7,14.4,100.29,8.4,"2,532"
Nemanja Bjelica,16,21,16.1,109.8,116.5,-6.7,16.0,2.09,21.6,4.9,17.2,10.9,10.3,52.3,55.4,17.9,100.53,8.4,"1,254"
Buddy Hield,31,40,34.3,114.5,116.3,-1.8,14.1,1.98,18.2,1.2,12.6,6.9,9.2,54.8,56.7,20.1,101.26,8.4,"5,149"
Chuma Okeke,15,30,25.2,102.6,109.8,-7.2,13.2,2.66,21.1,3.3,11.7,7.4,7.9,49.2,51.1,14.2,100.85,8.4,"2,374"
Grayson Allen,26,24,25.2,111.6,111.0,0.5,11.6,2.25,17.9,1.4,10.6,6.0,7.9,54.7,58.6,16.4,102.33,8.4,"2,682"
Luke Kennard,44,19,19.6,114.0,114.4,-0.4,12.0,2.17,18.0,1.3,11.8,6.6,8.3,59.7,60.8,16.6,99.00,8.4,"2,535"
Willie Cauley-Stein,29,24,17.1,114.4,105.0,9.4,5.3,1.21,12.4,7.3,17.5,12.6,10.3,63.5,64.7,12.0,99.00,8.4,"1,851"
Isaiah Roby,19,42,23.4,99.5,113.6,-14.1,11.8,0.95,15.3,5.7,16.9,11.2,16.1,52.0,55.5,17.1,102.90,8.4,"3,052"
Damian Jones,24,15,14.0,104.9,110.0,-5.1,7.5,1.12,15.8,6.4,15.6,10.9,14.1,68.4,71.2,12.0,102.95,8.3,"1,167"
Marc Gasol,32,20,19.1,108.5,104.2,4.3,14.5,2.06,28.9,3.9,17.4,10.8,14.1,58.2,60.6,11.7,99.96,8.3,"2,068"
Jeff Green,44,24,27.0,116.1,112.8,3.3,8.0,2.00,14.1,1.9,11.6,7.0,7.1,59.0,62.4,15.4,101.65,8.3,"3,880"
Malachi Flynn,21,26,19.7,103.8,109.4,-5.6,22.5,3.19,25.3,1.0,11.4,6.0,7.9,45.3,48.4,18.3,101.04,8.3,"1,958"
Jae'Sean Tate,17,53,29.2,108.0,111.8,-3.8,12.7,1.82,18.4,6.0,11.8,8.8,10.1,55.4,57.6,16.1,102.71,8.3,"4,360"
Nerlens Noel,35,29,24.2,109.2,108.5,0.7,4.1,0.71,12.6,9.4,16.4,13.0,17.8,61.4,63.8,9.2,96.74,8.2,"3,106"
Payton Pritchard,33,33,19.2,111.2,110.6,0.6,13.6,2.26,19.6,2.5,9.9,6.1,8.7,56.2,58.2,16.2,99.38,8.2,"2,636"
Sterling Brown,14,37,24.1,105.5,110.8,-5.4,8.8,1.76,15.6,2.9,14.7,8.6,8.9,58.4,59.7,13.3,102.14,8.2,"2,608"
Rui Hachimura,29,28,31.5,109.5,112.4,-2.8,6.2,1.21,9.4,2.6,13.9,8.3,7.8,51.3,54.9,18.0,105.48,8.2,"3,950"
Dean Wade,19,44,19.2,102.9,111.9,-9.0,9.4,2.47,17.2,3.1,15.4,9.0,7.0,55.6,57.3,12.8,99.06,8.2,"2,503"
Jae Crowder,42,18,27.5,114.3,107.9,6.3,10.2,2.31,18.1,2.0,14.6,8.5,7.8,55.5,57.4,15.2,100.00,8.1,"3,434"
Jaylen Nowell,10,32,18.1,104.5,111.1,-6.6,13.0,2.21,13.9,2.2,9.8,5.8,6.3,49.9,52.8,20.6,103.74,8.1,"1,645"
Cameron Johnson,43,17,24.0,112.2,106.5,5.7,8.3,2.15,13.6,2.3,11.8,7.0,6.3,54.1,56.3,16.4,98.76,8.1,"2,958"
Josh Jackson,16,46,25.2,104.9,108.3,-3.4,15.0,1.01,13.2,3.5,12.3,7.9,13.1,47.3,51.6,25.4,100.67,8.0,"3,267"
Moritz Wagner,19,26,16.0,104.9,112.8,-7.9,10.7,1.16,13.9,3.5,14.9,9.3,11.9,52.2,58.0,17.8,104.80,8.0,"1,568"
Desmond Bane,36,32,22.3,110.1,109.7,0.4,10.5,2.00,17.1,1.9,11.6,6.6,8.5,58.6,60.0,15.5,101.71,8.0,"3,218"
Kevon Looney,34,27,19.0,112.1,106.1,6.0,13.2,3.22,31.7,9.8,16.5,13.2,9.9,55.8,57.5,9.2,102.37,8.0,"2,467"
Taurean Prince,15,26,22.1,108.5,114.6,-6.1,12.1,1.62,15.8,2.1,13.2,7.7,9.8,49.5,54.0,18.9,101.72,8.0,"1,913"
D.J. Augustin,28,29,19.8,112.7,114.5,-1.8,22.3,2.89,29.7,1.7,6.3,4.0,10.3,51.5,57.0,16.4,101.99,7.9,"2,401"
Jeff Teague,27,28,17.3,113.0,110.3,2.8,18.2,2.06,25.0,1.6,7.4,4.6,12.1,49.6,56.2,17.4,101.90,7.9,"2,017"
Patty Mills,31,37,24.8,107.8,106.4,1.4,14.2,2.45,18.7,1.0,5.3,3.2,7.6,54.4,57.0,17.7,101.97,7.9,"3,568"
Anfernee Simons,37,27,17.3,115.2,114.4,0.8,11.7,2.07,15.9,1.2,10.9,5.9,7.7,56.9,58.9,18.0,98.83,7.9,"2,284"
Elfrid Payton,36,27,23.6,107.8,110.8,-3.0,20.9,1.97,20.9,4.1,9.8,6.9,10.6,45.5,47.8,22.4,97.30,7.9,"3,006"
Pat Connaughton,44,25,22.8,114.3,107.3,6.9,6.4,2.45,15.6,3.9,15.2,9.8,6.4,56.5,57.8,11.3,104.80,7.9,"3,431"
Cory Joseph,25,38,23.0,109.8,115.3,-5.5,20.4,2.70,28.2,2.4,8.5,5.5,10.4,52.2,55.6,15.9,100.79,7.9,"3,024"
DeAndre' Bembry,23,28,19.1,108.1,107.7,0.4,15.7,1.51,24.6,3.3,11.2,7.2,16.3,54.4,57.0,14.2,101.10,7.9,"2,046"
Goga Bitadze,19,26,12.5,108.5,109.3,-0.8,8.7,2.18,13.4,9.5,14.8,12.1,6.2,47.9,52.3,16.9,105.27,7.8,"1,227"
Ryan Arcidiacono,20,24,10.2,104.0,104.0,0.0,17.6,5.60,29.3,1.1,13.5,7.4,5.2,52.6,54.1,12.8,99.21,7.8,936
Kevin Huerter,40,29,30.8,113.2,111.6,1.7,16.1,3.05,22.4,1.7,9.0,5.3,7.3,52.8,54.1,16.7,99.50,7.7,"4,406"
Eric Bledsoe,31,40,29.7,113.0,114.8,-1.8,17.0,2.35,22.4,1.3,10.0,5.7,9.5,50.3,53.3,18.1,101.67,7.7,"4,479"
James Ennis III,12,29,24.1,107.9,111.7,-3.8,8.7,1.72,16.5,4.2,12.3,8.2,9.6,56.6,61.3,13.7,99.60,7.7,"2,049"
Svi Mykhailiuk,13,53,20.1,103.8,112.0,-8.2,12.7,1.25,15.2,1.7,10.4,5.9,12.2,51.5,52.9,19.0,102.27,7.7,"2,823"
Bryn Forbes,45,25,19.3,113.4,110.8,2.7,4.5,1.02,7.1,0.8,6.9,3.9,6.9,61.8,63.1,18.0,104.16,7.6,"2,949"
Will Barton,37,19,31.0,118.4,112.4,6.0,13.5,1.89,19.4,2.4,10.9,6.7,10.3,50.7,53.8,18.7,97.52,7.6,"3,535"
Langston Galloway,29,11,10.9,110.7,107.5,3.2,8.0,2.00,13.5,1.7,8.0,4.9,6.7,57.1,60.5,16.3,102.21,7.6,934
Georges Niang,52,20,16.0,114.9,100.3,14.6,7.1,1.16,11.2,2.4,11.7,7.2,9.7,59.0,60.2,16.9,101.74,7.6,"2,445"
Markieff Morris,32,29,19.7,107.1,106.3,0.8,8.8,1.35,13.9,4.0,17.6,10.9,10.3,49.1,50.9,16.0,100.47,7.6,"2,512"
PJ Dozier,36,14,21.8,112.0,102.5,9.5,11.6,2.00,17.7,3.1,13.3,8.2,8.8,48.3,50.1,16.6,99.31,7.6,"2,242"
Trey Burke,35,27,14.7,111.5,110.2,1.3,12.9,2.45,16.5,1.1,4.7,2.9,6.7,51.0,54.4,19.3,99.91,7.6,"1,893"
Jevon Carter,42,18,11.9,110.9,107.6,3.3,13.6,4.44,22.8,2.2,10.7,6.3,5.1,54.7,54.8,14.6,99.79,7.5,"1,482"
Kent Bazemore,35,32,19.9,110.5,104.6,5.9,10.8,1.32,17.5,1.9,14.0,8.1,13.3,54.5,56.4,15.9,103.77,7.5,"2,881"
Wayne Ellington,13,33,22.0,110.0,114.2,-4.3,9.7,2.03,14.9,1.2,7.3,4.2,7.3,61.2,62.5,16.2,99.33,7.5,"2,103"
Brad Wanamaker,29,32,17.3,101.4,107.1,-5.7,25.1,2.45,29.8,1.6,8.0,4.7,12.2,41.1,48.9,16.6,100.41,7.5,"2,201"
Duncan Robinson,40,32,31.4,110.6,108.3,2.3,8.2,1.57,13.4,0.3,10.9,5.7,8.5,61.4,62.8,16.2,97.55,7.5,"4,602"
Royce O'Neale,51,20,31.6,117.7,107.3,10.4,10.3,2.18,26.6,3.9,16.2,10.4,12.2,58.0,59.9,9.5,99.48,7.4,"4,639"
Reggie Bullock,38,27,30.0,109.7,107.2,2.5,7.2,2.20,13.8,0.8,10.2,5.6,6.3,58.7,60.6,14.0,97.29,7.4,"3,955"
Facundo Campazzo,43,22,21.9,111.6,108.8,2.8,21.5,3.18,35.3,1.5,8.1,4.7,11.1,50.2,55.8,12.8,99.09,7.4,"2,940"
Jake Layman,12,33,13.9,101.5,107.3,-5.8,6.7,1.08,11.1,1.9,8.3,5.1,10.3,55.7,57.7,14.7,104.15,7.4,"1,360"
Dorian Finney-Smith,36,24,32.0,117.2,112.1,5.1,7.0,2.13,16.1,5.2,11.6,8.4,7.6,60.0,60.9,12.0,98.37,7.4,"3,935"
Danny Green,46,23,28.0,114.5,107.4,7.1,8.0,1.76,15.8,2.9,10.0,6.6,9.0,57.3,58.2,13.8,101.26,7.3,"4,090"
Cedi Osman,17,42,25.6,103.3,114.2,-11.0,17.3,2.17,19.8,2.4,11.3,6.7,9.1,45.8,48.8,19.8,99.00,7.3,"3,124"
Maxi Kleber,31,19,26.8,113.5,108.9,4.6,6.6,2.27,17.4,3.5,15.1,9.5,7.7,58.0,60.6,10.3,100.10,7.3,"2,799"
Josh Richardson,35,24,30.3,113.5,113.7,-0.2,12.3,1.94,17.1,2.8,7.9,5.4,8.8,49.8,53.7,18.1,98.27,7.3,"3,647"
Jalen McDaniels,18,29,19.2,104.6,113.9,-9.4,9.0,1.18,13.0,4.7,13.8,9.1,11.0,53.0,55.4,16.9,98.54,7.3,"1,852"
Cody Martin,26,26,16.3,109.1,108.1,1.0,13.8,2.15,25.9,5.9,12.6,9.2,12.0,48.4,50.0,12.3,100.16,7.3,"1,762"
Nassir Little,27,21,13.3,116.2,118.4,-2.2,4.9,1.28,10.1,4.6,14.4,9.4,7.9,55.1,58.9,13.5,99.06,7.2,"1,317"
Andre Iguodala,37,26,21.3,105.6,108.1,-2.5,15.3,2.12,30.0,3.0,13.4,8.3,14.1,50.4,51.9,10.9,97.82,7.2,"2,722"
Brandon Goodwin,25,22,13.2,104.7,109.1,-4.4,24.6,2.64,25.4,1.2,9.7,5.3,9.6,44.8,47.1,19.0,99.05,7.2,"1,276"
Lamar Stevens,13,27,12.5,100.1,110.5,-10.4,7.9,1.09,12.0,4.4,14.5,9.2,11.1,47.1,52.1,15.2,100.57,7.2,"1,042"
Robert Covington,42,28,32.0,118.6,113.8,4.8,6.6,1.83,16.3,2.6,18.3,10.2,8.9,53.3,55.3,11.4,99.68,7.2,"4,649"
Edmond Sumner,23,30,16.2,111.8,112.2,-0.4,7.5,0.96,11.8,2.0,8.3,5.2,12.2,58.7,62.6,17.6,105.90,7.2,"1,889"
Max Strus,14,25,13.0,109.4,113.6,-4.2,7.4,3.00,10.5,1.1,7.3,4.3,3.5,58.8,59.7,17.9,98.32,7.2,"1,039"
James Johnson,21,30,20.5,106.4,111.4,-5.0,13.4,1.78,19.1,2.9,13.1,8.0,10.7,49.4,51.0,16.6,102.54,7.1,"2,220"
Gary Trent Jr.,29,29,31.1,113.9,115.7,-1.8,6.7,1.86,8.4,1.4,6.9,4.0,4.5,51.3,53.4,20.4,99.82,7.1,"3,752"
Devin Vassell,30,32,17.0,106.5,108.9,-2.4,7.1,2.55,14.0,2.1,13.8,7.9,5.5,49.2,52.4,13.8,102.37,7.1,"2,247"
Patrick Williams,30,41,27.9,106.3,113.5,-7.1,6.8,1.01,12.7,3.3,13.1,8.2,12.6,53.4,56.2,14.6,100.41,7.1,"4,151"
Kentavious Caldwell-Pope,39,28,28.4,110.5,107.3,3.3,9.1,1.92,17.2,1.5,8.1,4.8,8.9,54.9,58.8,13.9,99.50,7.0,"3,947"
Aron Baynes,20,33,18.5,106.6,111.0,-4.4,7.0,1.02,11.4,8.2,19.2,13.5,11.1,48.5,50.3,15.7,101.31,7.0,"2,074"
Davis Bertans,29,28,25.7,112.8,110.8,2.1,4.3,1.48,8.2,1.1,9.5,5.3,5.5,58.1,62.0,14.8,106.56,6.9,"3,269"
Javonte Green,19,22,11.6,109.0,107.2,1.8,4.8,0.89,11.0,5.6,10.0,7.7,12.3,56.9,61.0,12.2,101.22,6.9,999
Damyean Dotson,14,32,19.7,97.0,109.4,-12.5,16.1,2.17,20.6,0.5,9.5,4.8,9.5,48.5,49.9,16.2,99.68,6.9,"1,893"
Dwayne Bacon,21,51,25.7,101.3,112.8,-11.4,8.0,2.02,9.9,1.5,10.2,5.6,4.9,44.3,49.0,19.3,100.39,6.9,"3,875"
Bismack Biyombo,28,38,20.4,102.8,111.7,-8.9,8.7,1.14,18.5,9.4,15.0,12.1,16.2,58.7,57.4,11.3,99.47,6.8,"2,782"
Caleb Martin,23,30,15.4,104.7,109.5,-4.9,12.3,2.03,17.5,3.6,12.5,8.1,8.6,43.6,46.5,16.4,99.93,6.7,"1,696"
JJ Redick,22,22,16.4,109.3,110.6,-1.3,9.8,1.42,13.7,0.6,8.2,4.4,9.7,52.1,56.4,18.4,102.32,6.7,"1,552"
Patrick Patterson,26,12,15.3,111.2,109.1,2.1,6.9,2.64,13.6,3.2,9.3,6.3,5.2,55.8,57.1,13.5,99.85,6.6,"1,209"
Patrick Beverley,25,12,22.5,115.7,106.7,9.0,12.3,2.24,21.6,3.7,10.8,7.3,9.7,55.0,58.0,14.6,98.05,6.6,"1,698"
Dillon Brooks,36,31,29.8,113.9,109.4,4.5,11.2,1.32,11.3,2.6,6.9,4.7,8.6,48.1,51.5,25.6,102.16,6.6,"4,233"
Justin Holiday,34,38,30.3,110.5,111.2,-0.6,7.0,2.20,14.3,1.4,9.8,5.7,6.5,55.1,57.1,13.8,103.14,6.5,"4,684"
Kevin Knox II,26,16,11.1,101.1,104.7,-3.5,6.4,1.12,10.2,2.0,10.1,6.0,9.1,51.4,53.7,15.2,99.38,6.5,962
Kira Lewis Jr.,23,31,16.7,108.9,108.1,0.8,19.1,3.65,24.0,1.2,6.4,3.7,6.6,44.5,47.7,17.6,102.61,6.4,"1,937"
Nicolo Melli,26,19,12.6,106.3,105.2,1.1,10.8,3.67,21.2,4.6,16.6,10.2,5.8,40.8,44.1,12.3,96.87,6.4,"1,148"
Landry Shamet,39,22,23.0,113.6,112.4,1.1,9.7,2.06,15.6,0.8,6.7,4.0,7.5,54.9,57.8,16.4,101.34,6.3,"2,972"
Theo Maledon,20,45,27.3,97.2,113.6,-16.5,19.7,1.61,21.8,1.2,10.1,5.5,13.6,45.4,48.9,18.8,103.27,6.3,"3,829"
Semi Ojeleye,28,28,17.0,107.6,107.8,-0.2,5.4,1.76,12.6,3.2,12.1,7.6,7.2,53.4,55.3,11.4,99.00,6.3,"1,963"
Lonnie Walker IV,28,32,25.4,109.4,115.7,-6.3,9.5,1.55,12.6,0.9,9.3,5.0,8.1,50.2,52.3,19.9,100.05,6.3,"3,168"
Luguentz Dort,18,34,29.7,104.4,111.6,-7.2,9.0,1.11,10.1,2.3,9.2,5.7,9.0,47.5,51.3,21.8,101.09,6.2,"3,242"
