Player,W,L,MIN,OFFRTG,DEFRTG,NETRTG,AST%,AST/TO,AST RATIO,OREB%,DREB%,REB%,TO RATIO,EFG%,TS%,USG%,PACE,PIE,POSS
Chris Paul,49,21,31.4,115.3,108.8,6.5,40.5,3.99,35.9,1.2,13.1,7.3,9.0,55.7,59.9,22.1,98.92,15.0,"4,539"
Kyrie Irving,36,18,34.9,119.4,113.8,5.6,26.9,2.49,19.9,2.9,10.1,6.7,8.0,57.6,61.4,29.7,101.13,14.9,"3,976"
Tobias Harris,44,18,32.5,113.3,106.1,7.2,17.5,2.06,16.5,3.2,17.0,10.4,8.0,55.6,59.7,23.7,100.42,14.5,"4,223"
Bradley Beal,32,28,35.8,114.4,114.8,-0.4,20.2,1.42,13.2,3.3,9.4,6.4,9.3,53.2,59.3,33.1,105.21,14.5,"4,713"
Paul George,38,16,33.7,118.3,107.0,11.3,23.9,1.56,18.6,2.6,17.1,10.1,11.9,55.7,59.8,29.6,97.55,14.5,"3,707"
Enes Kanter,42,30,24.4,119.7,114.8,4.9,6.9,1.08,10.6,14.8,28.1,21.3,9.8,60.5,63.6,16.9,98.79,14.1,"3,607"
Zach LaVine,26,32,35.1,112.4,113.1,-0.8,22.5,1.39,16.3,1.8,12.1,7.1,11.7,59.6,63.4,30.2,101.34,14.0,"4,304"
DeMar DeRozan,27,34,33.7,113.0,115.5,-2.5,30.9,3.55,25.7,1.9,10.6,6.2,7.2,50.5,59.1,25.5,100.09,13.9,"4,289"
Christian Wood,12,29,32.3,108.8,112.6,-3.8,8.9,0.89,8.1,5.5,22.8,14.2,9.2,57.4,59.1,25.5,102.27,13.9,"2,829"
Andre Drummond,19,27,27.0,107.5,111.4,-3.9,12.4,0.76,10.7,13.2,33.6,22.9,14.1,49.3,51.9,26.9,98.31,13.9,"2,540"
Jarrett Allen,20,43,29.6,108.3,113.9,-5.6,8.7,1.06,12.9,10.6,23.2,17.0,12.2,62.4,66.1,16.3,98.96,13.8,"3,847"
Donovan Mitchell,39,14,33.4,117.1,109.2,7.9,26.6,1.88,16.8,2.8,9.5,6.3,8.9,52.0,56.9,32.7,99.99,13.8,"3,688"
Kristaps Porzingis,26,17,30.9,116.0,115.3,0.7,8.1,1.33,7.9,6.2,21.9,14.1,5.9,54.7,58.2,25.9,98.93,13.5,"2,729"
Jusuf Nurkic,22,15,23.8,115.0,108.2,6.9,20.6,1.71,21.6,9.4,28.3,18.6,12.6,53.2,55.4,21.7,102.21,13.4,"1,872"
Bobby Portis,44,22,20.8,113.4,108.3,5.1,7.5,1.27,9.4,8.5,22.9,15.8,7.4,58.5,59.8,20.2,104.72,13.3,"2,986"
Derrick Rose,28,22,25.6,109.8,105.0,4.9,27.6,2.68,21.9,1.5,8.1,4.9,8.2,51.1,55.0,25.2,98.32,13.3,"2,622"
Chris Boucher,25,35,24.2,114.4,110.7,3.8,6.8,1.37,8.4,7.8,19.2,13.5,6.1,59.5,63.4,20.2,100.04,13.2,"3,020"
Tony Bradley,15,27,16.3,108.7,110.5,-1.8,7.7,1.12,12.6,12.1,22.4,17.2,11.3,66.5,67.8,15.4,102.32,13.2,"1,463"
Mike Conley,37,14,29.4,116.2,99.5,16.7,30.3,3.08,27.5,2.4,8.2,5.5,8.9,55.2,58.9,22.4,101.52,13.1,"3,176"
Deandre Ayton,48,21,30.6,117.1,110.8,6.3,6.6,0.96,10.3,11.7,23.6,17.9,10.7,62.9,65.3,17.9,98.05,13.0,"4,320"
DeMarcus Cousins,22,19,17.4,103.4,106.6,-3.2,17.4,1.19,15.9,7.0,29.3,17.8,13.4,50.3,53.7,23.9,101.91,13.0,"1,508"
Dwight Howard,46,23,17.3,103.9,106.3,-2.4,7.6,0.54,10.7,14.8,30.9,22.8,19.7,59.6,61.0,17.3,101.16,13.0,"2,517"
Mason Plumlee,14,42,26.8,109.1,114.0,-4.9,20.5,1.92,26.5,9.5,26.4,17.6,13.8,61.4,63.8,16.3,98.52,12.9,"3,076"
Jaylen Brown,30,28,34.5,113.5,111.8,1.8,16.2,1.23,12.4,3.5,13.6,8.5,10.1,55.8,58.6,29.0,100.17,12.9,"4,169"
Brandon Ingram,29,32,34.3,115.1,114.2,1.0,21.8,1.92,17.6,1.6,12.6,7.1,9.2,53.1,58.4,27.9,99.97,12.8,"4,358"
Ben Simmons,42,16,32.4,113.9,106.0,8.0,30.8,2.32,31.2,5.1,16.6,11.1,13.5,56.0,58.4,20.0,101.44,12.8,"3,973"
Thaddeus Young,30,38,24.3,114.2,110.1,4.1,25.3,2.12,25.7,10.5,15.4,13.0,12.1,56.8,57.8,21.6,100.03,12.8,"3,445"
Malcolm Brogdon,27,29,34.5,110.6,111.1,-0.5,27.1,2.86,22.0,2.9,11.8,7.3,7.7,52.7,56.1,25.7,101.02,12.8,"4,056"
John Collins,34,29,29.3,116.0,111.7,4.3,6.5,0.93,7.7,6.4,18.3,12.5,8.2,61.0,64.5,21.4,99.99,12.5,"3,858"
Michael Porter Jr.,40,21,31.3,120.2,111.9,8.3,5.2,0.91,6.9,5.1,18.9,12.1,7.6,64.6,66.3,21.4,98.10,12.5,"3,924"
Willy Hernangomez,20,27,18.0,113.6,113.6,0.0,8.2,1.47,12.7,13.4,24.7,19.1,8.7,56.5,59.1,16.6,103.19,12.5,"1,813"
Devin Booker,48,19,33.9,118.6,111.4,7.2,20.0,1.40,14.9,1.6,10.8,6.4,10.6,53.3,58.7,31.9,98.50,12.5,"4,656"
Jrue Holiday,41,18,32.3,117.9,108.8,9.2,25.3,2.81,26.2,3.7,9.3,6.6,9.3,57.0,59.2,21.7,103.99,12.4,"4,131"
De'Aaron Fox,24,34,35.1,113.5,118.0,-4.5,32.6,2.40,22.2,1.6,8.5,5.0,9.3,52.3,56.5,30.4,101.86,12.4,"4,320"
Gordon Hayward,24,20,34.0,111.0,110.3,0.7,18.9,1.99,17.9,2.4,14.3,8.3,9.0,53.7,58.4,23.5,100.83,12.4,"3,142"
Dejounte Murray,32,35,31.9,111.8,109.5,2.3,24.6,3.10,24.0,2.6,19.0,10.8,7.7,48.5,50.9,23.1,100.02,12.4,"4,452"
Khris Middleton,45,23,33.4,116.7,110.5,6.2,22.7,2.08,21.6,2.3,14.3,8.5,10.4,54.6,58.8,24.5,103.55,12.3,"4,887"
CJ McCollum,28,19,34.0,119.0,112.8,6.2,22.0,3.43,18.2,1.8,9.9,5.6,5.3,55.4,57.7,26.5,100.01,12.3,"3,333"
Jaxson Hayes,24,36,16.1,104.6,105.5,-0.9,5.7,0.90,8.6,8.7,16.1,12.4,9.6,63.6,67.5,15.6,103.55,12.3,"2,078"
Jalen Brunson,40,28,25.0,113.7,108.7,4.9,21.5,2.99,23.7,1.6,11.7,6.7,7.9,58.8,61.8,19.6,98.84,12.3,"3,490"
Kemba Walker,22,21,31.8,114.5,111.4,3.1,23.3,2.41,20.5,1.2,11.3,6.2,8.5,51.4,55.9,25.6,99.45,12.3,"2,839"
Mo Bamba,11,35,15.8,102.4,115.2,-12.9,8.2,0.97,8.8,9.1,24.0,16.3,9.0,53.5,55.6,21.0,101.09,12.3,"1,523"
Daniel Gafford,31,23,14.7,112.5,108.4,4.1,5.1,0.71,8.5,11.8,16.0,14.0,12.0,68.4,69.7,16.1,104.72,12.2,"1,717"
Richaun Holmes,29,32,29.2,114.9,114.6,0.3,8.2,1.35,12.3,8.1,19.6,14.0,9.1,63.8,66.9,17.3,100.46,12.2,"3,728"
Kyle Anderson,36,33,27.4,110.3,108.7,1.6,18.2,2.91,23.2,2.6,17.3,9.9,8.0,54.0,57.8,18.1,102.34,12.1,"4,018"
LaMelo Ball,23,28,28.8,108.7,111.8,-3.1,32.2,2.16,26.1,4.1,16.1,10.0,12.1,50.4,53.9,24.7,103.35,12.1,"3,169"
Gorgui Dieng,14,24,14.5,106.6,113.2,-6.7,13.0,1.50,17.6,6.8,18.1,12.2,11.7,61.3,67.0,16.9,101.65,12.0,"1,175"
Pascal Siakam,21,35,35.8,114.4,111.4,3.0,19.5,1.92,17.0,4.5,15.6,9.9,8.8,49.3,54.7,26.1,99.50,11.9,"4,161"
T.J. McConnell,33,36,26.0,112.5,110.0,2.5,33.7,3.38,41.4,3.0,10.6,6.8,12.3,57.4,58.3,14.9,103.73,11.9,"3,869"
Cameron Payne,42,18,18.0,116.4,108.6,7.8,28.1,3.62,31.1,1.6,11.9,6.9,8.6,57.6,60.2,19.3,99.23,11.7,"2,233"
Ivica Zubac,47,25,22.3,114.3,109.3,5.0,7.9,1.11,13.9,12.1,20.0,16.2,12.5,65.4,69.3,14.7,98.99,11.7,"3,324"
Jamal Murray,31,17,35.5,118.6,110.6,8.0,19.7,2.14,19.3,2.3,9.5,5.9,9.0,55.9,59.2,24.4,97.41,11.7,"3,468"
Caris LeVert,24,23,31.6,111.9,112.1,-0.2,25.5,2.40,19.8,2.2,11.1,6.8,8.2,49.3,53.1,27.9,104.41,11.6,"3,231"
Drew Eubanks,21,33,14.0,103.6,108.2,-4.6,8.6,0.93,12.4,9.0,20.7,14.8,13.2,57.1,61.8,16.6,102.29,11.5,"1,599"
Kyle Lowry,15,31,34.8,112.6,113.0,-0.3,31.1,2.68,30.0,2.1,13.3,7.5,11.2,54.6,59.3,20.9,101.38,11.5,"3,385"
Serge Ibaka,24,17,23.3,117.5,110.1,7.4,11.0,1.68,14.7,8.0,21.7,15.0,8.7,56.3,58.5,20.0,97.67,11.5,"1,948"
JaVale McGee,21,25,14.7,100.9,106.9,-6.1,9.8,0.65,9.5,10.5,23.1,16.6,14.6,52.0,54.1,22.8,99.87,11.5,"1,410"
Jordan Clarkson,49,19,26.7,115.8,108.0,7.8,14.9,1.46,11.9,2.5,11.7,7.2,8.2,52.2,54.9,28.6,100.87,11.5,"3,821"
Collin Sexton,18,42,35.3,104.8,114.0,-9.2,22.2,1.57,15.5,2.7,6.3,4.4,9.9,51.9,57.3,28.6,99.26,11.5,"4,386"
Fred VanVleet,22,30,36.5,113.6,110.2,3.3,26.4,3.45,23.8,1.6,10.1,5.7,6.9,48.9,53.4,23.7,99.17,11.5,"3,927"
Wendell Carter Jr.,21,33,25.5,104.5,113.5,-9.0,11.6,1.33,14.5,9.1,21.9,15.4,10.9,52.0,56.6,18.8,100.67,11.5,"2,893"
Delon Wright,21,42,27.7,108.3,111.8,-3.5,23.7,3.35,29.7,3.6,12.2,7.7,8.9,52.5,56.2,16.3,98.91,11.5,"3,610"
Alec Burks,27,22,25.6,109.6,104.6,5.0,13.5,2.18,15.2,1.6,15.6,8.7,6.9,52.2,56.4,20.8,97.22,11.5,"2,540"
D'Angelo Russell,16,26,28.5,109.7,116.8,-7.0,32.3,2.18,22.8,1.2,7.7,4.4,10.4,52.3,55.5,28.3,104.18,11.4,"2,591"
Jerami Grant,15,39,33.9,108.3,111.5,-3.2,14.5,1.39,11.3,1.8,11.8,6.7,8.1,49.1,55.6,27.8,99.21,11.4,"3,783"
Moses Brown,8,35,21.4,98.1,116.4,-18.3,1.7,0.23,2.7,14.3,23.8,18.8,11.4,54.5,57.2,15.7,104.74,11.4,"2,010"
Cody Zeller,21,27,20.9,112.3,110.3,2.0,12.5,1.69,16.8,11.5,21.0,16.1,10.0,56.5,59.9,17.7,100.91,11.4,"2,113"
John Wall,12,28,32.2,106.1,111.8,-5.7,36.5,1.95,22.3,1.2,8.4,4.7,11.4,45.8,50.3,31.6,101.42,11.4,"2,717"
Ja Morant,33,30,32.6,114.7,112.1,2.6,32.1,2.29,25.9,2.7,9.1,5.9,11.3,48.7,53.7,26.7,102.16,11.3,"4,366"
Tyus Jones,36,34,17.5,104.9,107.8,-2.8,30.5,5.40,35.0,1.6,9.3,5.4,6.5,48.5,51.1,16.5,101.08,11.3,"2,569"
Terry Rozier,32,37,34.5,110.9,112.9,-2.0,19.3,2.29,18.0,1.9,10.5,6.1,7.9,54.8,57.5,23.8,99.64,11.3,"4,953"
Naz Reid,22,48,19.2,102.7,112.4,-9.7,8.8,1.04,9.1,5.4,17.3,11.1,8.7,57.6,59.9,21.8,104.06,11.3,"2,915"
Joe Ingles,47,20,27.9,116.7,104.9,11.8,23.8,2.72,30.7,1.4,10.8,6.3,11.3,65.2,67.2,16.2,101.08,11.2,"3,926"
Kelly Olynyk,26,44,28.5,110.7,113.2,-2.5,15.1,1.61,18.5,4.3,19.6,12.0,11.5,57.4,61.0,19.0,101.02,11.2,"4,205"
DeAndre Jordan,37,20,21.9,113.0,114.8,-1.9,9.9,1.09,19.9,9.7,23.1,16.8,18.2,76.3,73.6,12.8,101.05,11.2,"2,626"
Danilo Gallinari,29,22,24.0,113.0,110.3,2.7,9.9,1.77,11.4,1.5,15.5,8.7,6.4,54.2,61.3,21.1,98.80,11.2,"2,526"
Derrick Favors,49,19,15.3,114.1,111.6,2.6,5.9,1.22,12.3,13.0,22.7,17.8,10.1,63.8,66.3,12.5,101.18,11.1,"2,182"
Rajon Rondo,28,17,17.1,107.7,106.8,1.0,37.5,2.52,39.8,2.3,11.3,6.9,15.8,52.6,54.4,16.6,99.08,11.0,"1,591"
Bogdan Bogdanovic,30,14,29.7,114.9,111.0,3.9,16.9,2.72,18.7,1.6,10.4,6.1,6.9,60.2,61.6,21.0,99.59,11.0,"2,710"
Lauri Markkanen,20,31,25.8,107.1,109.9,-2.8,5.1,0.87,6.9,2.7,17.3,10.1,7.9,59.4,61.9,19.7,100.78,11.0,"2,780"
Brandon Clarke,32,27,24.0,109.5,109.3,0.2,9.4,2.88,14.3,6.4,16.0,11.1,5.0,53.7,56.0,16.7,101.99,11.0,"2,996"
Tyler Herro,29,25,30.3,107.7,110.6,-2.9,18.4,1.82,17.9,1.5,14.4,8.1,9.8,51.6,54.3,22.5,98.46,10.8,"3,360"
Isaiah Hartenstein,20,26,12.1,107.8,105.7,2.1,14.7,1.25,18.3,11.4,20.7,16.0,14.6,55.6,58.3,18.7,99.97,10.8,"1,152"
Rudy Gay,29,34,21.6,108.4,103.9,4.5,10.0,1.35,10.7,2.8,17.6,10.2,7.9,50.5,53.2,23.0,101.26,10.8,"2,865"
Isaiah Stewart,20,48,21.4,105.5,107.4,-2.0,6.4,0.88,10.3,10.5,19.3,14.9,11.7,57.8,59.7,15.0,99.66,10.8,"3,020"
Harrison Barnes,25,33,36.2,114.4,116.2,-1.8,12.8,2.16,19.4,3.1,15.2,9.2,9.0,57.5,62.6,16.9,101.16,10.7,"4,440"
Draymond Green,35,28,31.5,114.8,109.3,5.4,34.5,2.97,48.0,2.8,18.4,11.0,16.2,49.2,53.0,12.8,104.21,10.7,"4,305"
Jarred Vanderbilt,18,46,17.8,108.1,109.2,-1.1,9.1,1.43,18.6,9.6,21.1,15.3,13.0,60.8,61.2,11.8,103.75,10.7,"2,451"
Tyrese Maxey,41,20,15.3,106.4,108.0,-1.6,20.7,2.93,19.4,1.1,9.8,5.4,6.6,49.8,53.1,22.2,101.20,10.6,"1,963"
Frank Kaminsky,33,14,15.2,113.5,108.9,4.6,15.4,3.59,20.5,5.1,20.8,13.1,5.7,53.1,54.7,18.5,99.62,10.6,"1,478"
Lonzo Ball,23,32,31.8,114.2,113.7,0.5,24.6,2.57,27.1,1.8,12.9,7.3,10.5,53.7,55.1,20.2,100.81,10.5,"3,683"
Tyrese Haliburton,25,33,30.1,110.8,116.4,-5.6,24.7,3.36,29.7,2.2,7.6,4.9,8.8,56.9,58.5,17.5,102.31,10.4,"3,733"
Immanuel Quickley,37,27,19.4,111.6,104.5,7.1,16.4,2.19,15.3,2.0,8.6,5.4,7.0,49.7,55.7,24.6,97.18,10.3,"2,519"
Miles Bridges,31,35,29.3,110.4,110.1,0.3,11.3,1.39,15.9,4.1,15.8,10.0,11.5,59.6,62.5,17.0,100.77,10.3,"4,047"
Devonte' Graham,23,32,30.2,109.2,107.1,2.1,27.2,3.51,26.4,1.3,7.5,4.3,7.5,51.0,55.2,21.1,99.34,10.3,"3,444"
Robin Lopez,34,37,19.1,107.9,109.0,-1.1,6.0,0.73,9.0,9.7,9.2,9.5,12.2,63.9,66.1,16.9,103.69,10.2,"2,933"
Tim Hardaway Jr.,42,28,28.4,114.3,112.3,2.1,9.8,1.97,10.7,1.0,10.1,5.6,5.5,56.0,58.9,23.0,98.62,10.2,"4,073"
Shake Milton,46,17,23.2,109.3,105.0,4.3,21.0,1.87,18.6,2.2,7.6,4.9,9.9,50.3,54.9,23.9,101.45,10.1,"3,087"
Jordan Poole,28,23,19.4,107.6,106.9,0.7,16.1,1.94,14.8,1.5,7.4,4.4,7.6,53.5,58.1,24.6,101.94,10.1,"2,105"
Darius Garland,18,36,33.1,105.7,112.3,-6.6,29.8,2.01,24.4,1.3,6.2,3.7,12.1,51.7,54.7,24.5,98.78,10.1,"3,687"
Malik Beasley,8,29,32.8,107.9,115.0,-7.2,11.4,1.47,11.3,2.1,11.2,6.4,7.7,54.7,57.0,23.5,102.10,10.1,"2,577"
Jakob Poeltl,32,37,26.7,112.2,109.0,3.2,9.6,1.61,19.3,11.4,17.3,14.3,11.9,61.6,61.2,13.0,99.84,10.0,"3,831"
Josh Hart,21,26,28.7,111.9,112.1,-0.2,10.9,2.22,20.2,3.9,23.4,13.8,9.1,53.1,56.6,13.3,101.19,10.0,"2,847"
De'Anthony Melton,27,25,20.1,111.4,105.4,6.0,17.2,2.00,21.6,2.6,11.8,7.2,10.8,54.8,56.8,18.9,102.73,10.0,"2,230"
Dwight Powell,36,22,16.6,112.8,108.8,4.0,9.0,1.58,17.8,8.6,15.8,12.3,11.3,63.1,68.8,12.9,99.87,9.9,"2,007"
OG Anunoby,18,25,33.3,112.4,109.1,3.3,9.8,1.25,12.8,3.7,12.5,8.1,10.2,58.0,60.5,19.3,99.90,9.9,"2,992"
Andrew Wiggins,38,33,33.3,108.9,109.1,-0.2,11.0,1.33,11.5,3.4,10.6,7.1,8.7,54.3,56.8,22.9,103.17,9.9,"5,085"
Hamidou Diallo,18,34,23.6,102.0,110.6,-8.6,13.3,1.33,13.8,4.6,16.1,10.5,10.4,50.6,54.1,21.8,100.59,9.9,"2,583"
Mikal Bridges,51,21,32.6,117.5,110.0,7.4,8.5,2.67,16.3,3.5,9.9,6.8,6.1,64.3,66.7,14.7,98.32,9.9,"4,800"
Marvin Bagley III,20,23,25.9,112.8,116.5,-3.7,5.7,0.73,6.6,9.2,18.8,14.0,9.0,54.2,55.4,22.9,101.26,9.9,"2,345"
Eric Paschall,20,20,17.4,103.7,110.5,-6.8,12.5,1.19,11.9,3.8,13.8,8.8,10.0,52.7,56.1,23.4,102.80,9.8,"1,483"
Paul Millsap,38,18,20.8,116.2,111.5,4.7,11.3,1.92,16.6,6.7,16.7,11.7,8.6,53.7,56.5,18.4,96.76,9.8,"2,339"
Evan Fournier,18,24,30.0,111.6,113.0,-1.4,17.0,1.97,17.8,0.7,9.4,4.9,9.0,56.5,59.8,22.2,101.83,9.8,"2,672"
Ricky Rubio,23,45,26.1,109.3,114.3,-5.0,33.0,3.90,39.2,1.4,11.0,6.0,10.0,45.4,51.6,15.5,103.33,9.8,"3,816"
Juan Toscano-Anderson,28,25,20.9,109.4,105.6,3.8,18.1,2.46,34.6,2.6,17.2,10.2,14.1,66.7,67.6,10.8,104.08,9.8,"2,404"
John Konchar,23,20,13.4,110.6,108.6,2.1,11.1,2.61,21.6,5.7,16.1,10.7,8.3,57.6,60.8,12.4,100.85,9.8,"1,204"
Bruce Brown,45,20,22.3,115.9,112.4,3.5,9.9,1.93,16.4,8.1,15.4,12.0,8.5,57.6,60.4,15.7,100.24,9.8,"3,016"
Kyle Kuzma,40,28,28.7,104.8,105.4,-0.6,10.0,1.12,12.2,5.4,15.7,10.5,10.9,53.3,54.6,19.8,99.72,9.7,"4,070"
Dennis Schroder,38,23,32.1,110.8,108.6,2.2,26.2,2.15,25.4,1.6,9.3,5.5,11.8,48.4,54.3,22.7,99.67,9.7,"4,059"
Goran Dragic,30,20,26.7,110.1,108.6,1.5,26.0,1.86,23.1,1.9,10.7,6.3,12.5,51.4,55.2,23.9,98.59,9.7,"2,745"
Alex Len,30,34,15.3,106.9,111.0,-4.0,6.9,0.89,11.3,7.7,17.4,12.6,12.6,62.9,64.3,16.1,106.79,9.7,"2,173"
Lou Williams,44,22,21.6,112.3,110.6,1.8,23.3,2.08,21.4,1.5,8.0,4.8,10.3,46.4,51.9,24.4,101.69,9.6,"3,025"
Malik Monk,19,23,20.9,109.4,108.6,0.8,15.5,1.58,15.3,1.5,9.6,5.5,9.6,54.0,56.9,22.7,101.97,9.6,"1,874"
Saben Lee,14,34,16.3,105.4,111.7,-6.3,33.3,3.16,36.3,2.6,9.9,6.3,11.5,49.0,53.6,17.1,98.91,9.6,"1,614"
Doug McDermott,32,34,24.5,110.5,112.3,-1.8,7.5,1.60,10.1,3.6,9.6,6.6,6.3,61.6,63.5,19.4,103.70,9.6,"3,505"
Tomas Satoransky,25,33,22.5,109.4,110.1,-0.8,27.8,2.82,37.3,2.4,8.7,5.5,13.2,57.8,61.4,15.0,99.25,9.6,"2,711"
Norman Powell,32,37,32.0,114.3,112.5,1.8,8.9,1.08,10.1,1.8,7.9,4.8,9.3,57.0,61.8,22.1,101.07,9.6,"4,642"
Jordan McLaughlin,15,36,18.4,102.6,108.8,-6.3,29.2,3.78,38.6,2.0,9.0,5.3,10.2,48.1,50.2,13.3,103.41,9.5,"2,018"
RJ Barrett,41,31,34.9,110.0,107.2,2.7,13.4,1.56,14.1,2.7,13.0,7.9,9.0,49.9,53.5,22.8,97.54,9.5,"5,101"
Kendrick Nunn,31,25,29.5,111.1,111.6,-0.4,14.0,1.85,16.2,1.3,9.6,5.5,8.8,57.8,59.6,20.5,97.49,9.5,"3,355"
Aaron Gordon,29,21,27.7,112.5,110.4,2.1,16.5,1.66,19.6,5.5,15.0,10.2,11.8,52.2,54.7,20.4,99.48,9.5,"2,868"
Daniel Theis,28,37,24.6,109.4,110.8,-1.3,9.7,1.64,15.7,5.7,16.4,11.0,9.6,59.3,60.9,15.4,99.75,9.5,"3,333"
Xavier Tillman,31,28,18.4,109.5,106.6,2.9,9.6,1.67,17.1,6.5,16.3,11.3,10.3,59.5,60.5,14.2,101.41,9.5,"2,276"
Taj Gibson,29,16,20.8,110.5,103.1,7.3,5.4,1.64,14.9,10.2,15.1,12.7,9.1,63.6,66.1,9.5,97.67,9.5,"1,899"
Dario Saric,37,13,17.4,115.9,104.4,11.5,10.4,1.14,12.7,5.5,16.8,11.2,11.2,51.6,56.7,21.8,101.27,9.4,"1,840"
Bojan Bogdanovic,52,20,30.8,116.8,107.3,9.5,9.1,1.06,10.4,1.8,9.9,6.0,9.8,53.6,58.8,22.5,99.94,9.4,"4,604"
Talen Horton-Tucker,39,26,20.1,105.8,104.7,1.0,20.9,1.72,21.9,1.9,10.4,6.3,12.7,49.6,53.6,21.0,100.77,9.4,"2,731"
Anthony Edwards,23,49,32.1,110.6,115.6,-5.0,14.2,1.32,12.4,2.3,12.1,7.0,9.4,48.8,52.3,26.4,102.71,9.4,"4,961"
Obi Toppin,36,26,11.0,109.1,106.5,2.7,6.5,1.26,10.7,3.7,15.5,9.7,8.5,56.0,57.4,15.7,97.43,9.3,"1,381"
Tristan Thompson,27,27,23.8,111.9,110.9,1.0,7.3,1.08,13.2,12.4,21.2,16.7,12.2,51.8,54.0,14.4,99.66,9.3,"2,670"
Frank Jackson,13,27,18.5,106.1,107.0,-1.0,7.9,1.06,9.2,2.1,9.2,5.7,8.7,56.1,59.8,20.7,99.74,9.3,"1,535"
Ish Smith,23,21,21.0,111.0,108.7,2.3,24.2,4.20,32.8,2.2,13.1,7.6,7.8,46.5,47.3,15.5,104.87,9.3,"2,020"
