Player,W,L,MIN,OFFRTG,DEFRTG,NETRTG,AST%,AST/TO,AST RATIO,OREB%,DREB%,REB%,TO RATIO,EFG%,TS%,USG%,PACE,PIE,POSS
Lauri Markkanen,16,36,32.3,106.8,112.3,-5.5,7.0,0.88,7.3,4.3,23.4,13.8,8.2,50.6,55.3,24.5,99.33,12.5,"3,478"
Zach LaVine,16,47,34.5,105.8,112.4,-6.5,22.4,1.32,15.9,1.8,11.3,6.6,12.0,52.0,57.4,29.8,99.98,12.5,"4,519"
Marvin Bagley III,30,32,25.3,107.8,111.0,-3.2,6.0,0.63,6.3,9.2,18.0,13.6,9.9,52.5,56.2,23.7,104.19,12.4,"3,405"
Pascal Siakam,57,23,31.8,114.8,104.2,10.6,14.1,1.61,16.8,5.0,15.4,10.5,10.5,59.1,62.8,20.5,100.87,12.4,"5,365"
Kenneth Faried,21,16,19.7,113.7,109.6,4.1,4.3,0.61,5.5,12.3,21.0,16.4,9.1,60.4,62.2,19.4,101.94,12.4,"1,546"
Dwight Powell,31,46,21.6,110.8,109.9,0.9,10.1,1.67,14.5,8.1,16.0,12.0,8.7,63.7,68.2,16.7,100.94,12.3,"3,488"
Serge Ibaka,53,21,27.2,113.6,107.4,6.2,7.6,0.88,8.5,7.8,20.4,14.4,9.7,55.7,58.2,22.7,100.38,12.3,"4,203"
Larry Nance Jr.,16,51,26.8,105.8,114.6,-8.8,17.9,2.21,25.2,9.0,22.4,15.4,11.4,55.4,58.3,15.2,97.93,12.3,"3,663"
Nerlens Noel,48,29,13.7,99.0,101.7,-2.6,6.7,0.94,11.1,10.5,17.6,13.9,11.9,58.7,60.8,13.7,103.88,12.2,"2,277"
Jarrett Allen,42,38,26.2,109.2,111.6,-2.4,7.6,1.07,12.1,8.8,20.8,15.0,11.3,59.5,63.2,15.8,102.55,12.1,"4,472"
Cheick Diallo,27,37,14.0,105.3,110.0,-4.7,5.1,0.67,8.6,7.9,26.0,17.1,12.8,62.2,64.4,15.5,107.19,12.1,"2,003"
Tristan Thompson,8,35,27.9,106.5,118.8,-12.3,11.0,1.46,15.0,13.7,23.7,18.4,10.3,52.9,55.1,17.5,97.05,12.1,"2,420"
Malcolm Brogdon,49,15,28.6,113.4,102.7,10.7,15.7,2.25,18.5,3.5,10.7,7.3,8.2,57.5,61.4,20.2,104.93,12.0,"4,002"
Trae Young,29,52,30.9,108.5,114.8,-6.3,39.0,2.12,27.3,2.4,9.1,5.7,12.9,48.0,53.9,27.7,105.78,11.9,"5,522"
Myles Turner,43,31,28.6,107.3,104.5,2.8,8.3,1.15,10.6,4.8,19.5,12.3,9.2,53.6,56.7,19.9,98.83,11.9,"4,362"
De'Aaron Fox,39,42,31.4,110.0,109.1,0.9,32.2,2.60,28.1,1.5,9.5,5.4,10.8,49.7,54.4,23.8,105.57,11.9,"5,606"
Willie Cauley-Stein,39,42,27.3,110.0,108.7,1.2,12.1,2.31,17.2,7.4,21.3,14.2,7.4,55.7,56.6,17.3,104.58,11.8,"4,818"
Gorgui Dieng,33,43,13.6,105.2,109.0,-3.8,10.6,1.26,13.0,7.2,22.5,14.5,10.3,52.7,57.2,19.4,103.64,11.8,"2,211"
Willy Hernangomez,31,27,14.0,109.2,115.3,-6.2,11.2,1.03,12.7,13.0,24.0,18.2,12.2,54.4,58.7,20.6,102.82,11.8,"1,745"
Jeremy Lamb,38,41,28.5,110.3,109.6,0.7,11.9,2.15,12.8,2.7,15.9,9.1,6.0,49.9,55.2,22.0,99.74,11.8,"4,683"
Khris Middleton,56,21,31.1,114.7,104.2,10.5,19.4,1.90,18.9,2.1,14.9,8.9,9.9,51.9,55.8,24.6,104.39,11.8,"5,208"
Donovan Mitchell,49,28,33.7,110.5,103.7,6.8,20.9,1.48,14.4,2.2,9.3,5.8,9.7,49.3,53.7,30.9,101.50,11.7,"5,493"
Khem Birch,26,24,12.9,105.9,102.7,3.2,8.7,1.90,15.4,11.2,16.6,13.8,8.1,60.3,64.0,13.6,101.21,11.6,"1,356"
Nikola Mirotic,24,22,27.1,112.0,108.3,3.7,6.1,1.15,7.9,4.5,19.8,12.3,6.9,54.6,58.4,20.6,106.60,11.6,"2,772"
Mitchell Robinson,16,50,20.6,103.3,109.6,-6.2,4.2,1.06,8.8,12.2,16.6,14.4,8.3,69.4,69.2,11.9,101.08,11.5,"2,852"
Jahlil Okafor,23,36,15.8,106.0,111.5,-5.5,6.4,0.77,8.2,8.4,19.6,14.0,10.7,58.7,60.3,19.8,103.79,11.5,"2,018"
Mason Plumlee,54,28,21.1,109.3,106.1,3.2,19.9,1.93,27.0,9.1,19.8,14.4,14.0,59.5,60.2,15.9,99.60,11.5,"3,571"
Dwyane Wade,35,37,26.2,104.8,106.6,-1.8,26.4,1.81,19.7,3.3,10.6,6.9,10.8,47.8,51.0,26.9,101.36,11.5,"3,983"
Kyle Lowry,47,18,34.1,116.2,105.5,10.7,32.9,3.10,36.1,1.9,11.4,6.9,11.6,51.8,56.2,19.1,101.37,11.5,"4,690"
Gordon Hayward,44,28,25.9,110.3,105.2,5.1,18.5,2.32,22.9,2.6,14.1,8.3,9.8,52.7,57.5,18.3,102.63,11.4,"3,988"
Darren Collison,45,31,28.2,109.6,107.4,2.2,30.2,3.67,34.5,1.7,8.9,5.4,9.4,52.7,57.4,17.6,98.95,11.4,"4,428"
Paul Millsap,49,21,27.1,114.0,105.4,8.6,10.4,1.48,13.9,7.8,18.2,13.0,9.4,52.8,57.0,19.1,99.44,11.3,"3,927"
Monte Morris,54,28,24.0,109.4,105.1,4.3,22.1,5.71,27.4,1.7,7.8,4.7,4.8,56.0,57.7,16.8,99.16,11.3,"4,071"
Bojan Bogdanovic,47,34,31.8,108.7,105.8,2.9,9.5,1.20,11.0,1.3,11.3,6.4,9.1,57.5,61.3,21.9,99.31,11.1,"5,334"
Jabari Parker,18,46,26.9,104.6,110.8,-6.2,14.0,1.01,13.5,4.5,18.7,11.7,13.4,53.3,56.0,23.6,102.85,11.1,"3,706"
Buddy Hield,39,43,31.9,109.4,110.0,-0.6,11.7,1.40,11.5,3.6,11.0,7.2,8.2,56.0,58.7,24.3,104.94,11.0,"5,733"
Jakob Poeltl,43,34,16.5,110.0,106.1,3.9,9.9,1.94,19.8,13.6,17.1,15.4,10.2,64.5,64.0,12.5,100.91,11.0,"2,668"
Spencer Dinwiddie,36,32,28.1,107.1,109.8,-2.7,27.2,2.05,21.6,1.3,6.9,4.1,10.6,51.7,58.0,24.2,102.33,11.0,"4,092"
Terrence Ross,42,39,26.5,105.3,105.9,-0.5,10.3,1.50,10.4,1.2,11.3,6.2,6.9,53.4,56.1,23.0,99.90,11.0,"4,489"
Aaron Gordon,40,38,33.8,107.4,105.9,1.5,16.6,1.78,18.0,4.7,16.5,10.6,10.1,50.7,53.8,21.3,99.28,10.9,"5,456"
Tony Parker,30,26,17.9,107.4,107.5,-0.1,33.1,2.76,25.9,1.3,6.7,4.0,9.4,47.4,51.2,24.7,101.52,10.9,"2,131"
Delon Wright,45,30,22.6,106.2,106.4,-0.1,21.7,3.22,26.1,3.7,11.3,7.4,8.1,47.8,52.3,17.2,101.30,10.9,"3,588"
Meyers Leonard,35,26,14.4,108.5,112.2,-3.7,12.3,1.74,19.6,5.5,20.6,13.0,11.2,64.9,67.5,14.9,100.30,10.8,"1,830"
Trey Burke,16,42,19.4,107.0,108.4,-1.5,22.9,3.24,19.7,2.3,5.9,4.1,6.1,48.2,52.4,24.2,101.16,10.8,"2,370"
Taj Gibson,32,38,24.1,109.5,111.6,-2.1,7.2,1.15,10.9,9.5,16.1,12.8,9.4,57.6,61.2,16.7,101.76,10.8,"3,572"
Jamal Murray,49,26,32.6,112.8,108.0,4.8,22.0,2.30,20.5,2.6,10.1,6.3,8.9,50.2,53.8,24.1,99.49,10.8,"5,074"
Dewayne Dedmon,24,40,25.1,107.9,112.0,-4.1,7.9,1.07,12.1,6.3,22.9,14.5,11.3,57.1,60.2,16.6,103.89,10.7,"3,469"
Frank Kaminsky,22,25,16.1,109.9,109.1,0.9,12.9,1.54,14.1,4.8,16.4,10.4,9.2,54.7,58.7,21.6,100.36,10.6,"1,591"
Greg Monroe,28,15,11.2,100.1,106.7,-6.6,7.9,0.75,8.7,11.9,21.8,16.5,11.6,48.9,52.1,21.1,103.87,10.6,"1,037"
Jayson Tatum,48,31,31.1,111.9,105.1,6.8,9.8,1.38,11.8,2.8,15.7,9.3,8.6,50.6,54.7,21.8,100.68,10.6,"5,152"
Bobby Portis,14,36,26.0,109.9,114.3,-4.4,8.5,0.97,8.8,8.3,22.6,15.4,9.1,50.4,52.9,24.1,101.85,10.6,"2,760"
Ivan Rabb,20,29,14.7,103.3,109.5,-6.2,12.3,1.54,16.3,9.7,19.7,14.6,10.6,55.4,58.6,16.6,98.51,10.6,"1,478"
Shabazz Napier,26,30,17.6,105.6,104.3,1.3,23.5,2.17,20.3,1.7,7.9,4.7,9.4,47.6,53.4,23.4,102.83,10.6,"2,099"
Jordan Clarkson,18,63,27.3,107.0,115.0,-8.0,15.3,1.45,12.4,3.5,8.7,6.0,8.5,50.9,53.9,26.6,99.17,10.5,"4,582"
Thaddeus Young,47,34,30.7,109.0,106.5,2.5,12.0,1.66,16.7,7.8,13.2,10.5,10.0,55.7,56.9,17.9,98.14,10.4,"5,092"
Joe Ingles,50,32,31.3,109.2,101.6,7.7,26.2,2.43,30.9,1.3,10.8,6.1,12.7,56.5,58.1,17.0,102.13,10.4,"5,467"
Noah Vonleh,13,55,25.3,104.7,112.4,-7.7,10.8,1.47,17.8,6.0,23.4,14.5,12.1,52.3,56.1,14.4,101.27,10.4,"3,626"
D.J. Augustin,42,39,28.0,110.4,107.2,3.2,25.8,3.33,32.4,1.8,7.1,4.4,9.7,56.6,61.6,16.9,98.88,10.3,"4,683"
Otto Porter Jr.,25,31,30.1,111.2,111.6,-0.4,10.0,1.85,13.9,3.1,15.3,9.2,7.5,54.6,56.9,18.5,103.07,10.3,"3,612"
Caris LeVert,19,21,26.6,108.5,108.7,-0.2,23.1,2.26,20.6,3.0,10.0,6.5,9.1,47.8,50.9,23.5,102.02,10.3,"2,256"
CJ McCollum,43,27,33.9,115.4,108.9,6.5,13.3,1.95,12.6,2.5,8.7,5.6,6.5,52.7,55.3,24.8,101.22,10.3,"5,020"
Steven Adams,47,33,33.4,112.6,105.9,6.7,6.3,0.92,10.3,12.9,13.3,13.1,11.2,59.5,59.1,16.0,104.85,10.3,"5,829"
Terry Rozier,47,32,22.7,104.8,105.9,-1.1,19.3,3.40,23.0,1.6,14.5,8.0,6.8,47.7,50.1,18.1,100.91,10.3,"3,767"
Klay Thompson,55,23,34.0,115.0,108.5,6.5,10.3,1.62,10.5,1.5,8.9,5.5,6.5,55.3,57.1,25.4,102.39,10.3,"5,648"
Jeff Teague,23,19,30.1,113.0,113.1,-0.1,36.6,3.54,37.2,1.2,6.7,3.9,10.5,46.5,52.8,18.6,101.85,10.3,"2,683"
Ricky Rubio,40,28,27.9,110.4,104.1,6.3,31.3,2.31,29.4,1.7,10.7,6.2,12.7,45.8,52.0,22.1,101.92,10.3,"4,030"
Ante Zizic,13,46,18.3,106.3,110.2,-3.9,7.5,0.87,10.5,9.7,19.3,14.4,12.1,55.3,59.0,17.8,99.35,10.3,"2,243"
JaMychal Green,31,34,21.1,103.3,109.1,-5.8,5.8,0.57,7.6,7.1,21.8,14.3,13.2,55.8,58.7,18.5,101.90,10.3,"2,888"
Mo Bamba,19,28,16.3,94.3,109.2,-14.9,8.6,0.91,11.1,7.4,21.3,14.0,12.3,52.5,53.9,17.4,99.70,10.3,"1,590"
Kelly Olynyk,39,40,22.9,107.9,106.0,1.9,11.3,1.23,15.7,3.8,16.0,9.9,12.8,56.3,61.0,17.5,99.51,10.2,"3,773"
Cody Zeller,22,27,25.4,112.3,110.9,1.4,11.4,1.65,17.8,8.4,17.1,12.7,10.8,55.9,61.1,15.9,100.64,10.1,"2,609"
Alex Len,28,49,20.1,106.0,110.4,-4.4,8.6,0.89,9.3,9.0,15.9,12.4,10.5,55.1,57.5,21.4,107.31,10.0,"3,447"
Jaren Jackson Jr.,23,35,26.1,101.3,103.6,-2.3,7.4,0.65,7.7,4.9,13.2,9.0,11.7,54.9,59.1,23.1,96.48,10.0,"3,029"
Jeremy Lin,31,43,19.4,101.7,106.8,-5.1,24.9,1.86,23.4,1.4,10.2,5.8,12.6,49.1,55.8,21.3,106.00,10.0,"3,161"
Wendell Carter Jr.,10,34,25.2,97.8,109.5,-11.7,11.8,1.20,13.9,7.5,19.8,13.6,11.5,49.3,54.1,19.2,99.17,10.0,"2,282"
Reggie Jackson,41,41,27.9,108.9,108.4,0.5,24.1,2.32,21.2,1.9,7.6,4.6,9.1,50.4,54.7,23.7,98.77,10.0,"4,719"
JJ Redick,49,27,31.3,110.3,104.7,5.6,12.9,2.04,14.4,0.8,6.2,3.6,7.1,55.7,60.2,20.9,105.13,9.9,"5,218"
Rajon Rondo,19,27,29.8,104.7,113.3,-8.6,36.0,2.89,39.0,2.3,14.2,8.3,13.5,46.4,47.3,17.2,104.55,9.9,"2,986"
Evan Turner,47,26,22.0,110.4,109.1,1.3,24.2,2.48,31.9,2.2,16.7,9.6,12.8,47.3,50.4,15.8,100.70,9.9,"3,362"
Kyle Anderson,19,24,29.8,102.6,104.7,-2.1,15.5,2.21,26.2,3.8,16.1,10.0,11.9,56.0,56.9,12.7,96.78,9.9,"2,582"
Bogdan Bogdanovic,32,38,27.8,108.2,109.3,-1.1,19.9,2.28,20.3,1.9,9.8,5.8,8.9,49.6,53.0,22.0,103.07,9.9,"4,184"
T.J. Warren,10,33,31.6,106.4,114.1,-7.7,7.3,1.23,8.2,2.2,10.8,6.4,6.7,54.9,58.0,22.1,101.86,9.9,"2,885"
Marcus Morris Sr.,44,31,27.9,110.3,108.9,1.4,7.3,1.18,9.7,3.5,17.6,10.6,8.2,53.3,56.8,20.3,101.87,9.9,"4,442"
Elfrid Payton,18,24,29.8,110.7,112.9,-2.2,31.8,2.86,36.5,3.7,12.9,8.3,12.8,47.5,50.2,17.7,106.18,9.8,"2,761"
Emmanuel Mudiay,13,46,27.2,104.0,114.8,-10.8,24.2,1.63,19.2,1.9,9.8,5.7,11.8,49.3,53.1,24.8,101.46,9.8,"3,401"
Thabo Sefolosha,28,22,12.2,108.3,99.5,8.8,5.9,1.08,12.7,1.4,18.1,10.2,11.8,59.1,59.9,12.9,101.69,9.8,"1,294"
Draymond Green,48,18,31.3,115.8,105.0,10.7,26.1,2.69,41.9,3.1,18.0,11.2,15.6,50.1,52.6,12.8,103.58,9.8,"4,448"
Al-Farouq Aminu,52,29,28.3,116.3,108.2,8.2,5.7,1.44,12.3,4.8,20.4,12.7,8.5,51.4,56.8,13.4,101.22,9.7,"4,828"
T.J. McConnell,46,30,19.3,108.1,108.8,-0.7,24.9,2.84,32.9,1.8,9.4,5.7,11.6,54.2,55.5,14.8,103.02,9.7,"3,161"
Marcin Gortat,25,22,16.0,106.0,112.5,-6.5,12.3,1.30,20.1,8.9,25.3,17.2,15.5,53.2,56.2,14.8,99.94,9.7,"1,564"
Justise Winslow,30,36,29.7,107.6,104.2,3.4,21.3,1.99,22.8,3.1,14.1,8.6,11.5,49.7,51.3,20.6,99.61,9.7,"4,058"
Kyle Kuzma,33,37,33.1,108.4,109.7,-1.3,11.3,1.34,11.8,2.5,12.7,7.7,8.8,51.5,54.6,23.3,104.67,9.6,"5,049"
Derrick White,41,26,25.8,111.9,107.1,4.8,20.6,2.71,27.5,2.2,11.6,7.2,10.1,52.3,55.5,17.8,98.72,9.6,"3,546"
Raul Neto,26,11,12.8,116.1,98.6,17.5,25.1,2.66,30.5,1.4,10.5,6.4,11.5,52.2,55.8,18.4,104.55,9.6,"1,029"
Nemanja Bjelica,38,39,23.2,111.5,108.7,2.7,10.7,1.79,17.1,6.5,17.1,11.7,9.5,56.6,58.5,16.2,105.31,9.6,"3,911"
Fred VanVleet,46,18,27.5,113.1,105.0,8.1,24.3,3.74,29.6,1.2,7.8,4.6,7.9,50.3,53.9,17.7,99.87,9.5,"3,663"
Daniel Theis,38,28,13.8,110.0,102.6,7.4,10.8,2.06,16.9,8.8,14.5,11.6,8.2,59.8,62.4,15.0,102.84,9.5,"1,938"
Tyus Jones,29,39,22.9,108.4,108.7,-0.3,28.4,6.96,38.6,1.4,6.9,4.1,5.5,46.0,49.1,13.9,102.43,9.5,"3,334"
Trey Lyles,42,22,17.5,105.7,105.7,0.0,11.6,1.28,12.4,3.6,17.2,10.3,9.7,47.0,50.0,22.9,100.85,9.4,"2,354"
Pat Connaughton,43,18,20.7,111.0,106.1,5.0,12.8,3.70,23.3,4.6,13.5,9.2,6.3,56.0,57.3,13.0,104.84,9.4,"2,746"
Kelly Oubre Jr.,21,48,28.0,107.2,113.3,-6.0,6.7,0.82,7.4,3.5,12.6,8.0,9.1,51.0,55.1,22.3,103.95,9.4,"4,180"
Josh Richardson,35,38,34.8,106.6,105.6,0.9,17.7,2.64,19.5,2.0,7.8,4.9,7.4,49.2,53.6,20.3,99.49,9.4,"5,272"
Quinn Cook,49,25,14.3,105.8,112.1,-6.3,16.7,2.32,18.9,2.1,12.3,7.2,8.1,55.7,56.5,20.0,100.79,9.3,"2,227"
Luke Kornet,9,37,17.0,102.5,106.0,-3.5,10.8,2.16,14.2,3.3,12.3,7.9,6.6,50.2,53.1,17.8,101.94,9.3,"1,666"
Dennis Schroder,47,32,29.3,109.1,105.5,3.6,20.9,1.88,19.0,1.5,10.2,5.7,10.1,47.0,50.8,23.8,104.30,9.3,"5,021"
Tomas Satoransky,32,48,27.0,110.1,110.5,-0.4,24.8,3.33,35.6,3.6,9.0,6.3,10.7,54.5,59.0,13.9,102.35,9.2,"4,598"
