Player,W,L,MIN,OFFRTG,DEFRTG,NETRTG,AST%,AST/TO,AST RATIO,OREB%,DREB%,REB%,TO RATIO,EFG%,TS%,USG%,PACE,PIE,POSS
Nikola Vucevic,27,48,28.8,104.3,107.8,-3.5,15.7,1.78,14.6,7.7,27.2,17.3,8.2,48.0,49.8,24.1,99.13,14.2,"4,474"
Eric Bledsoe,22,44,33.0,107.9,111.6,-3.8,30.9,1.87,22.4,2.3,12.4,7.2,12.0,48.5,56.3,27.5,101.56,14.1,"4,600"
Greg Monroe,42,39,22.5,111.0,107.0,4.0,16.5,1.34,16.2,9.9,20.8,15.5,12.1,53.3,57.2,23.8,96.33,13.9,"3,654"
Kemba Walker,36,43,34.7,110.9,107.4,3.5,28.2,2.58,19.7,1.6,9.5,5.5,7.6,52.7,56.9,28.6,96.44,13.7,"5,502"
Andre Drummond,36,45,29.7,104.3,109.9,-5.6,6.0,0.59,6.9,13.2,34.1,22.9,11.6,53.1,51.8,22.2,95.30,13.6,"4,780"
Jonas Valanciunas,50,30,25.8,111.1,109.1,2.0,4.3,0.54,5.9,11.2,26.4,18.8,11.0,55.8,60.1,19.3,95.15,13.6,"4,106"
Paul George,39,36,35.9,110.2,107.2,3.1,15.7,1.14,12.7,2.3,16.1,9.4,11.2,53.4,58.7,28.7,97.00,13.6,"5,435"
Kyrie Irving,47,25,35.1,116.7,110.3,6.4,27.8,2.32,19.6,2.0,6.8,4.5,8.4,53.5,58.0,29.5,97.54,13.5,"5,133"
Lou Williams,34,47,24.6,110.1,109.1,0.9,19.3,1.49,15.1,1.2,8.4,4.8,10.1,51.1,59.3,27.7,102.49,13.3,"4,260"
Al Jefferson,33,33,14.1,102.2,107.6,-5.4,11.4,1.73,9.5,7.7,22.5,14.8,5.5,49.9,52.6,25.4,97.20,13.3,"1,886"
Willy Hernangomez,27,45,18.4,106.4,107.6,-1.1,11.6,0.96,13.4,12.3,23.7,18.1,14.0,53.3,56.4,19.9,98.36,13.3,"2,703"
Kyle O'Quinn,29,50,15.6,103.7,109.1,-5.4,14.9,1.54,18.3,12.0,21.9,16.9,11.9,52.3,55.2,18.2,96.96,13.2,"2,470"
Jeff Teague,42,40,32.4,109.0,107.9,1.1,35.9,2.96,32.9,1.3,11.1,6.3,11.1,49.2,57.4,21.9,98.09,13.1,"5,425"
Tyson Chandler,15,32,27.6,107.8,110.8,-3.1,3.3,0.46,7.9,11.4,30.6,20.7,17.2,67.1,70.3,11.2,100.75,13.0,"2,728"
Clint Capela,44,21,23.9,114.9,107.5,7.4,6.6,0.72,8.0,11.3,22.2,16.7,11.0,64.3,63.8,19.9,99.99,13.0,"3,220"
Goran Dragic,40,33,33.7,108.4,107.3,1.1,28.3,2.00,22.2,2.5,8.7,5.6,11.1,52.7,57.5,26.2,96.78,13.0,"4,964"
Beno Udrih,18,21,14.4,103.8,97.2,6.6,36.4,3.64,34.7,1.1,8.9,5.1,9.5,49.5,53.5,19.5,95.54,13.0,"1,121"
George Hill,33,16,31.5,109.8,101.3,8.5,22.7,2.40,21.0,1.6,9.5,5.6,8.7,55.4,59.9,22.9,92.74,12.8,"2,985"
Alan Williams,11,36,15.1,106.2,105.1,1.2,4.9,0.62,6.1,12.1,25.5,18.8,9.8,51.7,54.7,20.3,102.86,12.7,"1,509"
Trevor Booker,18,53,24.7,100.1,108.2,-8.1,13.1,1.09,15.3,7.9,22.3,15.3,14.1,53.7,55.4,18.5,102.32,12.7,"3,724"
Nerlens Noel,24,27,20.5,102.3,105.6,-3.3,7.8,0.98,10.9,9.0,19.8,14.3,11.1,59.5,62.2,17.1,99.02,12.6,"2,154"
Paul Millsap,40,29,34.0,106.2,103.5,2.7,17.2,1.59,16.1,4.7,17.1,11.0,10.1,48.1,54.2,24.1,99.39,12.6,"4,853"
David Lee,58,21,18.7,109.8,99.5,10.3,12.6,1.51,18.4,10.6,18.9,14.9,12.2,59.0,61.3,16.1,98.36,12.6,"3,028"
Al Horford,46,22,32.3,112.1,107.2,4.8,23.9,2.93,25.7,4.4,16.2,10.5,8.8,52.7,55.3,19.6,97.71,12.5,"4,464"
CJ McCollum,40,40,34.9,109.6,108.9,0.7,17.5,1.66,14.1,2.1,8.0,5.1,8.5,54.4,58.5,26.8,98.58,12.5,"5,750"
Dirk Nowitzki,23,31,26.4,103.7,105.0,-1.3,9.9,1.61,9.6,1.6,23.8,12.6,6.0,49.5,52.9,24.6,97.23,12.4,"2,897"
Brook Lopez,20,55,29.6,104.7,108.5,-3.8,14.3,0.96,10.5,5.3,11.6,8.5,10.9,53.1,57.8,28.6,102.95,12.4,"4,778"
Jeremy Lamb,27,35,18.4,107.4,108.9,-1.5,11.3,1.88,11.4,2.6,20.0,11.3,6.1,50.2,55.0,22.8,95.93,12.4,"2,281"
Dewayne Dedmon,55,21,17.5,106.0,98.0,8.0,4.9,0.72,10.9,10.0,26.6,18.6,15.2,62.2,64.5,11.8,95.64,12.4,"2,639"
Kenneth Faried,29,32,21.2,110.7,112.3,-1.7,6.4,0.93,9.0,13.5,21.8,17.5,9.6,54.8,58.8,17.9,99.95,12.4,"2,692"
David West,56,12,12.6,107.1,98.6,8.5,26.0,1.94,29.8,6.3,16.9,12.1,15.4,54.2,57.1,19.1,97.12,12.3,"1,715"
Brandon Bass,29,23,11.1,102.0,114.5,-12.5,6.3,0.72,7.7,7.6,15.0,11.3,10.6,57.8,65.0,19.2,98.19,12.2,"1,181"
LaMarcus Aldridge,52,20,32.4,110.5,104.4,6.2,10.0,1.42,9.8,7.6,15.3,11.5,6.9,48.8,53.2,24.8,93.27,12.2,"4,533"
Jabari Parker,22,29,33.9,108.1,110.6,-2.5,13.7,1.53,12.4,4.8,13.4,9.2,8.1,53.0,56.3,25.7,97.28,12.1,"3,502"
Dwyane Wade,29,31,29.9,104.3,106.1,-1.8,22.1,1.65,15.8,3.3,11.3,7.2,9.6,45.7,50.8,28.9,97.41,12.1,"3,634"
Jrue Holiday,32,35,32.7,104.3,103.7,0.7,35.5,2.52,29.6,2.0,9.2,5.7,11.8,51.0,53.2,23.2,99.36,12.1,"4,537"
James Johnson,40,36,27.4,105.8,102.8,3.0,21.0,1.61,21.1,3.1,14.5,8.8,13.1,53.5,56.4,21.5,98.00,12.0,"4,263"
Bradley Beal,48,29,34.9,113.5,107.9,5.6,15.4,1.71,14.2,2.0,7.0,4.5,8.3,56.6,60.4,25.8,98.84,11.9,"5,538"
Carmelo Anthony,29,45,34.3,107.8,112.7,-4.8,14.1,1.39,11.2,2.3,14.3,8.2,8.0,48.8,53.5,28.6,97.04,11.8,"5,138"
Nicolas Batum,35,42,34.0,109.1,108.2,1.0,27.3,2.35,26.4,1.7,16.4,9.0,11.2,47.2,52.9,21.5,97.08,11.8,"5,301"
Tyreke Evans,17,23,19.7,97.9,107.4,-9.5,28.1,2.03,20.9,1.5,15.5,8.3,10.3,46.2,50.1,26.2,97.79,11.8,"1,606"
Draymond Green,62,14,32.5,116.2,100.9,15.3,27.2,2.90,36.3,4.1,18.3,11.7,12.5,48.1,52.2,15.9,102.08,11.7,"5,262"
Dennis Schroder,42,37,31.5,105.3,106.8,-1.5,34.0,1.93,24.0,1.7,7.9,4.8,12.4,49.3,53.3,27.2,98.74,11.7,"5,113"
Jusuf Nurkic,34,31,21.4,106.3,107.7,-1.4,14.2,0.86,13.8,10.8,21.2,16.1,16.0,50.7,52.8,23.2,99.19,11.7,"2,869"
Elfrid Payton,29,53,29.4,106.6,109.2,-2.6,32.9,2.97,30.9,3.5,12.0,7.7,10.4,49.3,52.0,21.1,98.58,11.7,"4,945"
Richaun Holmes,16,41,20.9,102.4,109.6,-7.2,8.1,1.05,10.2,7.9,17.8,12.9,9.7,59.1,61.1,18.4,100.99,11.6,"2,487"
Michael Beasley,23,33,16.7,107.5,109.3,-1.9,9.6,0.80,9.3,4.5,16.2,10.5,11.6,55.4,58.4,24.3,97.31,11.6,"1,892"
Ricky Rubio,28,47,32.9,110.5,111.3,-0.7,38.5,3.50,41.5,2.8,10.0,6.4,11.9,44.8,53.9,17.1,95.82,11.4,"4,942"
Marreese Speights,51,31,15.7,105.3,106.3,-0.9,8.5,0.94,8.7,6.9,21.8,14.4,9.3,53.9,58.4,23.4,98.59,11.4,"2,637"
Danilo Gallinari,31,32,33.9,113.9,110.5,3.4,9.0,1.65,11.9,1.8,13.0,7.5,7.2,53.1,62.2,19.8,99.27,11.4,"4,417"
Thomas Robinson,15,33,11.7,103.6,110.9,-7.2,8.8,0.67,10.3,14.0,26.3,19.8,15.3,53.6,53.5,20.0,99.40,11.4,"1,161"
Tobias Harris,37,45,31.3,105.5,106.1,-0.5,8.7,1.48,10.2,2.4,14.0,8.0,6.9,53.2,56.8,21.4,96.57,11.3,"5,177"
Julius Randle,24,50,28.8,104.2,114.0,-9.8,19.5,1.53,19.8,6.6,23.1,14.5,13.0,49.9,54.3,21.2,100.05,11.3,"4,437"
Harrison Barnes,32,47,35.5,104.0,106.2,-2.2,7.6,1.14,7.2,3.4,11.7,7.5,6.3,49.8,54.1,25.2,93.53,11.2,"5,455"
Derrick Rose,26,38,32.5,108.8,113.0,-4.2,21.6,1.93,18.6,3.0,8.2,5.6,9.7,47.7,53.0,25.4,97.69,11.2,"4,243"
Mason Plumlee,38,43,26.5,112.6,111.9,0.7,18.7,2.12,24.2,8.0,20.0,14.1,11.4,53.6,55.8,18.0,98.13,11.2,"4,377"
Myles Turner,42,39,31.4,109.1,106.4,2.8,6.5,1.01,8.8,5.9,17.2,11.9,8.7,53.4,58.5,19.5,97.52,11.2,"5,162"
Kelly Olynyk,49,26,20.5,105.1,105.2,-0.1,15.9,1.54,18.4,4.6,18.1,11.3,11.9,57.9,60.3,18.5,98.69,11.0,"3,172"
Terrence Jones,20,34,23.5,102.7,105.5,-2.9,7.5,1.23,8.8,4.8,17.8,11.3,7.2,48.9,51.5,20.9,99.41,11.0,"2,640"
Nene,47,20,17.9,110.4,102.0,8.4,8.8,0.89,10.5,7.4,14.7,11.1,11.8,62.1,63.0,19.1,104.40,11.0,"2,593"
Bobby Portis,30,34,15.6,102.4,105.9,-3.4,5.9,0.95,7.4,7.0,22.0,14.2,7.8,53.1,54.5,19.0,97.11,11.0,"2,019"
Marcin Gortat,49,33,31.2,112.1,108.6,3.5,6.5,1.02,12.3,9.3,24.3,16.8,12.1,57.9,59.3,14.6,98.44,10.9,"5,249"
Otto Porter Jr.,48,32,32.6,111.6,108.4,3.2,6.6,2.75,11.9,4.5,15.4,9.9,4.3,60.8,62.8,14.7,99.37,10.9,"5,401"
Spencer Hawes,27,27,14.8,99.6,110.7,-11.2,17.4,1.65,18.9,4.6,18.7,11.6,11.4,52.9,56.2,19.3,99.06,10.9,"1,650"
Klay Thompson,66,12,34.0,116.5,102.4,14.1,9.0,1.25,9.1,2.0,8.1,5.3,7.3,56.5,59.2,25.8,101.02,10.9,"5,582"
Montrezl Harrell,39,19,18.3,114.3,109.0,5.3,9.7,1.45,12.9,7.5,12.3,9.9,8.9,65.4,66.2,17.0,101.57,10.8,"2,245"
Willie Reed,39,32,14.5,103.8,101.9,1.9,4.0,0.84,6.8,11.9,19.2,15.5,8.1,57.0,57.8,15.0,98.42,10.8,"2,111"
Tyler Johnson,35,38,29.8,104.8,104.3,0.6,17.0,2.59,18.5,2.2,11.1,6.5,7.2,49.0,53.5,20.3,97.46,10.8,"4,426"
Derrick Favors,33,17,23.7,104.2,101.5,2.6,7.9,0.93,9.6,8.3,18.5,13.5,10.3,49.0,51.2,20.4,93.52,10.8,"2,308"
Ish Smith,37,44,24.1,105.4,104.6,0.8,31.9,3.73,31.5,1.0,10.9,5.8,8.4,45.8,47.7,20.1,97.18,10.7,"3,966"
T.J. McConnell,27,54,26.3,100.9,107.1,-6.2,37.4,3.36,42.9,1.8,9.7,5.7,12.8,47.2,50.4,14.2,101.81,10.7,"4,507"
Dwight Powell,30,47,17.3,103.7,109.0,-5.4,6.2,1.44,9.4,6.9,17.9,12.0,6.5,54.2,58.8,16.2,94.69,10.7,"2,618"
Ersan Ilyasova,35,47,26.1,103.9,104.3,-0.4,10.7,1.22,11.4,5.2,16.3,10.8,9.4,51.1,54.6,21.6,100.62,10.6,"4,484"
Rajon Rondo,34,35,26.7,105.3,107.4,-2.2,36.1,2.73,38.0,3.8,15.1,9.4,13.9,45.3,46.1,17.4,96.97,10.6,"3,732"
Ty Lawson,25,44,25.1,105.0,109.4,-4.5,30.0,2.59,30.9,2.6,7.7,5.2,11.9,48.7,55.1,19.0,97.68,10.6,"3,526"
Willie Cauley-Stein,29,46,18.9,102.6,109.5,-6.9,9.3,1.16,11.5,6.2,18.0,12.1,9.9,53.0,55.8,19.5,96.54,10.6,"2,854"
Serge Ibaka,37,42,30.7,106.0,108.9,-2.9,5.0,0.71,6.2,5.3,16.9,11.1,8.6,54.3,56.6,20.8,96.47,10.6,"4,868"
Kristaps Porzingis,26,40,32.8,106.4,108.7,-2.4,7.3,0.82,7.4,5.0,15.9,10.5,9.0,50.7,54.6,24.0,97.86,10.6,"4,414"
Kris Humphries,31,25,12.3,96.9,101.1,-4.2,7.0,1.04,9.4,8.3,21.4,14.6,9.1,45.1,51.4,17.6,98.59,10.5,"1,411"
Nikola Mirotic,37,33,24.0,108.2,102.7,5.4,6.9,0.94,9.0,3.6,18.6,11.1,9.6,51.6,54.6,19.4,97.85,10.4,"3,428"
Tim Hardaway Jr.,42,37,27.3,106.9,103.9,3.0,13.7,1.72,14.1,1.6,8.3,5.0,8.2,53.7,56.8,21.8,99.87,10.4,"4,491"
Dario Saric,28,53,26.3,100.6,106.8,-6.2,14.5,0.99,13.1,5.1,18.3,11.7,13.2,46.8,50.8,24.0,101.06,10.3,"4,468"
Jae Crowder,48,24,32.4,114.1,106.3,7.8,9.7,1.94,14.8,2.1,14.9,8.7,7.6,57.2,61.3,16.9,98.29,10.3,"4,773"
Seth Curry,30,40,29.0,105.0,105.2,-0.2,15.9,2.05,18.5,1.3,8.4,4.7,9.0,57.8,60.1,19.3,93.62,10.3,"3,944"
Will Barton,31,29,28.4,108.8,111.0,-2.1,18.5,2.12,19.7,3.2,12.0,7.5,9.3,50.8,54.7,20.7,99.46,10.2,"3,531"
Andre Iguodala,64,12,26.3,114.1,101.7,12.4,16.9,4.50,33.4,2.7,11.4,7.4,7.4,60.5,62.4,11.1,101.67,10.2,"4,232"
Channing Frye,44,30,18.9,110.5,109.3,1.2,5.0,0.85,6.9,2.7,17.2,10.3,8.1,58.9,61.2,19.3,97.81,10.1,"2,860"
Larry Nance Jr.,21,42,22.9,104.1,108.2,-4.1,9.6,1.71,17.5,8.0,18.0,12.7,10.2,54.0,56.7,13.3,100.67,10.1,"3,020"
Deron Williams,25,39,25.9,105.1,107.5,-2.4,35.0,2.61,31.7,0.9,8.6,4.6,12.1,50.9,54.1,21.9,94.11,10.0,"3,243"
Ivica Zubac,8,30,16.0,103.1,113.7,-10.5,7.8,1.00,9.4,6.5,18.8,12.6,9.4,52.9,54.7,20.1,102.82,10.0,"1,305"
Dion Waiters,27,19,30.1,108.1,105.5,2.6,23.4,1.94,19.6,1.3,9.5,5.4,10.1,48.8,50.7,26.0,96.57,10.0,"2,790"
Zaza Pachulia,58,12,18.1,116.7,101.0,15.7,13.1,1.52,22.6,11.5,20.2,16.1,14.9,53.4,58.8,15.0,102.01,10.0,"2,693"
Patty Mills,60,20,21.9,111.3,100.1,11.2,23.6,2.77,27.1,1.4,6.5,4.0,9.8,55.8,57.8,18.4,99.08,10.0,"3,623"
Darren Collison,26,42,30.3,107.6,111.2,-3.6,24.3,2.74,25.9,1.2,6.6,3.9,9.5,52.7,57.0,19.5,95.26,10.0,"4,102"
Cristiano Felicio,31,35,15.8,103.5,104.1,-0.7,6.1,1.21,11.9,11.4,17.6,14.5,9.8,57.9,60.3,12.4,96.43,10.0,"2,080"
Jon Leuer,34,41,25.9,102.4,104.5,-2.0,8.8,1.68,12.8,4.9,15.6,10.0,7.6,51.8,55.1,16.9,96.63,10.0,"3,915"
Salah Mejri,29,44,12.4,101.5,102.0,-0.5,2.5,0.35,6.4,10.9,25.4,17.9,18.3,64.6,65.0,10.5,93.05,9.9,"1,750"
D'Angelo Russell,21,42,28.7,105.2,114.3,-9.1,26.9,1.72,21.2,1.6,10.8,6.0,12.3,48.3,51.8,26.4,100.24,9.9,"3,775"
Avery Bradley,34,21,33.4,110.4,108.7,1.7,10.7,1.39,11.9,3.5,14.3,9.0,8.6,53.3,54.8,21.5,97.90,9.9,"3,745"
Sean Kilpatrick,14,56,25.1,103.3,109.6,-6.3,14.7,1.16,13.9,1.2,13.6,7.5,12.0,48.6,54.6,23.2,102.66,9.9,"3,755"
Kyle Anderson,53,19,14.2,105.3,96.2,9.1,12.6,2.33,24.9,3.4,16.7,10.3,10.7,48.1,52.5,11.8,97.73,9.8,"2,072"
Malcolm Brogdon,38,37,26.4,110.1,107.5,2.6,23.9,2.81,28.4,2.5,8.6,5.6,10.1,51.8,55.5,18.2,95.51,9.8,"3,938"
Wilson Chandler,35,36,30.9,111.1,112.1,-1.0,9.7,1.24,11.1,4.6,16.2,10.3,9.0,52.0,54.5,21.7,99.83,9.8,"4,573"
Rondae Hollis-Jefferson,19,59,22.6,102.2,107.7,-5.5,13.5,1.33,16.6,5.3,18.6,12.1,12.5,44.7,51.7,18.5,104.29,9.8,"3,801"
Steven Adams,47,33,29.9,109.2,104.9,4.2,5.4,0.59,8.6,11.0,13.6,12.2,14.6,57.1,58.9,15.9,99.46,9.7,"4,944"
Taj Gibson,41,37,25.5,106.4,105.9,0.5,5.7,0.70,7.6,7.5,16.3,11.8,11.0,51.7,54.3,18.8,97.06,9.7,"4,012"
Mike Muscala,36,34,17.7,102.5,105.4,-2.9,12.1,1.73,18.4,5.9,13.0,9.4,10.7,57.3,59.6,14.5,99.41,9.7,"2,561"
Thaddeus Young,40,34,30.2,107.7,105.8,1.9,8.2,1.28,13.0,6.2,13.8,10.1,10.1,56.0,56.2,16.3,98.20,9.7,"4,565"
Jahlil Okafor,15,35,22.7,96.5,110.1,-13.7,9.7,0.64,8.4,6.7,14.5,10.4,13.2,51.4,54.6,24.4,97.93,9.7,"2,311"
Tyus Jones,23,37,12.9,110.3,108.3,2.0,27.6,4.11,39.7,1.3,7.8,4.5,9.7,48.6,52.3,13.2,97.56,9.6,"1,575"
Marvin Williams,32,44,30.2,107.1,107.9,-0.8,7.2,1.77,11.3,3.7,18.0,10.7,6.4,51.0,55.1,16.0,96.58,9.6,"4,619"
Cody Zeller,33,29,27.8,110.0,104.1,6.0,8.7,1.52,14.3,7.6,15.7,11.6,9.4,57.1,60.4,15.3,96.29,9.6,"3,463"
Victor Oladipo,39,28,33.2,106.7,102.6,4.1,12.2,1.48,13.6,1.7,10.9,6.3,9.2,51.0,53.4,21.0,99.77,9.5,"4,613"
Joe Johnson,47,31,23.6,107.6,104.3,3.3,12.5,2.09,16.6,1.9,11.5,6.9,7.9,52.1,54.2,18.1,93.57,9.5,"3,592"
Alex Len,21,56,20.3,100.8,111.9,-11.1,4.3,0.43,6.3,9.1,22.2,15.4,14.5,50.0,55.3,17.4,102.09,9.5,"3,304"
Devin Harris,29,36,16.7,105.2,102.5,2.7,19.7,2.39,23.0,1.0,11.1,6.0,9.6,48.4,54.9,19.1,95.99,9.5,"2,164"
Tyler Ulis,15,46,18.4,102.9,108.2,-5.3,29.7,2.94,29.3,1.6,6.3,3.9,10.0,44.5,47.4,19.9,102.97,9.5,"2,402"
Andrew Wiggins,31,51,37.2,111.1,111.3,-0.2,10.4,1.01,8.6,3.4,7.7,5.6,8.6,48.4,53.4,28.6,96.58,9.5,"6,131"
Zach LaVine,16,31,37.2,108.4,111.2,-2.8,12.8,1.64,14.0,1.1,8.7,4.8,8.6,54.4,57.6,21.5,95.05,9.5,"3,454"
Kevin Seraphin,23,26,11.4,99.6,109.4,-9.8,6.9,0.79,8.8,7.0,18.1,12.5,11.2,55.1,55.9,18.4,98.31,9.5,"1,151"
Joakim Noah,17,29,22.1,106.2,112.6,-6.4,13.8,1.78,25.8,14.6,22.9,18.7,14.5,49.0,49.1,12.4,97.20,9.4,"2,049"
Shabazz Muhammad,29,49,19.4,106.3,107.9,-1.6,3.8,0.63,4.5,5.5,9.4,7.4,7.3,52.3,56.6,20.9,96.95,9.4,"3,048"
Sergio Rodriguez,24,44,22.3,102.0,107.0,-5.0,34.9,2.69,33.9,1.3,8.8,5.1,12.6,47.8,48.4,18.9,98.76,9.4,"3,130"
Joffrey Lauvergne,41,29,14.0,103.3,106.9,-3.6,11.0,1.25,14.2,6.9,18.2,12.4,11.3,49.0,50.9,18.5,98.73,9.4,"2,008"
JaMychal Green,40,37,27.3,105.6,105.2,0.3,6.4,0.89,11.2,8.1,18.6,13.3,12.5,55.5,60.1,14.4,93.62,9.3,"4,078"
Tony Parker,46,17,25.2,109.6,103.1,6.5,27.6,3.20,28.7,0.6,6.6,3.7,9.0,48.6,51.4,20.4,93.02,9.3,"3,065"
Kosta Koufos,27,44,20.0,103.0,108.5,-5.5,5.3,0.77,8.9,8.4,20.2,14.3,11.6,55.1,56.0,15.1,95.38,9.3,"2,820"
Michael Kidd-Gilchrist,36,45,29.0,106.7,105.8,0.9,7.4,2.04,13.0,6.4,17.1,11.7,6.4,47.8,52.8,14.4,96.25,9.3,"4,689"
Justin Hamilton,14,50,18.4,98.0,109.8,-11.7,7.4,1.28,11.0,5.7,15.2,10.4,8.6,53.2,55.0,15.8,103.36,9.2,"2,536"
Justin Holiday,31,51,20.0,104.5,105.3,-0.8,9.5,1.55,13.8,1.6,11.4,6.5,8.9,52.3,54.9,16.6,98.00,9.2,"3,340"
Ian Clark,63,14,14.8,105.1,103.6,1.5,12.2,1.64,14.9,2.0,7.8,5.1,9.1,55.8,57.5,19.2,100.83,9.2,"2,388"
John Henson,26,32,19.4,106.3,108.2,-1.9,7.6,1.10,12.2,8.4,17.9,13.2,11.1,51.5,55.0,16.3,95.61,9.2,"2,233"
Reggie Jackson,23,29,27.4,102.8,110.8,-8.0,30.6,2.37,24.1,1.3,7.2,4.0,10.2,46.8,51.0,26.1,96.18,9.2,"2,856"
Al-Farouq Aminu,33,28,29.1,108.1,107.1,0.9,8.2,1.05,13.8,4.4,20.4,12.6,13.1,46.8,50.6,15.5,97.64,9.2,"3,601"
Gorgui Dieng,31,51,32.4,110.1,109.3,0.8,8.6,1.48,15.8,7.3,18.1,12.6,10.7,51.4,55.5,14.0,95.49,9.2,"5,275"
Gary Harris,29,28,31.3,116.1,113.9,2.2,12.9,2.16,17.6,2.7,7.6,5.1,8.1,58.6,61.1,18.3,99.98,9.1,"3,713"
