Player,W,L,MIN,OFFRTG,DEFRTG,NETRTG,AST%,AST/TO,AST RATIO,OREB%,DREB%,REB%,TO RATIO,EFG%,TS%,USG%,PACE,PIE,POSS
Robert Covington,27,40,31.6,101.1,104.1,-3.0,7.5,0.78,9.8,4.1,15.8,9.9,12.6,49.2,53.4,18.8,100.72,9.1,"4,436"
T.J. Warren,20,46,31.0,107.0,113.4,-6.4,5.6,1.32,7.4,5.7,10.3,7.9,5.6,51.1,53.9,18.8,102.13,9.1,"4,357"
Justin Anderson,24,51,16.4,101.5,108.6,-7.1,8.9,1.00,10.5,5.4,15.1,10.0,10.5,49.0,53.7,20.2,97.35,9.1,"2,481"
Terry Rozier,47,27,17.1,102.0,102.7,-0.7,16.4,2.79,21.3,3.0,14.0,8.5,7.6,43.7,46.6,16.7,98.26,9.1,"2,588"
Bojan Bogdanovic,23,58,25.7,104.1,110.9,-6.8,8.6,0.85,9.4,1.8,11.1,6.5,11.1,53.0,58.5,21.9,102.01,9.1,"4,443"
Amir Johnson,51,29,20.1,112.3,104.6,7.7,12.5,1.82,22.2,7.4,15.0,11.3,12.2,61.2,62.8,13.6,97.02,9.1,"3,231"
Joe Ingles,51,31,24.1,108.5,104.4,4.0,16.8,2.10,27.6,1.3,12.3,7.0,13.1,58.9,60.4,13.5,94.45,9.0,"3,881"
Cory Joseph,49,31,25.0,108.8,107.8,1.1,20.0,2.45,24.4,2.5,9.2,5.8,9.9,48.9,51.8,17.9,96.95,8.9,"4,045"
Brandon Jennings,37,44,22.2,106.6,108.6,-2.0,30.8,3.09,35.1,1.5,8.9,5.2,11.4,43.3,47.9,17.2,98.85,8.9,"3,716"
Tristan Thompson,50,28,30.0,112.3,109.0,3.3,4.6,1.20,11.4,12.0,17.7,14.8,9.5,60.0,59.4,11.2,96.92,8.9,"4,708"
Devin Booker,24,54,35.0,107.7,111.6,-3.9,16.0,1.11,12.6,1.6,7.3,4.4,11.3,47.5,53.1,28.0,101.87,8.9,"5,795"
JJ Redick,50,28,28.2,115.8,106.2,9.6,7.4,1.12,9.4,0.5,7.0,3.9,8.4,55.8,59.9,21.1,97.71,8.9,"4,495"
Markieff Morris,45,31,31.2,111.1,106.9,4.2,7.6,0.98,10.2,4.6,16.2,10.5,10.4,49.7,54.0,20.3,98.73,8.9,"4,871"
Aaron Gordon,29,51,28.7,107.2,110.4,-3.1,9.7,1.69,12.5,4.8,12.4,8.6,7.4,49.9,53.0,19.7,97.91,8.8,"4,680"
Marco Belinelli,34,40,24.0,106.9,107.5,-0.6,13.1,2.10,16.4,0.8,9.3,5.0,7.8,51.2,56.6,18.7,98.06,8.8,"3,663"
Evan Turner,34,31,25.5,103.3,108.8,-5.5,19.6,2.05,22.8,2.1,12.5,7.3,11.1,45.4,49.1,18.2,98.50,8.8,"3,408"
Alexis Ajinca,15,24,15.0,100.2,105.3,-5.1,3.1,0.39,5.1,7.6,20.0,14.0,13.1,50.0,52.9,16.6,100.55,8.8,"1,225"
Brandon Knight,16,38,21.1,99.0,112.6,-13.6,19.4,1.48,16.0,2.0,8.2,5.0,10.9,44.1,50.2,24.8,101.83,8.8,"2,419"
Jason Smith,45,29,14.4,106.5,106.4,0.1,5.2,0.64,8.3,6.1,17.8,12.1,13.0,58.5,59.8,16.6,98.68,8.7,"2,189"
Spencer Dinwiddie,13,46,22.6,102.1,106.8,-4.7,21.0,2.80,29.9,2.0,9.7,5.9,10.7,50.7,58.1,14.0,100.64,8.7,"2,795"
Manu Ginobili,51,18,18.7,109.8,100.3,9.5,19.9,1.91,24.0,2.2,9.9,6.0,12.6,49.1,53.2,18.8,101.65,8.7,"2,734"
Alec Burks,26,16,15.5,104.4,104.9,-0.5,7.4,0.86,8.7,2.6,15.8,9.1,10.1,45.0,50.1,21.2,96.25,8.7,"1,313"
Bismack Biyombo,29,52,22.1,100.3,108.9,-8.6,6.5,0.78,12.1,8.3,22.7,15.3,15.5,52.8,54.6,13.4,95.79,8.7,"3,561"
Norman Powell,47,29,18.0,109.3,106.5,2.8,9.4,1.17,11.2,2.0,10.7,6.3,9.6,50.4,55.2,20.8,97.31,8.7,"2,775"
Sam Dekker,52,25,18.4,110.1,106.4,3.7,7.9,1.85,13.2,6.4,12.6,9.5,7.1,54.3,54.9,14.8,101.63,8.7,"2,988"
Thabo Sefolosha,32,30,25.7,102.9,104.3,-1.4,9.9,1.84,18.0,3.3,13.1,8.3,9.8,49.2,51.9,13.1,98.99,8.6,"3,282"
Caris LeVert,15,42,21.7,104.7,107.9,-3.2,13.2,1.86,18.6,1.8,12.4,7.1,10.0,52.8,55.6,16.1,104.53,8.6,"2,691"
CJ Miles,39,37,23.4,107.7,106.0,1.7,4.1,1.20,6.2,1.7,11.4,6.5,5.2,56.5,59.2,17.9,97.35,8.6,"3,609"
Juancho Hernangomez,30,32,13.6,107.9,110.1,-2.2,4.8,0.94,9.2,4.7,17.1,10.7,9.8,55.4,59.2,13.9,101.51,8.6,"1,783"
Rodney Hood,40,19,27.0,107.2,103.2,4.0,10.2,1.48,11.0,1.1,11.7,6.6,7.4,49.4,52.2,22.7,92.76,8.6,"3,072"
Patrick Beverley,46,21,30.7,114.7,106.3,8.4,18.4,2.81,29.1,4.4,14.4,9.3,10.4,52.1,54.6,14.0,100.88,8.5,"4,321"
Aron Baynes,34,41,15.5,103.0,97.1,5.9,3.9,0.64,7.9,9.3,18.3,13.8,12.4,51.3,57.0,13.9,98.25,8.5,"2,378"
Frank Kaminsky,31,44,26.1,108.7,108.3,0.4,13.1,2.13,14.6,2.9,14.1,8.6,6.9,47.1,50.2,21.6,97.51,8.5,"3,982"
Trevor Ariza,53,27,34.7,114.9,108.6,6.2,8.8,2.40,15.9,1.9,14.3,8.1,6.6,52.8,54.8,14.0,101.16,8.5,"5,844"
Tyler Zeller,32,19,10.3,104.1,104.6,-0.5,12.5,2.10,17.7,7.8,14.3,11.1,8.4,49.4,50.8,15.9,99.49,8.5,"1,089"
Lucas Nogueira,34,23,19.1,111.8,103.2,8.6,5.3,0.91,15.4,7.7,13.9,10.9,16.8,67.0,68.2,9.3,97.74,8.5,"2,210"
Evan Fournier,23,45,32.8,104.4,108.8,-4.4,14.4,1.43,14.6,1.9,7.2,4.5,10.2,50.8,55.5,22.9,97.78,8.5,"4,552"
Tarik Black,24,43,16.3,105.0,105.9,-0.9,5.2,0.67,8.9,12.3,17.7,14.9,13.3,51.2,56.0,15.2,99.84,8.5,"2,255"
Jordan Clarkson,26,56,29.2,104.2,112.6,-8.3,14.3,1.30,14.1,2.0,8.3,5.0,10.8,50.0,52.6,22.8,100.47,8.4,"5,015"
Jerian Grant,29,34,16.3,107.5,104.8,2.7,17.2,2.75,24.4,1.6,9.0,5.2,8.9,50.7,55.5,15.9,96.05,8.4,"2,056"
Tim Frazier,26,39,23.5,104.5,107.1,-2.6,31.2,3.32,37.3,2.2,8.7,5.4,11.2,45.3,50.4,16.1,99.33,8.4,"3,153"
Buddy Hield,31,51,23.0,102.0,107.9,-5.8,10.1,1.20,11.9,1.8,12.0,7.0,9.9,52.3,54.1,20.9,98.76,8.4,"3,892"
Yogi Ferrell,18,28,26.0,103.7,107.8,-4.2,23.2,2.46,25.4,1.7,8.1,4.8,10.4,49.2,53.3,19.2,96.32,8.4,"2,394"
Quincy Acy,11,27,14.7,103.0,107.1,-4.1,5.3,0.86,7.7,3.4,16.8,10.0,8.9,52.1,56.5,16.5,100.61,8.3,"1,174"
Robin Lopez,40,41,28.0,107.2,105.9,1.4,5.4,0.88,8.1,10.2,12.0,11.1,9.2,49.3,51.1,17.2,96.04,8.3,"4,549"
Leandro Barbosa,20,47,14.4,104.2,107.2,-3.0,12.8,1.69,15.1,1.5,9.3,5.4,8.9,48.3,50.9,20.1,100.97,8.3,"2,024"
Wayne Ellington,35,27,24.2,108.0,105.2,2.7,7.0,2.33,10.5,1.2,7.6,4.3,4.5,55.0,56.5,17.4,96.55,8.2,"3,018"
Eric Gordon,50,25,31.0,112.3,106.1,6.2,12.5,1.55,13.5,1.2,6.8,4.0,8.7,52.7,55.7,21.7,101.67,8.2,"4,917"
Marcus Smart,51,28,30.4,108.3,105.3,3.0,22.6,2.29,26.4,3.2,9.2,6.2,11.5,42.2,48.6,18.3,99.45,8.2,"4,962"
Kyle Korver,33,34,26.2,105.2,110.8,-5.7,9.3,1.59,15.6,0.4,10.0,5.3,9.8,62.1,63.5,14.7,99.15,8.1,"3,638"
Wesley Matthews,29,44,34.2,104.0,107.7,-3.7,13.8,2.06,17.0,0.7,10.5,5.4,8.3,49.6,53.3,19.3,93.41,8.1,"4,849"
Matt Barnes,38,36,24.0,105.4,107.4,-2.0,16.2,1.82,23.9,4.0,17.6,10.9,13.1,48.3,51.4,15.5,97.25,8.1,"3,601"
Gerald Green,32,15,11.4,107.4,107.3,0.0,10.0,1.32,10.7,2.8,12.2,7.5,8.1,49.4,52.4,22.3,97.89,8.1,"1,101"
Glenn Robinson III,35,34,20.7,102.9,105.3,-2.4,4.8,1.27,10.4,4.1,12.7,8.5,8.1,54.0,56.4,12.5,99.17,8.1,"2,947"
Trey Burke,35,22,12.3,98.6,108.8,-10.2,23.0,2.08,24.1,1.0,5.7,3.4,11.6,51.6,53.2,20.0,96.68,8.1,"1,408"
Marcus Morris Sr.,36,43,32.5,104.3,106.3,-2.0,9.5,1.84,12.0,2.7,11.6,6.9,6.5,47.7,50.8,20.1,96.00,8.0,"5,128"
D.J. Augustin,29,49,19.7,95.5,110.1,-14.6,23.7,2.32,23.7,0.9,6.7,3.7,10.2,46.9,52.4,19.4,96.65,8.0,"3,101"
Tony Allen,36,35,27.0,105.9,105.1,0.8,8.3,0.98,11.5,8.6,12.3,10.4,11.7,47.3,49.3,17.8,93.33,8.0,"3,702"
P.J. Tucker,35,46,27.6,105.7,107.2,-1.5,6.3,1.50,14.3,5.0,16.0,10.3,9.6,48.5,51.6,11.1,99.05,7.9,"4,610"
Ramon Sessions,23,27,16.2,102.0,107.5,-5.5,24.0,2.80,26.2,1.3,7.1,4.3,9.3,42.0,49.5,19.2,100.57,7.9,"1,705"
Jamal Crawford,51,31,26.3,106.9,107.9,-1.0,15.9,1.60,16.5,0.8,5.1,3.0,10.3,47.9,52.5,22.0,98.66,7.9,"4,465"
Jared Dudley,17,47,21.3,103.6,105.2,-1.6,12.6,1.66,21.3,2.1,13.4,7.7,12.8,56.5,57.9,13.6,102.22,7.9,"2,902"
Ryan Anderson,50,22,29.4,115.9,107.0,8.9,4.6,1.24,7.1,5.2,10.3,7.7,5.7,55.0,58.3,17.8,100.30,7.9,"4,428"
Shelvin Mack,34,21,21.9,105.0,104.7,0.3,21.0,1.71,23.4,1.8,8.7,5.3,13.7,49.5,51.8,19.1,93.58,7.9,"2,354"
Nemanja Bjelica,28,37,18.3,104.0,103.6,0.5,10.2,1.34,15.2,4.7,15.7,10.1,11.3,50.3,52.6,15.9,97.50,7.8,"2,405"
Raymond Felton,50,30,21.2,104.1,108.2,-4.1,17.2,2.30,23.4,1.9,10.6,6.3,10.2,47.5,49.6,16.3,98.42,7.8,"3,476"
Kentavious Caldwell-Pope,33,43,33.3,105.4,108.6,-3.3,11.1,2.24,15.1,2.0,7.9,4.8,6.7,48.1,51.9,18.7,96.43,7.8,"5,088"
Terrence Ross,39,39,25.1,111.8,108.9,2.9,6.6,1.29,9.5,0.9,9.6,5.2,7.3,53.2,55.0,18.5,98.95,7.8,"4,034"
Vince Carter,36,37,24.7,108.5,104.5,4.0,11.2,2.66,18.3,2.0,10.9,6.3,6.9,50.8,54.2,14.7,93.98,7.8,"3,531"
Jamal Murray,40,42,21.5,110.2,108.0,2.2,14.2,1.50,16.1,2.3,9.5,5.9,10.7,48.3,51.8,21.2,100.70,7.8,"3,700"
Courtney Lee,29,48,31.9,107.4,112.1,-4.7,10.4,2.59,18.0,2.1,8.2,5.1,6.9,53.3,55.9,14.4,96.57,7.7,"4,948"
Jose Calderon,15,26,13.1,96.1,106.1,-10.0,25.1,2.15,33.0,2.5,11.1,6.6,15.4,48.5,50.6,14.0,98.40,7.7,"1,107"
Luol Deng,18,38,26.5,102.8,108.9,-6.1,7.3,1.72,13.1,4.0,15.5,9.6,7.6,44.7,47.0,14.1,99.66,7.7,"3,082"
Jeff Green,26,43,22.2,98.5,107.8,-9.2,8.9,1.08,10.3,2.3,10.9,6.5,9.6,44.2,50.5,20.0,97.82,7.7,"3,122"
Brian Roberts,16,25,10.2,97.1,104.8,-7.7,21.4,2.00,23.9,1.2,8.4,4.8,11.9,44.7,51.0,18.1,95.94,7.7,835
Davis Bertans,51,16,12.1,104.8,99.2,5.6,8.4,1.44,14.2,2.7,9.3,6.0,9.8,58.8,60.9,14.8,98.70,7.7,"1,672"
Mike Dunleavy,34,19,15.9,97.9,102.0,-4.2,9.7,1.79,15.8,2.0,10.9,6.5,8.8,54.3,57.3,13.7,98.92,7.7,"1,751"
Darrell Arthur,20,21,15.6,108.2,109.7,-1.5,9.9,1.17,13.9,3.8,13.3,8.6,11.9,56.5,58.3,17.6,99.56,7.7,"1,323"
Doug McDermott,35,31,22.8,107.3,109.1,-1.8,6.0,1.53,9.3,1.3,10.5,5.8,6.1,52.4,55.4,16.2,96.64,7.7,"3,047"
Trey Lyles,43,28,16.3,103.9,103.1,0.8,9.8,1.08,11.4,4.2,15.8,10.1,10.6,43.6,46.4,20.9,94.40,7.6,"2,282"
KJ McDaniels,28,21,10.3,103.6,107.2,-3.6,4.0,0.45,5.7,3.0,12.5,7.9,12.7,51.5,55.5,18.0,100.84,7.6,"1,059"
Nick Young,19,41,25.9,106.4,112.6,-6.2,5.7,1.61,7.6,1.5,7.4,4.3,4.7,56.4,58.8,19.2,99.81,7.5,"3,231"
Jameer Nelson,34,41,27.3,112.5,109.6,2.9,25.8,3.01,33.7,1.3,8.0,4.6,11.2,53.1,54.4,15.6,99.39,7.5,"4,237"
Patrick Patterson,42,23,24.6,114.0,103.6,10.4,6.6,2.00,14.5,4.0,14.3,9.2,7.2,52.3,54.2,12.3,96.48,7.5,"3,219"
Rodney Stuckey,17,22,17.9,103.3,106.1,-2.8,18.4,1.58,19.5,0.9,10.9,6.0,12.3,41.2,48.3,21.8,97.08,7.5,"1,411"
Mindaugas Kuzminskas,24,44,14.9,105.6,105.4,0.2,10.2,1.35,13.3,4.4,7.5,5.9,9.8,50.1,53.3,18.6,98.69,7.5,"2,086"
Taurean Prince,28,31,16.6,98.0,98.6,-0.6,9.1,0.90,12.4,2.4,12.5,7.5,13.8,45.8,51.3,16.8,99.75,7.4,"2,031"
Emmanuel Mudiay,25,30,25.6,108.6,113.3,-4.7,22.2,1.76,22.5,2.0,10.4,6.2,12.7,42.8,48.3,22.2,100.64,7.4,"2,950"
Allen Crabbe,39,40,28.5,106.8,109.7,-2.9,6.3,1.52,11.0,0.8,9.1,5.0,7.3,57.2,60.2,14.6,99.24,7.4,"4,669"
Kent Bazemore,39,34,26.9,104.3,106.0,-1.7,14.0,1.42,16.1,2.2,8.9,5.6,11.4,47.3,50.4,20.2,99.31,7.4,"4,044"
Derrick Williams,16,34,16.1,103.8,108.2,-4.4,5.4,1.00,8.2,2.4,13.2,7.9,8.2,50.4,53.7,17.5,96.53,7.4,"1,623"
E'Twaun Moore,32,41,24.9,104.4,107.4,-3.0,13.8,2.65,18.7,1.7,6.2,4.0,7.1,51.9,53.7,17.1,99.71,7.3,"3,781"
Anthony Tolliver,26,39,22.7,106.3,110.5,-4.2,7.7,1.38,14.8,3.6,13.2,8.4,10.7,57.0,59.5,13.3,97.63,7.3,"3,016"
Shaun Livingston,63,13,17.7,107.9,102.5,5.4,14.6,2.24,25.7,2.2,8.4,5.5,11.5,54.9,56.8,13.2,97.21,7.3,"2,726"
Noah Vonleh,38,36,17.1,103.1,105.9,-2.8,3.6,0.48,7.6,9.8,19.9,14.8,15.7,49.4,52.5,12.9,97.74,7.3,"2,569"
Gerald Henderson,24,48,23.2,100.4,108.8,-8.3,10.8,1.81,14.0,2.0,9.2,5.5,7.8,47.8,52.9,17.5,100.25,7.3,"3,474"
Timofey Mozgov,16,38,20.4,101.1,109.8,-8.7,6.1,0.60,9.0,8.8,14.6,11.6,15.1,51.5,55.3,16.8,98.47,7.2,"2,265"
DeMarre Carroll,44,28,26.1,110.6,107.8,2.8,5.6,1.37,10.1,3.4,11.3,7.4,7.4,49.9,53.0,15.4,95.62,7.1,"3,752"
Garrett Temple,25,40,26.6,105.3,110.6,-5.3,14.6,2.15,23.8,1.9,9.0,5.5,11.0,51.9,54.5,13.9,96.77,7.1,"3,488"
Boris Diaw,45,28,17.6,104.9,104.8,0.0,20.7,1.95,28.4,3.9,9.0,6.5,14.5,47.7,49.4,15.4,93.03,7.1,"2,495"
Jaylen Brown,50,28,17.2,101.8,106.2,-4.4,7.7,0.94,10.6,3.3,12.7,8.1,11.3,50.9,54.0,17.6,99.09,7.1,"2,768"
Roy Hibbert,24,24,14.2,103.6,105.6,-2.0,4.8,0.66,8.9,7.7,12.7,10.3,13.6,54.4,61.4,13.6,99.40,7.1,"1,416"
Michael Carter-Williams,25,20,18.8,104.0,105.1,-1.1,20.3,1.71,21.9,2.6,15.2,8.7,12.8,39.1,43.7,20.3,97.68,7.0,"1,718"
James Ennis III,32,32,23.4,105.4,103.8,1.5,6.7,1.08,13.0,4.5,12.6,8.5,11.9,53.4,58.1,12.7,94.75,7.0,"2,962"
Tyler Ennis,28,25,11.1,103.5,103.4,0.1,21.1,1.91,24.7,1.5,6.5,3.9,12.9,49.8,52.1,18.9,100.38,7.0,"1,229"
Jonas Jerebko,51,27,15.8,109.1,107.4,1.7,8.1,1.82,18.3,4.8,16.4,10.8,10.0,52.1,53.7,11.3,98.04,6.9,"2,513"
Maurice Harkless,38,39,28.9,112.8,110.6,2.2,5.6,1.02,10.3,5.7,9.3,7.5,10.1,55.8,57.0,14.9,97.95,6.9,"4,514"
Jarell Martin,23,19,13.3,94.4,99.8,-5.4,2.5,0.29,3.8,6.7,20.6,13.4,13.3,41.4,47.7,15.6,97.69,6.9,"1,132"
Monta Ellis,39,35,27.0,106.5,108.5,-2.0,17.1,1.75,24.0,1.0,9.2,5.2,13.7,48.2,51.4,16.6,97.50,6.9,"4,062"
Lavoy Allen,31,30,14.3,102.5,109.3,-6.8,9.3,1.97,21.2,11.6,13.4,12.5,10.8,45.8,48.5,10.3,98.28,6.9,"1,783"
Danny Green,51,17,26.6,109.7,101.7,8.0,9.7,1.63,18.7,1.8,10.4,6.2,11.4,52.3,53.7,13.5,93.90,6.9,"3,528"
Josh Richardson,23,30,30.5,105.2,105.3,-0.1,12.8,2.15,18.7,2.1,8.2,5.1,8.7,46.7,49.3,16.5,96.26,6.9,"3,242"
Austin Rivers,43,31,27.8,108.0,108.1,-0.1,15.5,1.77,18.0,1.0,6.8,3.9,10.2,51.8,54.5,19.8,98.12,6.8,"4,197"
Dante Cunningham,28,38,25.0,105.8,106.6,-0.7,3.1,1.32,8.5,3.4,12.9,8.2,6.4,58.4,58.6,10.7,99.59,6.8,"3,408"
Langston Galloway,29,45,20.2,103.2,105.5,-2.3,9.8,2.02,13.1,1.7,8.2,5.0,6.5,49.0,51.0,18.0,99.03,6.7,"3,088"
Jonathon Simmons,60,18,17.9,105.0,96.6,8.4,13.7,1.66,18.3,1.5,9.7,5.7,11.1,45.6,50.4,17.6,97.81,6.7,"2,824"
Nik Stauskas,27,53,27.3,103.1,107.4,-4.2,12.9,1.47,18.5,0.9,9.1,5.0,12.6,50.0,54.0,16.1,99.79,6.7,"4,550"
Wesley Johnson,40,28,11.9,100.0,102.4,-2.4,4.2,1.28,9.3,3.1,18.6,10.9,7.3,43.8,44.8,12.2,99.60,6.7,"1,673"
Matthew Dellavedova,39,37,26.1,107.0,108.1,-1.1,25.9,2.68,33.6,1.2,6.3,3.8,12.5,46.3,50.1,15.8,96.59,6.6,"3,983"
Troy Daniels,33,34,17.7,104.9,104.3,0.6,6.5,1.02,7.6,1.7,6.8,4.1,7.4,51.3,53.1,20.3,95.73,6.5,"2,396"
Tony Snell,42,38,29.2,108.0,109.8,-1.8,5.8,1.75,13.4,1.0,9.8,5.5,7.7,58.8,60.3,12.1,95.73,6.5,"4,643"
Malcolm Delaney,37,36,17.1,101.9,100.5,1.4,24.1,2.03,27.0,0.8,9.0,4.8,13.3,40.7,45.6,18.1,98.55,6.4,"2,559"
Tomas Satoransky,33,24,12.6,102.7,101.6,1.1,18.3,2.42,31.6,3.6,7.8,5.7,13.1,44.6,47.7,12.2,96.97,6.4,"1,451"
Marquese Chriss,24,58,21.3,104.3,113.8,-9.5,5.1,0.56,6.8,5.2,14.8,9.8,12.3,50.6,52.9,19.4,102.46,6.3,"3,709"
C.J. Watson,20,42,16.3,98.5,107.0,-8.5,17.4,2.43,26.1,1.5,7.5,4.3,10.8,45.2,50.7,13.9,98.23,6.3,"2,067"
Aaron Brooks,36,29,13.7,101.8,103.4,-1.6,21.6,1.89,24.6,1.9,5.6,3.7,13.0,48.3,50.7,18.6,96.91,6.2,"1,803"
Ed Davis,19,27,17.2,104.8,111.7,-6.8,5.0,0.70,10.7,11.4,18.6,14.9,15.2,52.8,56.3,11.8,98.40,6.1,"1,609"
Mirza Teletovic,36,34,16.2,106.8,103.9,2.9,6.3,1.30,9.2,1.0,13.2,7.3,7.1,49.8,51.5,18.8,96.16,6.1,"2,273"
Joe Harris,10,42,21.9,97.9,109.1,-11.2,7.6,0.98,10.9,1.3,10.3,5.8,11.1,54.3,55.8,15.9,104.63,6.1,"2,479"
Meyers Leonard,37,37,16.5,105.2,107.0,-1.9,8.5,2.03,14.1,2.2,17.1,9.6,7.0,48.4,50.7,15.4,99.62,6.1,"2,544"
Pascal Siakam,35,20,15.6,105.3,107.3,-2.1,2.8,0.52,6.3,7.7,14.8,11.2,12.2,50.5,52.3,12.9,97.08,6.0,"1,730"
Ben McLemore,27,34,19.3,102.5,108.4,-5.9,6.8,0.82,9.0,1.7,9.6,5.7,10.9,50.7,53.8,19.7,96.88,6.0,"2,376"
Andre Roberson,46,33,30.1,108.1,104.7,3.4,4.5,1.55,12.3,3.9,12.4,8.1,7.9,51.3,51.0,9.9,99.47,5.9,"4,912"
Mario Hezonja,20,45,14.8,95.1,109.2,-14.2,11.0,1.07,13.1,1.9,13.3,7.3,12.3,42.0,45.0,18.7,97.35,5.9,"1,942"
