#,Team,GP,W,L,MIN,OPP FGM,OPP FGA,OPP FG%,OPP 3PM,OPP 3PA,OPP 3P%,OPP FTM,OPP FTA,OPP FT%,OPP OREB,OPP DREB,OPP REB,OPP AST,OPP TOV,OPP STL,OPP BLK,OPP BLKA,OPP PF,OPP PFD,OPP PTS,+/-,Year
19,Detroit Pistons,11,4,7,48,34.7,84.2,41.3,5.5,15.6,34.9,21.8,29.6,73.6,14.2,30.1,44.3,23.2,15.5,9.9,4.4,5.2,24.4,26.9,96.7,2.6,2000
19,Los Angeles Clippers,12,4,8,48.4,34,81.9,41.5,4.3,12.6,34.4,18.5,25.8,71.6,12.3,27.3,39.6,20.7,13.3,7.8,5.7,5.4,23.9,23.4,90.8,3.8,2000
19,Orlando Magic,11,4,7,48.9,34.9,78,44.8,4.9,14,35.1,23.1,31.5,73.2,13.5,32.1,45.6,23.7,22.5,10.7,5.4,6.2,25.6,26.1,97.8,4.5,2000
19,Seattle SuperSonics,11,4,7,48,38.4,84.5,45.4,4.5,14.8,30.7,15.5,22.7,68.4,14.6,30.3,44.9,21.3,17.4,10.5,5.7,5,24.2,21.7,96.8,3,2000
19,Vancouver Grizzlies,10,4,6,48,33.2,76.5,43.4,4.4,13.1,33.6,16.8,24.7,68,11.4,31.3,42.7,19,17.6,7.2,6.8,3.3,22.3,23.4,87.6,-1.2,2000
25,Milwaukee Bucks,9,3,6,48,35,78.8,44.4,6.4,16.9,38.2,20.8,26.4,78.6,13.1,31.2,44.3,22.4,16.9,6.6,4.6,4.9,24.2,25,97.2,4.3,2000
25,Washington Wizards,11,3,8,48,32.9,77.7,42.3,5,14.2,35.3,21.7,29.7,73.1,10.3,31.2,41.5,19.7,15.8,8.2,6,6.3,24.8,25.9,92.5,2.8,2000
27,Golden State Warriors,10,2,8,49,38,84.8,44.8,5.7,15,38,19.5,25.6,76.2,11.4,33.8,45.2,25.5,16.4,9.3,7,5.6,23,22.6,101.2,8.5,2000
28,Atlanta Hawks,11,1,10,48,35.5,73.7,48.1,5.6,13.5,41.9,22.1,29.2,75.7,10.7,28.9,39.6,19,16.7,8.5,6.5,3.6,22.5,24.9,98.6,10.4,2000
28,Chicago Bulls,10,1,9,48,36.1,77,46.9,4.5,11.9,37.8,20.7,29.5,70.2,12.2,31.5,43.7,24.4,14.5,7.1,6.3,5.6,23.8,25.2,97.4,14.9,2000
1,Los Angeles Lakers,10,9,1,48.5,34.6,85,40.7,3.4,14.7,23.1,20.3,26.9,75.5,14.5,31.9,46.4,19.9,16.2,8.3,5,7.7,26.4,23.4,92.9,-8.1,2001
1,Minnesota Timberwolves,10,9,1,49,33.5,80.4,41.7,6,16.3,36.8,17.2,26.2,65.6,12.1,27.1,39.2,19.8,14.6,6,3.9,5.6,21.2,22,90.2,-11.7,2001
3,Sacramento Kings,11,8,3,48,35.3,83.9,42,2.9,11.7,24.8,17.8,23.6,75.4,11.5,31.5,43.1,21.3,14.9,7.5,5.5,4.6,22.3,19.6,91.3,-10.7,2001
4,Detroit Pistons,9,7,2,48,33.3,80.9,41.2,5,13.1,38.1,15.4,19.4,79.4,12.2,31.2,43.4,17.3,17,6.1,3.4,6.9,21.4,21.1,87.1,-10.8,2001
4,Houston Rockets,12,7,5,49.3,37.5,83.8,44.8,3.3,11.3,29.6,14.5,19.7,73.7,12.2,31.7,43.8,19.5,12.3,6.7,4.6,3.8,21.6,16.8,92.8,0.1,2001
4,Indiana Pacers,13,7,6,48.8,36.9,82.7,44.7,5.2,15,34.9,19.8,27.1,73.3,12.8,31,43.8,22.8,15.5,7,4.4,5.6,22.7,23.3,98.9,-2.2,2001
4,New Jersey Nets,10,7,3,48.5,34.7,83.2,41.7,5.3,15.4,34.4,16.5,22.4,73.7,11.9,31.2,43.1,19.7,16.2,9.3,5.6,8.3,21.3,21.1,91.2,-4,2001
4,San Antonio Spurs,9,7,2,48,35,81.1,43.2,5.2,12.8,40.9,19.7,24.7,79.7,11.9,29.2,41.1,17.4,14.3,7.6,4.2,6.7,24.9,20.2,94.9,-7.3,2001
4,Toronto Raptors,12,7,5,48,34.6,81.5,42.4,3.8,11.5,33.3,20.2,26.6,75.9,13.6,31.4,45,20.5,16.3,6.9,6,8.8,22,23.3,93.2,-2.7,2001
10,Dallas Mavericks,11,6,5,48,37.9,81.8,46.3,5.1,15,33.9,18.4,22.7,80.8,12.2,32.7,44.9,22.8,13.8,6.7,4.7,4.7,20.3,19.6,99.3,2.5,2001
10,Denver Nuggets,11,6,5,48.5,35.5,79.4,44.8,5.5,15.5,35.9,19.5,26.2,74.3,11.8,29.5,41.4,22.8,13.2,6.7,6.9,5.2,20.9,22.9,96.1,-0.9,2001
10,Golden State Warriors,12,6,6,48.4,35.1,82.5,42.5,4,12.3,32.7,19.4,26.3,73.7,12.3,27.8,40.1,22.1,14,8.9,7.9,6.4,24.3,22,93.6,1.3,2001
10,Milwaukee Bucks,7,6,1,48.7,36.6,80.6,45.4,4.7,13.7,34.4,19.7,23.9,82.6,12.3,29.4,41.7,24,14.6,7,3.4,4.3,22.9,22.4,97.6,-3.1,2001
10,Portland Trail Blazers,12,6,6,48,35.1,77.3,45.4,6.5,15.4,42.2,17.4,24.3,71.8,11.8,28.8,40.6,22.7,15.9,6.3,5.6,4.6,20.5,22.2,94.1,-0.8,2001
15,Boston Celtics,8,5,3,48,36.3,79.5,45.6,5.4,14.9,36.1,17.8,22.4,79.3,9.9,34,43.9,21.6,15.1,6,5.3,3.6,19.8,20.1,95.6,-5.3,2001
15,Charlotte Hornets,10,5,5,48,33.8,79.9,42.3,4.7,12.3,38.2,23.1,29.5,78.3,10.9,29.8,40.7,19.3,12.7,8.4,5.1,5.5,20.7,22.9,95.4,3.2,2001
15,Los Angeles Clippers,11,5,6,48.9,37.8,86.8,43.6,5.2,15,34.5,18.8,25.1,75,13.7,29.4,43.1,24.6,14.1,7.8,6.2,7.2,24.5,23.2,99.6,-1.3,2001
15,New York Knicks,12,5,7,48,33.3,78.6,42.4,4.3,12,36.1,17.9,23.5,76.2,11.2,31.7,42.8,21.3,14.3,8.8,5.2,3.2,21.5,21.4,88.9,2.1,2001
15,Orlando Magic,11,5,6,48.9,35.8,82.9,43.2,4.5,14.1,32.3,23.2,32.4,71.6,15.5,32,47.5,23.2,16.8,8,6.6,6,23.5,25.1,99.4,-2.9,2001
15,Philadelphia 76ers,10,5,5,48,31.3,76.2,41.1,3.7,13.8,26.8,18.6,24,77.5,11.6,28.5,40.1,19.3,14.3,8.6,5.7,4,21,20.3,84.9,-1.4,2001
15,Phoenix Suns,11,5,6,48,36,78.4,45.9,5.8,15.8,36.8,19.1,28.4,67.3,11.5,30,41.5,21,16.7,8.3,5.9,3.7,18.2,23.5,96.9,-1.3,2001
15,Seattle SuperSonics,12,5,7,49.3,36.9,83.8,44,5.8,17,33.8,19,25.3,75,14,30.4,44.4,21.8,15.3,7.3,4.7,4.1,20.2,23.8,98.6,1.3,2001
23,Utah Jazz,11,4,7,48.5,35.9,78.7,45.6,6.8,16.3,41.9,22.3,28.4,78.5,12.4,25.2,37.5,22.7,15.7,10.4,6.2,6.9,26.5,24.1,100.9,5.2,2001
24,Atlanta Hawks,11,3,8,48.5,36.6,82.1,44.6,6,15.5,38.8,18.8,24.9,75.5,11.9,29.1,41,22.7,15,9.1,6.5,4.5,21.8,21.4,98.1,6.5,2001
25,Cleveland Cavaliers,11,2,9,48,36.9,80.5,45.8,7.1,15.6,45.3,17.9,24.1,74.3,10.4,31.8,42.2,23.3,12.2,6.3,6.2,4.7,19.2,21.5,98.8,10.3,2001
25,Miami Heat,10,2,8,48.5,31.8,76.6,41.5,3.7,10.1,36.6,20.1,27.7,72.6,12.5,32.3,44.8,16.1,15.6,7.8,3.3,6.1,20.7,23.6,87.4,5.7,2001
25,Washington Wizards,10,2,8,48,36.2,78.3,46.2,5.5,14.2,38.7,19.3,24.8,77.8,11,31.6,42.6,20,14.8,7.2,4.8,3.4,22.6,22.7,97.2,5.8,2001
28,Chicago Bulls,10,1,9,48,36.8,79,46.6,6,15.6,38.5,19.5,26.5,73.6,10.5,31.7,42.2,25.8,13.8,8.3,5.9,3.9,22.4,22.2,99.1,16.6,2001
28,Memphis Grizzlies,9,1,8,48,38.9,82,47.4,4.1,13.4,30.6,18.8,25,75.1,12,33.8,45.8,25.7,15.3,8.8,5.9,6.1,23.4,21.3,100.7,10.9,2001
1,Dallas Mavericks,10,10,0,48,34,82.4,41.3,6.4,19.3,33.2,14.7,23,63.9,13,31.4,44.4,19.7,16.2,7.7,3.9,5.4,20.2,20,89.1,-14.4,2002
2,Detroit Pistons,11,8,3,48,30,74.2,40.4,3.1,8.5,36.6,17.2,23.2,74.1,9.4,29.1,38.5,17,16.5,8.3,4.1,6.5,24.8,23.7,80.3,-5.1,2002
2,Indiana Pacers,9,8,1,48.6,33,82.7,39.9,3.1,10.6,29.5,19.4,25.7,75.8,12,28.9,40.9,16.3,15.2,7.1,5.6,6.7,23.9,24.4,88.6,-8.3,2002
2,New Jersey Nets,11,8,3,48,34.2,80.3,42.6,5.4,14,38.3,15.2,20.6,73.6,11.5,29.5,41.1,18.5,18.9,8.5,5.7,5.9,22.4,20.9,88.9,-7.7,2002
2,Seattle SuperSonics,10,8,2,48,35.4,80.8,43.8,4,13.6,29.4,13.5,19.7,68.5,12.6,29.9,42.5,21.9,16.2,5.7,5.3,3.7,20,20.4,88.3,-6.6,2002
6,New Orleans Hornets,10,7,3,48.5,34.3,77.6,44.2,2.7,8.8,30.7,18.7,24.6,76,12.8,30.1,42.9,18.1,17.1,6.7,5.1,3.7,22.9,21.4,90,-4.8,2002
6,Philadelphia 76ers,10,7,3,49,33.8,76.2,44.4,6.2,16.2,38.3,19,26.1,72.8,8.9,31.2,40.1,21.3,18.5,7.3,7.3,3.5,25.2,24.2,92.8,-4,2002
6,Sacramento Kings,11,7,4,48,37.6,87.4,43.1,4,13.4,29.9,15,20.2,74.3,12.8,32.1,44.9,22.7,18.2,9.4,4.5,6.2,21.3,20.4,94.3,-6,2002
6,San Antonio Spurs,11,7,4,48.5,32.1,80.8,39.7,2.6,8.2,32.2,19.5,24.5,79.3,13.4,31.4,44.7,17.7,17.4,8.6,6.4,6.6,22.9,21.5,86.3,-5.5,2002
10,Atlanta Hawks,10,6,4,48,35.2,84.5,41.7,4.3,12.6,34.1,20,26.3,76,14.9,26.6,41.5,21,15.9,10.4,6.9,7.4,21,22.3,94.7,-3.6,2002
10,Boston Celtics,10,6,4,48.5,35.9,80.5,44.6,5.2,16.9,30.8,19,24.9,76.3,10.9,35.2,46.1,24.6,17.6,7.1,5.3,4.1,21.6,22,96,1,2002
10,Orlando Magic,11,6,5,48,39,82,47.6,4.3,11.2,38.2,21.8,28.4,76.9,12.1,30.6,42.7,21.4,16.2,7.9,4.5,4.4,23.2,24.7,104.1,-0.3,2002
10,Washington Wizards,11,6,5,48,33,78.8,41.9,3.7,12.8,29.1,18.1,22.8,79.3,11.5,29.3,40.8,20.2,16.7,7.4,4.2,4.6,24.9,22,87.8,-5.5,2002
14,Houston Rockets,8,5,3,48,34.1,81.3,42,4.4,13.4,32.7,16,20.9,76.6,13,29.9,42.9,20.5,13.4,7.8,5.8,6.6,21.3,19.8,88.6,-2.3,2002
14,Milwaukee Bucks,9,5,4,49.1,36.6,84.7,43.2,5.4,15.7,34.8,19.7,25.3,77.6,13.6,30.1,43.7,21.9,15.3,7.7,3.6,6,21.3,23.3,98.2,-3,2002
14,Minnesota Timberwolves,11,5,6,48,35.9,84.9,42.3,5.8,16.6,35,19.7,23.9,82.5,12.5,33,45.5,22.8,14.5,7.1,5.7,5.6,22.5,21.6,97.4,3.5,2002
14,Phoenix Suns,8,5,3,48,31.6,77.9,40.6,4.8,13.4,35.5,14.9,21.5,69.2,12.8,28.8,41.5,18.4,17,9.9,6.4,6.9,21.5,19.9,82.9,0.6,2002
18,Chicago Bulls,10,4,6,48.5,36.8,83.6,44,6,17.7,33.9,19,25.7,73.9,11.9,32.2,44.1,24.3,15.2,9,6,4.7,23.1,22.6,98.6,5.1,2002
18,Los Angeles Clippers,11,4,7,48.5,35.6,84,42.4,4.5,14.4,31,21.5,27.4,78.7,13.5,30.5,44,21.6,12.5,8.5,4.9,6.5,24.6,22.8,97.3,4.5,2002
18,Portland Trail Blazers,10,4,6,48.5,34.6,79,43.8,5.3,16.9,31.4,14.5,19.9,72.9,13.4,28,41.4,21.5,17.2,9.1,4.9,3.4,20.6,20.8,89,1,2002
18,Toronto Raptors,10,4,6,48.5,37.8,83.5,45.3,3.2,9.1,35.2,16.5,23.3,70.8,14.6,34,48.6,20.5,16.5,6.9,5.4,4.7,22.9,22.8,95.3,7.7,2002
18,Utah Jazz,11,4,7,48,33,75.5,43.7,5.4,15.7,34.1,22.5,27.9,80.8,10.9,25.7,36.6,18.9,16.7,9.2,5.3,5.2,25.5,24.3,93.9,2.9,2002
23,Golden State Warriors,12,3,9,48.4,38.8,86.2,45.1,5.2,12.8,40.5,18.7,25.8,72.5,14.8,27.9,42.7,22.3,14,8.4,6.2,7,24,23.5,101.5,2.7,2002
23,Los Angeles Lakers,10,3,7,49.5,34,79.5,42.8,4.2,12.5,33.6,21.9,30.3,72.3,12.1,34.6,46.7,19.1,16.3,7.7,5.5,5.9,21.6,23.1,94.1,3.1,2002
25,Cleveland Cavaliers,11,2,9,48,35.5,79.5,44.7,4.6,12.9,35.9,18.6,23.8,78.2,10.8,32.4,43.2,23,16.5,9,6.4,6.6,21.2,22.3,94.4,10.7,2002
