#,Team,GP,W,L,MIN,OFFRTG,DEFRTG,NETRTG,AST%,AST/TO,AST RATIO,OREB%,DREB%,REB%,TOV%,EFG%,TS%,PACE,PIE,POSS,Year
21,Minnesota Timberwolves,10,3,7,480,101.4,100.7,0.6,50.7,0.99,13.7,32.9,70.6,51.5,18.7,48.1,52.3,94.25,47.2,941,2011
21,New Orleans Hornets,10,3,7,480,97.4,102.6,-5.2,55.3,1.22,15.3,33.3,73.6,53.5,17.3,45.8,49.8,89.25,47.5,894,2011
27,Charlotte Bobcats,10,2,8,485,95.4,107.7,-12.3,57.2,1.35,15.7,32.4,70.6,51,16.1,45,48.3,93.97,43.3,953,2011
27,Detroit Pistons,10,2,8,480,94.3,106.9,-12.6,55.8,1.05,14.9,31.6,69,49.1,19.5,44.6,48.7,88.25,38.3,878,2011
27,New Jersey Nets,11,2,9,528,100,111.7,-11.7,59.5,1.19,15.2,33.8,67.7,49.6,17.9,45.9,50.4,89.5,40.9,985,2011
30,Washington Wizards,10,1,9,480,90.1,100.8,-10.7,46.8,1.05,12.7,27.5,65.8,45.8,15.8,42,45.7,92.95,41.7,928,2011
1,Memphis Grizzlies,10,8,2,480,107.2,98.1,9.1,57.6,1.3,17.1,30.3,66.8,50,17.8,53.2,57.4,94.55,57.6,947,2012
1,Miami Heat,10,8,2,480,107.9,99.8,8.1,57.7,1.53,16.3,35.9,66.8,51.1,15.1,47.5,52.7,92.85,54.2,929,2012
1,Oklahoma City Thunder,11,8,3,528,110.4,106.1,4.2,60.7,1.69,18.5,26,67.8,48.5,14.8,55.2,58.6,93.59,54.3,1032,2012
1,San Antonio Spurs,11,8,3,528,108.6,101.5,7.2,62.4,1.33,17.7,25.8,70.9,50.7,18,53.4,59.1,93.73,56.2,1030,2012
1,Los Angeles Clippers,11,8,3,528,105.1,100.3,4.8,65.1,1.62,18.7,27,68.8,48.6,16,51.2,55,93.95,53.6,1033,2012
6,New York Knicks,8,7,1,384,110,98.5,11.5,51.8,1.87,15.8,26.2,69.5,47.5,11.4,51.5,54.8,91.38,55.4,731,2012
7,Boston Celtics,11,6,5,533,103.6,104.8,-1.2,66.6,1.74,19.1,22.1,69.9,47.4,14.8,50.9,55.8,92.71,50.5,1029,2012
7,Brooklyn Nets,8,6,2,384,107.7,102.4,5.4,57.7,1.49,16.4,33.4,68.9,50.8,15.3,49.8,54,90.44,53.7,724,2012
7,Dallas Mavericks,12,6,6,586,105.4,104.4,1,59,1.43,17,27.1,65.9,47.8,16,50.9,55.1,93.95,51.3,1147,2012
7,Milwaukee Bucks,11,6,5,543,100.7,102.2,-1.6,57,1.24,15.7,31.6,71.3,51.7,17.4,47.7,51.8,95.25,48.4,1076,2012
7,Philadelphia 76ers,9,6,3,432,103.4,100.9,2.5,62.7,1.68,18.3,30.1,72.9,50.8,15.2,49.5,52.9,97.17,52,876,2012
7,Chicago Bulls,10,6,4,480,96.1,98.1,-2,59.8,1.5,16,27.8,71.7,49.1,14.6,45.5,49.2,92.15,48.5,925,2012
7,Golden State Warriors,12,6,6,591,102.5,101.5,1,59.2,1.42,16.2,33.9,68.9,51.4,16,47,51.3,93.16,50.5,1148,2012
14,Los Angeles Lakers,9,5,4,432,99.6,97.7,1.9,57.9,1.41,16.8,25.6,68.2,46.9,16.1,49.5,52.2,93.28,51.2,839,2012
14,Minnesota Timberwolves,9,5,4,437,100.7,102.5,-1.8,51.1,1.26,14.1,32.3,65.7,48.8,15.3,45.1,50,95.12,48.3,863,2012
14,Portland Trail Blazers,10,5,5,485,101.4,100.9,0.5,65.8,1.53,17.9,33.8,69.9,52,16.6,46.7,51.7,92.49,53.1,935,2012
14,Utah Jazz,11,5,6,538,102.9,104.3,-1.3,55.6,1.3,15.8,39.7,69.4,54.1,17.4,47.6,50.3,93.99,48.3,1052,2012
14,Atlanta Hawks,12,5,7,586,96,97.6,-1.6,54.7,1.07,14.4,33.1,70.9,52.4,18.3,44.6,48.9,90.72,49.6,1109,2012
14,Charlotte Bobcats,10,5,5,480,107.3,101.6,5.7,58.5,1.26,16.2,36.9,68.9,53.7,18,50.8,54.7,93.85,54.9,937,2012
14,Denver Nuggets,9,5,4,432,100.9,99.5,1.3,63.6,1.37,16.7,34,68.2,51.5,17.1,46.5,51.4,90.94,54.7,819,2012
14,Houston Rockets,10,5,5,490,105.7,106.9,-1.2,51.2,1.27,14.7,31.4,70.8,49.7,15.8,49.3,53.3,93.16,46.8,950,2012
22,Indiana Pacers,11,4,7,538,102,104.2,-2.3,61.8,1.32,16.3,33,70.6,51.7,17.2,47.4,52.1,95.33,48.3,1072,2012
22,Phoenix Suns,11,4,7,533,102.6,108.3,-5.7,53.9,1.5,15.5,33.6,68.5,49.8,14.4,46.3,49.8,95.14,45.3,1054,2012
24,New Orleans Hornets,8,3,5,384,102.9,106.2,-3.3,65.1,1.51,17.9,31.1,66.8,49.6,16.6,48.4,53.1,90.56,50.2,724,2012
24,Orlando Magic,10,3,7,480,95.3,101.9,-6.7,62.3,1.42,17.2,29.7,70.6,50.2,16.8,46,49.2,92.7,46.4,928,2012
24,Toronto Raptors,10,3,7,495,102,105.7,-3.7,58.1,1.55,15.9,28.9,68.1,47.4,14,46.5,51.1,91.44,45.2,942,2012
27,Cleveland Cavaliers,10,2,8,480,100.2,107.7,-7.4,55,1.2,14.9,34.4,73.2,51.4,17.2,46.9,50.5,95.45,40.8,955,2012
27,Detroit Pistons,11,2,9,528,101.2,106.2,-5,62.3,1.44,17.1,30.7,66.2,48.3,16.6,47.7,52,92.68,47.6,1021,2012
27,Sacramento Kings,10,2,8,490,96.9,105.7,-8.8,48.1,1.18,13.6,31.2,66.2,47.7,15.5,44.9,48.3,92.42,40.6,941,2012
30,Washington Wizards,9,0,9,437,93.4,101.1,-7.6,64.3,1.39,16.6,29.8,66.8,47.2,16.6,43.9,47.3,92.21,43.3,837,2012
1,Indiana Pacers,10,9,1,480,105,95.1,9.9,58.2,1.28,16.5,32,68.7,51.7,17.7,50.3,54.6,90.9,60.2,911,2013
1,Portland Trail Blazers,11,9,2,533,109.2,103.6,5.6,57.7,1.53,17.1,31.4,71.2,51.7,15.5,52.2,55.6,95.19,54,1057,2013
1,San Antonio Spurs,10,9,1,480,102.8,93.6,9.2,60.1,1.68,18.4,22.9,74.6,50.1,14.8,52,54.6,95.65,57.1,959,2013
4,Golden State Warriors,11,8,3,528,105.2,97.4,7.8,62.1,1.34,18.1,25.9,71.9,50.7,18.3,55.4,58.1,98.95,56.6,1090,2013
5,Houston Rockets,11,7,4,528,106,103.3,2.7,59.9,1.39,17.3,27.6,71.3,49.4,17,52.4,56.4,99.59,51.6,1097,2013
5,Miami Heat,11,7,4,543,107.5,105.1,2.4,55.2,1.05,14.9,33.3,67.6,52.3,19,52.5,57.3,98.34,55.5,1113,2013
5,Dallas Mavericks,11,7,4,528,112,108.5,3.5,64.8,1.64,18.7,33.4,70.2,51.8,16.1,52.7,56.7,97.5,52.9,1073,2013
5,Los Angeles Clippers,10,7,3,480,113.2,104.8,8.5,66.8,1.67,20.3,22.2,70,47.7,16.6,58.4,61.9,93.9,56.5,937,2013
5,Minnesota Timberwolves,11,7,4,533,106.5,98.6,7.9,62.4,1.61,17.3,31.4,70.4,50.7,15,48.5,53.6,100.77,54.9,1120,2013
5,Oklahoma City Thunder,10,7,3,485,104.8,102.6,2.2,55.7,1.21,15.2,30.3,71,51.1,16.9,48.1,54.3,98.42,51.6,994,2013
11,Atlanta Hawks,10,6,4,480,106.8,103,3.9,67.3,1.91,19.5,24.6,75.2,50.5,14.1,52.7,56.3,97.7,54.6,980,2013
11,Chicago Bulls,9,6,3,432,101.6,95.8,5.7,64.4,1.29,17.1,33.5,67.7,51.6,18.5,46.7,52.4,92.72,55.3,833,2013
11,Memphis Grizzlies,11,6,5,533,102.9,104.9,-2,62.7,1.51,18.2,29.9,73.4,52.1,16.7,49.7,53.7,91.77,50.9,1019,2013
14,Charlotte Bobcats,11,5,6,528,96.9,101.5,-4.6,59.4,1.42,15.1,31.4,70.6,50.1,14.5,43,47.9,91.41,46.6,1004,2013
14,Los Angeles Lakers,12,5,7,576,99.9,104.2,-4.3,65,1.54,17.7,26.7,71.5,49.1,15.8,48.7,51.6,99.58,45.3,1194,2013
14,Philadelphia 76ers,12,5,7,591,101.4,106.9,-5.5,57.7,1.34,16.5,29.6,70,49.8,16.9,49.1,52.3,99.94,46,1227,2013
14,Phoenix Suns,9,5,4,437,100.9,98.2,2.7,47.9,1.02,14,27.3,70.5,49.9,17.9,50.7,54.4,96.6,52.4,881,2013
18,Boston Celtics,11,4,7,528,99.3,103.4,-4,48.9,1.03,14.2,29.3,66.8,48.4,18.3,48.5,52.5,94.68,47,1043,2013
18,Cleveland Cavaliers,11,4,7,543,95.8,103.2,-7.4,53.6,1.14,14.4,30.4,69.4,49.2,16.9,45.1,49.2,93.88,44,1063,2013
18,Denver Nuggets,10,4,6,480,105.1,106.2,-1.1,55,1.45,15.7,32.8,69.2,50.7,14.9,48.4,52.1,99.35,49.1,993,2013
18,Detroit Pistons,10,4,6,480,105.4,103.9,1.6,58,1.62,16.9,30.5,71.5,50,14.3,48.9,53.2,95.3,51,955,2013
18,New Orleans Pelicans,10,4,6,485,102,101.7,0.3,54.4,1.18,15.8,30.1,71.5,51.6,18.2,50.6,53.7,96.94,49.1,979,2013
18,Orlando Magic,11,4,7,543,103,103.1,-0.1,46.8,1.12,12.9,34.8,68.5,50.9,15.7,45.8,50.7,91.54,46.9,1035,2013
24,Toronto Raptors,10,3,7,490,100.8,106.2,-5.4,56.3,1.38,15.3,28.7,70.4,49.1,15,46.3,51.5,94.38,45.8,963,2013
24,Brooklyn Nets,9,3,6,437,104.9,108.2,-3.3,52.6,1.35,15.3,33.5,68.5,49.2,15.7,48.4,51.8,94.68,45.6,861,2013
24,New York Knicks,9,3,6,432,101.3,106.9,-5.6,53.7,1.47,15.3,28.6,68.7,46.8,14.1,47.4,50.8,93.17,44.5,838,2013
27,Sacramento Kings,9,2,7,432,96.6,105.5,-8.9,56.9,1.14,15.1,28,69.1,47.8,17.7,46.5,50.8,93.5,43.8,841,2013
27,Washington Wizards,9,2,7,432,101,105.8,-4.8,56.7,1.62,15.9,26.7,69.8,46.9,13.3,46,50.2,92.33,43.7,829,2013
27,Milwaukee Bucks,9,2,7,447,100,104.6,-4.6,62.9,1.45,17.2,26.8,70.3,46.7,16.2,48.6,51.6,96.64,45.6,900,2013
30,Utah Jazz,12,1,11,576,93.8,105.5,-11.7,53.3,0.98,13.8,32.3,69.7,50,19.2,44.4,48.6,94.63,40.6,1133,2013
1,Houston Rockets,11,10,1,528,106.4,99.2,7.2,56.9,1.66,16.4,29.2,68.2,48.9,13.5,48.4,53.6,92.36,55.6,1018,2014
2,Memphis Grizzlies,11,9,2,528,103.4,97.2,6.2,59.5,1.04,15.1,34,68.1,51.3,19.9,50,54.1,94.45,52.6,1041,2014
3,Golden State Warriors,11,8,3,533,108.3,102.9,5.4,61.6,1.61,17.7,28.4,68.3,49.7,15.1,51.8,56.1,93.61,54.8,1041,2014
3,Toronto Raptors,11,8,3,528,116.2,104.2,12,58.6,2.22,18.7,28.6,66.2,47.9,11.7,54.4,58,94.09,58,1034,2014
3,Chicago Bulls,10,8,2,480,107.3,97.5,9.8,63.8,1.29,18.6,25.2,70.6,50.7,19.5,56.2,60.2,101,58.8,1012,2014
3,Dallas Mavericks,11,8,3,528,110.6,101.7,8.9,61.8,1.67,17.9,31.9,72.3,52.6,15.1,51.8,55.6,94.32,55.8,1038,2014
3,Portland Trail Blazers,10,8,2,480,112.8,102.4,10.3,48.7,1.6,14.4,30.6,68.8,49.1,12,49.4,55,94.05,54,940,2014
8,Washington Wizards,9,7,2,437,104.2,102.2,2,64.9,1.85,18.6,27.4,71,49.4,14,49.4,53.4,93.42,55.5,852,2014
9,Sacramento Kings,11,6,5,528,107.4,105.3,2.1,65.1,1.56,18.3,26.9,69.5,48.7,16,52.5,56.5,90.86,51.4,998,2014
9,Atlanta Hawks,11,6,5,538,105.9,107,-1,52.5,1.4,15.4,27.2,72.4,49.2,14.6,49.9,54.5,97.29,48.5,1093,2014
9,Cleveland Cavaliers,10,6,4,490,105.3,104.5,0.8,50.7,1.09,13.6,33.3,75.5,54.9,16.6,47,54.4,95.41,51.7,976,2014
9,Los Angeles Clippers,10,6,4,480,101.5,98,3.5,65,1.52,17.7,27.1,76.2,51.9,15.9,47.9,52.6,93.65,51.8,936,2014
13,Miami Heat,9,5,4,442,107.4,107.2,0.2,67.1,1.57,19,27.6,69.1,48.7,16.9,52.1,56.1,93.23,49.4,854,2014
13,Milwaukee Bucks,9,5,4,437,112.3,109.8,2.5,57.1,1.67,16.5,30.5,70.5,50,13.6,50.9,56,93.91,50.2,855,2014
13,New Orleans Pelicans,9,5,4,432,106.3,107.3,-1,63.4,1.72,17.9,22.5,71.7,46.6,14,50.9,55.6,95.61,49.6,860,2014
13,Phoenix Suns,10,5,5,485,97.1,97.7,-0.5,58.5,1.22,16.3,29.2,68.1,49,18.2,47.1,50.7,93.67,50,945,2014
13,San Antonio Spurs,9,5,4,432,109.7,104,5.7,57.7,2.05,17.6,29.8,70.8,49.7,12,50.9,53.8,95,53.2,855,2014
13,Brooklyn Nets,12,5,7,581,102,103.4,-1.4,56.4,1.31,16.7,26,72.4,50.1,17.2,51.4,54.3,94.39,48.5,1141,2014
19,Charlotte Hornets,10,4,6,480,107.1,107,0.1,50.4,1.37,15.2,27.9,68.4,48.8,14.9,50.9,55.1,93.5,49.8,935,2014
19,Indiana Pacers,11,4,7,543,98.9,105,-6.2,58.3,1.5,16.1,27.4,75.9,51,14.5,46.8,50.8,92.99,46.6,1053,2014
19,Orlando Magic,11,4,7,533,100.9,102.3,-1.4,51,1.11,14.2,33.3,73.2,53,17.6,47.1,50.7,90.46,47.3,1002,2014
19,Utah Jazz,11,4,7,528,107.2,113,-5.8,60.2,1.45,17.4,29.6,68.5,49.4,16.5,51.5,55.7,91,48.9,1001,2014
23,Boston Celtics,9,3,6,432,109.3,111,-1.8,62.3,1.76,19,31.1,72.2,51.4,15.3,52.5,55.7,98.44,50.2,885,2014
23,Detroit Pistons,10,3,7,480,103.8,109.1,-5.3,55.3,1.43,15.4,28.9,70.5,49.2,14.6,47.8,52.1,98,45.1,978,2014
23,New York Knicks,11,3,8,533,100.6,105.6,-5,51.8,1.38,14.4,30.2,71.7,50.2,14.1,46.5,49.7,91.63,44.4,1017,2014
23,Oklahoma City Thunder,11,3,8,528,103.8,108.8,-5,57.1,1.55,16.9,31,70.7,50.1,15.1,49.1,52.4,90.32,45.7,995,2014
23,Denver Nuggets,11,3,8,533,97.9,103,-5.1,57.7,1.15,15.3,30.1,70.8,51,18.2,46.6,50.6,90.51,46.7,1006,2014
28,Minnesota Timberwolves,9,2,7,437,102.7,112.9,-10.2,54.5,1.25,15.1,34.1,73,52.3,16.6,47.2,52.2,96.55,44.9,881,2014
29,Los Angeles Lakers,10,1,9,480,105.2,115.6,-10.4,53.3,1.52,14.9,31,68.6,48.1,13.4,46.2,51.7,96.8,42.9,966,2014
30,Philadelphia 76ers,10,0,10,480,90.4,107.7,-17.3,60.2,1.02,14.9,28.3,66.7,46.3,19.7,45.1,48.2,97.9,36.8,979,2014
1,Golden State Warriors,11,11,0,533,111.8,96.4,15.3,69.5,1.94,20.4,28.4,71.3,50.7,14.9,54.4,57.7,100.82,59.7,1123,2015
2,Atlanta Hawks,12,8,4,576,105.7,102.7,2.9,68.2,1.79,19.9,23.7,67.4,46.5,15.3,52.5,56.2,97.46,53.1,1167,2015
2,Cleveland Cavaliers,10,8,2,490,106.7,99.7,7.1,62.7,1.63,17.9,30.4,74.1,52.6,15.3,51,54.1,94.14,55,963,2015
4,San Antonio Spurs,9,7,2,432,104.9,94.5,10.4,62.1,1.63,18.9,27.3,76.7,53.6,15.9,52.2,55.5,97.33,59,878,2015
4,Chicago Bulls,11,7,4,528,106,101.3,4.7,52.9,1.24,14.5,33.6,73.4,53.6,15.9,47.7,53.5,96,53.4,1058,2015
6,Dallas Mavericks,9,6,3,442,100.7,98.5,2.2,57.2,1.49,16.1,24.8,70.5,49,14.4,48.4,52.1,98.61,51.2,907,2015
6,Toronto Raptors,10,6,4,480,102.4,101.8,0.6,58,1.74,16.5,22.4,74.1,48.8,12.6,48.4,52.8,99.15,52.2,993,2015
6,Boston Celtics,10,6,4,480,100.5,99.9,0.6,57.5,1.34,15.9,27.7,69.2,48.2,16,48.1,51.9,96.1,51.3,960,2015
6,Indiana Pacers,10,6,4,480,106.1,104.4,1.6,55.9,1.61,16.3,23.1,69.8,47.4,13.4,50.9,54.9,99.45,52,991,2015
6,LA Clippers,9,6,3,432,102.5,95.8,6.7,51.7,1.36,15.3,25.1,73.9,50.7,14.9,49.9,53.7,94.22,55.1,848,2015
6,Memphis Grizzlies,10,6,4,490,108.5,102.3,6.3,54.8,1.33,16.2,32.7,70.7,52.4,16.8,51.5,55.6,99.72,54.5,1018,2015
12,Miami Heat,9,5,4,432,101.8,95.9,5.9,62.5,1.45,16.8,31.2,70.2,50.1,16.1,46.9,51.4,99.94,53.7,898,2015
12,Oklahoma City Thunder,10,5,5,480,104.4,102.4,2.1,57.2,1.84,16.7,22.4,76.7,48.8,12,49.9,53.6,97,50.1,971,2015
12,Phoenix Suns,10,5,5,480,100.5,105.6,-5.1,59.1,1.36,16,30.9,70.9,50.5,16.2,47.4,51.4,97.65,48,978,2015
12,Charlotte Hornets,10,5,5,485,98.2,99.6,-1.4,44.9,1.07,12.5,32,76.5,52.4,15.5,46.2,49.1,96.99,46.8,984,2015
12,Denver Nuggets,11,5,6,528,98.3,106.7,-8.4,60.8,1.48,15.9,27.8,72.9,49,14.6,44.6,50.3,94.86,45.3,1045,2015
12,Detroit Pistons,10,5,5,490,102.8,107.5,-4.7,62.9,1.48,17.4,28.7,64,46.7,16.1,48.8,53.6,92.72,48.1,950,2015
12,Milwaukee Bucks,11,5,6,528,102.9,102.7,0.3,53.8,1.43,15,32.3,70.5,51.2,14.4,46.1,50.8,95.86,49.2,1053,2015
12,New York Knicks,11,5,6,543,101,101.4,-0.4,57.4,1.38,16,30.1,71.1,50.7,15.9,47.5,51.5,97.1,49.2,1099,2015
12,Orlando Magic,9,5,4,432,102.4,98.1,4.3,49.3,1.06,14,30.5,78.5,54.2,17.6,49.5,53,101.89,51.6,916,2015
12,Utah Jazz,10,5,5,480,102.2,98.2,4.1,52.2,1.33,14.7,31,70.6,50.2,15.1,47.4,51.3,93.45,52.2,934,2015
22,Houston Rockets,10,4,6,485,101.3,108.2,-6.9,58.6,1.31,15.6,28.7,69.7,48.5,16.1,47.6,52.1,99.07,44.6,1001,2015
22,Minnesota Timberwolves,10,4,6,485,104.1,104.9,-0.8,56.7,1.4,16.2,26.6,73.7,50.7,15.6,49,54.4,98.28,50.3,990,2015
22,Portland Trail Blazers,11,4,7,528,105.5,107.1,-1.6,53.2,1.31,15.6,29,71.6,50.5,16,51.5,54.6,96.91,47.4,1066,2015
22,Sacramento Kings,11,4,7,528,102.6,106.2,-3.6,59.4,1.37,16.8,29.6,72.3,50.2,16.9,49.8,53,101.41,47.3,1113,2015
22,Washington Wizards,8,4,4,384,101,106.9,-5.9,60.9,1.34,16.7,25.3,71.2,48.2,16.7,49.2,53.7,102,46.8,816,2015
27,Los Angeles Lakers,10,2,8,480,100.5,105.6,-5.1,56.5,1.28,14.9,26.8,70.8,49,15.4,46.1,51.5,98.65,45.6,987,2015
28,Brooklyn Nets,10,1,9,485,98.1,106.7,-8.6,55.9,1.41,16,29.7,72,50.2,15.5,46,49.6,95.8,44.6,965,2015
28,New Orleans Pelicans,10,1,9,480,100.9,109.8,-8.9,56.8,1.44,16.2,23.1,74.3,47.6,14.9,49.1,52.7,99.45,43.3,993,2015
30,Philadelphia 76ers,10,0,10,480,94.1,107.8,-13.7,57.9,1.15,15.2,27,69.2,47.9,17.7,45.8,49.4,96.9,40,968,2015
1,LA Clippers,11,10,1,528,111.1,94.1,17.1,56.3,1.83,16.6,26.8,74,51,12.3,51.7,55.9,97.95,61.8,1077,2016
2,Cleveland Cavaliers,10,9,1,480,113.2,106,7.2,57.5,1.81,16.7,29.2,70.6,50.1,12.7,52,55.9,97.65,54.6,977,2016
3,Atlanta Hawks,10,8,2,480,107.6,97.8,9.8,64,1.43,18.3,32.5,72,52.8,18,53.4,56.3,100.25,57.8,1003,2016
3,Golden State Warriors,10,8,2,480,114.3,106.7,7.6,70.4,1.92,21.3,25.6,69.1,48.9,15.6,57.2,60.7,101.6,56.3,1018,2016
3,San Antonio Spurs,11,8,3,528,108.4,102.6,5.8,59,1.78,16.8,27.6,75.4,51.7,12.9,49.3,54.7,93.5,53.9,1027,2016
6,Charlotte Hornets,10,7,3,480,108.9,103.5,5.3,64,2.22,18.3,24.6,72.2,48.8,11.2,50.1,54.4,96.65,54.6,969,2016
6,Chicago Bulls,11,7,4,528,111.5,103.5,8,56.3,1.63,16.3,35.7,72.8,54.2,14.1,48.5,53.6,96.05,53.5,1054,2016
6,Los Angeles Lakers,12,7,5,576,109.1,107.8,1.3,52.7,1.27,15.8,29.5,72.2,51.4,16.7,52.7,57,100.71,49.8,1210,2016
6,Portland Trail Blazers,12,7,5,591,105.2,109.2,-4.1,55.2,1.5,15.9,22.8,68.1,45.9,14,50.6,54.8,99.21,47.4,1221,2016
6,Toronto Raptors,10,7,3,480,110.9,105.8,5.1,47,1.7,14.6,28.2,70.1,49.3,11.5,50.3,54.9,95.9,52.8,960,2016
6,Utah Jazz,12,7,5,576,107.1,102.4,4.8,50.9,1.47,15.3,23.6,74.2,49.4,13.6,51.4,55.3,91.33,52.2,1092,2016
12,Detroit Pistons,11,6,5,528,103,100.7,2.3,53.2,1.67,15.9,27.5,73,50.4,12.9,47.7,51.3,95.5,51.1,1050,2016
12,Houston Rockets,10,6,4,480,111,107.5,3.5,61.2,1.37,17.6,30.2,70.5,50.6,17.9,54.5,57.6,97.3,50.2,971,2016
12,Oklahoma City Thunder,11,6,5,533,103.3,102.7,0.6,51.9,1.2,14.7,32.4,72.6,52.2,16.8,48.5,52.2,98.97,48.8,1098,2016
15,Boston Celtics,10,5,5,480,109.3,109.6,-0.3,63.6,1.95,18.5,26.2,66.4,46.7,13.1,52,55.7,98.65,50.2,987,2016
15,Indiana Pacers,11,5,6,543,105.1,106.6,-1.5,60.1,1.67,17.9,26.1,71.5,48.5,14.5,50.7,54.2,98.56,49.9,1115,2016
15,Memphis Grizzlies,10,5,5,490,102,106.8,-4.8,55.9,1.26,15,30.8,73.8,51,16.2,47.2,52,93.55,45.8,956,2016
15,Milwaukee Bucks,9,5,4,437,105.8,103.7,2,61.6,1.55,17.9,28.7,73.6,51.7,15.8,50.7,54.9,97.15,51.1,884,2016
19,Brooklyn Nets,11,4,7,528,103.4,108.2,-4.7,54.2,1.19,15.3,25,70.3,48.4,17,51.3,55.6,102.68,46.7,1131,2016
19,New York Knicks,10,4,6,480,103.7,110.1,-6.4,53.7,1.4,15.7,31,69.1,50,15.3,49.2,52.7,97.05,47.2,974,2016
19,Orlando Magic,11,4,7,528,99.4,110.1,-10.7,60.1,1.71,16.4,28.7,68.8,48.2,13.3,45.7,49.1,93.18,44.2,1025,2016
19,Sacramento Kings,11,4,7,538,104.9,109.9,-5.1,58,1.48,16.4,28.9,71.9,50.1,15,49.1,53.7,92.97,47.4,1047,2016
23,Denver Nuggets,10,3,7,485,103.3,107.8,-4.5,51,1.03,13.8,34.8,74.8,54.6,18,47.8,52.8,99.56,46.3,1008,2016
23,Minnesota Timberwolves,10,3,7,480,112.4,109.3,3.1,58.2,1.57,16.9,32.2,71.9,51.2,15,51.9,56,96.55,50.2,960,2016
23,Phoenix Suns,11,3,8,543,102.4,108.9,-6.5,48.5,1.25,14,27.2,73.9,50,14.7,47.7,52.5,103.07,45,1164,2016
26,Dallas Mavericks,9,2,7,442,99.4,106.2,-6.8,51.4,1.49,14.6,24.2,73.7,47.5,12.9,47.1,50.9,93.29,47,859,2016
26,Miami Heat,10,2,8,485,98.8,102.4,-3.6,54.2,1.38,15.3,28.9,69.2,48.7,15.1,46.9,49.7,94.37,47.3,955,2016
26,New Orleans Pelicans,11,2,9,538,100.4,107.3,-6.9,59.9,1.68,16.8,22.4,72.7,47.2,13.3,47.4,51.9,99.57,46.4,1114,2016
26,Washington Wizards,9,2,7,437,103.5,107.2,-3.8,50,1.24,14.7,31,71.3,50.8,16,47.6,51.8,95.73,47.3,869,2016
30,Philadelphia 76ers,10,1,9,490,95.7,109.4,-13.8,58.4,1.22,15.9,26.2,73.7,49.8,17.3,48.1,51.2,97.67,41.9,999,2016
1,Boston Celtics,11,9,2,528,106.9,98.1,8.8,62.4,1.6,17.5,28.6,76.5,52.8,15,51.4,55.1,96.55,55.9,1065,2017
2,Golden State Warriors,11,8,3,528,115.4,105.5,9.9,69.6,1.81,21.2,26,69,49.7,16.4,59.1,62.5,102.77,56.8,1130,2017
2,Houston Rockets,11,8,3,528,111,104.4,6.6,57.8,1.37,16.7,24.4,76.6,50.6,16.3,54.7,58.8,98.95,52.2,1089,2017
4,Detroit Pistons,10,7,3,480,107.5,104.3,3.2,53.7,1.6,16.4,28.4,74.1,49.9,13.9,51.7,54.6,97.25,50.3,975,2017
4,Minnesota Timberwolves,10,7,3,485,108.9,109.3,-0.4,56.8,1.38,16.6,30,72.1,51.2,16.3,52.5,57,99.46,50.4,1005,2017
6,Memphis Grizzlies,10,6,4,480,105.2,102.2,3,54.5,1.51,15.4,23.9,71.4,48,13.3,50.4,55,96.4,52.3,968,2017
6,Orlando Magic,10,6,4,480,107.4,104.1,3.3,59.7,1.53,17.8,23.3,69.8,47.4,15.7,53.6,56.9,101.8,51.1,1015,2017
6,Portland Trail Blazers,10,6,4,485,106.8,100.8,6,51.5,1.28,14.4,31.2,77.6,54.3,15,49.4,54.5,99.22,53.6,1004,2017
6,San Antonio Spurs,10,6,4,480,102.9,103.2,-0.3,57.1,1.49,16.2,30.8,77.1,52.6,15,47.9,51.6,97,50.6,971,2017
10,Charlotte Hornets,10,5,5,480,104.2,105.6,-1.4,50.7,1.38,14.5,26.7,75.4,51.7,13.8,50,53.6,99.7,49.8,999,2017
10,Denver Nuggets,10,5,5,480,106.6,106.9,-0.3,59.7,1.56,17.3,29.3,73.9,51.2,15.3,51.7,54.8,99.4,50.1,994,2017
10,Indiana Pacers,10,5,5,480,109,108.4,0.5,56.5,1.63,17.2,27.4,71.6,49.7,14.3,53.6,56.9,100.9,50.8,1012,2017
10,LA Clippers,9,5,4,432,109.3,103.1,6.1,52.8,1.4,15,32.4,72.3,52.3,14.7,50.7,55,98.67,52.8,886,2017
10,Los Angeles Lakers,10,5,5,485,101.8,102.5,-0.7,55.9,1.33,16.6,24.2,74.8,50.2,16.6,51.4,54.6,103.57,50.2,1046,2017
10,New Orleans Pelicans,10,5,5,485,101.3,101.6,-0.3,62.2,1.46,17.3,24.2,75.6,50.4,16,50.9,54.6,102.78,51.2,1038,2017
10,New York Knicks,9,5,4,432,106.9,106.7,0.3,56.4,1.38,16.7,31.8,73.8,53.2,16.7,50.9,54.5,98.11,51.6,881,2017
10,Philadelphia 76ers,9,5,4,432,104.9,104.7,0.2,65.1,1.48,18.5,29.8,74.1,52.1,17.5,53,55.2,103.17,50.7,924,2017
10,Toronto Raptors,9,5,4,432,107.3,102.5,4.8,55.6,1.5,16.4,25.4,72.3,48.9,14.5,52.1,56.3,100.33,52.7,904,2017
10,Utah Jazz,10,5,5,485,102.2,102.9,-0.7,56.3,1.19,16,23.7,72.8,48.4,17.7,51.4,55.5,96.25,50.5,972,2017
