#,Team,GP,W,L,MIN,OPP FGM,OPP FGA,OPP FG%,OPP 3PM,OPP 3PA,OPP 3P%,OPP FTM,OPP FTA,OPP FT%,OPP OREB,OPP DREB,OPP REB,OPP AST,OPP TOV,OPP STL,OPP BLK,OPP BLKA,OPP PF,OPP PFD,OPP PTS,+/-,Year
6,Boston Celtics,21,14,7,49,34.5,82.1,42.1,5.3,18,29.6,17.8,23,77.2,11.6,35.1,46.7,21.7,15.4,6.5,6.2,3.8,21,20.6,92.1,-5,2001
6,Detroit Pistons,20,14,6,48,34.7,79.9,43.5,5.3,13.1,40.1,17.3,21.8,79.4,12.4,30.4,42.8,18.2,16.5,7.1,3.8,6.7,22.2,21.8,92,-6,2001
6,New Jersey Nets,21,14,7,48.7,35,82.8,42.3,4.6,14,33.1,16.1,22.6,71.5,11.8,32.4,44.2,19.8,16.1,8.6,5.6,7.3,19.9,20.1,90.9,-4.4,2001
6,Phoenix Suns,25,14,11,48.4,35.8,81.9,43.7,5.7,15.5,36.6,18.3,26,70.6,13.2,30.4,43.6,21.2,16.8,7.8,5.8,5.3,19.1,22.6,95.6,-3.9,2001
10,Indiana Pacers,25,13,12,48.6,36.7,84.4,43.5,5.2,15.7,33.2,20,26.3,76.3,13,31.7,44.7,22.9,14.8,7.4,5.4,5.6,22.1,23,98.7,0.4,2001
10,Milwaukee Bucks,20,13,7,48.3,36.4,82.5,44.1,4.9,15.4,31.9,16,21.5,74.4,13.3,30.4,43.7,23.3,14.4,7.9,4.4,4.2,19.3,21.2,93.6,-1,2001
12,Los Angeles Clippers,23,12,11,48.4,35.4,84.6,41.8,5,15.5,32.6,19,25.6,74.5,14.1,28.9,43,22.6,13.9,8,5.7,7.6,23.1,22,94.9,-2.4,2001
12,Orlando Magic,25,12,13,48.4,36.8,82.6,44.6,5,14.6,34.4,20,27.4,73,13.8,31.1,44.9,23,16.4,8,5.1,5.8,22,22.3,98.7,-4.8,2001
12,Toronto Raptors,23,12,11,48.2,34.9,81.1,43.1,5,14.2,35.5,18.3,23.8,76.8,13,31.2,44.1,20.2,16.2,7.5,5.4,7.9,19.1,21,93.2,-0.3,2001
15,Charlotte Hornets,23,11,12,48,35,79.9,43.7,5.7,14,40.8,20.7,26.5,78,11.3,28.6,39.8,20.9,13.3,7.4,5.8,5.4,20.2,22.4,96.3,1.9,2001
15,New York Knicks,23,11,12,48.2,33.3,78.7,42.3,4.8,14.5,33.2,18.6,24.2,76.8,11,30.6,41.5,20.6,13.3,8.5,4.9,3.3,21.5,22.3,90,1.9,2001
15,Portland Trail Blazers,22,11,11,48,35.9,78.7,45.6,6.3,15.5,40.6,16.7,23.5,71.3,12.5,27.7,40.2,23.5,14.7,6.9,5.3,4.5,20.2,21.2,94.9,-0.8,2001
15,Utah Jazz,24,11,13,48.6,35.9,78.7,45.6,6,15.3,39.1,20.8,27.8,74.7,12.5,26.5,39,20.7,16.5,9.6,6.8,6.8,26.7,24,98.6,1.9,2001
19,Seattle SuperSonics,25,10,15,48.8,38,82.1,46.3,5.7,17.1,33.2,17.7,24,74,13.3,29.7,43,23.6,15,7.3,5.7,3.8,20.6,22.4,99.5,3.3,2001
19,Washington Wizards,22,10,12,48.2,35.8,81,44.2,4.8,14.8,32.6,16.3,21.7,75.1,11.4,31,42.3,21.2,13.3,6.7,5.2,4.4,21,21.3,92.7,2.3,2001
21,Atlanta Hawks,23,9,14,48.2,37.6,82.3,45.6,6.3,16,39.1,17.3,23.2,74.7,12.4,29.7,42.2,23,15.3,7.9,5.7,4.1,21,20.9,98.7,4.5,2001
21,Cleveland Cavaliers,23,9,14,48.2,36,81.2,44.3,6.5,15.5,41.7,17.2,22.8,75.4,11.4,30.4,41.8,23.7,13,7.1,5.9,6.1,19.2,20.7,95.6,4.3,2001
21,Denver Nuggets,23,9,14,48.4,36.3,81.3,44.7,5.3,14.4,37.2,18.9,25.9,72.8,13.1,31.6,44.7,24.2,13.2,7,7,6,19.5,22.3,96.9,2.7,2001
21,Golden State Warriors,24,9,15,48.2,37.8,83.3,45.3,4.4,13.1,33.3,17.8,23.6,75.6,12.3,28.2,40.5,24.3,13.9,8.5,7.4,6.2,24.4,22,97.7,5,2001
21,Philadelphia 76ers,23,9,14,48,33.4,79.1,42.2,4.5,15.2,29.7,16.4,21.7,75.7,11.5,29.2,40.7,21.1,14,9.3,6.4,5.1,20.3,19.3,87.7,1.5,2001
26,Houston Rockets,25,7,18,48.8,38.3,81.7,46.8,3.8,11.4,33.8,14,18.6,74.9,10.9,31.8,42.7,21.3,12.4,7.3,5.4,4,20.5,16.8,94.4,5.6,2001
27,Memphis Grizzlies,22,5,17,48,37.8,80.9,46.8,3.9,12.1,32.3,17.4,23,75.6,12.4,34,46.5,23.8,16.8,8.6,6,5.8,21,20.2,96.9,8.3,2001
27,Miami Heat,22,5,17,48.7,32.4,76.4,42.4,4.3,11.8,36.2,19.4,26.4,73.5,11.4,31.3,42.7,18.5,14.1,7.2,4.4,6,21.2,22.6,88.5,4.5,2001
29,Chicago Bulls,22,4,18,48,36.3,79.4,45.8,5.6,15,37.3,16.5,22.8,72.3,11.5,30.9,42.4,24.7,14.5,8.6,5,3.8,21.2,19.8,94.7,11.5,2001
1,Dallas Mavericks,23,20,3,48,35.3,83.5,42.2,6.4,19.2,33.6,16.3,23.1,70.3,13.4,32.6,46,21.3,16.3,6.7,4.2,5.5,20.8,21,93.2,-12.2,2002
1,Sacramento Kings,26,20,6,48,35.8,84.1,42.6,4.2,12.8,32.6,16.3,21.8,75.1,12.6,31.2,43.8,21.3,17.2,8.8,4.6,6.2,21,19.9,92.2,-7.4,2002
3,Indiana Pacers,23,18,5,48.7,34,81.2,41.9,3.8,12.5,30.2,20.2,26.9,75.2,11.9,28.5,40.4,18.8,16,8.3,6.3,5.6,24.8,24.4,92,-6.5,2002
4,New Orleans Hornets,25,17,8,48.8,35.3,79.3,44.5,3.6,10.9,32.6,17.4,23.4,74.3,12.1,29.6,41.7,20.2,16.5,7.1,5,4,22.4,20.9,91.5,-3.8,2002
5,Boston Celtics,23,16,7,48.9,34.7,80.6,43,5.6,17,33,19.9,26.3,75.7,11.8,33.3,45.1,22.5,17.5,7.4,4.5,4.1,22.8,22.2,94.8,-3.7,2002
5,Detroit Pistons,23,16,7,48,31.7,75.3,42,2.9,9,32.5,17.4,23.7,73.3,10.3,30.3,40.7,17.9,15,7.1,4.3,6.5,23.5,22.9,83.6,-3.7,2002
5,New Jersey Nets,24,16,8,48.2,33.8,80.9,41.7,5.3,14.1,37.8,16.7,22.9,72.9,12.3,30.5,42.8,19.2,18.5,8.7,5.6,6.2,22.8,21.3,89.5,-7.5,2002
8,Philadelphia 76ers,24,15,9,48.4,34.6,77.8,44.5,5.4,15.8,34.4,17.9,25,71.5,11.5,30,41.6,20.5,17.7,7.9,7.2,3.8,22.9,22.8,92.5,-2.4,2002
9,San Antonio Spurs,23,14,9,48.2,33.6,82.4,40.7,3.2,9.7,33,17.5,22.3,78.2,13,29.5,42.5,17.2,15.4,8.3,5.2,7.4,22.8,21.4,87.8,-4.5,2002
10,Minnesota Timberwolves,24,13,11,48.4,36.3,85.4,42.5,5.7,16.4,34.6,17.9,23.3,76.7,13,31.3,44.4,22.5,14.3,6.8,5.8,5.9,22.3,21.7,96.1,0.5,2002
10,Orlando Magic,25,13,12,48.2,37.6,82,45.9,5.2,14.4,35.7,19.6,26.2,74.7,11.6,32.1,43.7,22,15.6,7.8,4.7,4.2,22,23.2,100,1.6,2002
10,Phoenix Suns,23,13,10,48.2,34,79.1,43,4.7,15.1,31.3,17,23.4,72.5,12,30.5,42.5,20.3,17.7,8.5,5.7,5.5,21.9,21.7,89.8,0.8,2002
10,Seattle SuperSonics,24,13,11,48.4,35.9,80.7,44.5,6.3,16.5,37.8,15,20.5,73,12.8,30,42.8,21.3,15.7,5.6,5.8,3.7,19.5,19.9,93,-0.7,2002
14,Houston Rockets,22,12,10,48.5,34.5,81.4,42.4,4.1,13.5,30.6,15.6,20.9,74.9,11.9,29,41,20.2,13.3,7.7,5.2,6.3,21.4,18.6,88.8,-2.2,2002
14,Utah Jazz,23,12,11,48,32.7,77.2,42.3,5.1,14.7,34.5,21,28,75.1,11.9,25.4,37.3,18.2,16.6,9.4,5.3,5.5,24.8,23.7,91.5,-2.8,2002
16,Portland Trail Blazers,22,11,11,48.5,34.7,80.2,43.3,5.5,16.4,33.5,14,19,74.1,12,28.8,40.9,22.4,16.2,8.6,5.3,4.3,20,20.2,89,-1.1,2002
17,Atlanta Hawks,23,10,13,48.9,37,86.5,42.8,5,14.4,35,19.2,25.3,75.9,14.7,27.7,42.3,21.6,13.6,9.7,6.2,6.3,21,22.5,98.3,2.5,2002
17,Los Angeles Clippers,24,10,14,48.4,36,83.1,43.3,5.5,15.6,35.3,18.3,24.5,74.8,13.5,30.1,43.6,22.4,14.7,8.5,5.1,6.1,23.8,22,95.8,2.9,2002
17,Los Angeles Lakers,25,10,15,48.8,35,81.4,43,5.8,14.4,40.4,20.5,27.2,75.3,11.8,32,43.8,20.7,14.9,7.9,4.3,5.7,22.1,23.3,96.3,1.7,2002
17,Milwaukee Bucks,23,10,13,49.1,36.2,82.4,43.9,5.4,15.1,35.9,20.4,26.9,75.9,13.4,31.1,44.6,22.8,15,7.2,4,5,21,23.3,98.3,-1.3,2002
17,Washington Wizards,23,10,13,48,33.5,77,43.5,4.3,13.8,31.4,17,21.2,80.3,9.8,29.6,39.3,21,15.1,7.8,4.6,4.6,22.4,21.2,88.3,-1,2002
22,Golden State Warriors,23,8,15,48.2,37.8,84.7,44.7,5,13.2,38.2,19.7,27.3,71.9,15,27.7,42.7,21.3,14.7,8.9,5.9,7,24.7,23.6,100.3,2.1,2002
23,Chicago Bulls,23,7,16,48.2,37,82.9,44.7,5.5,16.5,33.2,20,26.6,75.1,13.3,31.9,45.3,23.3,15.4,9,5.6,4.9,22.9,22.8,99.5,6.7,2002
23,New York Knicks,21,7,14,48.7,35.3,78.6,44.9,4.3,12.9,33.6,21.1,28,75.2,11,31.3,42.3,21.4,14.6,8.7,4.1,3.6,20.7,24.5,96,3.3,2002
23,Toronto Raptors,23,7,16,48.2,37,80,46.2,4,10.3,38.2,16.9,23.4,72.3,12.1,33.1,45.2,20.6,15,7.2,4.8,4.7,21.3,21.3,94.8,7,2002
26,Denver Nuggets,24,6,18,48,31.5,71.2,44.3,5,12.7,39,20.9,28.2,74.2,10.1,29.8,39.9,20.6,19.7,8.5,7.8,4.9,23.1,26,88.9,8.4,2002
26,Memphis Grizzlies,25,6,19,48.8,40,86.6,46.2,5.2,13.1,39.3,15.6,21.4,72.6,14.9,30.6,45.5,24.2,15.5,9.7,5.4,6.7,22.2,21.2,100.7,6.2,2002
26,Miami Heat,23,6,17,48.4,32.4,73.7,44,4.7,12.7,37.1,20.3,27.6,73.7,10,31.7,41.7,18.2,14,7,5.4,3.5,20.4,23.6,89.9,5.9,2002
29,Cleveland Cavaliers,25,5,20,48.4,37.9,81.6,46.4,5.5,14.2,38.7,19.8,26.2,75.7,11.2,31.6,42.8,24,15,9.6,6.2,6.3,22,22.5,101,10.9,2002
1,Indiana Pacers,25,19,6,48.4,32.4,76.4,42.4,3.5,11.3,30.9,15.5,21,73.7,11.1,29.2,40.3,19.3,15.7,7.6,6.2,5.5,21,21.1,83.7,-5.5,2003
2,Los Angeles Lakers,23,18,5,48.4,35.7,83.3,42.8,5.1,15.7,32.3,18.3,24,76.1,11.7,31.7,43.4,19.9,16.3,7.3,3.3,4.9,27.1,21.7,94.8,-7.4,2003
3,New Orleans Hornets,25,17,8,48.4,34.3,79.8,43,5.3,16.9,31.5,16.1,21.3,75.6,12.4,30.8,43.2,21.8,16.8,6.6,5.2,3.5,20.8,20.8,90,-2.4,2003
4,Sacramento Kings,21,16,5,48.7,38.2,84.2,45.4,3.7,11.7,31.8,16.6,21.8,76.2,12.6,29.6,42.1,20.2,15.1,7.9,6,4.7,23.3,20.8,96.8,-7.9,2003
4,San Antonio Spurs,26,16,10,48.4,31.6,80.1,39.4,3.6,11.7,30.9,16.8,23,73,12.2,31.5,43.7,16.8,15.6,7.6,5.2,6.5,23.6,20.8,83.5,-6.3,2003
6,Dallas Mavericks,23,15,8,48.2,36.7,83.4,44,5.8,17.9,32.3,17.2,23.4,73.3,12.7,32.6,45.3,22.5,15.8,7.3,5.3,4.5,22,20.4,96.4,-5.2,2003
7,Denver Nuggets,23,14,9,48.2,36.2,84.1,43,4.3,12.4,34.6,17.3,24,72.4,14.3,30.4,44.8,22.8,17.9,9.4,6.1,7.8,24.9,22.5,94,-2.9,2003
7,Detroit Pistons,24,14,10,48.4,34.2,79.2,43.2,3.3,12.4,26.5,15.3,20.3,75.2,12,29.2,41.2,19.8,16.6,8.5,5.3,6.6,25.2,21.3,87,-2.6,2003
7,Minnesota Timberwolves,23,14,9,48.7,33.6,81.1,41.4,5.5,14.8,37.1,16.9,22.2,76.3,12.8,29.4,42.3,20.6,14,6.4,3.3,6,20.3,21.5,89.6,-3.8,2003
10,Houston Rockets,22,13,9,48.7,30.4,77.8,39.1,4.3,14.2,30.4,19,25.5,74.6,12,27.7,39.6,20,13.5,7.9,4.9,6.1,21.7,22.7,84.2,-2.4,2003
10,Memphis Grizzlies,23,13,10,48.7,34.7,79.5,43.6,4.5,13.1,34.4,18.6,24.9,74.5,13.1,32.6,45.7,21,18.2,7.3,6.3,6.9,22.4,22.8,92.4,-2.2,2003
10,Toronto Raptors,24,13,11,48.6,33.7,78,43.1,3.5,10.8,32.8,17.5,23,75.8,12.1,31.2,43.3,19,14.1,7.2,4.3,4.8,20.9,20.1,88.3,3.3,2003
10,Utah Jazz,23,13,10,48.2,32.5,74.4,43.7,6,16.5,36.1,20.3,26.5,76.4,10.5,25.6,36.1,19.7,15.1,8.3,5.8,6.1,24.6,24.4,91.2,-1.4,2003
14,Boston Celtics,25,12,13,48,33.9,80,42.3,6.8,17.9,37.7,19.9,26.7,74.5,12.7,30.2,42.9,21.8,15.8,8,5.1,4.7,21.1,23.6,94.4,-0.5,2003
14,Philadelphia 76ers,24,12,12,48.4,33.8,77.1,43.8,5.6,15.9,35.2,16.2,21.7,74.5,12.3,29.9,42.2,21.4,17.2,6.9,6.8,4.3,22.5,20.3,89.3,0.8,2003
16,Milwaukee Bucks,24,11,13,48.4,35.8,83,43.1,5.5,15.4,35.7,17.3,23.6,73.5,13.3,30.9,44.2,22.6,15.3,8.4,5.4,5.6,23.3,20.8,94.3,-1.5,2003
16,New Jersey Nets,23,11,12,48,33.7,77.8,43.3,5.1,14.6,34.9,16,20.9,76.5,11.6,30,41.6,20.8,16.7,8.1,5.2,4.3,22.7,21.4,88.5,0,2003
16,Portland Trail Blazers,21,11,10,48.5,36.7,78.9,46.5,5.3,14.1,37.7,13.7,19,72.1,11.5,28,39.6,23,13.5,7.8,4.8,4,18.3,18.8,92.3,2.4,2003
16,Seattle SuperSonics,21,11,10,48,35.6,79.6,44.8,5.8,15.8,36.9,19.1,24.7,77.3,13.6,30.4,44,20.4,16.9,7.5,5.1,5.6,21.1,21.5,96.1,0.9,2003
20,Golden State Warriors,21,10,11,48.5,35.1,80,43.9,5.2,14,36.9,16.6,22,75.2,11.1,30.4,41.6,22,14,7.7,4.8,3.6,21.9,21.1,92,-0.5,2003
21,Los Angeles Clippers,20,9,11,48.3,36.5,82.5,44.2,4.9,15.6,31.2,19.8,26.5,74.7,13.2,30.1,43.3,22.3,14.4,7.6,5.2,4.8,23.2,23.3,97.5,2,2003
21,New York Knicks,25,9,16,48.4,33.3,78.9,42.2,4.4,13.3,33,19.9,26.2,75.8,11.5,29.6,41,21.7,13.7,9.8,4.7,4.9,19,23.3,90.9,4.6,2003
23,Miami Heat,23,8,15,48.2,32.5,74.4,43.6,5.7,15.3,37,19.8,26.8,74,10,31,41,19.1,15,7.5,6.6,3.2,20.8,23.4,90.4,5.2,2003
23,Phoenix Suns,24,8,16,48,35.7,81.1,44,5.5,17.9,30.5,19.2,25.4,75.7,12,32,44.1,20.7,16,7.5,5.2,5.5,19.2,22.8,96,3.5,2003
25,Atlanta Hawks,25,7,18,48.6,35.8,83.2,43.1,4.8,14.3,33.6,20.4,26.6,76.6,13.1,30.6,43.6,21.2,13.2,10,5.6,6,20.5,22.2,96.9,5.2,2003
25,Washington Wizards,23,7,16,48.4,35.7,81.9,43.5,4.1,11.9,34.7,19.3,25,77.4,13.9,31.5,45.4,23,16.1,8.6,5.7,5.3,20.7,22.1,94.8,4.9,2003
27,Chicago Bulls,22,6,16,48.2,36.8,81.9,45,6.3,15.9,39.5,18.5,26.2,70.4,12.4,31.3,43.6,24,14.4,9.7,5.1,5.3,20.7,23.2,98.4,8.5,2003
27,Cleveland Cavaliers,24,6,18,48.6,35.7,83.1,42.9,4.7,13.1,35.7,19.7,25.8,76.3,11.8,29.3,41.1,21.7,12.6,7.9,5.3,7.3,20.2,22.8,95.7,4.4,2003
29,Orlando Magic,24,4,20,48.2,36.8,82.9,44.4,4.9,14.1,34.9,19.5,25.1,77.6,14.1,31.7,45.8,22.3,14.5,8.3,5.6,4.8,21.2,22.5,98,7.2,2003
1,Phoenix Suns,22,19,3,48.2,38.5,91,42.3,4.8,15.8,30.5,15.4,21,73.3,16.7,30.3,47,20,14.7,7.1,4.4,6.7,22.6,19.4,97.1,-12.3,2004
2,San Antonio Spurs,23,18,5,48,31.7,77.3,41,4,10.4,38.3,18.3,23,79.4,10.8,28.2,39,15.4,16,7.9,4.1,6.7,24.8,20.9,85.6,-10.6,2004
2,Seattle SuperSonics,22,18,4,48.2,34,75.8,44.9,5.1,15.5,32.8,20.8,27.7,75,11.1,25.2,36.3,19.4,15.2,5.9,5.2,3.8,25,25.3,93.9,-6.4,2004
4,Miami Heat,24,17,7,48.6,33.9,81.6,41.5,5.3,14.8,36.2,21.4,28.1,76.1,11.9,30.4,42.3,20.3,13.9,7,3.4,6.6,26.5,24.5,94.5,-4.5,2004
5,Dallas Mavericks,24,15,9,48.4,35.8,82.9,43.2,5.2,17.4,30,18.7,25.6,73.1,13.4,30.9,44.3,21.6,16.3,7.9,4.9,5.8,24,22.8,95.5,-3.5,2004
5,Sacramento Kings,21,15,6,48.5,37.4,85.8,43.6,6.1,17.7,34.8,17.9,23.6,75.8,14.9,30.6,45.5,19,14.8,7.7,4.9,3.9,22.1,20.9,98.8,-3,2004
7,Cleveland Cavaliers,22,14,8,48.7,35.1,78.8,44.5,3.9,11.1,34.7,19.3,25.8,75,11,28.3,39.3,21,15.6,6.8,4.8,5.5,22.1,23.6,93.4,-3.8,2004
7,Minnesota Timberwolves,22,14,8,48.5,36.4,83.9,43.3,6.2,16.6,37.3,17,23.1,73.3,13,28.7,41.7,21.9,13,7,3.8,5.4,20.4,21.5,95.9,-4.1,2004
9,Denver Nuggets,22,13,9,48.2,35.7,78.8,45.3,4.9,14,34.6,18.8,25.5,73.7,11,30.4,41.5,22.3,17.3,7.9,5.2,6,25.2,22.4,95.1,0.4,2004
9,Orlando Magic,22,13,9,48,37.6,85.1,44.2,4.8,14.6,32.9,20.5,27.1,75.7,12.7,30.2,43,20.2,15.1,8.3,4.9,6.4,23.9,23.9,100.5,-0.4,2004
11,Los Angeles Lakers,21,12,9,48,36.2,84,43.1,6,17.6,33.9,18.4,23.2,79.3,13,28.7,41.7,23.7,12.4,7.3,5.5,5.2,23.6,22.9,96.8,-0.1,2004
11,Washington Wizards,20,12,8,48.8,37.2,82.1,45.2,4.8,14.4,33.4,19.3,27.3,70.6,13.1,32.6,45.7,22.2,17.8,6.8,5.2,4.5,24.3,24.5,98.4,-2.4,2004
13,Detroit Pistons,21,11,10,49.2,33.4,76.9,43.5,5.2,14.4,36,18,24.1,74.6,10.8,28.5,39.3,20,15.8,7.4,4.8,5.9,24,22.9,90,0.1,2004
13,Indiana Pacers,21,11,10,49.2,35.7,79.1,45.1,4.8,14.2,33.9,19.4,25.2,77.1,12.4,28.9,41.3,21.3,15,7.9,5.1,5.4,23.9,22.6,95.7,1.4,2004
13,Los Angeles Clippers,21,11,10,49.9,35.3,81.5,43.3,5.6,15.7,35.9,18.2,24.7,73.7,13,26,39,19.5,14.8,8.3,4.5,4.9,25,23.3,94.4,-3.5,2004
13,New York Knicks,22,11,11,48.2,36.3,79,45.9,4.9,13.4,36.7,19.3,25.5,75.9,11.3,30.6,41.9,21.8,15.2,7.3,5.2,4.3,20.3,22.9,96.9,1,2004
