#,Team,GP,W,L,MIN,OPP FGM,OPP FGA,OPP FG%,OPP 3PM,OPP 3PA,OPP 3P%,OPP FTM,OPP FTA,OPP FT%,OPP OREB,OPP DREB,OPP REB,OPP AST,OPP TOV,OPP STL,OPP BLK,OPP BLKA,OPP PF,OPP PFD,OPP PTS,+/-,Year
20,Cleveland Cavaliers,20,8,12,48.3,37.3,80.2,46.5,6.3,18.2,34.7,16,21.2,75.4,9.8,29.8,39.5,22.8,15.6,8.1,6.1,4.6,21.3,20.7,96.9,3.3,2011
20,New York Knicks,21,8,13,48.5,35.4,78.8,44.9,6.4,16.5,38.7,18,24.9,72.4,9.8,33,42.9,19.8,17.4,8.3,5,4.3,22,22.4,95.1,0.5,2011
22,Golden State Warriors,19,7,12,48.3,35.8,79.8,44.9,6.7,18.3,36.5,20.9,28.9,72.4,12.4,32.1,44.5,22.1,15.8,7.4,4.3,5.2,17.6,23.9,99.2,3.1,2011
22,New Jersey Nets,22,7,15,48.2,37.6,76.8,49,7,17,40.8,16.7,24.3,68.9,11,30,41,23.4,14.6,8.5,5.7,4,20.4,20.2,99,7.1,2011
22,Phoenix Suns,20,7,13,48,36.9,82.7,44.6,6.2,17.7,35,16.5,22.3,74.2,12.4,32.9,45.2,22.6,14.3,8.7,3.8,4.9,19.5,19.6,96.4,4.8,2011
22,Toronto Raptors,22,7,15,48.5,33,78.1,42.3,6.8,20.4,33.3,20.3,27.3,74.4,10.3,32.3,42.6,18.8,13.5,8,4.6,4.9,18.2,24.3,93.2,6.2,2011
26,Sacramento Kings,21,6,15,48,40,84.5,47.3,5.6,18.1,31,16.3,22,74.4,13.2,33.3,46.5,23.2,15,8.6,5.7,4.1,21.3,19.3,101.9,11.3,2011
27,Detroit Pistons,23,4,19,48.2,36.5,75.1,48.6,6.4,16.6,38.7,17.3,21.9,79.2,9.3,30,39.3,22.9,14.2,8.9,5.2,3.6,18.8,19,96.8,11.2,2011
27,New Orleans Hornets,21,4,17,48.2,34,76.2,44.6,6.5,19.6,33,17.6,22.6,77.9,9.4,30,39.3,20,14.5,7.7,5.8,5,18.5,20.4,92.1,4.7,2011
27,Washington Wizards,21,4,17,48,37,81.2,45.6,6.3,17.6,36,17.8,24.5,72.6,12.5,32.9,45.4,22.7,16.2,7.8,5.2,7.9,18.3,21.1,98.2,9.4,2011
30,Charlotte Bobcats,22,3,19,48.2,38.6,82.3,46.9,6.4,17.6,36.4,17.1,23.1,74.2,11.5,33.3,44.8,22.8,13.9,7.5,5.9,5.7,19.4,19.3,100.8,12.7,2011
1,Oklahoma City Thunder,22,18,4,48.5,36,84.9,42.5,7.4,21.2,34.7,16.7,21.7,76.8,12.6,27.1,39.7,20.9,14,8.5,3.5,7.6,21.8,20.6,96.1,-9.3,2012
1,San Antonio Spurs,23,18,5,48.9,37.6,86.4,43.5,6.1,17.6,34.6,16.1,20.9,77.1,11.9,30.3,42.2,20.5,14.8,8.4,5.3,5.3,19.1,18,97.3,-8.1,2012
3,Los Angeles Clippers,22,16,6,48.2,34.1,78.9,43.2,7.7,20.3,37.9,18.4,24.3,75.5,12.1,28.5,40.7,21.3,17.6,7.1,4.5,6.4,21.2,21.3,94.2,-7.6,2012
3,New York Knicks,21,16,5,48.2,35.6,78.3,45.5,7.5,20,37.5,16.6,21.4,77.3,10.1,33.3,43.5,19.6,16.1,5.5,4.2,3.8,19.4,18.8,95.3,-7.3,2012
5,Golden State Warriors,22,15,7,48.7,36.2,83.7,43.3,7.7,22.8,33.7,18.5,25.1,73.6,10.9,30.1,41,22.4,14,7.9,6,3.5,20.2,22.4,98.6,-1,2012
6,Memphis Grizzlies,19,14,5,48.5,34.3,79.4,43.2,6.2,17.9,34.3,16,21.6,74,11.9,27.8,39.7,19.2,16.6,8.3,5.8,5.7,21.2,20.7,90.7,-6.5,2012
6,Miami Heat,20,14,6,48.3,36.9,82.8,44.5,9.1,25.3,36,16.7,21.9,76.2,11,29.5,40.5,20.5,14.7,7.6,3.4,4.5,19.9,19.4,99.5,-3.8,2012
8,Atlanta Hawks,19,13,6,48.3,34.9,79.8,43.7,7.3,20.3,36,16.2,19.9,81,10.8,31.4,42.2,20.3,17.5,9.1,4.5,4.8,20.1,17.8,93.3,-3.1,2012
8,Utah Jazz,23,13,10,48.7,37.2,82.6,45.1,6.6,18,36.7,18.1,24.2,75,12.3,29.6,41.9,20.6,14.7,7.9,6.1,6.9,20.8,22,99.2,-2,2012
10,Boston Celtics,21,12,9,49.2,36.7,82,44.8,6.4,18.2,35.1,17.7,23.7,74.7,10.8,31.9,42.7,21.7,15.5,8.2,4.6,4,20.4,21,97.5,-0.8,2012
10,Brooklyn Nets,21,12,9,48.2,36.2,78,46.5,6,16.9,35.2,15.3,20.9,73.5,10.6,28.7,39.3,20.2,14,7.6,4.1,4.9,21.8,18.7,93.8,-2.3,2012
10,Chicago Bulls,21,12,9,48.2,35,82,42.7,5.1,16.4,31.1,16.1,21.2,76,11.3,28,39.4,18.7,14.1,8.1,5.6,5.2,20.9,19,91.3,-2.7,2012
10,Philadelphia 76ers,22,12,10,48.5,35.9,80.3,44.7,6.6,18.4,36,16.2,21.2,76.4,10.7,33.3,44,22.9,15,6.6,4.9,5.5,18,19.7,94.6,2,2012
14,Dallas Mavericks,22,11,11,48.9,37,83.9,44.1,7.3,20.9,35,20,27.5,72.7,12.7,32.9,45.6,21.4,15.3,9.8,4.4,5.6,20.3,22.1,101.3,0.5,2012
14,Denver Nuggets,23,11,12,48.4,37.8,85.1,44.4,8.4,21.8,38.4,17,22.7,74.9,12.5,29,41.5,23.5,14.3,9.1,6.6,6.5,21.8,20.3,101,0.1,2012
14,Indiana Pacers,22,11,11,48.7,33.9,82.9,40.9,5.7,18.1,31.7,17.7,22.5,78.8,11.3,31.6,42.9,19,12.4,7.5,5,7.1,20.7,19.2,91.3,0.3,2012
14,Milwaukee Bucks,20,11,9,48.3,36,80.9,44.5,6,17.5,34.4,19.1,24.3,78.6,11.6,32.5,44.1,22,16.4,7.6,4.1,7.6,19.4,19.6,97.1,0.2,2012
18,Houston Rockets,21,10,11,48.7,40.4,87.6,46.1,8.6,22.4,38.3,15.5,20.6,75.2,11.2,32.3,43.5,23.1,15.1,8.4,6.8,4.5,19.6,19.8,104.8,0.6,2012
18,Minnesota Timberwolves,19,10,9,48,35.9,82.6,43.5,6,18.3,32.8,14.8,20,73.9,11.2,29.9,41.1,19.6,14.6,7.7,5.7,6.3,23.4,19,92.6,-1.4,2012
20,Los Angeles Lakers,22,9,13,48,37.8,85.5,44.3,7.1,20.5,34.7,16,22,72.9,11.5,29.1,40.6,22.6,13.7,8.2,4.8,5.6,24.5,20,98.8,-2.7,2012
20,Portland Trail Blazers,21,9,12,49.2,37.9,80.3,47.2,6.7,18.9,35.5,18.2,23,79.1,10.3,32.6,42.9,21.8,16,8.9,4.5,4.9,20.2,20.2,100.7,3.5,2012
22,Orlando Magic,21,8,13,48.2,36.9,83.6,44.1,6.1,19.3,31.8,15.2,21.6,70.6,11,31.7,42.8,20.6,13.4,7.9,5,4.4,16.8,20,95.1,3.5,2012
22,Phoenix Suns,23,8,15,48.7,39,82.3,47.4,7.2,17.8,40.6,16.9,22.6,74.6,11.3,31.4,42.7,23,15.2,7.1,5.2,5.9,19.5,20.9,102.1,5,2012
24,Charlotte Bobcats,21,7,14,49,38.5,85.6,45,9.1,24.5,37.4,17.1,23.3,73.3,13.3,32.5,45.9,25.3,14.8,6.8,8.4,6.9,20.8,19.9,103.3,7.1,2012
24,Detroit Pistons,24,7,17,48,36.3,82.6,43.9,6.7,19.7,34,18.1,23.8,76,12.5,30.3,42.8,20.7,13.3,8.2,5.9,5.4,21.3,20.5,97.3,3,2012
24,Sacramento Kings,21,7,14,48.5,36,80.8,44.5,7,20.3,34.2,20.5,26.3,78.1,11.9,32.2,44.1,22.1,14.7,7.4,6.6,4.5,18.9,21.9,99.4,5.3,2012
27,Cleveland Cavaliers,23,5,18,48.4,37,77.9,47.5,7,19.5,35.7,19.1,25.1,76,10.2,30.8,41,22.8,15.8,8,7.7,3.1,20.3,22.3,100,6,2012
27,New Orleans Hornets,21,5,16,48.5,36.4,79.9,45.6,9,22.1,40.6,15.7,21.5,73.2,10.9,30.9,41.7,22.4,13.4,8.1,7.3,5.5,19.6,20.6,97.6,6.2,2012
29,Toronto Raptors,23,4,19,49.1,37.2,80.9,46,7,18.5,37.9,21.3,28.2,75.3,10.8,33.4,44.2,23,14.5,7.1,6,5,19.8,23.9,102.6,7.4,2012
30,Washington Wizards,19,3,16,49.1,36,81.2,44.3,7.3,20.5,35.7,17.7,24.1,73.5,11.3,33.9,45.3,21.5,15.4,7.4,5,5,19.6,21,97,6.6,2012
1,Indiana Pacers,22,19,3,48.2,33.8,82.6,40.9,5.8,17.1,34,15.9,20,79.7,11,29.5,40.5,17.1,15.5,7.6,4.7,6.4,22.5,19.5,89.3,-8.5,2013
1,Portland Trail Blazers,23,19,4,48.2,38.7,86,45,5.5,16.6,33.3,17.2,21.7,79.2,11.7,30.5,42.2,18.3,12.8,8,3.6,4.6,21.2,18.7,100.1,-6.3,2013
3,Oklahoma City Thunder,21,17,4,48.5,36.3,86.5,42,8.3,24.6,33.9,17.9,24.9,71.9,11.9,30.4,42.3,21.4,15,9.5,4.3,6.3,20.9,22,98.8,-6.3,2013
3,San Antonio Spurs,21,17,4,48,36.3,84.4,43,6.7,19,35.2,13.5,17.5,76.9,10.3,31.8,42.1,19.9,15.5,7.1,4.1,4.4,17.8,17.4,92.8,-10,2013
5,Miami Heat,22,16,6,48,34.1,77.5,44.1,8.6,23.5,36.8,18.7,24.9,75.1,10.9,29.5,40.4,19.9,18.7,8.5,2.8,5,21.4,20.7,95.6,-7,2013
6,Houston Rockets,23,15,8,48.7,37.8,89.5,42.3,8.4,23.7,35.6,17.5,23.4,74.8,12.7,28.3,41,20.4,14,9.1,5.7,6.6,25.2,21,101.6,-5.7,2013
6,Los Angeles Clippers,24,15,9,48.2,36.7,82.8,44.3,6.6,19.9,33.1,19.3,26.3,73.5,11.3,32.1,43.4,23.1,15.5,6.7,3.4,4.4,24.4,22.6,99.3,-4,2013
8,Dallas Mavericks,23,13,10,48,37,80.6,46,8,22.6,35.2,20,27,74,11.2,33,44.2,21.9,16.9,8.6,3.8,4.3,18.8,20.8,102,-1,2013
8,Denver Nuggets,21,13,8,48,37.9,87.5,43.3,6.5,19.9,32.9,17.7,23.3,76.1,13,31.6,44.6,20.4,13.8,6.9,5.8,5.7,21.4,21.6,100,-2.6,2013
8,Golden State Warriors,23,13,10,48.4,36.9,85.2,43.3,6.7,19.2,34.9,19,25.1,75.8,11.5,31.7,43.3,20.1,15,8.4,4.6,5,20.3,22.4,99.6,-3.1,2013
11,Phoenix Suns,21,12,9,48.2,37.1,83,44.7,6,18.7,32.3,19.6,24.9,78.7,11.7,30.4,42.1,19.8,14.9,7,3.7,4.8,20.5,21.2,99.9,-1.9,2013
12,Atlanta Hawks,22,11,11,48,38,83.1,45.7,8,22,36.3,15.2,20.8,73.3,9.7,33.6,43.3,22.8,15.1,7.4,4.4,4.5,19.2,18.8,99.1,-0.1,2013
12,Minnesota Timberwolves,22,11,11,48.2,40.5,85.4,47.4,7.9,21.4,37,12.6,17.3,72.9,10.5,33.6,44.1,22.2,18.1,8,6.3,3,22.9,17.1,101.4,-4.1,2013
14,Boston Celtics,24,10,14,48,36,79.8,45,5.4,16.3,33,18.8,24.9,75.7,11.1,30.6,41.7,19.6,15.2,7.6,4.7,4.7,18.6,21.4,96.1,1.2,2013
14,Charlotte Bobcats,22,10,12,48,34.1,79.8,42.7,7.6,20.9,36.5,16.6,21.6,76.7,9.5,33.9,43.5,19.4,14.9,6.5,5.6,5.1,22.4,19.3,92.4,2,2013
14,Detroit Pistons,23,10,13,48.4,37.2,80,46.5,8.3,22.3,37.1,18,22.7,79.3,10.1,31.1,41.2,23.2,17.3,9.2,4.8,5,20.4,20.5,100.7,1.3,2013
14,Los Angeles Lakers,21,10,11,48,39.4,87.3,45.1,7.3,21,34.8,17.4,24.4,71.5,11.9,35,46.8,24.9,13.7,9.3,4.3,6,18.5,21.5,103.5,2.2,2013
14,Memphis Grizzlies,21,10,11,48.5,36.2,79,45.8,7.6,20.5,36.9,16.9,21.8,77.5,10.1,30.3,40.4,19.7,14.7,7,5.2,4.2,20.1,20,97,3.4,2013
14,New Orleans Pelicans,20,10,10,49,38.1,80.9,47,8.4,22.7,37,17.9,25,71.4,10.1,32.1,42.2,22.3,16.3,7.8,6.5,6.9,20.5,22.2,102.4,-1.1,2013
20,Washington Wizards,20,9,11,49.3,38,82.3,46.2,8.1,22.6,35.9,14.8,20.1,73.8,10.8,33.5,44.3,23.5,17.6,7.6,4.1,4.8,19.8,18.9,98.9,0.8,2013
21,Brooklyn Nets,22,8,14,48.5,36.8,80.6,45.6,8.8,21.6,40.8,19.2,25.9,74.2,11.1,31.4,42.5,21.3,13.9,7.3,4,4,21.7,22.5,101.6,6.4,2013
21,Chicago Bulls,20,8,12,49,35.1,83.2,42.2,7.4,18.9,39,15.2,20.6,74,11.7,30.3,42,20,14.6,8.8,6.8,4.6,21.5,19.9,92.7,0.3,2013
21,Cleveland Cavaliers,21,8,13,48.7,37.4,83.7,44.7,8,22.6,35.6,16.4,21.2,77.5,10.5,32.7,43.1,25.6,14.8,7.8,5.8,4.5,19.2,19.4,99.3,6.2,2013
24,Orlando Magic,22,7,15,48.7,38,84.3,45,7.9,20.8,37.9,17.9,23,77.9,10.5,32.9,43.4,22.8,15,7.7,6,4.6,18.7,20.7,101.7,4.2,2013
24,Philadelphia 76ers,23,7,16,49.3,40.9,89.1,45.9,9.6,26.8,35.9,18,24.4,73.6,11.7,33.8,45.5,26.6,16.4,9.7,6.7,4.6,20.1,21.1,109.3,7.5,2013
24,Toronto Raptors,20,7,13,48.8,37.5,80.4,46.6,7.8,21.2,36.6,16.7,22.8,73,10,31.4,41.4,23,16.3,7.1,5.1,4.5,22.7,22.9,99.3,1.3,2013
27,New York Knicks,21,6,15,48.2,34.2,75,45.7,7.9,22.2,35.3,21.4,27.2,78.6,9.5,32.6,42.1,18.8,15.7,6.3,4.1,5,18.5,22.9,97.7,4,2013
27,Sacramento Kings,20,6,14,48.5,37.8,81.7,46.3,8.9,23,38.8,17.4,23.5,73.8,10.1,32.3,42.3,23.2,15,6.9,6.2,3.6,22.1,23.2,101.9,3.1,2013
29,Milwaukee Bucks,22,5,17,48.7,36.8,80,46,7,20.8,33.5,18.1,25.2,71.7,12.1,33.4,45.5,21,15.5,8.3,5.2,5.4,19.9,20.7,98.7,9.1,2013
29,Utah Jazz,24,5,19,48.4,37.7,79.9,47.2,6.7,18.2,36.6,20,25.6,77.9,11.3,31.9,43.2,19.8,14.3,7.9,5,4.5,21.6,22.2,102,8.7,2013
1,Golden State Warriors,21,19,2,48,35.6,87.1,40.9,6.4,21,30.5,17.9,24,74.8,12.5,31.8,44.3,20,16,8.7,3.4,6.3,19,20.3,95.6,-11.2,2014
2,Memphis Grizzlies,22,18,4,48.5,36.1,82.5,43.8,7.9,22.4,35.4,14.4,19.7,73,11.6,30.2,41.8,18.8,15.4,7.2,5.1,4,21.2,19.2,94.6,-7,2014
3,Dallas Mavericks,24,17,7,48.6,38,82.9,45.8,9.7,24.1,40.1,17.6,23.3,75.4,12.5,31.4,43.9,22.4,17.2,6.2,3.2,5.6,22.8,20.3,103.2,-7.3,2014
3,Houston Rockets,22,17,5,48.5,35.4,82.3,43,5.9,20.4,28.7,18.5,24.4,76,11.4,30.2,41.6,19.9,16.5,8.8,5.5,5,21.1,23.6,95.2,-4,2014
3,Portland Trail Blazers,23,17,6,48,37,85.9,43.1,4.8,16.8,28.7,17.2,22.2,77.5,11.3,32.5,43.8,19.5,11.8,7.9,3.7,5.6,19.2,19.2,96.1,-6.2,2014
3,Toronto Raptors,23,17,6,48.4,37.4,81.3,46.1,8,22.2,35.8,17.4,24.3,71.4,11.3,30.2,41.5,23.6,15.5,6,4.8,4.7,23.2,22.2,100.2,-8.2,2014
7,Atlanta Hawks,22,16,6,48.5,36.8,82.8,44.4,8,23.7,33.5,15.8,21.1,74.8,11,31.7,42.7,24.3,15.8,7.1,4.6,4.8,21.9,18.9,97.3,-5.3,2014
7,Los Angeles Clippers,22,16,6,48.2,36,79.9,45,8,23.4,34,19.8,26,76.2,9.1,31.6,40.8,23,14.6,6.7,3.3,4.9,22.4,21.4,99.6,-6.8,2014
7,San Antonio Spurs,23,16,7,48.4,36.4,83,43.9,6.5,19.1,34.1,15.7,20.8,75.5,8.8,31.9,40.7,20.7,13.6,7.1,4.5,5.6,19.7,19.2,95.1,-6.6,2014
7,Washington Wizards,22,16,6,48.7,35,81.3,43,7.5,21.4,34.8,19.8,25.3,78.4,10.1,31.1,41.2,17.3,15.5,8.1,4.3,5,21.6,22.3,97.2,-3.8,2014
11,Chicago Bulls,22,14,8,48.7,37.9,86.8,43.7,6.5,18.1,35.9,17.5,22.8,76.7,11.9,31,42.9,21.5,12.6,7.3,4.5,5.7,23.1,20,99.8,-3.5,2014
12,Cleveland Cavaliers,22,13,9,48.2,38.5,83,46.4,7.5,22.1,34,15,19.2,78.2,10.8,29.1,39.9,24.9,14.1,6.8,4.8,4.4,21.9,18.6,99.4,-4.1,2014
