#,Team,GP,W,L,MIN,OPP FGM,OPP FGA,OPP FG%,OPP 3PM,OPP 3PA,OPP 3P%,OPP FTM,OPP FTA,OPP FT%,OPP OREB,OPP DREB,OPP REB,OPP AST,OPP TOV,OPP STL,OPP BLK,OPP BLKA,OPP PF,OPP PFD,OPP PTS,+/-,Year
13,Phoenix Suns,24,12,12,48.6,37.8,83.3,45.3,6.9,20.2,34.3,21.5,27.9,77,11.6,33.3,44.9,19.6,16.4,8.3,4.1,4.3,21.2,23.4,103.9,-1.5,2014
14,Miami Heat,23,11,12,48,36.7,76.7,47.8,8.5,23.1,36.8,16.7,22.9,73.1,10,30.6,40.7,20.9,15.3,7.7,4.2,3.4,20.9,19.9,98.6,3.5,2014
14,Milwaukee Bucks,23,11,12,48.9,37.4,82,45.6,7.7,22.4,34.6,18,25.6,70.2,11.6,30.4,42,22.6,16.7,8.8,5.2,4.3,20.7,22.9,100.5,1.7,2014
14,New Orleans Pelicans,22,11,11,48,38,81.5,46.7,7,19.1,36.8,18,23.7,76.1,10.5,31.8,42.3,20.7,13,6.2,5.8,5.8,19.1,20.2,101.1,-0.6,2014
14,Sacramento Kings,23,11,12,48.9,37.3,85.1,43.9,7.6,24.1,31.5,19.3,25.2,76.6,10.3,27.7,38,22.1,11.4,7.8,6,3.7,27,23.2,101.6,0.2,2014
18,Denver Nuggets,22,10,12,48.5,37.6,83.5,45,8,22.8,34.9,21.5,28.1,76.7,10.4,32.7,43.1,21.5,13.7,6.6,5.8,4.8,21.2,24,104.7,1.2,2014
18,Oklahoma City Thunder,23,10,13,48.2,34.3,81.6,42.1,7,23.8,29.3,18.6,25.7,72.4,11.8,30.2,42,20.7,13.5,7.3,5,5.8,20.6,24,94.3,-0.4,2014
20,Brooklyn Nets,21,9,12,49,36.8,83.3,44.2,8.4,24.1,34.8,16.8,22.6,74.3,12,32.8,44.9,22.4,15,7.9,4.8,4.1,20.5,20.5,98.8,3.2,2014
20,Orlando Magic,25,9,16,48.2,38,82.7,45.9,7.1,20,35.3,16.2,22,73.5,9.9,32.9,42.8,22.8,12.9,7.5,5.8,3.6,19.3,21.2,99.2,5.1,2014
22,Boston Celtics,21,7,14,48.7,40.1,87.2,46,8.1,20.9,38.8,18.1,23,78.7,10,33.1,43,23,14.4,6.7,5.3,3.9,18.4,21.6,106.5,2.2,2014
22,Indiana Pacers,23,7,16,48.4,37,81.3,45.6,7,20.1,34.6,16.5,23,71.8,9,33.3,42.3,20.4,12.2,8,5,4.7,21,21,97.5,4,2014
22,Los Angeles Lakers,23,7,16,48.7,40,83.3,48,9.5,24.6,38.8,20.6,27.5,74.9,10.7,34.3,45,25.7,14.5,6.2,3.8,4.5,21.9,22.3,110.1,7.4,2014
25,Charlotte Hornets,22,6,16,49.1,38.6,83.3,46.3,8.1,22.1,36.8,15.8,20,78.9,8.3,35.2,43.5,23.6,12.6,5.5,4.2,4.6,21.7,19,101.1,6.3,2014
25,Utah Jazz,23,6,17,48,39.1,81.7,47.8,7.8,20.8,37.7,16,21,76.2,10.1,29.4,39.6,19.3,12.1,8,4.5,5.2,20.2,19,102,5.9,2014
27,Minnesota Timberwolves,22,5,17,48.5,41.4,83.4,49.6,8.6,22.7,37.9,17.5,22.2,78.7,10.8,32.5,43.3,23.4,17.1,7.5,5.9,4,23,21.1,108.9,10.2,2014
27,New York Knicks,25,5,20,48.2,35.6,78.7,45.2,8.5,22.4,37.8,19.9,26.2,75.8,11.8,29.9,41.7,21.1,14,7.6,3.3,3.7,19.2,23.6,99.5,5.4,2014
29,Detroit Pistons,23,4,19,48.7,37.8,83.2,45.4,8,22,36.4,16.1,21.1,76.1,10.7,34.7,45.4,22.9,13.5,7.6,5.3,4.3,21,19.7,99.7,6.3,2014
30,Philadelphia 76ers,22,2,20,48.2,37.3,81.3,45.9,8.4,24.9,33.8,19.9,26,76.4,10.8,35.5,46.2,24.6,18.1,10.5,5.5,5,20.6,22.6,102.9,12.5,2014
1,Golden State Warriors,23,23,0,48.2,37.9,89,42.6,6.7,21.2,31.4,18.8,24.8,75.8,11.8,30.3,42.1,20.6,15,9,3.7,6.5,20.4,21.4,101.2,-14.6,2015
2,San Antonio Spurs,23,18,5,48,34.5,82.1,42.1,6,19.3,30.9,13.7,17.9,76.6,8.9,31.7,40.5,20.8,14.7,7.6,3.5,6,19.2,17,88.7,-11.2,2015
3,Atlanta Hawks,24,14,10,48,37.5,85.8,43.7,9,25,36.2,15.5,19.2,80.9,11.6,34,45.6,22.5,16,8.5,5,5.7,18.7,17.8,99.6,-1.5,2015
3,Cleveland Cavaliers,21,14,7,48.7,36.8,82.2,44.7,7.4,21.5,34.6,16.7,22.7,73.7,8.8,31.9,40.7,20.6,13.5,7.3,4.8,3.9,22.2,20.7,97.7,-4,2015
3,Oklahoma City Thunder,22,14,8,48.5,37.6,86.7,43.4,7.5,21.4,35,18.6,25,74.5,10.5,29.2,39.7,20.2,14.1,9.7,5,6.6,19.9,21.2,101.3,-7.1,2015
3,Toronto Raptors,23,14,9,48,34.9,81.4,42.9,9,25,36.2,17.9,22.8,78.6,10.1,31.1,41.2,22,14.7,7.3,5.3,3.9,22.7,19.9,96.8,-3.7,2015
7,Boston Celtics,22,13,9,48,35.9,82.4,43.6,7,21,33.3,19,25.3,75.4,11.3,33.9,45.2,20.5,18.7,8.6,5.1,4.6,20.6,21.8,97.9,-5.4,2015
7,Charlotte Hornets,21,13,8,48.2,37.4,85.1,44,8.4,24.8,33.8,14.7,19.4,75.7,9,36.3,45.3,23.4,14.7,6.5,4.6,5.9,20.7,17.7,97.9,-4.3,2015
7,Dallas Mavericks,23,13,10,48.2,37.3,85.3,43.7,8.6,26.7,32.2,17.1,23.2,73.8,10.3,35.1,45.3,20.6,14.6,7.4,4.4,3.7,23,20,100.3,-0.8,2015
7,LA Clippers,23,13,10,48,36.8,85.1,43.2,7.5,22.2,33.9,19.7,25.7,76.9,11.6,35.4,47,20.5,15,7.6,2.9,5.7,24.9,21.8,100.8,-1.5,2015
7,Memphis Grizzlies,23,13,10,48,35.8,78,45.9,9.6,26.3,36.5,19.1,25.2,75.7,9.1,34.5,43.6,22.1,16.8,7.8,6.2,4,22,21.6,100.3,4.5,2015
12,Chicago Bulls,20,12,8,48.5,37.2,91.2,40.8,7.4,22.6,32.8,15.9,22.1,71.9,12.7,36.4,49.1,21,12.7,7.4,5.6,6.1,18.2,19.3,97.7,-0.4,2015
12,Detroit Pistons,23,12,11,48.4,37.2,82.5,45.1,7.4,21.1,35.1,15.7,20.9,75.3,9.5,35.3,44.8,20.8,16,7.3,4.7,3.2,22.1,18.5,97.6,-0.5,2015
12,Indiana Pacers,20,12,8,48.3,37.2,84.4,44.1,8.5,24.5,34.6,17,23.5,72.3,11.5,34,45.4,20.5,17.2,8.2,4.3,4.3,22.2,19.9,99.8,-4.5,2015
12,Miami Heat,20,12,8,48,35.2,84.6,41.6,7.2,22.2,32.2,16.1,21.2,75.7,10.4,32.6,42.9,19.2,13.6,7.5,4.3,7.6,21.5,18.4,93.6,-2.4,2015
12,Orlando Magic,22,12,10,48.9,35.3,83.5,42.2,8.8,27,32.5,19.4,26,74.5,10.7,34.5,45.2,22.3,15.9,7.5,6.7,5.8,18.2,22.1,98.7,-2.3,2015
17,Houston Rockets,23,11,12,48.7,40.7,86.6,47,8.5,24.5,34.8,17.3,23,75.2,11.8,34.2,46,24.1,16.5,9.7,6,5.6,22.7,21.7,107.2,4,2015
18,New York Knicks,24,10,14,48.2,36.3,84.5,42.9,6.5,20.9,30.9,19.8,26.6,74.6,11.5,33.2,44.7,18.8,12.5,7.2,4.5,5.5,19.1,22.3,98.8,2.1,2015
18,Phoenix Suns,23,10,13,48.2,39.7,85,46.7,9.1,24.2,37.5,16.8,23.7,70.7,9.9,33.5,43.4,21.6,16.5,8.9,4.4,4.1,21.6,21,105.2,-0.4,2015
18,Utah Jazz,20,10,10,48.3,34.7,77.7,44.7,7.9,21.8,36.1,19,25.2,75.5,9.3,30.5,39.8,18.6,15.8,7.9,5.5,5.1,21.1,22.7,96.3,-2,2015
21,Milwaukee Bucks,23,9,14,48.4,36.5,81.3,44.9,9,25,36,19.9,26.5,75,12,32.6,44.6,23,15.7,7.9,5.3,5,19.2,23.2,101.9,6.4,2015
21,Minnesota Timberwolves,21,9,12,48.7,38.3,85.3,44.9,8.7,25.5,34,17.6,24,73.4,10,32.4,42.4,20,14.9,7.4,5.5,4.8,22.4,22.7,102.9,0.8,2015
21,Portland Trail Blazers,23,9,14,48.4,37.3,85.3,43.7,7.7,23,33.5,19.6,26.4,74.3,10.8,32.6,43.4,20.8,12.3,7.8,5.1,4.4,18.7,22.6,101.8,0.4,2015
21,Sacramento Kings,24,9,15,48.2,39.5,85.7,46.1,10,28.6,35,19.2,25.2,76.2,11.2,33.6,44.8,24,16.4,8.8,5.3,3.9,21.3,21.3,108.2,3.3,2015
21,Washington Wizards,20,9,11,48,39,84.3,46.3,10,25.5,39.3,17,21.6,78.5,9.6,35,44.5,23.1,17.3,8.4,3.9,3.6,21.1,20.6,105,4,2015
26,Denver Nuggets,22,8,14,48,37.9,83,45.6,9.2,24.4,37.7,17.3,23.4,74,10,34.5,44.5,23.4,15.2,8.6,6.9,5,21,20.1,102.2,6.1,2015
27,Brooklyn Nets,22,7,15,48.2,38.3,84.1,45.6,10.1,27.5,36.7,15.7,20.9,75,9.5,33.5,43,24,15.6,9.6,5.8,4.4,17.9,18.5,102.4,6,2015
28,New Orleans Pelicans,21,5,16,48.2,40,86.2,46.4,9.4,23.9,39.3,19.8,24.5,80.9,9.8,36.1,45.9,22.5,13.1,7.1,5.2,4.9,21,22.1,109.1,7.3,2015
29,Los Angeles Lakers,22,3,19,48.2,39.1,86.3,45.3,8.9,25.8,34.6,19.2,25.1,76.5,11.7,35.6,47.3,23.6,13.2,7,4.8,4.7,18.3,20.8,106.3,8.8,2015
30,Philadelphia 76ers,23,1,22,48,37.6,83.8,44.9,7.4,21,35.5,20.3,25.5,79.6,10.7,36.2,46.9,22.8,15.3,8,6.5,6.7,19.2,21.9,103,12.2,2015
1,Golden State Warriors,23,20,3,48.4,39,90.7,43.1,8.9,27.6,32.1,18.8,24.2,77.6,12.3,31.8,44,22,15,8.6,3.2,6.6,21.3,20.3,105.7,-13.6,2016
2,San Antonio Spurs,23,18,5,48,36.7,81.7,45,8.3,24.2,34.3,15.9,20.6,77,9.1,32.5,41.7,21.4,14.3,7.3,4.1,5.7,20,18,97.7,-4.6,2016
3,LA Clippers,23,16,7,48.4,36.5,83.7,43.6,8.3,23.4,35.3,18.5,23.8,77.9,9.6,33.2,42.8,20.6,15.1,7,3.1,4.8,24,20.8,99.8,-8.4,2016
3,Memphis Grizzlies,24,16,8,49.3,34,78.9,43.1,9.2,27.2,33.8,20.7,28,74.1,8.4,34.3,42.7,19.2,15.2,7.1,5.8,5.4,21.8,24,97.9,0.4,2016
5,Cleveland Cavaliers,20,15,5,48,40.1,89.6,44.8,10,28.2,35.5,14.3,18.7,76.5,11.3,32.1,43.3,23.8,12.8,7.1,5,4.4,22,18.2,104.5,-6.6,2016
5,Houston Rockets,22,15,7,48.5,39.5,86.7,45.5,9.8,27.1,36.2,18.1,22.9,79.3,10.2,30.9,41.1,22,14.6,8.8,5,5,19.2,20.1,106.9,-5.3,2016
5,Toronto Raptors,22,15,7,48.2,37.6,83.3,45.2,9.8,28.2,34.8,18,23.5,76.4,11.1,31.5,42.5,22,15.8,6.1,4.2,4.7,20.8,21.5,103.1,-8.4,2016
8,Oklahoma City Thunder,22,14,8,48.9,39.3,88.4,44.4,8.6,25.5,33.9,17.6,23.6,74.6,9.9,32.4,42.3,21.4,14.2,8.6,5.5,5.2,19.8,20.9,104.8,-2.6,2016
8,Utah Jazz,24,14,10,48,35.9,82.8,43.3,8.1,22.3,36.4,16.1,21.3,75.7,9.8,31.7,41.5,18.2,12,6.7,3.9,5.1,20.3,19.6,96,-4.4,2016
10,Boston Celtics,22,13,9,48,37.4,84.9,44,9.2,27,34.2,19.3,25.1,76.8,11.3,34.6,45.9,22.1,14.3,7,5.6,4.6,19.4,21.1,103.2,-2.1,2016
10,Charlotte Hornets,22,13,9,48.7,39,89.9,43.3,10.4,30.7,33.9,13.5,17.5,77.2,9.5,36.5,45.9,23.5,12.8,6.8,5.5,5.2,21.5,16.7,101.9,-2.6,2016
12,Chicago Bulls,22,12,10,48,38.8,87.2,44.5,9,24.6,36.5,13.3,18.1,73.6,10.9,32.1,43,23.5,13.4,8,5,5.6,20,17.7,99.9,-3,2016
12,Detroit Pistons,24,12,12,48,35.9,83.5,43,8.1,24.5,33.2,16.4,21.4,76.7,9.3,34.6,43.9,21,12.2,6.4,4.8,4.2,16.5,17.3,96.3,-2.9,2016
12,New York Knicks,22,12,10,48.2,38.4,85.7,44.8,9.5,26.1,36.6,20.9,27.2,76.9,12.1,33,45.1,20.7,13.4,7.8,4.8,5.6,18.4,21.5,107.2,2.9,2016
12,Portland Trail Blazers,24,12,12,48.6,39.9,87.4,45.7,9.3,25.5,36.4,22.3,28.6,78,10.8,35.5,46.3,20.5,12.9,7.5,5.3,4.8,19.6,22.7,111.5,2.3,2016
16,Atlanta Hawks,23,11,12,48,38.8,87,44.6,9.7,27,35.7,14.7,19.1,76.6,10.1,33,43.1,21.7,16.3,10,5,5.3,20.7,17.7,102,1.7,2016
16,Indiana Pacers,22,11,11,48.9,39.5,87.6,45,10,30.1,33,18.5,23.3,79.3,12,35.1,47.1,23.4,16.5,8.9,5.9,5.7,20.5,20.1,107.3,2.9,2016
16,Milwaukee Bucks,20,11,9,48.3,36.6,85.6,42.7,9.9,31,31.8,18.9,23.8,79.2,10.7,33.4,44.1,22.9,14.7,8,5.5,5.8,20.3,20.8,101.8,-2.1,2016
19,Los Angeles Lakers,24,10,14,48,41.6,86.6,48,9.8,28.1,35,17.3,23.3,74.6,10.2,33.3,43.4,26.4,14.4,9.8,5,3.5,19.2,20.8,110.3,5.8,2016
19,Orlando Magic,23,10,13,48,37.9,85.7,44.2,7.9,23.7,33.3,15,20,75.2,10.2,34.9,45.1,21.3,12.4,7.3,5.7,5.8,18.9,18,98.8,4.5,2016
21,Denver Nuggets,23,8,15,48.7,40.3,88,45.8,8.5,24.4,34.9,19.3,24.9,77.6,9.2,33,42.2,22.3,12.4,9.3,5.7,4.5,22.4,21,108.5,3,2016
21,Sacramento Kings,21,8,13,48.7,37,82,45.2,10.4,28.5,36.4,19.6,25.7,76.4,9.9,33,42.8,22.6,15,8,6,4.1,22.3,20.9,104.1,0.9,2016
21,Washington Wizards,21,8,13,48.7,38.9,83.8,46.4,10.1,26.9,37.5,18.1,25.5,71,10.7,33,43.6,23.1,16.5,8.2,4.8,3.9,20.5,22.2,106,2.3,2016
24,Miami Heat,22,7,15,48.2,37.2,84.7,44,7.8,22.2,35.2,17.5,22,79.5,11,34.6,45.6,20.5,13.5,6.3,6,5.8,18.9,20.3,99.7,2.5,2016
24,New Orleans Pelicans,23,7,16,49.1,39.5,89.8,44,10,29.3,34,16.1,21,76.7,10.3,38.5,48.8,24.4,13.7,7.6,4.5,6.2,19.8,19,105.1,3.5,2016
26,Brooklyn Nets,21,6,15,48.5,43,91.8,46.8,10.9,29.6,36.8,17.4,22.5,77.3,11.5,36.6,48.1,24.4,14.7,10.3,5.4,4.4,21.3,20.2,114.2,8,2016
26,Minnesota Timberwolves,22,6,16,48.2,38.6,81.8,47.2,9.2,25.9,35.5,20,25.6,77.8,9.5,31.7,41.2,21.4,15,8,5.3,4.7,20.9,21.7,106.4,2,2016
26,Phoenix Suns,22,6,16,48.7,40,86.4,46.4,9.9,25.2,39.1,23,29.3,78.6,9.3,35,44.3,23,16,8.2,6,4.1,21.9,25.7,113,7.2,2016
29,Philadelphia 76ers,23,5,18,48.9,39.6,87.1,45.4,9,26,34.6,18.2,24.6,73.9,10.8,35.4,46.2,22,13.4,8.7,5.6,6,19.4,22.1,106.3,8.7,2016
30,Dallas Mavericks,21,4,17,48.5,36.5,78.3,46.6,9.8,24.9,39.4,17.6,23,76.4,8.2,36.6,44.8,20.8,15.5,7,3.8,3.7,19.8,19.6,100.4,8.2,2016
1,Boston Celtics,24,20,4,48.2,37,84.2,43.9,8.8,26.2,33.7,14.6,19.4,75.1,9.2,33.5,42.7,21.1,14.8,6.8,4.3,4.5,20.8,19.8,97.4,-7.1,2017
2,Golden State Warriors,23,17,6,48.2,39.4,90.6,43.5,10.3,29.6,34.9,18.2,23.9,76.1,11,30.9,41.9,23.7,15.6,9,4.2,8.6,18.2,20.9,107.3,-10.7,2017
2,Houston Rockets,21,17,4,48,39,85,45.9,10,28.1,35.5,15.1,19.9,75.8,7.9,32.9,40.8,22.7,15.5,7.7,4.6,5,20.3,20.6,103.1,-10.8,2017
4,Cleveland Cavaliers,23,16,7,48.2,40.8,87.3,46.7,11.9,31.6,37.6,15.4,20.7,74.4,10.3,32.4,42.8,25.1,14.4,7.5,4,4.1,22,19.8,108.9,-2.6,2017
5,San Antonio Spurs,22,15,7,48,37.5,82.7,45.3,8.9,25.2,35.3,13.6,18.7,72.6,8.6,32.6,41.2,21.8,14.5,7.7,4.3,6,19.6,17.4,97.5,-4,2017
6,Detroit Pistons,22,14,8,48,38.8,83,46.7,9.9,26.8,37,15.5,20,77.7,9.3,33,42.3,24.1,16,7.7,5,3.5,19.1,19.6,103,-2,2017
6,Toronto Raptors,21,14,7,48,37.7,84.4,44.7,9.5,26,36.5,18.8,24.1,77.7,10.1,31.3,41.4,22.5,15.4,7.6,4.3,5.7,19.7,22.3,103.7,-7.2,2017
8,Denver Nuggets,22,13,9,48,40.6,85.3,47.6,11.5,30.2,38.1,13.5,18.2,74.3,9.6,31.9,41.5,24.4,16.2,8.7,4.6,4.5,21.5,17.5,106.3,-0.6,2017
8,Minnesota Timberwolves,23,13,10,48.2,41.4,85.5,48.4,10.6,29.4,36,13.9,18.2,76.6,9.6,31.3,40.9,24.6,15.6,7.1,5,3.6,22.1,17.8,107.4,-0.3,2017
8,Philadelphia 76ers,22,13,9,48,38.2,87.5,43.7,10.2,31,33,21.1,27.5,76.8,9.6,33.2,42.8,21,14.5,8.5,5.6,4.8,22.1,23.9,107.8,-0.7,2017
8,Portland Trail Blazers,23,13,10,48.2,37.4,85.2,43.9,8.5,25,33.9,16.7,22.3,74.9,8.4,33.1,41.5,18.1,12.9,7.6,5.8,5.5,20.3,19.7,100,-3.2,2017
12,Indiana Pacers,23,12,11,48,41.8,88.3,47.4,11.2,30.9,36.2,13.5,18.5,72.8,10,33.3,43.3,23.5,15.4,7.3,5.8,4.5,18.5,18.7,108.3,-0.3,2017
12,Milwaukee Bucks,21,12,9,48.2,37,80.5,46,10.6,26.6,40,19.3,24.8,77.9,9.3,33.5,42.8,21.5,16.7,7,3.6,5.6,19.8,22.4,103.9,0.7,2017
12,New Orleans Pelicans,23,12,11,48.2,40.9,88.7,46.1,11,30.7,36,16.7,21,79.1,10.1,34,44,23.3,14.9,8.7,4.3,4.5,20.7,20.1,109.4,0.8,2017
12,Utah Jazz,23,12,11,48.2,36.7,80.1,45.7,10,26.6,37.5,16.7,21.9,76.4,9,34.7,43.7,18.8,17.1,7.8,4.7,5.4,20.1,20.3,100,-3.1,2017
12,Washington Wizards,22,12,10,48.5,38.3,84.7,45.2,9.1,27.8,32.7,18.2,24.2,75.2,10.7,33.1,43.8,21.3,15.5,7,5.1,4.4,21.9,21.9,103.8,-4,2017
17,Miami Heat,22,11,11,48.2,37.5,83.6,44.9,9,24.1,37.1,18.7,23.8,78.8,9.5,35,44.5,19.5,14.5,8.9,4.5,4.9,19.1,21,102.8,2.5,2017
17,New York Knicks,21,11,10,48,37.2,85,43.8,12.5,33.8,36.9,16.9,21.7,77.9,10,29.9,39.8,22.7,14,8.4,5,4.9,20.7,20.7,103.8,-0.8,2017
19,Oklahoma City Thunder,21,9,12,48,36,80,45,10.5,29,36.1,17.2,22.2,77.5,9.3,32.7,42,21.5,18.4,7.7,4.6,5,20.5,21.3,99.6,-3.1,2017
19,Orlando Magic,23,9,14,48,42,89.6,46.9,10.1,27.3,37,17.7,22.7,78.1,11.4,35,46.4,25.5,14.9,8.3,4.9,5.1,19.3,20.1,111.8,3.7,2017
21,Brooklyn Nets,22,8,14,48,42,89.6,46.9,10.2,27.6,37,19,24.5,77.7,10,37,47,21.9,14.2,8,5.8,4.1,22.2,21.4,113.3,3.5,2017
21,Charlotte Hornets,21,8,13,48.2,39.9,88.9,44.9,11.2,32,34.9,16,19.9,80.4,8.8,34.9,43.7,22.8,13.1,7,4.6,4.5,23.4,19,107,1.5,2017
21,LA Clippers,21,8,13,48.2,38.9,83.9,46.4,11,28.8,38.4,18.4,23.7,77.7,10.4,33.3,43.7,24,15.5,8.8,5.3,4.4,22.5,21.2,107.2,2.4,2017
21,Los Angeles Lakers,22,8,14,48.5,40.8,90.3,45.2,9.8,29.5,33.2,17.5,23,75.9,10.5,35.6,46.1,22.1,16.2,8.6,5.3,5.7,20.6,22.2,109,2.7,2017
21,Phoenix Suns,24,8,16,48.2,42.6,90.5,47.1,10.9,28.4,38.4,19.7,26.3,74.8,10.6,35.8,46.4,23.1,14.2,9,5.3,5,22.6,22.5,115.8,8.8,2017
26,Memphis Grizzlies,22,7,15,48,36,80.6,44.7,10.3,28.5,36.3,19.1,24.4,78.5,9.5,33.8,43.4,20.3,15.2,7,5.5,5.4,20.9,22.3,101.5,3.2,2017
26,Sacramento Kings,23,7,16,48,38.8,81.3,47.8,12.1,31,39.1,15.9,20.9,75.9,9.6,34.6,44.2,24.4,15.4,8.3,4.2,4.2,19,19.8,105.7,10,2017
28,Dallas Mavericks,23,6,17,48.2,37.4,81.6,45.8,10.9,29.9,36.5,18,23.3,77.3,8.6,37.5,46,22.3,14.8,8.5,4.5,3.5,20.3,20.1,103.7,3.9,2017
29,Atlanta Hawks,22,5,17,48,39.9,84.9,47,12.2,33.2,36.8,16.5,21.7,75.9,11,33.7,44.7,26.2,16.7,8,5.1,3.8,19.7,20.4,108.5,5.2,2017
30,Chicago Bulls,21,3,18,48.2,39.5,84.4,46.8,11.3,29.5,38.4,16.6,21,79.1,8.3,38.2,46.5,24.8,13,7.5,4.3,3.2,16,19,107,11.1,2017
1,Toronto Raptors,24,20,4,48.4,40.5,91.7,44.2,10.2,30.6,33.2,17.1,22.5,76,11.8,31.7,43.5,23.8,14.8,7.3,4.8,5.5,21,22,108.4,-8.8,2018
2,Philadelphia 76ers,25,17,8,48.8,41.2,93.2,44.2,10.3,30.5,33.8,19,24.7,76.9,10,33.6,43.6,21.4,13.2,7.8,5,5.4,24.5,23.1,111.8,-2.4,2018
3,Denver Nuggets,22,15,7,48.2,37.9,84.5,44.8,9.7,31,31.2,17.2,23.4,73.6,9.5,32,41.6,22.9,14.9,7.6,5.8,4.9,21.5,21,102.7,-7.7,2018
3,Golden State Warriors,24,15,9,48.4,41,91.2,45,11.5,34.2,33.8,18,24.6,73.1,10.6,31.9,42.5,24.1,12.9,8.1,3.7,6.3,20.6,22.5,111.5,-4.4,2018
3,LA Clippers,22,15,7,48.7,41.2,94.1,43.8,9.6,29.1,33.1,20.3,26,78.3,12.3,34.5,46.8,22.9,12.6,7.8,6.2,5.5,25,23.1,112.3,-4.9,2018
3,Milwaukee Bucks,22,15,7,48.5,41.4,93.2,44.4,12.7,35.5,35.8,15.8,21.5,73.6,9.1,33.9,43,24,13.3,7.2,4.7,6,20.9,21.1,111.3,-10.1,2018
7,Los Angeles Lakers,23,14,9,48.2,41.5,93,44.6,11,31,35.5,17.1,21.2,80.7,11.7,35,46.7,23.6,15.4,8.2,5.4,6.4,21.5,21.2,111,-1.7,2018
7,Oklahoma City Thunder,21,14,7,48,39,87.3,44.7,9.6,29.7,32.4,17,22.2,76.4,10.1,33.9,44,23.6,17.9,7.6,4.9,5.7,23.1,22.5,104.6,-6.4,2018
9,Boston Celtics,23,13,10,48.4,38,86.4,44,10.4,32.4,32.1,17.7,23.6,75.1,9.3,36.3,45.7,21.7,15.7,7,3.8,5.2,20.4,21.8,104.1,-4.4,2018
9,Detroit Pistons,20,13,7,49,40,86.5,46.2,8.9,28.5,31.2,20.4,26.2,77.8,8.8,35.7,44.4,23,14.8,7,5.2,3.8,24.1,23.7,109.2,-2.4,2018
9,Indiana Pacers,23,13,10,48,37.5,84,44.6,12,31.5,38,15.7,20.7,76.1,9.3,32.8,42.2,23.2,16.5,7.3,5.9,5.1,19.7,19.8,102.7,-3.5,2018
9,Memphis Grizzlies,22,13,9,48.9,36.6,81.2,45.1,10.7,29.8,35.8,19.1,24.9,76.8,9.1,35.7,44.9,22.9,16.7,6.3,4.6,6,22.6,22.9,103.1,-1.3,2018
9,Portland Trail Blazers,23,13,10,48.2,42.1,92,45.8,11.7,31,37.6,15.8,21.3,74.2,10.7,33.5,44.1,24,12.1,7.3,5.9,4.5,20.5,20.6,111.7,-1.3,2018
14,New Orleans Pelicans,24,12,12,48,43.1,92.9,46.4,12.2,33.2,36.7,17.8,23.4,76.2,10.5,33,43.6,25,13.9,9.2,5.3,5.8,23.1,22.6,116.2,-1.6,2018
15,Charlotte Hornets,23,11,12,48.4,40.7,88.8,45.9,11.7,34.4,33.9,17.6,22.3,78.9,10.5,35.5,46,24.9,15.6,7,6.5,5.5,21.7,20.4,110.7,-3.7,2018
15,Dallas Mavericks,21,11,10,48.2,40.3,87.1,46.3,11,30.8,35.8,17.2,22.3,77.1,9.6,32.4,42,24,15.6,9.3,4.6,4.8,25,21.2,108.9,-2,2018
15,Houston Rockets,22,11,11,48.5,40,84.2,47.4,9.7,27.7,35.1,20.1,25.7,78.4,9.9,32.9,42.8,21.4,14.9,8,4.6,6,21,23.2,109.8,-0.3,2018
15,Minnesota Timberwolves,23,11,12,48,40.9,90.3,45.3,12.2,33.7,36.2,16.5,21.3,77.4,12.3,34.7,47,25.4,15.5,6.5,5.1,5.4,21.7,19.8,110.5,0.7,2018
15,Orlando Magic,23,11,12,48,40,86.7,46.1,11.1,30.7,36.2,17.1,22.1,77.6,10,36.2,46.3,23.1,14.9,6.7,4.7,5.7,19.5,20.1,108.1,2.3,2018
15,Sacramento Kings,22,11,11,48,43,91.1,47.2,12,35.1,34.2,19.1,25.7,74.5,11.1,36.9,48,24.9,16.8,8.4,5.5,4.4,22.5,22.9,117.1,2.8,2018
15,San Antonio Spurs,23,11,12,48.4,43.3,90,48.1,11.3,31.1,36.2,14.4,19.1,75.6,9.3,35.6,44.9,25,12.7,7.5,4.7,4.1,21.7,18.5,112.3,2.9,2018
15,Utah Jazz,24,11,13,48,40.7,85.8,47.4,10,27.4,36.5,16.6,22.9,72.7,8.9,33.8,42.7,21.8,15,9,4.5,5.4,23.4,22,108,2.3,2018
23,Miami Heat,22,9,13,48.2,39.7,89,44.6,10.6,29.9,35.6,19.6,25.8,76,11,35.1,46.1,21.6,14.5,7.6,6.1,6.5,23.5,23.2,109.6,1.4,2018
23,Washington Wizards,23,9,14,48.4,42.3,90.3,46.9,12.1,32.7,36.9,20.3,25.8,78.9,12.3,36.2,48.5,25.4,17.3,7.7,4.9,6.1,23.4,22.6,117.1,5.4,2018
25,Brooklyn Nets,24,8,16,48.6,41.1,88,46.7,8.9,25.7,34.7,20.4,26,78.5,11,34.6,45.6,21.2,14,7.5,4.9,4.1,21.8,23.6,111.5,2.5,2018
25,New York Knicks,24,8,16,48.6,41.9,88.5,47.3,11.7,32,36.6,19,25.4,74.9,11,35.5,46.5,25.3,14.9,7.4,6.8,5.2,22,23.3,114.6,5.6,2018
27,Atlanta Hawks,23,5,18,48,42.4,90.4,46.9,13,34.2,37.9,20.3,27.2,74.9,10.9,37.1,48,27.1,17.3,10.3,5.4,6,23.6,23.6,118.1,10.7,2018
