#,Player,Team,Age,GP,W,L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-
61,Goga Bitadze,IND,21,45,19,26,561,14.8,5.3,12.4,42.8,1.3,5.1,25.3,2.9,3.9,73.8,3.8,5.8,9.6,2.4,1.1,0.6,3.8,6.0,42.1,0,0,-1.2
62,Zach LaVine,CHI,26,58,26,32,2034,28.2,10.1,19.9,50.7,3.5,8.4,41.9,4.5,5.3,84.9,0.6,4.5,5.1,5.0,3.6,0.8,0.5,2.4,42.1,3,0,-0.2
63,Enes Kanter,POR,29,72,42,30,1757,16.5,6.9,11.5,60.4,0.0,0.1,25.0,2.6,3.4,77.4,5.8,10.5,16.3,1.7,1.6,0.7,1.0,3.4,42.0,34,0,3.2
64,Bobby Portis,MIL,26,66,44,22,1372,19.8,8.2,15.7,52.3,1.9,4.1,47.1,1.4,1.9,74.0,3.3,9.0,12.2,1.9,1.5,1.4,0.7,3.0,41.9,12,0,3.6
66,Jaylen Brown,BOS,24,58,30,28,1999,25.8,9.7,20.0,48.4,2.9,7.4,39.7,3.4,4.5,76.4,1.3,5.0,6.3,3.5,2.8,1.3,0.6,3.0,41.3,10,0,1.2
67,D'Angelo Russell,MIN,25,42,16,26,1196,24.0,8.5,19.6,43.1,3.6,9.3,38.7,3.4,4.5,76.5,0.5,2.9,3.3,7.3,3.4,1.4,0.5,2.0,41.3,6,0,-5.9
68,DeMar DeRozan,SAS,31,61,27,34,2056,23.0,8.0,16.1,49.5,0.3,1.3,25.7,6.8,7.7,88.0,0.7,3.8,4.5,7.4,2.1,1.0,0.3,2.2,41.2,13,0,-1.8
69,Naz Reid,MIN,21,70,22,48,1347,21.0,8.1,15.5,52.3,1.6,4.7,35.1,3.1,4.4,69.3,2.2,6.4,8.6,1.9,1.8,0.9,2.0,4.8,41.2,1,0,-7.8
70,Ben Simmons,PHI,24,58,42,16,1877,15.9,6.2,11.2,55.7,0.1,0.2,30.0,3.4,5.5,61.3,1.8,6.2,8.0,7.7,3.3,1.8,0.7,3.3,41.1,13,4,6.3
71,Jrue Holiday,MIL,31,59,41,18,1907,19.7,7.8,15.5,50.3,2.1,5.3,39.2,2.0,2.6,78.7,1.4,3.7,5.1,6.7,2.4,1.8,0.7,1.9,41.1,10,0,7.2
72,John Wall,HOU,30,40,12,28,1288,23.0,8.2,20.3,40.4,2.2,7.0,31.7,4.4,5.9,74.9,0.5,3.1,3.6,7.7,3.9,1.2,0.9,1.3,41.0,7,1,-4.6
74,Moses Brown,BOS,21,43,8,35,920,14.5,5.7,10.5,54.5,0.0,0.0,0.0,3.1,4.9,61.9,6.0,9.0,15.0,0.4,1.7,1.2,1.8,3.6,40.5,12,0,-14.2
75,Mason Plumlee,DET,31,56,14,42,1499,14.0,5.6,9.2,61.4,0.0,0.2,0.0,2.7,4.1,66.9,3.5,9.0,12.5,4.9,2.5,1.0,1.2,4.5,40.4,16,2,-3.6
77,Tobias Harris,PHI,28,62,44,18,2014,21.6,8.5,16.5,51.2,1.5,3.7,39.4,3.3,3.6,89.2,1.1,6.4,7.5,3.9,1.9,1.0,0.9,2.1,40.3,11,0,5.8
78,Montrezl Harrell,LAL,27,69,41,28,1580,21.2,8.5,13.7,62.2,0.0,0.2,0.0,4.1,5.8,70.7,3.6,6.2,9.7,1.7,1.7,1.0,1.1,2.9,40.2,8,0,1.0
79,Brandon Ingram,NOP,23,61,29,32,2092,24.9,8.8,18.9,46.6,2.5,6.5,38.1,4.8,5.5,87.8,0.6,4.6,5.1,5.1,2.6,0.7,0.6,2.1,40.1,4,0,0.7
80,Willy Hernangomez,NOP,27,47,20,27,846,15.5,6.4,11.4,56.3,0.0,0.4,10.0,2.6,4.0,66.7,5.0,9.2,14.2,2.1,1.4,0.9,1.0,2.9,40.1,11,0,-0.6
82,Pascal Siakam,TOR,27,56,21,35,2006,21.5,7.8,17.2,45.5,1.3,4.4,29.7,4.5,5.4,82.7,1.7,5.6,7.3,4.5,2.3,1.1,0.7,3.1,40.0,13,1,2.3
83,CJ McCollum,POR,29,47,28,19,1600,24.5,9.1,19.9,45.8,3.8,9.5,40.2,2.4,3.0,81.2,0.7,3.5,4.2,5.0,1.5,1.0,0.5,2.0,39.9,2,0,4.7
84,Dejounte Murray,SAS,24,67,32,35,2139,17.7,7.4,16.4,45.3,1.1,3.3,31.7,1.8,2.3,79.1,1.0,7.0,8.0,6.1,2.0,1.7,0.1,2.3,39.9,13,4,1.5
85,Derrick Favors,UTA,29,68,49,19,1039,12.8,5.4,8.4,63.8,0.0,0.1,0.0,2.0,2.8,73.8,4.8,8.2,13.0,1.5,1.2,1.1,2.4,5.0,39.8,1,0,1.3
87,Khris Middleton,MIL,29,68,45,23,2269,22.0,8.1,17.0,47.6,2.4,5.8,41.4,3.4,3.7,89.8,0.9,5.6,6.4,5.9,2.8,1.2,0.1,2.5,39.6,10,0,4.6
88,Richaun Holmes,SAC,27,61,29,32,1781,17.6,7.4,11.6,63.7,0.0,0.2,18.2,2.7,3.4,79.4,2.9,7.3,10.2,2.0,1.5,0.8,1.9,4.3,39.5,21,0,0.2
89,Devin Booker,PHX,24,67,48,19,2270,27.2,9.9,20.4,48.4,2.0,5.9,34.0,5.4,6.2,86.7,0.5,3.9,4.5,4.6,3.3,0.8,0.3,2.9,39.4,1,0,5.2
90,Malcolm Brogdon,IND,28,56,27,29,1930,22.1,8.3,18.3,45.3,2.7,7.0,38.8,2.9,3.3,86.4,1.1,4.4,5.5,6.1,2.1,0.9,0.3,2.1,39.4,6,0,-0.6
91,Mike Conley,UTA,33,51,37,14,1498,19.9,6.8,15.4,44.4,3.3,8.1,41.2,2.9,3.4,85.2,0.9,3.4,4.3,7.3,2.4,1.7,0.2,2.4,39.3,6,0,13.2
92,Tony Bradley,OKC,23,42,15,27,684,15.8,6.9,10.4,66.5,0.0,0.2,0.0,2.0,2.9,69.1,4.5,8.1,12.6,1.9,1.7,0.8,1.6,3.2,39.2,3,0,-0.8
93,Drew Eubanks,SAS,24,54,21,33,755,14.8,5.5,9.8,56.6,0.1,0.1,100,3.7,5.1,72.6,3.5,8.0,11.5,2.0,2.1,0.9,2.3,4.2,39.0,3,0,-4.6
94,Kyle Anderson,MEM,27,69,36,33,1887,16.3,5.9,12.6,46.8,1.8,5.0,36.0,2.7,3.5,78.3,1.0,6.6,7.6,4.8,1.6,1.6,1.1,2.3,38.9,3,0,1.0
96,Fred VanVleet,TOR,27,52,22,30,1899,19.3,6.4,16.5,38.9,3.3,9.0,36.6,3.2,3.6,88.5,0.6,3.6,4.2,6.2,1.8,1.6,0.7,2.3,38.9,5,0,2.7
97,John Collins,ATL,23,63,34,29,1848,21.6,8.4,15.0,55.6,1.6,4.1,39.9,3.3,4.0,83.3,2.3,6.8,9.1,1.5,1.6,0.7,1.2,3.8,38.9,16,0,3.5
98,Deandre Ayton,PHX,22,69,48,21,2115,17.0,7.3,11.7,62.6,0.1,0.3,20.0,2.3,2.9,76.9,3.9,8.5,12.4,1.7,1.8,0.7,1.4,3.3,38.8,33,0,4.7
99,Ja Morant,MEM,21,63,33,30,2053,21.1,7.5,16.8,44.9,1.3,4.2,30.3,4.8,6.5,72.8,1.0,3.4,4.4,8.2,3.6,1.0,0.2,1.5,38.8,14,1,1.9
100,Myles Turner,IND,25,47,22,25,1455,14.6,5.1,10.7,47.7,1.7,5.1,33.5,2.7,3.5,78.2,1.6,6.0,7.6,1.2,1.7,1.0,3.9,4.1,38.6,7,0,0.6
101,Gorgui Dieng,SAS,31,38,14,24,553,16.8,5.5,10.6,52.1,2.0,4.6,42.9,3.8,4.4,86.6,2.6,6.5,9.1,3.1,2.1,1.7,1.0,3.6,38.6,0,0,-4.4
102,Serge Ibaka,LAC,31,41,24,17,955,17.1,7.0,13.8,51.0,1.5,4.3,33.9,1.6,2.0,81.1,2.8,7.6,10.4,2.8,1.7,0.3,1.8,2.9,38.4,5,0,5.9
103,Jarrett Allen,CLE,23,63,20,43,1864,15.6,5.8,9.3,61.8,0.1,0.4,31.6,3.9,5.6,70.3,3.8,8.4,12.2,2.0,1.9,0.6,1.7,1.9,38.4,25,0,-3.9
104,Jordan Clarkson,UTA,29,68,49,19,1818,24.8,9.1,21.3,42.5,4.1,11.9,34.7,2.6,2.9,89.6,0.9,4.5,5.4,3.3,2.3,1.2,0.2,2.2,38.2,0,0,6.0
105,T.J. McConnell,IND,29,69,33,36,1796,11.9,5.5,9.8,55.9,0.3,1.0,31.3,0.7,1.0,68.8,1.1,4.0,5.1,9.1,2.7,2.6,0.5,2.3,38.2,5,1,1.4
106,Draymond Green,GSW,31,63,35,28,1982,8.1,3.1,6.9,44.7,0.6,2.3,27.0,1.3,1.6,79.5,1.0,7.1,8.1,10.1,3.4,1.9,0.9,3.5,38.2,17,6,4.3
107,Kemba Walker,OKC,31,43,22,21,1369,21.8,7.5,17.8,42.0,3.3,9.3,36.0,3.5,3.9,89.9,0.4,4.0,4.5,5.6,2.3,1.3,0.3,1.6,37.9,0,0,2.4
108,Wendell Carter Jr.,ORL,22,54,21,33,1375,15.9,6.0,12.0,50.3,0.4,1.3,29.4,3.4,4.7,73.2,3.5,8.1,11.6,2.7,2.0,0.9,1.1,3.8,37.9,13,0,-6.3
110,Michael Porter Jr.,DEN,23,61,40,21,1912,21.9,8.3,15.4,54.2,3.2,7.2,44.5,2.0,2.5,79.1,1.7,6.7,8.4,1.3,1.4,0.8,1.0,2.4,37.8,15,0,6.8
111,Cody Zeller,CHA,28,48,21,27,1005,16.1,6.5,11.6,55.9,0.1,1.0,14.3,3.0,4.3,71.4,4.3,7.5,11.7,3.1,1.8,1.0,0.6,4.3,37.8,8,0,1.5
112,Jerami Grant,DET,27,54,15,39,1829,23.7,7.9,18.3,42.9,2.3,6.5,35.0,5.7,6.8,84.5,0.7,4.2,4.9,3.0,2.1,0.7,1.1,2.5,37.5,3,0,-2.3
113,Derrick Rose,NYK,32,50,28,22,1279,20.7,8.1,17.2,47.0,1.4,3.6,38.8,3.1,3.6,86.6,0.6,3.1,3.7,5.9,2.2,1.4,0.5,1.6,37.4,1,0,3.7
114,Kelly Olynyk,HOU,30,70,26,44,1997,17.0,6.1,12.6,48.4,2.3,6.6,34.2,2.6,3.2,82.9,1.6,7.2,8.8,3.7,2.3,1.4,0.8,3.7,37.4,12,0,-1.8
116,Gordon Hayward,CHA,31,44,24,20,1496,20.8,7.5,15.8,47.3,2.0,4.9,41.5,3.8,4.5,84.3,0.9,5.3,6.2,4.4,2.2,1.3,0.3,1.8,37.3,2,0,0.5
117,Lonzo Ball,NOP,23,55,23,32,1747,16.5,6.0,14.4,41.4,3.5,9.4,37.8,1.0,1.3,78.1,0.7,4.7,5.4,6.5,2.5,1.7,0.6,2.1,37.2,5,1,1.0
119,Jarred Vanderbilt,MIN,22,64,18,46,1139,10.9,4.5,7.5,60.6,0.0,0.2,20.0,1.8,3.2,55.9,3.7,7.9,11.6,2.4,1.7,2.0,1.5,3.9,37.2,3,0,-1.7
120,Rudy Gay,SAS,34,63,29,34,1358,19.0,7.0,16.7,42.0,2.8,7.4,38.1,2.2,2.7,80.4,1.1,6.9,8.0,2.3,1.7,1.2,1.1,3.0,37.2,1,0,3.4
121,Kyle Lowry,TOR,35,46,15,31,1602,17.8,5.8,13.4,43.6,2.9,7.4,39.6,3.1,3.6,87.5,0.8,4.8,5.6,7.6,2.8,1.0,0.3,3.2,37.0,9,2,-0.1
122,Alex Len,WAS,28,64,30,34,979,15.6,6.3,10.2,61.5,0.3,0.9,32.0,2.7,4.3,62.9,2.9,6.7,9.6,1.8,2.0,0.7,2.4,4.7,37.0,2,0,-3.6
125,De'Anthony Melton,MEM,23,52,27,25,1045,16.3,5.9,13.5,43.8,3.0,7.3,41.2,1.4,1.8,80.4,1.0,4.5,5.5,4.5,2.3,2.1,1.1,2.9,36.9,1,0,4.1
127,Brandon Clarke,MEM,24,59,32,27,1415,15.5,6.5,12.6,51.7,0.5,2.0,26.0,2.0,2.9,69.0,2.5,5.9,8.3,2.4,0.8,1.5,1.3,2.1,36.8,3,0,-0.4
129,Cameron Payne,PHX,26,60,42,18,1079,16.8,6.4,13.2,48.4,2.4,5.5,44.0,1.7,1.9,89.3,0.5,4.3,4.8,7.2,2.0,1.2,0.5,3.2,36.7,1,0,5.9
130,Harry Giles III,POR,23,38,23,15,348,11.2,4.3,10.0,43.3,0.8,2.4,34.8,1.7,2.8,59.3,3.2,10.6,13.8,3.0,2.1,0.8,1.3,5.6,36.6,0,0,-8.1
131,Jakob Poeltl,SAS,25,69,32,37,1845,11.6,5.2,8.4,61.6,0.0,0.0,0.0,1.2,2.4,50.8,4.3,6.4,10.7,2.6,1.6,0.9,2.4,3.4,36.6,15,0,2.1
132,Terry Rozier,CHA,27,69,32,37,2383,21.3,7.7,17.1,45.0,3.4,8.6,38.9,2.5,3.1,81.7,0.7,3.9,4.6,4.4,1.9,1.3,0.4,1.8,36.6,5,0,-1.3
133,Isaiah Stewart,DET,20,68,20,48,1455,13.3,5.6,10.1,55.3,0.5,1.6,33.3,1.6,2.3,69.6,3.9,7.3,11.2,1.5,1.7,1.0,2.1,4.6,36.6,8,0,-1.5
134,Frank Kaminsky,PHX,28,47,33,14,715,15.6,6.1,12.9,47.1,1.6,4.3,36.5,1.9,3.0,61.7,1.8,7.7,9.5,4.0,1.1,0.7,0.9,3.5,36.5,2,0,2.8
136,Jamal Murray,DEN,24,48,31,17,1704,21.5,8.0,16.7,47.7,2.7,6.7,40.8,2.8,3.2,86.9,0.8,3.3,4.1,4.9,2.3,1.4,0.3,2.0,36.4,1,0,6.4
137,Paul Millsap,DEN,36,56,38,18,1162,15.5,5.9,12.4,47.6,1.5,4.4,34.3,2.2,3.0,72.4,2.4,5.8,8.1,3.0,1.6,1.6,1.1,3.4,36.3,2,0,3.2
138,Marvin Bagley III,SAC,22,43,20,23,1112,19.7,8.0,15.9,50.4,1.2,3.5,34.3,2.5,4.3,57.5,3.4,6.9,10.3,1.4,1.9,0.7,0.7,3.2,36.3,11,0,-2.8
139,Collin Sexton,CLE,22,60,18,42,2115,24.8,8.9,18.8,47.5,1.7,4.5,37.1,5.3,6.5,81.5,1.0,2.2,3.2,4.5,2.8,1.1,0.2,2.7,36.2,1,0,-6.4
140,James Wiseman,GSW,20,39,18,21,836,19.3,8.2,15.8,51.9,0.5,1.6,31.6,2.3,3.7,62.8,2.4,7.4,9.7,1.1,2.6,0.5,1.6,5.2,36.1,3,0,-7.9
144,Anthony Edwards,MIN,19,72,23,49,2314,21.7,7.9,18.8,41.7,2.7,8.1,32.9,3.3,4.2,77.6,0.9,4.3,5.2,3.3,2.5,1.3,0.6,2.0,35.9,3,0,-3.5
145,Jaxson Hayes,NOP,21,60,24,36,964,16.8,6.5,10.5,62.5,0.2,0.5,42.9,3.5,4.5,77.5,3.4,6.2,9.6,1.3,1.5,0.9,1.4,3.8,35.9,0,0,-0.8
146,DeAndre Jordan,BKN,32,57,37,20,1246,12.3,5.5,7.2,76.3,0.0,0.0,0.0,1.3,2.7,50.0,3.4,9.0,12.3,2.7,2.5,0.5,1.9,3.4,35.8,6,0,-1.2
149,Ivica Zubac,LAC,24,72,47,25,1608,14.5,5.8,8.8,65.2,0.0,0.1,25.0,3.0,3.8,78.9,4.2,7.4,11.6,2.0,1.8,0.5,1.4,4.2,35.5,13,0,4.1
150,Onyeka Okongwu,ATL,20,50,31,19,601,13.7,5.7,8.9,64.4,0.0,0.2,0.0,2.2,3.4,63.2,3.7,6.0,9.8,1.1,1.7,1.4,2.0,6.0,35.3,2,0,-5.3
151,Hamidou Diallo,DET,22,52,18,34,1226,17.7,6.6,13.8,47.7,0.8,2.4,34.1,3.8,5.9,64.0,1.7,6.3,8.0,3.0,2.2,1.2,0.7,3.9,35.3,7,0,-5.7
153,Jeremy Lamb,IND,29,36,16,20,765,17.1,5.6,13.0,43.5,2.4,6.0,40.6,3.3,3.5,94.7,1.2,5.0,6.2,2.5,1.0,1.6,1.1,3.4,35.2,0,0,-0.7
156,Delon Wright,SAC,29,63,21,42,1748,13.3,4.9,10.7,46.3,1.3,3.5,37.2,2.1,2.6,80.2,1.3,4.2,5.5,5.7,1.7,2.1,0.6,1.5,34.9,3,0,-2.2
157,Bogdan Bogdanovic,ATL,28,44,30,14,1305,19.9,7.4,15.6,47.3,4.0,9.2,43.8,1.1,1.2,90.9,0.6,3.9,4.4,4.1,1.5,1.4,0.4,2.7,34.9,0,0,3.0
158,Josh Jackson,DET,24,62,16,46,1560,19.1,6.8,16.3,41.9,1.8,5.9,30.0,3.7,5.0,72.9,1.3,4.5,5.9,3.3,3.3,1.2,1.1,4.1,34.7,2,0,-2.8
159,Nickeil Alexander-Walker,NOP,22,46,20,26,1007,18.2,6.9,16.4,41.9,2.7,7.8,34.7,1.7,2.4,72.7,0.5,4.7,5.1,3.6,2.5,1.7,0.8,3.1,34.7,0,0,-1.9
162,Evan Fournier,BOS,28,42,18,24,1259,20.6,7.1,15.5,45.7,3.3,8.1,41.3,3.1,3.9,78.8,0.3,3.4,3.7,4.1,2.1,1.3,0.5,2.7,34.7,0,0,-1.0
163,P.J. Washington,CHA,22,64,31,33,1954,15.2,5.6,12.6,44.0,2.1,5.3,38.6,2.0,2.7,74.5,1.7,6.0,7.7,3.0,2.4,1.3,1.5,3.2,34.7,10,0,0.6
164,Chimezie Metu,SAC,24,36,14,22,488,16.7,6.7,13.2,50.8,1.0,2.7,35.1,2.3,3.2,72.1,2.3,6.0,8.3,2.1,2.1,1.0,1.3,4.4,34.6,0,0,-4.3
