#,Player,Team,Age,GP,W,L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-
106,Ryan Anderson,NOP,28,22,7,15,28.2,16.0,5.7,14.2,40.4,1.5,5.1,28.6,3.1,3.5,87.2,1.9,3.9,5.8,1.0,1.0,0.5,0.3,1.7,25.8,4,0,-0.4
107,D'Angelo Russell,LAL,20,30,7,23,29.9,15.4,5.4,13.1,40.9,1.9,4.7,40.4,2.8,3.6,76.9,0.6,2.4,3.1,3.3,2.4,1.2,0.2,2.0,25.7,0,0,-8.1
109,Patrick Beverley,HOU,27,30,14,16,31.6,10.8,4.0,9.1,44.3,1.8,4.7,38.3,1.0,1.4,69.0,1.3,2.9,4.2,4.0,1.4,1.3,0.4,3.7,25.6,1,0,2.6
110,Zach LaVine,MIN,21,31,14,17,34.9,15.7,5.9,12.7,46.3,2.2,5.0,43.5,1.8,2.5,75.0,0.2,2.3,2.5,2.9,1.9,1.1,0.3,2.3,25.5,0,0,-3.5
111,Jerami Grant,PHI,22,29,3,26,28.9,10.3,3.3,8.3,39.8,0.4,1.8,25.0,3.2,5.0,64.1,1.4,3.7,5.1,2.3,1.7,0.6,1.8,2.6,25.3,1,0,-6.6
112,Taj Gibson,CHI,31,27,11,16,27.8,10.0,4.1,7.5,55.4,0.0,0.0,0.0,1.7,2.4,72.3,2.6,3.7,6.4,1.8,1.1,0.9,1.1,2.6,25.1,3,0,-4.0
113,P.J. Tucker,PHX,31,31,8,23,34.0,9.4,3.5,8.5,40.8,0.9,2.9,29.7,1.6,2.2,76.1,2.5,4.4,6.9,2.6,1.7,1.5,0.2,2.6,25.0,5,0,-4.1
116,Myles Turner,IND,20,33,18,15,26.5,11.2,4.9,10.3,47.4,0.1,0.4,25.0,1.3,1.6,81.5,1.4,5.1,6.5,0.9,1.4,0.5,1.5,3.0,24.9,4,0,-0.6
117,Jamal Crawford,LAC,36,31,19,12,29.1,16.3,5.5,13.5,40.5,1.8,5.2,35.2,3.5,4.0,88.0,0.4,1.8,2.2,2.6,1.6,0.9,0.2,1.6,24.6,0,0,1.9
118,Gary Harris,DEN,21,33,15,18,33.9,13.4,5.2,10.9,47.8,1.4,4.3,32.4,1.6,1.9,82.8,0.8,2.3,3.1,2.2,1.0,1.4,0.2,1.8,24.3,0,0,-2.7
119,Tyson Chandler,PHX,33,26,7,19,26.1,9.5,3.9,5.8,67.5,0.0,0.0,0.0,1.6,2.7,60.9,2.7,6.6,9.3,0.9,1.7,0.6,0.7,2.6,24.2,13,0,-3.8
120,Mirza Teletovic,PHX,30,30,8,22,25.9,15.4,5.3,12.3,42.9,2.6,6.9,38.2,2.2,2.9,77.0,0.8,4.1,4.9,1.3,1.3,0.5,0.2,2.8,24.1,2,0,-3.7
121,George Hill,IND,30,33,18,15,32.4,11.0,4.0,9.4,42.6,1.5,4.1,36.6,1.5,1.9,79.7,0.8,3.3,4.1,4.0,1.1,0.8,0.2,1.9,24.0,0,0,0.7
122,Al Jefferson,CHA,31,26,19,7,21.8,10.8,4.6,9.9,46.3,0.0,0.0,0.0,1.7,2.4,69.8,1.2,5.3,6.5,1.4,0.7,0.5,0.7,2.5,23.9,2,0,1.3
124,Tim Duncan,SAS,40,23,18,5,23.6,7.9,3.3,7.0,46.6,0.0,0.0,0.0,1.4,2.1,65.3,2.0,4.9,6.9,2.2,1.1,0.6,1.2,1.5,23.8,3,0,3.6
125,Shelvin Mack,UTA,26,29,16,13,28.4,11.7,4.7,10.6,44.0,1.1,3.1,36.7,1.2,1.7,72.9,0.3,3.2,3.6,5.0,2.7,0.9,0.1,2.1,23.8,3,0,4.9
126,Kent Bazemore,ATL,26,29,19,10,27.1,9.9,3.7,9.0,41.0,1.1,4.0,27.6,1.4,1.8,78.4,0.6,4.8,5.4,2.2,1.7,1.3,0.6,2.3,23.7,1,0,3.0
127,Kentavious Caldwell-Pope,DET,23,27,16,11,35.6,13.9,5.1,12.3,41.4,1.4,4.6,29.6,2.3,2.9,79.7,1.0,2.6,3.6,1.8,1.2,1.2,0.1,2.0,23.7,0,0,2.3
129,Joe Johnson,MIA,35,31,18,13,31.7,12.8,4.9,9.7,50.3,1.5,3.5,42.6,1.5,1.8,82.1,0.5,2.6,3.1,4.2,2.1,0.8,0.1,1.8,23.6,1,0,3.3
130,Nikola Mirotic,CHI,25,20,10,10,25.7,13.0,4.1,9.4,43.6,2.6,6.0,43.7,2.2,2.5,87.8,0.6,4.1,4.7,1.6,1.5,0.7,0.7,2.7,23.5,1,0,-2.2
131,Tristan Thompson,CLE,25,34,22,12,28.3,8.0,3.1,5.0,62.7,0.0,0.0,0.0,1.7,2.8,61.5,3.4,5.3,8.7,0.8,0.8,0.6,0.9,2.6,23.5,11,0,3.8
132,Otto Porter Jr.,WAS,23,35,18,17,30.1,11.2,4.3,8.9,48.9,1.5,3.4,43.7,1.0,1.4,70.0,1.3,3.7,5.1,1.2,0.8,1.2,0.5,1.9,23.5,2,0,2.5
133,JaMychal Green,MEM,26,30,13,17,24.1,10.2,4.2,9.4,44.3,0.2,0.9,21.4,1.6,2.2,74.2,2.4,3.3,5.8,1.6,1.2,1.1,0.6,2.9,23.3,6,0,0.4
134,Andrew Bogut,GSW,31,28,24,4,20.8,5.3,2.4,3.8,62.6,0.0,0.0,100,0.4,0.8,57.1,1.7,4.8,6.5,2.8,1.2,0.7,1.6,3.3,23.1,2,0,4.8
135,Tony Allen,MEM,34,23,9,14,26.5,11.0,4.4,8.7,50.5,0.3,0.7,35.3,2.0,2.8,69.2,1.5,2.9,4.4,1.3,1.6,1.8,0.3,2.4,23.0,0,0,-3.1
136,Cody Zeller,CHA,23,32,23,9,24.1,8.6,3.2,5.5,57.6,0.0,0.0,100,2.2,2.8,78.9,2.0,4.8,6.8,1.1,1.0,0.7,1.1,2.6,22.7,3,0,6.0
137,Jusuf Nurkic,DEN,21,20,10,10,18.3,9.0,3.6,7.8,45.5,0.0,0.1,0.0,1.9,2.9,65.5,2.1,3.5,5.6,1.5,2.0,0.9,1.4,2.9,22.6,2,0,2.1
138,Al-Farouq Aminu,POR,25,32,20,12,28.1,9.9,3.5,8.2,42.2,1.7,4.4,37.6,1.3,1.8,73.7,1.2,4.3,5.5,2.0,1.3,0.9,0.6,1.8,22.6,1,0,1.1
139,Lance Stephenson,MEM,25,29,12,17,25.0,13.0,5.2,10.6,49.2,0.3,1.0,30.0,2.2,2.8,80.2,0.7,3.4,4.2,2.4,1.7,0.7,0.2,2.2,22.6,1,0,-0.2
