#,Team,GP,W,L,MIN,OPP FGM,OPP FGA,OPP FG%,OPP 3PM,OPP 3PA,OPP 3P%,OPP FTM,OPP FTA,OPP FT%,OPP OREB,OPP DREB,OPP REB,OPP AST,OPP TOV,OPP STL,OPP BLK,OPP BLKA,OPP PF,OPP PFD,OPP PTS,+/-,Year
22,Los Angeles Clippers,82,31,51,48.9,36.5,82.9,44,4.3,13.1,32.9,18,24.2,74.3,12.7,29.7,42.4,21.8,12.7,7.8,5,6.3,21.9,21.6,95.3,2.9,2000
23,Cleveland Cavaliers,82,30,52,48.4,35.7,80.3,44.5,5.1,14.1,36.5,19.9,25.9,76.8,12.1,29.3,41.3,22.9,15,8.5,6.6,5.3,22.1,23.2,96.5,4.2,2000
24,New Jersey Nets,82,26,56,48.1,35.8,78.7,45.5,5.2,14.5,36,20.3,27.2,74.6,12.2,32,44.2,22.4,15.9,7.5,6.4,5,22,24.2,97.1,5,2000
25,Atlanta Hawks,82,25,57,48.1,35.6,80.6,44.2,4.8,13.2,36.7,20.1,26.3,76.5,12.5,30.9,43.5,21.2,14.8,8.5,6.3,4.7,20.7,22.7,96.2,5.2,2000
26,Vancouver Grizzlies,82,23,59,48.2,38.3,82.8,46.3,4.7,13.1,36.2,16.1,21.9,73.2,12.8,30.9,43.7,23.6,14.8,8.7,5.8,4.4,21.6,21.1,97.5,5.7,2000
27,Washington Wizards,82,19,63,48,37.8,80.4,47,5.3,13.3,39.6,19,25.5,74.7,11.4,29.4,40.7,23.2,15,8.4,6.2,4.7,24.1,23.3,99.9,6.7,2000
28,Golden State Warriors,82,17,65,48.2,38.8,82.2,47.2,5.4,14.1,37.9,18.6,24.5,76,12.7,32.8,45.5,24.9,16.4,8.8,6,5,21.5,21.1,101.5,9,2000
29,Chicago Bulls,82,15,67,48.4,36.4,77.2,47.2,4.2,11.9,35.6,19.6,26.9,73,11.7,31.1,42.8,23.6,14.8,7.7,5.2,4.6,21.4,23.2,96.7,9.1,2000
1,Sacramento Kings,82,61,21,48.2,38.1,86.7,44,4.7,14,33.7,16,21.5,74.4,13,31.9,44.9,22.4,15.2,7.7,4.7,4.6,22.3,19,97,-7.6,2001
2,Los Angeles Lakers,82,58,24,48.2,35,82.6,42.4,4.9,15.4,31.7,19.2,25.3,76.1,12.4,30.8,43.2,20,14,7.2,4.3,5.8,23,22.2,94.1,-7.1,2001
2,San Antonio Spurs,82,58,24,48.4,35.2,82.6,42.6,4.6,13.5,33.8,15.6,20.1,77.7,12.2,29.6,41.9,18.8,14.5,7.7,5.2,6.5,23.1,19.2,90.5,-6.2,2001
4,Dallas Mavericks,82,57,25,48.5,37.7,83.5,45.2,5.5,15.8,35,20,26.6,75.1,13,31.7,44.7,22.7,14.1,7.2,4.6,4.8,21.8,22.5,101,-4.3,2001
5,New Jersey Nets,82,52,30,48.4,34.9,81.3,42.9,5,14.3,34.8,17.4,23,75.3,12.2,30.7,42.9,19.1,16.1,8.2,5.4,6,20.3,21.1,92,-4.2,2001
6,Detroit Pistons,82,50,32,48,35.7,79.8,44.7,4.4,12.1,36.2,16.5,21.8,75.5,12.1,30.6,42.7,20,15.5,7.9,4.1,6.9,22.9,20.7,92.2,-2.1,2001
6,Minnesota Timberwolves,82,50,32,48.3,36.1,81.1,44.5,6,16.1,37.2,17.7,23.9,74.2,11.1,28.4,39.5,22.6,13.4,6.6,5,5.2,20.4,21.2,96,-3.4,2001
8,Boston Celtics,82,49,33,48.4,34.1,80.2,42.5,6.3,18.4,34,19.7,25.5,77.1,11.6,34.2,45.9,22,16.3,7.6,5.8,3.6,21.1,21.7,94.1,-2.2,2001
8,Portland Trail Blazers,82,49,33,48.4,36,79.4,45.3,5.7,15.7,36.3,16,21.6,74.1,10.9,28.4,39.2,23.7,14.7,7.5,5,4.5,20.1,19.7,93.7,-3,2001
10,Seattle SuperSonics,82,45,37,48.4,36.2,80.5,44.9,5.8,16.8,34.4,16.6,22.5,73.9,13.3,28.4,41.7,22.3,15.3,6.9,4.9,4.4,19.8,21.1,94.7,-3,2001
11,Charlotte Hornets,82,44,38,48.2,34.8,80.4,43.2,5.3,14.1,37.5,18.1,23.6,76.8,11.7,29.3,41,20,13.9,7.6,5.1,5.6,20.8,21.3,92.9,-1,2001
11,Orlando Magic,82,44,38,48.4,38,83.3,45.6,5,14.2,35.2,17.9,24.3,73.7,13.3,32.1,45.4,23.5,15.7,8,4.7,4.7,21.2,20.7,98.9,-1.6,2001
11,Utah Jazz,82,44,38,48.4,33.9,75.8,44.7,5.7,14.8,38.3,21.7,28.1,77.1,11.3,26.9,38.2,19.3,16.7,9.1,6.7,6.4,25.2,24,95.1,-0.9,2001
14,Philadelphia 76ers,82,43,39,48.1,33.8,79.3,42.6,5.3,16.1,33.1,16.5,21.9,75.1,12,28.6,40.6,21.6,14.7,8,5.6,4.4,22.3,20.1,89.4,-1.6,2001
15,Indiana Pacers,82,42,40,48.5,36.3,82.9,43.8,5.1,14.6,34.8,18.8,25.1,74.9,12.8,30.7,43.4,21.6,14.3,7.5,5.7,5.3,22.6,22.9,96.5,-0.3,2001
15,Toronto Raptors,82,42,40,48.2,34.4,77.9,44.1,4.6,13.3,34.6,18.5,24.5,75.2,12.1,29.7,41.8,19.9,15.2,7.7,4.8,5.6,19.7,21.6,91.8,0.4,2001
17,Milwaukee Bucks,82,41,41,48.5,36.8,83.5,44.1,6,16.8,35.8,18.2,24,75.7,12.8,29.7,42.5,23,12.9,7.3,4.4,4.7,20,21.8,97.7,0.2,2001
18,Los Angeles Clippers,82,39,43,48.3,37.5,83.7,44.8,5,14,35.5,16.2,21.7,74.5,13,29,42,22.7,12.9,7.5,5.4,6.6,21.6,19.8,96.1,0.5,2001
19,Washington Wizards,82,37,45,48.1,36,79.7,45.2,5.1,14.5,35.4,17,22.5,75.5,11.7,29,40.7,22.2,13.4,7,5,4.3,20.9,21.5,94.2,1.4,2001
20,Miami Heat,82,36,46,48.6,32.5,76.6,42.5,4.6,13.5,34.2,19.1,25.9,73.6,10.9,30.3,41.2,17.8,13.8,7.6,4.3,5.5,20.8,22.5,88.7,1.5,2001
20,Phoenix Suns,82,36,46,48.4,36.1,81.3,44.4,5.3,14.7,35.8,18.4,24.5,75.1,12.6,30.4,43,22.2,15.4,8.4,5.8,4.9,18.5,21.8,95.8,0.7,2001
22,Atlanta Hawks,82,33,49,48.2,37.4,81.4,45.9,5.8,16.2,35.5,17.8,23.9,74.4,12.2,30.8,43,22.6,15.1,8.6,6.2,4.3,20.1,20.8,98.3,4.2,2001
23,New York Knicks,82,30,52,48.3,35.7,80.1,44.5,5.4,15.3,35.3,18.9,25,75.7,11.7,31,42.7,21.5,13.5,8.4,4.7,3.5,20.4,22,95.6,4,2001
24,Cleveland Cavaliers,82,29,53,48.4,37.2,81.4,45.7,5.8,14.6,39.4,18.4,24.6,74.8,11.3,29,40.4,24.3,13,7.3,5.6,5.7,20,21.4,98.6,3.3,2001
25,Houston Rockets,82,28,54,48.7,38.9,83.8,46.4,4.5,12.5,36,14.9,19.8,75.2,12.7,30.6,43.3,22.4,12,7,5.1,5.4,20.1,18,97.2,4.9,2001
26,Denver Nuggets,82,27,55,48.3,36.6,79.8,45.9,5.2,14.3,36.1,19.5,26.1,74.7,12.1,30.8,43,24,14.3,8.2,6.8,5.6,20.1,22.8,98,5.8,2001
27,Memphis Grizzlies,82,23,59,48.2,38,83.3,45.7,4.9,13.6,35.8,16.4,21.8,75.3,13.8,31.2,45.1,23.9,14.7,9.5,5.6,6,21.8,19.2,97.3,7.4,2001
28,Chicago Bulls,82,21,61,48.3,36.9,79.4,46.5,5.1,14.4,35.8,19,25.5,74.6,11.5,31.1,42.6,25.2,14.4,8.3,4.9,4.4,21,22.4,98,8.5,2001
28,Golden State Warriors,82,21,61,48.2,39.2,85.3,45.9,4.9,14.2,34.8,19.8,25.9,76.3,13.4,29.9,43.3,24.4,14.3,8.6,6.3,6.4,23.8,23,103.1,5.4,2001
1,Dallas Mavericks,82,60,22,48.2,35.7,81.5,43.8,5.8,17.1,34,18,24.8,72.7,12.7,32.7,45.5,21.7,16.1,6.7,3.9,5.5,21.3,21.1,95.2,-7.8,2002
1,San Antonio Spurs,82,60,22,48.4,34.9,81.7,42.7,4.3,12.7,33.9,16.3,21.2,76.8,12.5,28.3,40.9,19,15,8.1,5.1,6.5,23.4,20.4,90.4,-5.4,2002
3,Sacramento Kings,82,59,23,48.4,36.5,86.9,42,4.5,14.2,32,17.7,23.9,74.1,14,31.9,45.8,21.5,15.4,8.3,4.3,5.6,19.9,20.3,95.2,-6.5,2002
4,Minnesota Timberwolves,82,51,31,48.3,36.6,83.8,43.7,5.8,16.6,34.7,17,22.6,75.2,11.9,29.8,41.7,22.8,13.6,7,4.9,5.3,20.6,20.8,96,-2.1,2002
5,Detroit Pistons,82,50,32,48.5,33.5,76.5,43.8,3.5,10.2,34.4,17.2,23.1,74.6,10.5,30.8,41.3,18.3,14,6.9,4.3,5.7,23.2,21.3,87.7,-3.7,2002
5,Los Angeles Lakers,82,50,32,48.6,36.3,82,44.3,5.7,14.9,38,19.8,26,76,11.7,30.4,42.1,21.4,14.5,7.9,3.8,5.7,23.4,22.9,98,-2.3,2002
5,Portland Trail Blazers,82,50,32,48.4,35.9,79.8,45,5.3,15.7,34.1,15.5,20.2,76.4,11.1,28,39.1,22.7,15.5,8.3,4.8,3.9,20.4,19.9,92.5,-2.6,2002
8,New Jersey Nets,82,49,33,48.2,33.6,78.8,42.7,5.2,14.5,35.9,17.7,23.7,74.9,11.4,30,41.4,19.6,16.6,8.5,5.2,4.6,22.9,21.6,90.1,-5.2,2002
9,Indiana Pacers,82,48,34,48.5,34.9,81.6,42.8,5,14.6,34,18.6,24.3,76.7,12.3,30,42.2,20.7,15.3,7.6,6.3,5.4,23.5,22.1,93.3,-3.5,2002
9,Philadelphia 76ers,82,48,34,48.4,35.1,77.6,45.2,5.5,15.6,35.4,18.9,24.8,76,11.1,29.3,40.3,22.1,17.1,7.8,6.4,3.5,23,22,94.5,-2.3,2002
11,New Orleans Hornets,82,47,35,48.5,34.8,79.5,43.8,4.1,12.2,33.8,18,23.5,76.6,11.1,28.9,40,19.9,14.6,7.9,5.2,4.8,21.4,21.6,91.8,-2.1,2002
11,Utah Jazz,82,47,35,48.2,33.5,77.4,43.4,5.3,15.3,34.9,19.8,26.1,75.9,12.3,25.9,38.2,19.5,15.9,8.8,5.2,5.7,23.8,22.4,92.3,-2.4,2002
13,Boston Celtics,82,44,38,48.4,34.2,78.7,43.5,5.6,17.1,33.1,19,25.4,74.9,11.4,33.5,45,22.2,16,7.5,4.5,3.7,21.9,21.4,93.1,0.4,2002
13,Phoenix Suns,82,44,38,48.3,35.5,81.2,43.8,5.3,16.6,32,18,23.6,76.6,12.6,30.3,42.9,22.2,16,7.8,5.5,4.9,21.5,22,94.4,-1.1,2002
15,Houston Rockets,82,43,39,48.6,35.3,81.5,43.3,4.7,13.6,34.7,17.1,22,77.5,11.9,28.7,40.6,20.5,13.2,8.1,4.6,6,21.9,19.5,92.3,-1.5,2002
16,Milwaukee Bucks,82,42,40,48.5,37.1,81,45.8,5.8,15.6,37.5,19.2,25.8,74.5,12.5,31,43.4,23.1,14.4,6.6,4.1,4.2,20.5,22.2,99.3,-0.2,2002
16,Orlando Magic,82,42,40,48.3,36.7,80.5,45.5,4.9,14.8,33.4,20.1,26.2,76.7,11.8,31.7,43.5,22.4,16.4,7.8,5,3.7,22.2,23,98.4,-0.1,2002
18,Seattle SuperSonics,82,40,42,48.4,35,78.3,44.7,5.8,16.7,34.4,16.5,22.2,74.2,11.4,30,41.5,20.8,14.7,6.1,5,3.6,20.4,20.9,92.3,0.1,2002
19,Golden State Warriors,82,38,44,48.2,39.5,87.5,45.2,5.3,14.4,37.2,19.2,25.4,75.6,14.7,29.1,43.8,23.6,13.7,8.7,6,6.2,23.6,21.8,103.6,1.1,2002
20,New York Knicks,82,37,45,48.4,36.1,79,45.7,4.4,12.8,34,20.6,26.7,77.1,11.4,31.9,43.3,21.1,14.4,7.6,3.8,3.1,19.9,23,97.2,1.4,2002
20,Washington Wizards,82,37,45,48.4,35.1,79.4,44.2,5.5,15.1,36.2,16.9,21.9,77.1,11.6,29.8,41.4,21.7,14.3,7.5,4.4,4.8,22,20,92.5,1,2002
22,Atlanta Hawks,82,35,47,48.5,36.8,84.2,43.6,5.4,15.2,35.9,18.7,24.5,76,13.1,29.5,42.6,21.6,13,9,5,5.8,20.3,21.7,97.6,3.6,2002
23,Chicago Bulls,82,30,52,48.6,36.5,83.1,43.9,5.3,16.3,32.3,21.9,29.2,74.9,13.6,31.4,45,23.8,14.7,9.4,5,5.6,21.9,24.7,100.1,5.1,2002
24,Memphis Grizzlies,82,28,54,48.6,39.3,85.5,46,5.3,14.5,36.3,16.8,22.2,75.9,13.7,31.2,44.9,24.3,14.8,8.7,5.2,6.1,21.7,20.5,100.7,3.2,2002
25,Los Angeles Clippers,82,27,55,48.2,37,82.8,44.7,5.5,15.2,36.5,18.4,23.7,77.4,12.8,30,42.8,22.4,14,8,5.1,5.6,22.5,21.8,97.9,4.1,2002
26,Miami Heat,82,25,57,48.4,33.1,75.7,43.7,5,14,35.3,19.5,26,75.1,10.6,31.5,42.2,18.1,14.3,7.6,5.3,4,20.4,22.6,90.6,5,2002
27,Toronto Raptors,82,24,58,48.3,37,80.4,46.1,4.5,12,37.5,18.2,24,75.9,11.9,31.7,43.6,21.1,13.7,7.4,5,4.8,20.8,21.5,96.8,5.9,2002
28,Cleveland Cavaliers,82,17,65,48.4,37.5,82.8,45.3,5.2,14.6,35.8,20.9,27.1,77.2,11.4,30.4,41.7,24,14.2,9.8,6,6.4,20.8,22.7,101,9.6,2002
28,Denver Nuggets,82,17,65,48.1,32.9,74.2,44.3,5.1,13.8,37,21.6,28.5,75.7,10.5,29.8,40.3,21.5,17.1,9,6.6,5.1,21.8,25.1,92.4,8.3,2002
1,Indiana Pacers,82,61,21,48.3,32.6,75.4,43.2,4,12.4,32.4,16.5,22,75,10.6,29.5,40.1,20.1,15.9,7.1,6.2,5,21.9,20.8,85.6,-5.8,2003
2,Minnesota Timberwolves,82,58,24,48.2,33.4,80.8,41.4,4.8,14.4,33.4,17.4,23.1,75.3,12.2,29.3,41.5,20.7,13.5,6.7,3.6,5.6,20.2,21.1,89.1,-5.5,2003
3,San Antonio Spurs,82,57,25,48.2,31.9,77.9,40.9,3.8,11.6,32.7,16.7,22.5,74.4,11.1,30,41.1,17.3,15.3,7.7,4.6,6.5,22.4,20.3,84.3,-7.2,2003
4,Los Angeles Lakers,82,56,26,48.4,35.6,81,44,5.1,15.2,33.7,18,24,74.9,11.2,31.2,42.4,20.8,15.3,7.5,3.8,4.6,24.7,21.1,94.3,-3.9,2003
5,Sacramento Kings,82,55,27,48.2,38.3,84.4,45.4,5,14.7,33.9,16.3,21.7,74.9,13.2,30.7,43.9,21.3,14.9,7.9,5,4,22.2,19.3,97.8,-5,2003
6,Detroit Pistons,82,54,28,48.2,32.1,77.8,41.3,4.3,14.4,30.2,15.7,21.1,74.4,12,28.7,40.6,19,16,7.9,5,7,22.9,20.3,84.3,-5.8,2003
7,Dallas Mavericks,82,52,30,48.3,38.2,83.2,45.9,6.5,17.9,36.3,17.8,23.9,74.6,12.3,31.2,43.5,23.6,15.2,7.1,4.7,5.3,20.6,19.6,100.8,-4.4,2003
8,Memphis Grizzlies,82,50,32,48.5,34.9,79.9,43.6,4.5,13.3,33.8,20,26.2,76.4,13.4,30.6,44,20.4,17,8.2,5.6,6.9,23.1,23.2,94.3,-2.4,2003
9,New Jersey Nets,82,47,35,48.1,32.8,76.9,42.7,5.1,14.5,35,17,22.3,76.1,10.6,30.1,40.8,19.8,16.1,8,4.6,3.9,21.2,21,87.8,-2.5,2003
10,Houston Rockets,82,45,37,48.6,32.1,78.1,41.2,5.6,15,37.2,18.2,24.7,73.7,11.1,28.7,39.7,20.6,13.5,8.7,4.4,5.4,20.7,21.5,88,-1.7,2003
11,Denver Nuggets,82,43,39,48.1,36.8,81.2,45.3,4.6,12.9,35.6,17.9,24.6,72.8,12.9,30.1,42.9,23.5,17.1,8.1,5.8,6.3,23.1,22,96.1,-1.1,2003
12,Miami Heat,82,42,40,48.2,32.4,75.7,42.8,5.3,15.3,34.3,19.7,25.6,76.8,10.9,30.3,41.2,18.6,14.7,7,5.4,3.8,21.1,22.1,89.7,-0.5,2003
12,Utah Jazz,82,42,40,48.2,31,71.7,43.2,5.1,14.7,34.3,22.9,29.6,77.1,10.6,26,36.6,18.6,15.4,8.1,6.5,6,24.4,25.6,89.9,1.2,2003
14,Milwaukee Bucks,82,41,41,48.2,37,81.9,45.2,5.6,15.8,35.2,17.4,23.6,73.9,12,30.7,42.7,22.8,14.2,7.5,5,4.7,22.9,20.3,97,-1.1,2003
14,New Orleans Hornets,82,41,41,48.4,34.7,78.6,44.1,5.4,15.9,34.2,17.2,22.9,75,11.9,30.2,42.1,21.8,15.6,7.5,5.2,4.2,21.1,20.9,92,0.1,2003
14,Portland Trail Blazers,82,41,41,48.7,36,80.1,45,5.1,14.9,34.1,14.9,19.7,75.3,12.4,28,40.3,23.3,13.7,8,4.8,5.4,18.7,19,92,1.3,2003
17,New York Knicks,82,39,43,48.5,34,79.2,42.9,5.1,15,33.8,20.5,26.8,76.3,11.6,29.8,41.4,20.4,13.8,8.2,4.7,4.8,19.5,23.1,93.5,1.5,2003
18,Golden State Warriors,82,37,45,48.4,36,80.9,44.5,5,13.5,37.4,17.1,22.9,74.6,12,30.9,42.8,21.5,14,8.1,5.1,4.7,22,20.6,94,0.7,2003
18,Seattle SuperSonics,82,37,45,48.3,36.3,80.8,45,5.9,17,34.9,19.1,24.7,77.4,13,29.6,42.7,21.1,14.8,7.7,4.7,4.7,20.2,21.8,97.8,0.6,2003
20,Boston Celtics,82,36,46,48.1,35.3,80.8,43.7,6.8,18.7,36.2,19.4,26.3,73.6,13,30.8,43.8,23,17.1,8.8,5,4,22.2,22.4,96.7,1.5,2003
21,Cleveland Cavaliers,82,35,47,48.4,36,82.4,43.7,5.3,14.2,37.1,18.2,24.3,74.9,11.8,30.2,42,21.7,13.1,7.7,5.3,6.5,20.2,21.3,95.5,2.6,2003
22,Philadelphia 76ers,82,33,49,48.4,33.5,77.7,43.2,5.4,16.2,33.3,18,24.2,74.4,12.1,29.2,41.4,21.3,15.2,8.3,5.6,4.4,21.4,20.7,90.5,2.5,2003
22,Toronto Raptors,82,33,49,48.7,33.2,77.6,42.8,3.3,10.8,30.7,18.7,25.1,74.7,12.6,32.5,45.1,18.5,14.6,7.2,4.1,4.9,19.7,21.3,88.5,3,2003
24,Phoenix Suns,82,29,53,48.1,36.3,81.4,44.6,5.8,16.8,34.9,19.5,25.5,76.5,12.7,31.1,43.8,21.5,15.9,7.9,5.3,4.7,19.4,22.7,97.9,3.7,2003
25,Atlanta Hawks,82,28,54,48.5,36.2,82.2,44,5.9,16.4,35.8,19.2,25.3,76,12.8,30.3,43.1,22,14,8.9,5.1,5,20.7,22.3,97.5,4.6,2003
25,Los Angeles Clippers,82,28,54,48.3,37.5,81.5,46,5.5,15.3,36,18.8,25.4,74.1,12.6,28.8,41.4,22.9,13.7,8.5,5.3,4.6,22.7,22.1,99.4,4.6,2003
27,Washington Wizards,82,25,57,48.4,37.3,82.2,45.4,5.2,15.1,34.2,17.6,22.9,77.1,12.8,30.7,43.5,24,16.1,9.6,5.5,5,21.7,20.9,97.4,5.6,2003
28,Chicago Bulls,82,23,59,48.4,35.1,80.6,43.6,5.4,15.1,35.5,20.4,27.3,74.8,12.3,32.7,45,23,15.2,8.5,5.4,4.8,20.5,23.3,96,6.4,2003
29,Orlando Magic,82,21,61,48.4,38.6,83,46.6,6,15.9,37.7,17.8,24,74.2,13.1,31.3,44.4,24.4,13.5,7.6,5.5,3.8,20.6,21.3,101.1,7,2003
1,Phoenix Suns,82,62,20,48.2,40.6,91.3,44.5,6,18,33.5,16.1,21.6,74.4,15,31.1,46.1,21.2,13.8,7.6,4.2,5.5,21.3,19.1,103.3,-7.1,2004
2,Miami Heat,82,59,23,48.7,34.9,81.8,42.7,5.4,15.5,34.8,19.8,26,76,11.2,29.2,40.5,19.8,13.2,7.5,3.2,5.8,24.6,22.1,95,-6.5,2004
2,San Antonio Spurs,82,59,23,48.3,33.1,77.5,42.6,3.9,10.7,36.7,18.3,23.8,76.8,10.9,29.3,40.2,16.9,15.1,7.2,5.1,6.6,23.1,20.9,88.4,-7.8,2004
4,Dallas Mavericks,82,58,24,48.1,35.9,81.9,43.8,5.5,16.7,33,19.5,25.9,75.4,13.1,30.1,43.2,20.9,15.6,7.1,4.9,5.6,23.2,22.3,96.8,-5.7,2004
5,Detroit Pistons,82,54,28,48.7,34,79.2,43,5,14.8,33.8,16.4,21.8,75.1,11.3,28.3,39.6,19.7,13.8,7.4,4.5,6.1,22.6,20,89.5,-3.9,2004
6,Seattle SuperSonics,82,52,30,48.2,35.8,77.8,45.9,5.7,16.1,35.7,19.4,25.9,74.9,11.3,26.5,37.9,20.7,13.2,6.2,4.8,4.1,23.8,23.7,96.6,-2.3,2004
7,Houston Rockets,82,51,31,48.4,33.2,78.3,42.3,5.5,16.4,33.8,19.2,25.8,74.2,10.9,29.8,40.7,20.7,13.3,7.4,4.1,4.6,21.6,22,91,-4,2004
8,Sacramento Kings,82,50,32,48.4,38.9,84.6,45.9,5.7,16.1,35.7,18.1,24.5,73.8,13.4,30.9,44.3,21.5,14.7,7.6,4.5,3.9,21.5,20.5,101.6,-2.2,2004
9,Denver Nuggets,82,49,33,48.2,36,80.6,44.7,5.6,16.4,34.5,19.9,26.7,74.6,11.9,29.8,41.7,21.7,16.4,7.8,5.6,6,23.9,22.9,97.5,-2,2004
10,Chicago Bulls,82,47,35,48.4,33.7,79.9,42.2,5.1,15.2,33.4,20.9,28.1,74.4,11.9,30.8,42.7,20.9,15.5,8.4,5.3,4.5,23.3,24.7,93.4,-1.1,2004
11,Boston Celtics,82,45,37,48.5,36.1,81.3,44.4,6,16.7,35.6,22.3,29.5,75.3,12.7,29.6,42.3,22.7,15.6,8.7,4.9,5.2,23.6,24.4,100.4,-0.9,2004
11,Memphis Grizzlies,82,45,37,48.1,32.7,75.8,43.2,5.2,14.8,35.1,20.5,26.6,77.1,12.1,29.1,41.2,19.9,15.9,7.5,5.8,5.8,22.6,23.3,91.1,-2.3,2004
11,Washington Wizards,82,45,37,48.2,37.8,82.3,45.9,6.4,17.5,36.4,18.9,24.8,76.2,12.4,30.6,43,23,15.9,7.1,5,4.2,24.3,22,100.8,0.3,2004
14,Indiana Pacers,82,44,38,48.5,33.8,76.6,44,4.8,13.1,36.5,20,26.9,74.3,11.9,29.5,41.3,18.8,13.9,6.7,4.9,4.4,23,23,92.2,-0.8,2004
14,Minnesota Timberwolves,82,44,38,48.2,36.2,82.6,43.8,5.7,15.7,36.3,17.2,22.9,75.2,12.6,28.8,41.4,21.7,11.7,6.6,3.9,5.5,19.9,21.6,95.3,-1.5,2004
