#,Team,GP,W,L,MIN,OPP FGM,OPP FGA,OPP FG%,OPP 3PM,OPP 3PA,OPP 3P%,OPP FTM,OPP FTA,OPP FT%,OPP OREB,OPP DREB,OPP REB,OPP AST,OPP TOV,OPP STL,OPP BLK,OPP BLKA,OPP PF,OPP PFD,OPP PTS,+/-,Year
16,Philadelphia 76ers,82,43,39,48.4,35.7,80.7,44.3,6.9,19,36.2,21.5,28,76.7,11.6,32.5,44.1,22.9,17,8.3,4.7,3.9,23.5,22.9,99.9,0.7,2004
17,Cleveland Cavaliers,82,42,40,48.4,35.5,78.6,45.2,5.1,13.7,37.6,19.5,26,75,11.4,28.3,39.8,21.2,14.8,6.7,5.1,5.6,21.6,22.6,95.7,-0.8,2004
17,New Jersey Nets,82,42,40,48.5,33,75.2,43.9,5.9,16.1,36.8,20.9,28.1,74.4,10.7,30.5,41.2,20.3,15.6,7.3,4.9,3.8,22.9,24.2,92.9,1.5,2004
19,Los Angeles Clippers,82,37,45,48.9,35.8,80.7,44.4,5.9,16.1,36.8,19,24.9,76.2,12,27.5,39.5,21.1,13.7,7.8,4.8,5.1,23.6,22.2,96.5,0.8,2004
20,Orlando Magic,82,36,46,48.1,37.6,83.2,45.1,5.4,15.7,34.3,21.2,28.1,75.4,12.5,29.6,42.1,21.3,14.5,8.5,4.3,5.4,23.4,23.6,101.8,2.2,2004
21,Golden State Warriors,82,34,48,48.5,38.2,83.4,45.8,5.5,15.1,36.3,19,25.5,74.5,12.9,33.8,46.7,22.7,15.3,7,5.1,5.1,21.7,22.4,100.9,2.2,2004
21,Los Angeles Lakers,82,34,48,48.2,38.3,84.5,45.3,6.7,18.6,36.1,18.4,23.5,78,12.5,29.9,42.4,24.4,11.8,7.6,5.1,4.2,22.1,21.9,101.7,3,2004
23,New York Knicks,82,33,49,48.5,36.6,78.7,46.5,5.7,15.6,36.4,20.9,27.6,75.6,11.8,29.9,41.7,20.7,14.6,7.3,4.7,3.2,21.2,23.7,99.7,2.4,2004
23,Toronto Raptors,82,33,49,48.3,38.2,81.8,46.7,5.3,14.9,35.6,19.6,26.4,74.4,12.1,33.2,45.3,22.1,14.4,6.2,4.4,3.9,21.9,22.9,101.4,1.6,2004
25,Milwaukee Bucks,82,30,52,48.2,37.8,81.4,46.4,5.6,16.5,34.3,19,24.7,77.1,11.4,29.4,40.8,23.8,13,7.5,4.5,3.5,23.8,21.9,100.2,3,2004
26,Portland Trail Blazers,82,27,55,48.1,37.3,83.4,44.7,5.4,15.6,34.3,17,22.6,75.5,14,28.2,42.2,23.5,13.4,8.5,5,6.6,20.4,20.8,96.9,4,2004
27,Utah Jazz,82,26,56,48.2,33.3,72.7,45.8,5.9,15.8,37.5,24.7,32.4,76.4,10.5,27.2,37.7,19.4,14.4,7.9,5.8,4.6,25.1,26.7,97.3,4.3,2004
28,Charlotte Bobcats,82,18,64,48.5,36.8,79.4,46.3,5.4,14.9,36.1,21.3,27.8,76.7,11.7,31.5,43.2,21.6,15.8,7.6,5.4,5.4,22.7,23.1,100.2,6,2004
28,New Orleans Hornets,82,18,64,48.6,34.7,76.8,45.2,6,16.4,36.7,20,25.9,77.5,11.5,30.3,41.9,21.2,14.2,7.7,5.5,3.8,21.1,23,95.5,7.1,2004
30,Atlanta Hawks,82,13,69,48.4,37.1,77.9,47.6,5.7,15,37.9,22.5,29.2,77,11,30.3,41.3,22,14.8,8.7,5.9,4.2,21.7,24.5,102.5,9.7,2004
1,Detroit Pistons,82,64,18,48.4,35.5,78.7,45.2,4,12.3,32.5,15.1,20.5,73.6,11.6,29.3,40.9,18.8,14,5.9,3.5,6,21,18.5,90.2,-6.7,2005
2,San Antonio Spurs,82,63,19,48.3,33.9,78.3,43.3,3.7,10.8,33.9,17.2,23.3,74,10.8,29.5,40.3,16.3,13.9,7.3,4.2,5.7,20.8,20.9,88.8,-6.8,2005
3,Dallas Mavericks,82,60,22,48.5,34.2,77.1,44.3,4.9,13.7,36.1,19.8,26.4,75.2,11.4,26.9,38.3,17.5,14,6.5,4.9,6,23.9,22.4,93.1,-6.1,2005
4,Phoenix Suns,82,54,28,48.7,39.5,87.1,45.4,6.3,17.4,36.3,17.4,23.9,73.1,12.5,33.4,45.9,18.9,14.9,7.2,3.4,5,19.8,20.5,102.8,-5.5,2005
5,Miami Heat,82,52,30,48.2,35,79.6,44,6,16.6,36.1,20,27.1,73.9,10.1,28.8,38.8,19.5,13,6.8,3.6,5.4,23.6,22.8,96,-3.9,2005
6,Cleveland Cavaliers,82,50,32,48.4,36,79,45.5,5.6,15.7,35.6,17.8,24,74.2,9.8,29.5,39.4,20.3,13.2,6.6,4.4,4.8,22.5,21.1,95.4,-2.2,2005
7,Memphis Grizzlies,82,49,33,48.4,32.8,75.3,43.6,5,14.9,33.4,17.9,23.7,75.4,11.3,29.3,40.6,19.6,14.8,7.3,5.6,5.4,22.8,21.4,88.5,-3.7,2005
7,New Jersey Nets,82,49,33,48.2,33.3,75.9,43.9,5.7,16.3,34.8,20.2,27.2,74.1,9.6,31.7,41.3,20,14.4,7.2,4,3.4,23,23.2,92.4,-1.4,2005
9,Los Angeles Clippers,82,47,35,48.3,35.2,81,43.5,5.8,16.7,34.7,19.4,26.5,73.2,10.5,29.7,40.1,21.5,12.8,7,4.3,6.1,21.7,22.8,95.6,-1.6,2005
10,Los Angeles Lakers,82,45,37,48.4,35.9,79.8,45,5.8,16.4,35.3,19.3,25.9,74.7,10.9,29.3,40.1,21.1,14.1,6.5,4.3,4.3,23.5,23.1,96.9,-2.5,2005
11,Denver Nuggets,82,44,38,48.6,37.4,82.5,45.4,6.5,18,35.8,18.8,25.5,73.6,11.8,30.1,41.9,23.9,16.1,7.1,5.3,5.6,23.3,22.7,100.1,-0.2,2005
11,Sacramento Kings,82,44,38,48.4,37.2,82,45.4,5.6,16,35.1,17.2,23.1,74.7,11.6,30.5,42.1,21.1,14.6,8,4.9,3.6,23,20.4,97.3,-1.5,2005
13,Washington Wizards,82,42,40,48.4,36.8,79,46.5,6.1,16.8,36.3,20.2,27.1,74.5,11.8,30.2,42,21.5,16.2,6.5,4.2,4.1,25.3,22.6,99.8,-1.9,2005
14,Chicago Bulls,82,41,41,48.5,33.8,79.5,42.6,6.1,17.4,35.1,23.4,30.1,77.7,10.7,31,41.7,20.1,15,7.5,5.1,4.2,23,24.9,97.2,-0.6,2005
14,Indiana Pacers,82,41,41,48.1,34.5,79.3,43.5,4.5,13.2,34.3,18.4,25.1,73.3,11.8,29.5,41.3,18.5,13.6,8.1,4.9,5,22,22.2,92,-1.9,2005
14,Utah Jazz,82,41,41,48.5,33.3,74.1,44.9,6,15.8,37.8,22.4,30.1,74.6,10.6,27.3,37.9,18.4,14.2,8.1,5.6,6,25.7,24.8,95,2.6,2005
17,Milwaukee Bucks,82,40,42,48.4,36.2,77.8,46.6,6,16.9,35.4,20.4,27.3,74.7,10.1,30.2,40.3,22.5,14.4,7.4,5,3.3,23.6,23.2,98.8,1,2005
18,New Orleans/Oklahoma City Hornets,82,38,44,48.3,35.2,76.7,45.9,6.7,18.1,36.7,18.7,24.6,76,10.5,30.5,41,19.3,14.6,6.4,5.3,3.8,23.3,21.8,95.6,2.8,2005
18,Philadelphia 76ers,82,38,44,48.5,37.8,81.7,46.3,6.1,17.3,35.1,19.6,25.7,76.2,11.9,30.9,42.8,23,15.5,7.7,4.7,4.9,23.1,20.9,101.3,2,2005
20,Orlando Magic,82,36,46,48.5,35,77.2,45.4,5.6,15.7,35.7,20.4,27.9,73.2,11.1,27.3,38.4,20,13.4,7.5,4.7,4.4,23.2,23.3,96,1.1,2005
21,Seattle SuperSonics,82,35,47,48.4,39,80.4,48.5,6.6,17.6,37.5,20.9,27.5,76,12.2,28.2,40.5,24.1,14.6,7.3,4.9,3.7,22.2,23.6,105.6,3,2005
22,Golden State Warriors,82,34,48,48.4,37.2,81.4,45.7,5.7,16.3,35.1,19.8,26.7,74.3,12,32.5,44.5,22.3,15.3,7,5,4.3,23.4,23.7,99.8,1.4,2005
22,Houston Rockets,82,34,48,48.4,33,77,42.9,6.6,17.9,36.9,19,26,73.1,10.7,30.2,40.9,20.1,13.3,7.1,4.5,3.9,20.9,22.7,91.7,1.6,2005
24,Boston Celtics,82,33,49,48.5,35.9,78.8,45.6,5.4,15.4,35.3,22.3,30,74.3,11.1,28.9,40,21.5,14.8,8.4,4.9,5.1,22.4,24.8,99.5,1.5,2005
24,Minnesota Timberwolves,82,33,49,48.4,34.8,79,44.1,5.5,15,36.4,18.6,25.3,73.6,11.9,29.4,41.3,19,13.9,6.6,4.6,5.7,21.2,23,93.6,1.9,2005
26,Toronto Raptors,82,27,55,48.7,38.6,78.6,49.1,6.2,16.6,37.3,20.7,27.6,74.8,10.2,31,41.1,23.6,14.2,6.3,4.4,3.3,22.4,24,104,3,2005
27,Atlanta Hawks,82,26,56,48.5,37.5,78.5,47.8,5.4,14.7,36.8,21.6,28.9,74.5,12,28.5,40.4,20.6,15,7.3,5.1,4.8,22.6,25,102,4.8,2005
27,Charlotte Bobcats,82,26,56,48.5,37.4,78.2,47.8,5.6,15.7,35.6,20.5,27.9,73.7,11.5,32.5,44,22.9,17.9,7,5.4,4.3,23.5,23.9,100.9,4,2005
29,New York Knicks,82,23,59,48.6,36.2,77.5,46.7,6.9,18.2,37.8,22.8,30.2,75.3,10.8,27.8,38.6,21.3,14.1,8.2,5.3,3.3,25.4,26.3,102,6.4,2005
30,Portland Trail Blazers,82,21,61,48.1,37,78.9,46.8,6.1,15.9,38.1,18.3,24,76,12.5,29.8,42.4,21.2,12.9,7.2,4.9,5.3,20.8,22.3,98.3,9.5,2005
1,Dallas Mavericks,82,67,15,48.2,34,76.1,44.7,4.6,13.1,34.9,20.2,27,74.6,10.2,27.9,38.1,17.9,14.5,6.9,3.8,5,22.1,22.4,92.8,-7.2,2006
2,Phoenix Suns,82,61,21,48.5,39.5,86.4,45.7,6.1,16.9,36.3,17.8,23.2,76.7,12.3,30.5,42.8,18.9,15.1,6.9,3.7,4.8,21.5,20.2,102.9,-7.3,2006
3,San Antonio Spurs,82,58,24,48.2,34.9,78.8,44.3,4.5,13.4,33.4,15.9,21.4,74,10.1,29,39.1,17.3,14.3,7.1,4.1,5.1,21.2,19.4,90.1,-8.4,2006
4,Detroit Pistons,82,53,29,48.5,34.4,77.3,44.5,5,14.7,33.9,18.1,24.5,74,11.9,29.3,41.2,20.1,14.7,6.4,3.5,5.8,20.3,20.4,91.8,-4.2,2006
5,Houston Rockets,82,52,30,48.4,34.1,79.3,42.9,5.8,16.4,35.1,18.3,24.4,74.9,9.8,31.1,40.8,19.4,14.2,7,4.3,4.1,19.9,20.9,92.1,-4.9,2006
6,Utah Jazz,82,51,31,48.3,34.4,75.5,45.5,6.2,17.4,35.5,23.7,30.9,76.7,9.9,27.1,37,18.9,15,7.6,5.3,4.1,24.5,25.2,98.6,-2.9,2006
7,Cleveland Cavaliers,82,50,32,48.5,34.6,77.3,44.8,4.9,15,32.9,18.8,25.6,73.4,9.8,30,39.9,20.1,15.3,6.6,4.3,4.3,22,21.7,92.9,-3.8,2006
8,Chicago Bulls,82,49,33,48.2,34.1,78.2,43.5,5.9,16.9,34.9,19.7,27.1,73,10.9,30,40.9,20.4,17.4,7.5,5.3,5.4,23.2,23.3,93.8,-5,2006
9,Toronto Raptors,82,47,35,48.2,37.2,80.4,46.3,6.5,18.2,35.7,17.6,23.3,75.4,10.3,32.2,42.5,21.2,15.1,6,3.9,3.9,21.8,20.4,98.5,-1,2006
10,Denver Nuggets,82,45,37,48.2,39.7,86.4,46,6.8,19.1,35.3,17.5,23.7,73.9,12.3,30,42.3,24.5,16.4,8.3,5.2,5.3,23.7,21.4,103.7,-1.6,2006
11,Miami Heat,82,44,38,48.4,35.3,79.5,44.4,6.5,18.2,35.5,18.5,24.9,74.2,11.2,30.1,41.3,20.2,14.5,6.9,3.8,5.4,21.8,21.3,95.5,0.9,2006
12,Golden State Warriors,82,42,40,48.2,38.7,83.8,46.2,7.4,20.3,36.6,22.1,29.5,75,13.1,33.3,46.4,24.7,18.6,8.3,4.9,5.7,22.3,23.6,106.9,0.3,2006
12,Los Angeles Lakers,82,42,40,48.9,37.8,81.9,46.1,6.4,17.8,35.8,21.5,28.3,76,11.6,30.6,42.2,21.9,14.7,7.9,5,5.1,23.4,23,103.4,0.1,2006
14,New Jersey Nets,82,41,41,48.5,35.5,79,45,6.3,17.7,35.7,21,27.6,76.2,10.6,30.8,41.4,22,14.5,7.1,4.5,3.3,23,22.8,98.3,0.8,2006
14,Washington Wizards,82,41,41,48.4,38.6,81.7,47.3,7.3,19.3,37.7,20.3,26.2,77.7,11.9,31.1,43,23.7,15.7,6.3,4.6,4.6,23.5,22.2,104.9,0.5,2006
16,Los Angeles Clippers,82,40,42,48.1,35.5,78.5,45.2,5.5,16.4,33.9,19.5,26.1,74.8,10.3,29,39.3,21,13.8,7.1,3.9,5.8,22.3,22.7,96.1,0.5,2006
16,Orlando Magic,82,40,42,48.2,33.4,75.5,44.2,5.6,15.9,35.3,21.6,28.4,76,10.5,27,37.6,19.6,15,8.3,4.6,5.1,23.4,23.2,94,-0.8,2006
18,New Orleans/Oklahoma City Hornets,82,39,43,48.5,36.6,80.2,45.7,6.8,19.2,35.5,17,22.4,75.9,10.4,30.4,40.8,20.8,13.6,6.8,4.8,4.2,21.1,19.8,97.1,1.6,2006
19,Indiana Pacers,82,35,47,48.2,35.7,78.2,45.7,5.3,14.3,37.2,21.2,28.2,75.3,11.2,30.5,41.6,20,15.7,7.9,5,5.5,23.7,23.3,98,2.4,2006
19,Philadelphia 76ers,82,35,47,48.5,37.1,80.1,46.3,6.1,17.4,35.3,17.7,23.5,75.4,11.8,29.3,41.1,22.3,15.6,7.4,3.9,4.8,22,20.4,98,3,2006
21,Charlotte Bobcats,82,33,49,48.8,36.6,78.7,46.5,5.5,15.2,36.3,22,29.3,75,11.3,31.2,42.6,20.9,15.8,7.4,5.3,4.5,21.8,24.2,100.6,3.7,2006
21,New York Knicks,82,33,49,48.8,36.8,80.1,46,7,18.6,37.6,19.7,26,75.5,10.8,28,38.8,21.3,13.7,7.5,5,3.2,22.9,23.6,100.3,2.9,2006
21,Sacramento Kings,82,33,49,48.3,38.4,81.4,47.2,6.8,18.6,36.5,19.5,25.8,75.7,11.1,32.3,43.4,22.4,16.3,7,4.9,3.2,24.3,21.9,103.1,1.8,2006
24,Minnesota Timberwolves,82,32,50,48.8,37.5,81.6,46,6.3,18.1,34.8,18.4,24.2,76,11.7,29.7,41.4,21.7,14.2,7.1,4.4,4,20.5,21.4,99.7,3.7,2006
24,Portland Trail Blazers,82,32,50,48.7,36.1,76.7,47.1,5.7,15.8,36.1,20.5,26.3,77.8,10.4,28.6,39,20.8,13.7,6.6,4.6,4.6,21.3,23.5,98.4,4.3,2006
26,Seattle SuperSonics,82,31,51,48.4,38.1,80.1,47.6,6.3,17.5,36.1,19.5,25.9,75.1,11.6,29.4,41,22.8,15,7.2,4.2,3.7,19.9,22,102,2.9,2006
27,Atlanta Hawks,82,30,52,48.5,36,77.3,46.6,5.7,15.1,37.6,20.7,28.2,73.4,11.6,28.9,40.5,21.1,15.2,7.3,5.1,5.4,22.6,24,98.4,4.8,2006
28,Milwaukee Bucks,82,28,54,48.4,39,81.4,48,6.9,18.7,36.8,19.1,25.7,74.2,13,30.1,43,25.3,15.7,7.5,5.3,2.7,21,22.2,104,4.4,2006
29,Boston Celtics,82,24,58,48.4,36.2,77.3,46.8,5.2,14.8,35.4,21.7,29,74.7,10.3,30.2,40.5,22.1,15.2,7.4,5.5,4.7,21.4,24,99.2,3.4,2006
30,Memphis Grizzlies,82,22,60,48.7,40.1,82.5,48.6,7,18,38.9,19.5,25.8,75.9,11.8,30.3,42,25.1,15.3,8.3,5.5,5,24.3,22.3,106.7,5.1,2006
1,Boston Celtics,82,66,16,48.2,32.4,77.3,41.9,5.9,18.7,31.6,19.6,26.3,74.3,11,27.9,38.9,18.8,16,7.2,4.7,4.6,22.2,22.7,90.3,-10.3,2007
2,Detroit Pistons,82,59,23,48.1,33.3,76.1,43.7,5,15,33.2,18.6,25,74.4,10.5,28.6,39.1,19.1,13.5,5.8,3.9,5.8,19.7,20.6,90.1,-7.4,2007
3,Los Angeles Lakers,82,57,25,48.2,38.1,85.6,44.5,6.8,18.7,36.2,18.3,24.3,75.2,12,30.7,42.8,21.9,14.2,7.7,4.5,5.3,22.6,20.6,101.3,-7.3,2007
4,New Orleans Hornets,82,56,26,48.3,37,80.5,46,6.6,18.9,35.1,14.8,19.3,77.1,9.9,30.9,40.8,21.7,13.9,5.7,4,3.9,19.2,18.7,95.6,-5.3,2007
4,San Antonio Spurs,82,56,26,48.1,34.8,78.4,44.4,5.1,15,34.2,15.8,20.9,75.6,9.5,30.8,40.3,18.2,12.9,6.9,4.4,4.1,19.8,18.7,90.6,-4.8,2007
6,Houston Rockets,82,55,27,48.1,34.8,80.4,43.3,5.3,14.5,36.5,17.2,23.3,73.7,10.9,29.8,40.7,18.9,13.3,7.6,4.6,5.1,19.7,19.6,92,-4.7,2007
6,Phoenix Suns,82,55,27,48.2,41.1,90,45.6,5.7,16.2,35.3,17.2,22.9,74.9,13.4,30.5,43.9,19.6,13.4,7.3,3.8,6.3,21.1,19.9,105,-5,2007
8,Utah Jazz,82,54,28,48.1,35.3,76.7,46.1,6.2,17.3,35.7,22.5,30.1,74.9,10.3,27.5,37.8,19.9,15.9,7.5,5.1,4.3,23.1,24,99.3,-6.9,2007
9,Orlando Magic,82,52,30,48.2,37.3,83.6,44.6,6.3,17.6,35.8,18.2,24.1,75.4,11,30.7,41.7,21.5,13.2,7.1,4.2,4.1,23.1,20.6,99,-5.5,2007
10,Dallas Mavericks,82,51,31,48.1,35.4,79.9,44.3,5,14.2,34.9,20.1,26.4,76,10.8,29.5,40.3,18.9,12.2,6.5,4.4,4.9,21.2,21.8,95.9,-4.5,2007
11,Denver Nuggets,82,50,32,48.4,40.7,89.1,45.7,7.6,20.9,36.3,18.1,24.7,73,12.7,32.7,45.4,25.7,16.4,7.9,4.8,6.7,23.8,21.1,107,-3.7,2007
12,Golden State Warriors,82,48,34,48.2,39.9,85.3,46.8,7,19,36.8,22,29,75.9,12.8,34.2,47,23.6,16.9,6.9,5,4.6,21.2,22.9,108.8,-2.2,2007
13,Cleveland Cavaliers,82,45,37,48.4,35.8,78.8,45.5,6.2,17.3,35.7,18.9,25.2,74.8,9.9,30.5,40.4,21,13.3,6.8,4.7,5.2,20.3,20.9,96.7,0.4,2007
14,Washington Wizards,82,43,39,48.5,36.8,79.7,46.1,8.3,21.6,38.6,17.3,22.9,75.4,11,30.2,41.2,23.9,14,6.5,4.4,4.8,20.2,19.6,99.2,0.3,2007
15,Portland Trail Blazers,82,41,41,48.5,36.4,80.7,45.1,6.5,18.3,35.6,17.1,22.3,76.6,11.7,30.1,41.7,20.9,12.5,6,3.7,4.4,20.2,20,96.3,1,2007
15,Toronto Raptors,82,41,41,48.4,36.7,80.1,45.8,7.5,20.5,36.8,16.4,21.1,77.6,10.1,31.5,41.6,21.9,14,5.7,4.1,4.1,18.4,19.5,97.3,-2.9,2007
17,Philadelphia 76ers,82,40,42,48.2,36.6,79.3,46.1,6.8,18.9,36,16.2,21,77.2,11.3,28,39.2,23.2,15.7,6.7,5.1,4.9,20.8,19.8,96.2,-0.4,2007
18,Sacramento Kings,82,38,44,48.4,38.3,82.1,46.6,7.3,19.5,37.3,21,27.9,75.3,11.8,30.1,41.9,22.9,15.2,8.1,5.5,4.1,23.1,22.4,104.8,2.3,2007
19,Atlanta Hawks,82,37,45,48.4,38,82.1,46.3,6.2,17.2,36.2,17.8,23.7,75.2,11.8,29.1,40.9,22.3,13.7,7.5,5.1,5.5,21.9,20.4,100,1.8,2007
20,Indiana Pacers,82,36,46,48.2,37.7,83.1,45.4,7.4,19.2,38.6,22.6,29.8,75.7,11.3,34.1,45.5,22.2,15.8,8.1,5.1,5,21.7,23.4,105.4,1.4,2007
21,New Jersey Nets,82,34,48,48.4,36.4,79.8,45.6,6.5,17.7,36.9,21.6,28.2,76.8,10.9,30.7,41.6,22.1,13.4,8.1,4.4,4.8,22.4,22.6,100.9,5.1,2007
22,Chicago Bulls,82,33,49,48.3,36.4,80.3,45.3,7,18.6,37.5,20.7,27,76.6,11.1,31.5,42.6,21.9,15.3,7.9,5.7,5.2,21.3,21.8,100.4,3.1,2007
23,Charlotte Bobcats,82,32,50,48.5,38,81.5,46.6,6.3,17.8,35.5,19.2,25.6,74.7,12.2,31.6,43.7,21.8,14.4,7.6,5.8,4.9,21,21.7,101.4,4.4,2007
24,Milwaukee Bucks,82,26,56,48.4,38.4,80,48,7.2,18.7,38.4,20,26.1,76.6,10.6,30,40.7,23.3,13.7,7.9,4.9,4.4,21.1,21.3,103.9,6.9,2007
25,Los Angeles Clippers,82,23,59,48.3,38,81.3,46.7,5.9,17,34.9,19.2,25.6,75.1,11.2,32.4,43.6,22.4,13.6,7.2,4.7,4.9,21.6,21.3,101.1,7.3,2007
25,New York Knicks,82,23,59,48.5,38.8,81.8,47.4,7.2,19.4,36.9,18.7,25.3,73.9,11.3,31.4,42.6,21.6,12.8,7.6,5.2,2.6,20.3,21.5,103.5,6.6,2007
27,Memphis Grizzlies,82,22,60,48.3,41.4,86.3,48,7.2,19.8,36.4,16.9,21.8,77.4,11.4,33.2,44.5,23.9,13.4,8.7,4.9,4.7,22.5,19.4,106.9,6.2,2007
27,Minnesota Timberwolves,82,22,60,48.1,37.3,79,47.2,6.6,18.5,35.7,21.2,27.6,76.9,10.6,31,41.7,23.2,13.5,7.4,5.7,3.7,17.5,23,102.4,6.8,2007
29,Seattle SuperSonics,82,20,62,48.4,40.1,87,46.1,7.4,19.2,38.5,18.7,25,74.9,11.7,32.4,44.1,24.4,13.2,8.6,5.4,4.9,19.6,20.5,106.3,8.8,2007
30,Miami Heat,82,15,67,48.4,36.9,79,46.8,6.7,18.3,36.9,19.4,25.7,75.5,11.2,31.9,43.1,22.2,14.2,7.7,4.2,4.3,20.1,20.4,100,8.6,2007
1,Cleveland Cavaliers,82,66,16,48.2,33.8,78.6,43.1,5.9,17.6,33.3,17.8,23.1,77,10.7,28.2,38.9,19.1,13.9,6.3,4.1,5.3,20.3,20.3,91.4,-8.9,2008
2,Los Angeles Lakers,82,65,17,48.2,37.2,83.2,44.7,7.1,20.7,34.5,17.7,23.5,75.3,11.7,29.8,41.5,22.6,15.5,7.7,4.8,5.1,22.1,20.7,99.3,-7.7,2008
3,Boston Celtics,82,62,20,48.5,33.7,78.3,43.1,6.2,17.7,34.9,19.8,25.7,77.1,10.2,27.4,37.6,18.9,14.6,7.1,4.7,4.7,22.2,23.1,93.4,-7.5,2008
4,Orlando Magic,82,59,23,48.1,35.8,82.7,43.3,5.4,15.8,34.2,17.3,23,75.5,10.5,31.6,42.1,18.1,13.1,6.9,3.8,5.4,22.4,20.3,94.4,-6.7,2008
5,Denver Nuggets,82,54,28,48.1,36.2,82.2,44,7.3,20,36.6,21.2,27.2,78.2,12.1,29.2,41.2,21.4,15.4,7.9,5.5,6,23.7,22.9,100.9,-3.4,2008
5,Portland Trail Blazers,82,54,28,48.4,35.4,76.9,46,5.9,15.9,37.4,17.4,21.7,80.3,9.6,26.7,36.3,19.4,13.2,6.3,3.9,4.9,21.1,20.4,94.1,-5.3,2008
5,San Antonio Spurs,82,54,28,48.5,36.3,80.1,45.3,5.5,14.4,37.9,15.3,19.9,76.9,9.1,31.3,40.4,18.1,11.7,6.5,4.3,4,18.4,18.9,93.3,-3.8,2008
8,Houston Rockets,82,53,29,48.3,36.5,82.1,44.4,5.7,15.8,35.7,15.8,21.1,74.9,10.6,29.3,39.9,19.8,12.3,7.2,5.3,4.3,20.6,18.9,94.4,-4,2008
9,Dallas Mavericks,82,50,32,48.3,37.5,82.3,45.5,6.3,16.8,37.5,18.6,23.3,79.8,10.8,30.6,41.4,19.6,13,7.2,4.1,5.2,20.1,19.5,99.8,-2,2008
10,New Orleans Hornets,82,49,33,48.2,34.8,77.2,45,7,19.8,35.4,17.7,22.9,77.3,10,30,40,20.1,13.3,5.8,3.5,4.1,20.4,20.3,94.3,-1.5,2008
11,Utah Jazz,82,48,34,48.5,36.8,79.4,46.4,6.5,18,36.1,20.8,27.2,76.3,11.1,29.2,40.3,20,16.1,8,5.2,4.6,24,22.3,100.9,-2.6,2008
12,Atlanta Hawks,82,47,35,48.1,36.6,80.6,45.4,6.4,18.2,35.3,16.9,22,76.9,11.6,30.3,41.9,20.8,13.7,6.5,4.3,4.6,20.5,19.6,96.5,-1.6,2008
13,Phoenix Suns,82,46,36,48.2,40,85.7,46.7,7.6,19.9,38.3,19.9,25.7,77.5,12.1,28.7,40.8,21.2,14.2,8.6,4.5,5.1,22.9,20.6,107.5,-1.9,2008
14,Miami Heat,82,43,39,48.7,35.6,78.2,45.5,7.2,18.5,38.9,19.6,25.4,77.1,10.9,30.9,41.9,20.1,15.2,6.4,4.1,5.5,19.9,20.7,98,-0.3,2008
15,Chicago Bulls,82,41,41,48.6,38.3,83.7,45.8,5.9,17.1,34.7,19.9,25.3,78.6,12.4,30.4,42.8,21,14.4,7.6,5.5,5.5,20.8,20.8,102.5,0.3,2008
15,Philadelphia 76ers,82,41,41,48.2,36.5,79.1,46.2,7.1,19.5,36.7,17.1,21.9,78.2,11.4,27.9,39.3,21.9,15.6,7,4.9,5.1,21.8,20.1,97.3,-0.1,2008
17,Detroit Pistons,82,39,43,48.5,35.1,77.8,45.1,5.3,15,35.4,19.3,24.9,77.5,10.5,29.9,40.4,20.1,11.8,5.6,4.2,4.6,19.7,20.9,94.7,0.5,2008
18,Indiana Pacers,82,36,46,48.4,38.3,83.7,45.8,6.9,18.5,37.5,22.6,29.6,76.4,11.1,33,44.1,21.1,14,7.7,5.4,5.3,20.6,23.1,106.2,1.1,2008
19,Charlotte Bobcats,82,35,47,48.6,35.2,77.4,45.4,6.8,18.6,36.6,17.8,23.5,75.6,10.7,28.2,38.9,19.6,14.7,7.6,6,4.8,20.9,21.4,94.9,1.3,2008
20,Milwaukee Bucks,82,34,48,48.2,34.8,76,45.8,6.9,18.1,37.8,23.9,30.2,79.1,10.1,30.8,41,21.1,16.5,7.5,4.6,3.8,22.5,24.2,100.4,1.1,2008
20,New Jersey Nets,82,34,48,48.4,36,77.9,46.2,7.3,18.7,39.1,21.2,27.8,76.2,10.6,30.8,41.4,21.9,13.5,6.9,4.8,4.8,20.5,22.4,100.5,2.4,2008
22,Toronto Raptors,82,33,49,48.3,38.7,83.3,46.5,7.7,20.9,36.7,16.8,21.5,78.4,10.9,31,41.9,23,13.3,6.4,4.7,4.8,20.1,19.4,101.9,2.8,2008
23,New York Knicks,82,32,50,48.3,41.2,85.9,48,7,19.8,35.1,18.5,24.4,75.8,11.6,34.5,46.1,21.6,14.5,8,5.3,2.5,19.4,20.4,107.8,2.6,2008
24,Golden State Warriors,82,29,53,48.5,41.5,88.7,46.8,7.1,18.7,38,22.3,28.6,77.9,14.2,32.9,47.1,24.1,15,7.9,5,6.4,23.5,22.5,112.3,3.7,2008
25,Memphis Grizzlies,82,24,58,48.3,36.8,77.8,47.3,6.5,18.4,35.5,19.2,24.9,77,10.3,29.6,39.9,21.2,14.6,7.7,5.4,4.7,21.8,21.7,99.3,5.5,2008
25,Minnesota Timberwolves,82,24,58,48.3,37.9,80,47.4,6.5,17.3,37.7,20.3,26.2,77.8,9.9,31,40.9,21.5,12.5,7.4,5.9,3.9,20,21.8,102.7,4.9,2008
