#,Team,GP,W,L,MIN,OPP FGM,OPP FGA,OPP FG%,OPP 3PM,OPP 3PA,OPP 3P%,OPP FTM,OPP FTA,OPP FT%,OPP OREB,OPP DREB,OPP REB,OPP AST,OPP TOV,OPP STL,OPP BLK,OPP BLKA,OPP PF,OPP PFD,OPP PTS,+/-,Year
26,Minnesota Timberwolves,82,29,53,48.5,40,84.9,47.1,9,25.5,35.5,17,22.5,75.7,10.7,31.2,41.9,22.6,14.9,7.8,5.2,4.6,21.6,20.7,106,3.5,2015
27,Phoenix Suns,82,23,59,48.1,39.1,83.8,46.7,9.4,24.9,37.7,19.9,26.5,74.9,9.9,33.8,43.7,22.4,14.9,9.5,5.5,3.8,21.6,22.7,107.5,6.7,2015
28,Brooklyn Nets,82,21,61,48.2,40.8,85.2,47.9,9.5,25.6,36.9,15,19.6,76.3,10.2,33.2,43.4,24.5,14.2,8.8,5.2,4,18.4,18,106,7.4,2015
29,Los Angeles Lakers,82,17,65,48.1,40.5,85.6,47.3,8.5,24.6,34.7,17.3,23.7,73.1,10.9,35.5,46.5,24.7,12.6,7.5,5.6,4.1,19.2,20.3,106.9,9.6,2015
30,Philadelphia 76ers,82,10,72,48.3,39.7,85.4,46.4,7.8,21.7,35.9,20.5,26.1,78.6,11.1,36.4,47.6,23.4,15.1,8.7,5.7,6,19.2,21.7,107.6,10.2,2015
1,Golden State Warriors,82,67,15,48.2,38.8,89.2,43.5,9,27.8,32.4,17.7,23.2,76.1,11.7,31.8,43.5,22.7,15.5,8.6,3.8,6.8,19.4,19.3,104.3,-11.6,2016
2,San Antonio Spurs,82,61,21,48.3,37,83.4,44.3,8.1,23.7,34.4,16,20.8,77.1,9.8,31.7,41.5,21.4,14.4,7.5,4.1,5.9,19.8,18.3,98.1,-7.2,2016
3,Houston Rockets,82,55,27,48.2,41.2,88.9,46.3,10,29.1,34.3,17.3,22.2,77.8,10.7,33.4,44.1,24.1,15.1,8.5,5,4.3,20.4,19.9,109.6,-5.8,2016
4,Boston Celtics,82,53,29,48.2,38.6,85.8,45,9,27,33.2,19.1,24.9,76.9,10.8,33.8,44.5,22.6,13.9,7.6,5.2,4.1,20.3,20.6,105.4,-2.6,2016
5,Cleveland Cavaliers,82,51,31,48.5,40.6,88.8,45.8,10.4,28.7,36.1,15.5,20,77.3,11,33.2,44.2,24.7,12.6,7.3,4.3,4,20.6,18.1,107.2,-3.2,2016
5,LA Clippers,82,51,31,48.2,38.6,85.4,45.2,9.2,26.3,35,18,23.4,77.2,10.2,32.9,43.1,23.1,13.2,7,3.1,4.2,22.4,19.8,104.4,-4.3,2016
5,Toronto Raptors,82,51,31,48.2,37.2,82.9,44.9,9.7,27.3,35.4,18.5,23.8,78,10.1,31.9,42.1,21.8,14.6,6.7,4.8,4.9,20.3,20.8,102.6,-4.2,2016
5,Utah Jazz,82,51,31,48.2,36.3,82,44.3,8.2,22.9,35.8,16,20.7,76.9,9,31.1,40.2,17.8,12.1,7.3,3.8,5,20.2,18.8,96.8,-3.9,2016
9,Washington Wizards,82,49,33,48.4,39.7,85.1,46.6,9.9,27.1,36.4,18.2,24.2,75.1,10.6,32.5,43,22.8,15.3,7.4,4.6,4.1,19.8,21.3,107.4,-1.8,2016
10,Oklahoma City Thunder,82,47,35,48.3,39.2,85.3,45.9,8.8,24.8,35.6,18.6,24.3,76.4,9.1,31.5,40.6,21.4,13.8,8.5,5.5,5,20.7,20.9,105.8,-0.8,2016
11,Atlanta Hawks,82,43,39,48.5,38.8,87.3,44.4,10.9,30.5,35.7,15.6,20.2,77.2,10.7,33.2,43.9,23.4,15.4,9,5.2,4.8,21.6,18.2,104,0.9,2016
11,Memphis Grizzlies,82,43,39,48.5,34.9,78.8,44.3,9.9,28,35.4,20.2,26.9,75.3,9.3,32.8,42.1,20.1,14.3,7,5,4.2,20.8,22.4,100,-0.5,2016
13,Indiana Pacers,82,42,40,48.4,38,84.3,45.1,10.4,29.1,35.5,19,24.1,78.9,10.7,33.5,44.3,22.3,14.9,8.1,5,5,19.5,19.5,105.3,0.2,2016
13,Milwaukee Bucks,82,42,40,48.2,38,82.9,45.8,10,28.2,35.3,17.9,23.2,77.1,10.3,32.1,42.4,24.1,14.7,7.4,4.6,5.3,19.3,20.2,103.8,0.2,2016
15,Chicago Bulls,82,41,41,48.2,39.5,86.6,45.6,8.9,25.9,34.5,14.6,19,77,10.3,32.9,43.2,23.6,13.4,7.3,4.6,4.8,18.8,17.7,102.4,-0.4,2016
15,Miami Heat,82,41,41,48.2,37.9,84.2,45,7.8,22.7,34.3,18.5,23.7,78.2,10.2,33.4,43.6,19.6,13.7,6.8,4.9,5.7,18.7,20.5,102.1,-1.1,2016
15,Portland Trail Blazers,82,41,41,48.6,39.2,86.2,45.5,9.3,25.1,37,20.8,26.5,78.5,10.1,33.9,44,20.6,12.8,7.7,5.3,5,19.8,21.2,108.5,0.5,2016
18,Denver Nuggets,82,40,42,48.2,42.1,88.4,47.7,9.9,26.3,37.5,17.1,21.9,78.2,9.4,31.4,40.8,24,12,8.3,4.9,3.9,20.2,19.1,111.2,-0.5,2016
19,Detroit Pistons,82,37,45,48.3,38.3,83.3,46,9.4,25.6,36.6,16.4,21,78,8,34.9,42.9,23.5,12.8,6.7,4.1,3.8,17.5,17.9,102.5,1.1,2016
20,Charlotte Hornets,82,36,46,48.4,39.5,86.5,45.6,11.6,31.4,36.9,14.2,18.2,77.6,8.9,35.5,44.4,24.5,13.1,6.6,5.5,4.8,19.9,16.6,104.7,-0.2,2016
21,New Orleans Pelicans,82,34,48,48.5,40.1,89,45,10.5,29.8,35.3,15.8,20.7,76.2,10.6,37.7,48.3,23.4,14,7.4,4.2,5.5,19.3,18.2,106.4,2.1,2016
22,Dallas Mavericks,82,33,49,48.2,37,79,46.9,9.6,25.3,38,17.2,22.3,77.2,8.9,35.6,44.5,21.3,14.9,6.5,3.4,3.7,19.4,19.1,100.8,2.9,2016
23,Sacramento Kings,82,32,50,48.5,38.5,83.2,46.2,10.9,30,36.4,18.9,24.2,77.8,10.1,32.8,42.9,23.7,14,8.5,5.1,4,20.1,20.3,106.7,3.9,2016
24,Minnesota Timberwolves,82,31,51,48.3,39.6,83.3,47.5,9.9,27,36.6,17.6,22.9,76.8,9.8,30.6,40.4,23.1,14.3,7.7,5,4.5,20.5,20.1,106.7,1.1,2016
24,New York Knicks,82,31,51,48.4,39.7,87.4,45.5,9.8,28.2,34.8,18.7,24.2,77.1,11.6,33.1,44.7,21.8,12.9,7.5,4.6,5.5,18.5,20.3,108,3.7,2016
26,Orlando Magic,82,29,53,48.3,40.3,86.4,46.7,9.7,26.4,36.7,17.4,22.7,76.6,9.7,35.8,45.5,23.6,13,7.6,5.1,4.8,18.7,19.3,107.6,6.6,2016
27,Philadelphia 76ers,82,28,54,48.4,39.6,85.9,46.1,8.9,24.9,35.7,20.1,26,77.3,10.8,34.2,45,22.7,15.1,8.6,5.4,5.1,19.6,21.9,108.1,5.7,2016
28,Los Angeles Lakers,82,26,56,48.1,41.5,86,48.3,10.1,27.4,37,18.3,24,76.2,10.3,34.2,44.4,25.7,14.5,8.5,5.4,3.9,18.5,20.7,111.5,6.9,2016
29,Phoenix Suns,82,24,58,48.4,40.2,86.2,46.7,10.1,26.3,38.2,22.8,29.1,78.3,10.2,33.8,44,22.2,14.9,8.1,5.3,4.9,22.2,24.8,113.3,5.6,2016
30,Brooklyn Nets,82,20,62,48.2,41.6,90.8,45.8,10,27.2,36.6,19.3,25,77.2,11,36.2,47.2,23,13.3,9.5,5.6,4.7,20.4,21,112.5,6.7,2016
1,Houston Rockets,82,65,17,48.2,39.6,85.6,46.2,10.1,28.8,35.1,14.6,19.6,74.6,8.7,33.4,42,22.4,14.5,7.4,4.4,4.8,20.4,19.5,103.9,-8.5,2017
2,Toronto Raptors,82,59,23,48.4,38.4,85.6,44.9,8.9,25,35.7,18.2,23.7,76.7,9.8,32.6,42.4,21.8,14.3,7.2,4.9,6.1,19.9,21.7,103.9,-7.8,2017
3,Golden State Warriors,82,58,24,48.1,40.2,90,44.7,10.4,29.2,35.7,16.7,22,75.8,10.9,31.6,42.5,23.6,14.3,8.7,3.7,7.5,18.5,19.6,107.5,-6,2017
4,Boston Celtics,82,55,27,48.3,37.4,85,44,9.4,27.7,33.9,16.3,21.3,76.3,9.6,34.2,43.8,21.3,14.1,7.2,4.4,4.5,19.2,19.7,100.4,-3.6,2017
5,Philadelphia 76ers,82,52,30,48.2,38,87.6,43.4,10.1,29.6,34.2,19.1,25.6,74.5,10,32.2,42.2,21.7,14.3,8.5,5.1,5.1,20.4,22.1,105.3,-4.5,2017
6,Cleveland Cavaliers,82,50,32,48.1,41.8,88.3,47.4,11.7,31.7,36.8,14.6,19.4,75.6,9.9,33.7,43.6,25.9,13.5,7.5,4.1,3.8,20.7,18.6,109.9,-0.9,2017
7,Portland Trail Blazers,82,49,33,48.2,38.4,85.9,44.7,9.7,26.6,36.4,16.6,22,75.5,9.3,33.6,42.9,20.2,12.6,7.3,5.1,5.2,19.1,19.5,103,-2.6,2017
8,Indiana Pacers,82,48,34,48.2,39.4,84.8,46.5,10.6,30.4,34.9,14.8,19.5,75.7,10.2,32.7,43,23.2,15.5,7,5.2,4.1,18.5,18.8,104.2,-1.4,2017
8,New Orleans Pelicans,82,48,34,48.7,41.7,91.9,45.4,10.9,30.6,35.5,16.1,20.5,78.4,10.8,34.7,45.5,23.7,14.5,8.2,4.2,5.9,20.4,19.1,110.4,-1.3,2017
8,Oklahoma City Thunder,82,48,34,48.4,38.5,84,45.8,11.2,30.6,36.7,16.2,21.1,76.9,9.5,32.6,42.2,23.3,16,7.7,4.6,5,21.3,20.2,104.4,-3.4,2017
8,Utah Jazz,82,48,34,48.2,37.3,83,44.9,9.5,26,36.5,15.8,20.5,77.1,8.7,33,41.6,20,14.9,8.3,4.6,5.1,20.5,19.6,99.8,-4.3,2017
12,Minnesota Timberwolves,82,47,35,48.3,40.2,84.7,47.5,10.9,29.6,36.6,16,20.5,77.9,9.8,32,41.8,23.9,15.1,6.5,4.7,4.2,20.9,18.2,107.3,-2.2,2017
12,San Antonio Spurs,82,47,35,48.1,38.2,84.3,45.3,9.1,26.3,34.8,14.3,18.9,75.9,9.2,33.3,42.5,21.8,14.1,7.6,3.9,5.6,19.7,17.2,99.8,-2.9,2017
14,Denver Nuggets,82,46,36,48.5,41.3,86.7,47.6,10.9,28.8,37.8,15,20.4,73.8,9.8,31.9,41.6,24.7,13.8,8,4.8,4.9,20.7,18.7,108.5,-1.5,2017
15,Miami Heat,82,44,38,48.6,37.7,83.8,45,9.6,26.6,36,18,23,78.3,9.1,34,43.1,21,14.1,7.5,4.6,5.3,19.4,20.1,102.9,-0.5,2017
15,Milwaukee Bucks,82,44,38,48.4,39.1,83.7,46.8,10.1,27.1,37.2,18.4,23.5,78.3,10,32.8,42.7,23.6,15.6,7.1,4.5,5.4,19.9,21.4,106.8,0.3,2017
17,Washington Wizards,82,43,39,48.4,39,84.4,46.2,10.2,29.2,34.9,17.9,23.5,76.1,9.8,32.7,42.5,22.3,14.9,7.8,4.7,4.3,20,21.3,106,-0.6,2017
18,LA Clippers,82,42,40,48.1,40.2,87.7,45.9,10.7,30.2,35.6,17.8,22.7,78.2,10.6,33,43.6,24.6,14.1,8.5,5.6,4.5,22,20,109,0,2017
19,Detroit Pistons,82,39,43,48.3,39.1,85.2,45.9,11.1,30.8,35.9,14.6,18.9,77.6,9.2,34.5,43.8,25.2,14.8,7.3,4.9,3.9,18.4,18.4,103.9,0.1,2017
20,Charlotte Hornets,82,36,46,48.2,41.1,87.8,46.8,11.3,30.1,37.5,14.5,18.2,79.5,8.4,35.3,43.7,24.7,13.6,6.6,4.9,4.5,22.4,17.2,108,-0.3,2017
21,Los Angeles Lakers,82,35,47,48.5,41,89.9,45.6,10.4,30.1,34.6,17.1,22.5,76.1,10.2,34.6,44.8,23.6,14.3,8.3,5.5,4.7,20.5,21.2,109.6,1.5,2017
22,New York Knicks,82,29,53,48.4,39.4,86.3,45.7,11.2,30.4,36.8,18,23.2,77.4,10.2,33,43.2,24,13.3,8.2,4.7,5.1,18.4,20.5,108,3.6,2017
23,Brooklyn Nets,82,28,54,48.4,41.7,89.4,46.6,9,24.5,36.9,17.9,23.4,76.6,10.4,36.4,46.8,21.7,12.4,7.7,5.5,4.8,19.7,20.6,110.3,3.7,2017
24,Chicago Bulls,82,27,55,48.4,41,86.8,47.2,12.1,32.7,37,15.9,20.2,78.7,8.4,37.2,45.7,25.9,13.6,7.2,5.2,3.5,17.4,19.2,110,7,2017
24,Sacramento Kings,82,27,55,48.2,38.7,82.4,47,11.9,31.5,37.7,16.4,21.5,76.5,9.1,34.7,43.8,23.6,14.3,7.8,4.7,4.1,17.3,20,105.8,7,2017
26,Orlando Magic,82,25,57,48.1,40.9,87.5,46.8,10,27.6,36.2,16.4,21.2,77.3,10.6,35.3,45.9,24.4,14.2,7.8,4.9,4.9,19,19.3,108.2,4.8,2017
27,Atlanta Hawks,82,24,58,48.1,40.7,86.7,46.9,11.6,30.7,37.7,15.9,20.6,77.2,10.3,34,44.2,26.1,15.1,8.7,5.5,4.2,20.3,19.6,108.8,5.5,2017
27,Dallas Mavericks,82,24,58,48.3,39.3,83.8,46.9,10.7,29.4,36.3,16.2,21.4,75.7,8.8,36.9,45.8,23.5,13.7,7.2,4.5,3.8,19.6,19.2,105.4,3,2017
29,Memphis Grizzlies,82,22,60,48.1,37.1,80.3,46.2,10.7,29,36.8,20.6,26.8,76.9,9.5,33,42.5,22.1,14.8,8.1,5.1,4.8,20.4,23.2,105.5,6.2,2017
30,Phoenix Suns,82,21,61,48.1,41.8,88.7,47.1,10.9,29.2,37.3,18.8,24.6,76.6,10.4,35.4,45.9,23.3,13.4,8.7,6,4.5,20.9,22,113.3,9.4,2017
1,Milwaukee Bucks,82,60,22,48.2,40.5,93.5,43.3,13.1,36.3,36.1,15.1,20.7,73.3,9.9,35.4,45.3,24.8,13.4,6.8,4.8,5.9,20.2,19.6,109.3,-8.9,2018
2,Toronto Raptors,82,58,24,48.5,40.3,89.7,44.9,10.8,31.2,34.5,17.1,22.3,76.5,10.6,34.2,44.8,24.5,14.9,7.6,4.5,5.3,20.5,21,108.4,-6.1,2018
3,Golden State Warriors,82,57,25,48.3,40.4,91.1,44.4,11.6,33.6,34.7,18.7,24.2,77.3,10.8,33.5,44.3,24.3,13.5,7.7,3.6,6.4,19.5,21.4,111.2,-6.5,2018
4,Denver Nuggets,82,54,28,48.1,39.6,86.4,45.8,10.8,31.9,33.9,16.7,22.2,75.3,9.7,32.7,42.5,24.6,13.5,7.4,5,4.4,20.4,20,106.7,-4,2018
5,Houston Rockets,82,53,29,48.4,40.4,86.7,46.6,10.1,29.8,34,18.2,23.7,76.8,11,34.5,45.4,23.5,15,7.4,4.5,4.9,20,22,109.1,-4.8,2018
5,Portland Trail Blazers,82,53,29,48.4,41.1,90,45.7,10.7,29.8,35.9,17.5,22.8,77,10.3,32.6,42.8,23.2,12.4,7.4,5.1,5,20.7,20.4,110.5,-4.2,2018
7,Philadelphia 76ers,82,51,31,48.3,41.7,91.5,45.5,10.3,30,34.2,18.8,24.5,76.8,10,33.5,43.5,23.4,12.7,7.7,4.1,5.3,22.1,21.3,112.5,-2.7,2018
8,Utah Jazz,82,50,32,48.2,40,88.5,45.2,9.8,27.7,35.5,16.7,22.2,75.3,8.9,33.7,42.6,21.6,13.9,8.5,4.6,5.9,22.4,21.1,106.5,-5.3,2018
