#,Player,Team,Age,GP,W,L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-
32,Kyle Lowry,TOR,34,58,41,17,36.2,19.4,5.8,13.8,41.6,2.8,8.0,35.2,5.1,5.9,85.7,0.6,4.5,5.0,7.5,3.1,1.4,0.4,3.3,39.2,15,2,4.7
33,Jrue Holiday,NOP,30,61,26,35,34.7,19.1,7.5,16.5,45.5,2.0,5.7,35.3,2.1,3.0,70.9,1.3,3.5,4.8,6.7,3.0,1.6,0.8,2.4,39.1,10,1,0.6
34,Clint Capela,ATL,26,39,22,17,32.8,13.9,6.3,9.9,62.9,0.0,0.0,0.0,1.4,2.7,52.9,4.3,9.5,13.8,1.2,1.6,0.8,1.8,2.6,38.8,27,0,1.5
35,De'Aaron Fox,SAC,22,51,20,31,32.0,21.1,7.7,16.0,48.0,1.1,3.6,29.2,4.7,6.7,70.5,0.7,3.2,3.8,6.8,3.1,1.5,0.5,2.8,38.7,9,0,-2.4
36,DeMar DeRozan,SAS,30,68,31,37,34.1,22.1,8.2,15.4,53.1,0.1,0.5,25.7,5.6,6.6,84.5,0.6,4.9,5.5,5.6,2.4,1.0,0.3,2.6,38.7,7,0,-1.7
37,D'Angelo Russell,MIN,24,45,11,34,32.3,23.1,8.0,18.8,42.6,3.5,9.6,36.7,3.6,4.4,80.9,0.4,3.6,3.9,6.3,3.3,1.1,0.3,1.9,38.1,3,0,-5.6
39,Paul George,LAC,30,48,34,14,29.6,21.5,7.1,16.3,43.9,3.3,7.9,41.2,4.0,4.5,87.6,0.5,5.2,5.7,3.9,2.6,1.4,0.4,2.4,37.0,5,0,5.4
40,LaMarcus Aldridge,SAS,34,53,23,30,33.1,18.9,7.4,15.0,49.3,1.2,3.0,38.9,3.0,3.6,82.7,1.9,5.5,7.4,2.4,1.4,0.7,1.6,2.4,37.0,14,0,-2.4
41,Donovan Mitchell,UTA,23,69,43,26,34.3,24.0,8.7,19.4,44.9,2.5,6.9,36.6,4.0,4.7,86.3,0.8,3.6,4.4,4.3,2.7,1.0,0.2,2.5,36.6,1,0,1.6
42,Chris Paul,OKC,35,70,44,26,31.5,17.6,6.2,12.7,48.9,1.6,4.3,36.5,3.6,4.0,90.7,0.4,4.6,5.0,6.7,2.3,1.6,0.2,2.3,36.6,10,0,4.7
43,Andrew Wiggins,GSW,25,54,15,39,34.4,21.8,8.1,18.1,44.7,2.1,6.2,33.2,3.5,5.0,70.9,1.2,3.9,5.1,3.7,2.4,0.8,1.0,2.4,36.3,4,1,-3.7
44,Fred VanVleet,TOR,26,54,40,14,35.7,17.6,5.9,14.3,41.3,2.7,6.9,39.0,3.1,3.7,84.8,0.3,3.4,3.8,6.6,2.2,1.9,0.3,2.4,36.3,8,0,3.8
45,CJ McCollum,POR,28,70,34,36,36.5,22.2,8.7,19.4,45.1,2.8,7.3,37.9,2.0,2.6,75.7,0.7,3.6,4.2,4.4,1.8,0.8,0.6,2.6,36.3,4,0,0.2
46,Julius Randle,NYK,25,64,21,43,32.5,19.5,7.2,15.7,46.0,1.0,3.6,27.7,4.0,5.5,73.3,2.4,7.4,9.7,3.1,3.0,0.8,0.3,2.8,36.2,30,0,-3.8
47,Khris Middleton,MIL,28,62,46,16,29.9,20.9,7.6,15.3,49.7,2.4,5.7,41.5,3.4,3.7,91.6,0.7,5.5,6.2,4.3,2.2,0.9,0.1,2.3,35.4,7,0,8.1
48,Tobias Harris,PHI,27,72,43,29,34.3,19.6,7.7,16.3,47.1,1.8,5.0,36.7,2.4,3.0,80.6,1.0,5.9,6.9,3.2,1.4,0.7,0.6,2.3,35.0,11,0,2.2
49,Spencer Dinwiddie,BKN,27,64,30,34,31.2,20.6,6.6,16.0,41.5,1.9,6.3,30.8,5.4,7.0,77.8,0.5,3.0,3.5,6.8,2.7,0.6,0.3,2.8,35.0,9,0,0.8
50,Shai Gilgeous-Alexander,OKC,21,70,43,27,34.7,19.0,6.8,14.5,47.1,1.2,3.6,34.7,4.1,5.1,80.7,0.7,5.2,5.9,3.3,1.9,1.1,0.7,1.7,34.5,9,1,2.2
51,Kevin Love,CLE,31,56,16,40,31.8,17.6,5.8,13.0,45.0,2.6,7.0,37.4,3.3,3.9,85.4,1.0,8.8,9.8,3.2,2.5,0.6,0.3,1.6,34.4,23,0,-4.8
52,Kemba Walker,BOS,30,56,37,19,31.1,20.4,6.8,15.9,42.5,3.2,8.4,38.1,3.7,4.3,86.4,0.6,3.2,3.9,4.8,2.1,0.9,0.5,1.6,34.3,2,0,4.4
53,Devonte' Graham,CHA,25,63,23,40,35.1,18.2,5.8,15.3,38.2,3.5,9.3,37.3,3.0,3.7,82.0,0.7,2.7,3.4,7.5,2.9,1.0,0.2,1.8,34.2,17,0,-2.9
54,Ricky Rubio,PHX,29,65,32,33,31.0,13.0,4.4,10.6,41.5,1.2,3.3,36.1,3.0,3.5,86.3,0.7,4.0,4.7,8.8,2.7,1.4,0.2,2.6,34.0,22,2,2.3
55,Jonas Valanciunas,MEM,28,70,32,38,26.4,14.9,6.2,10.6,58.5,0.5,1.3,35.2,2.1,2.9,74.0,3.0,8.2,11.3,1.9,1.8,0.4,1.1,2.6,34.0,39,1,0.1
57,Ja Morant,MEM,20,67,33,34,31.0,17.8,6.7,14.0,47.7,0.9,2.7,33.5,3.6,4.6,77.6,0.8,3.1,3.9,7.3,3.3,0.9,0.3,1.6,33.5,15,2,-0.3
58,Jaylen Brown,BOS,23,57,38,19,33.9,20.3,7.5,15.6,48.1,2.3,5.9,38.2,3.1,4.3,72.4,1.1,5.3,6.4,2.1,2.2,1.1,0.4,2.9,33.4,8,0,4.0
59,Gordon Hayward,BOS,30,52,34,18,33.5,17.5,6.7,13.5,50.0,1.6,4.3,38.3,2.4,2.8,85.5,1.1,5.6,6.7,4.1,1.8,0.7,0.4,1.8,33.2,8,0,6.4
60,Montrezl Harrell,LAC,26,63,44,19,27.8,18.6,7.5,12.9,58.0,0.0,0.3,0.0,3.7,5.6,65.8,2.6,4.5,7.1,1.7,1.7,0.6,1.1,2.3,33.2,12,0,4.0
61,Kelly Oubre Jr.,PHX,24,56,22,34,34.5,18.7,6.7,14.8,45.2,1.9,5.5,35.2,3.4,4.4,78.0,1.2,5.3,6.4,1.5,1.5,1.3,0.7,3.4,33.2,9,0,-0.5
62,Malcolm Brogdon,IND,27,54,34,20,30.9,16.5,6.0,13.8,43.8,1.4,4.3,32.6,3.1,3.4,89.2,0.9,4.0,4.9,7.1,2.4,0.6,0.2,1.8,33.0,9,0,1.6
63,Jamal Murray,DEN,23,59,38,21,32.3,18.5,6.9,15.2,45.6,1.9,5.5,34.6,2.8,3.1,88.1,0.8,3.2,4.0,4.8,2.2,1.1,0.3,1.7,32.6,3,0,4.1
64,Lonzo Ball,NOP,22,63,26,37,32.1,11.8,4.4,10.9,40.3,2.3,6.3,37.5,0.7,1.2,56.6,1.1,5.0,6.1,7.0,3.1,1.4,0.6,2.0,32.5,12,3,-0.4
66,Caris LeVert,BKN,25,45,21,24,29.6,18.7,6.9,16.3,42.5,1.8,4.9,36.4,3.1,4.4,71.1,1.1,3.1,4.2,4.4,2.6,1.2,0.2,1.8,32.0,2,1,-0.1
67,Aaron Gordon,ORL,24,62,30,32,32.5,14.4,5.4,12.4,43.7,1.2,3.8,30.8,2.4,3.6,67.4,1.7,5.9,7.7,3.7,1.6,0.8,0.6,2.0,31.9,20,1,-1.1
68,Will Barton,DEN,29,58,38,20,33.0,15.1,5.7,12.7,45.0,1.9,5.0,37.5,1.8,2.3,76.7,1.3,5.0,6.3,3.7,1.5,1.1,0.5,2.1,31.2,7,0,4.2
69,T.J. Warren,IND,26,67,42,25,32.9,19.8,8.0,14.9,53.6,1.4,3.4,40.3,2.5,3.0,81.9,1.0,3.2,4.2,1.5,1.3,1.2,0.5,2.8,30.8,2,0,1.9
70,Terry Rozier,CHA,26,63,21,42,34.4,18.0,6.3,14.9,42.3,2.7,6.7,40.7,2.6,3.0,87.4,0.8,3.6,4.4,4.1,2.2,1.0,0.2,2.0,30.6,2,0,-6.3
71,Buddy Hield,SAC,27,72,31,41,30.8,19.2,6.9,16.1,42.9,3.8,9.6,39.4,1.6,1.9,84.6,0.8,3.8,4.6,3.0,2.3,0.9,0.2,2.3,30.2,2,0,-1.5
72,Eric Bledsoe,MIL,30,61,48,13,27.0,14.9,5.5,11.5,47.5,1.2,3.5,34.4,2.8,3.5,79.0,0.7,3.9,4.6,5.4,2.4,0.9,0.4,2.1,30.2,2,0,7.1
73,Derrick Rose,DET,31,50,17,33,26.0,18.1,7.4,15.1,49.0,0.9,2.9,30.6,2.4,2.8,87.1,0.5,1.9,2.4,5.6,2.5,0.8,0.3,1.0,30.2,4,0,-1.7
74,Jaren Jackson Jr.,MEM,20,57,28,29,28.5,17.4,6.2,13.2,46.9,2.5,6.5,39.4,2.4,3.3,74.7,1.0,3.6,4.6,1.4,1.7,0.7,1.6,4.1,30.1,3,0,-1.8
75,Lou Williams,LAC,33,65,44,21,28.7,18.2,6.0,14.4,41.8,1.7,4.8,35.2,4.5,5.2,86.1,0.5,2.6,3.1,5.6,2.8,0.7,0.2,1.2,30.1,2,0,3.1
76,Elfrid Payton,NYK,26,45,17,28,27.7,10.0,4.3,9.8,43.9,0.3,1.5,20.3,1.1,1.9,57.0,1.2,3.6,4.7,7.2,2.1,1.6,0.4,2.0,30.1,6,1,-1.9
77,Al Horford,PHI,34,67,39,28,30.2,11.9,4.8,10.6,45.0,1.5,4.2,35.0,0.9,1.2,76.3,1.5,5.3,6.8,4.0,1.2,0.8,0.9,2.1,30.0,6,0,1.9
78,Tristan Thompson,CLE,29,57,19,38,30.2,12.0,5.1,9.9,51.2,0.2,0.4,39.1,1.7,2.8,61.5,4.0,6.2,10.1,2.1,1.8,0.6,0.9,2.2,29.9,25,0,-6.6
79,Collin Sexton,CLE,21,65,19,46,33.0,20.8,7.9,16.7,47.2,1.5,3.9,38.0,3.5,4.1,84.6,0.9,2.2,3.1,3.0,2.4,1.0,0.1,2.2,29.8,0,0,-6.1
80,Robert Covington,HOU,29,70,27,43,30.5,12.4,4.4,10.3,42.2,2.3,6.9,33.5,1.4,1.8,79.8,0.9,5.7,6.6,1.3,1.5,1.6,1.3,3.1,29.7,7,0,0.5
81,Steven Adams,OKC,26,63,40,23,26.7,10.9,4.5,7.6,59.2,0.0,0.0,33.3,1.9,3.2,58.2,3.3,6.0,9.3,2.3,1.5,0.8,1.1,1.9,29.6,22,0,2.4
82,Marcus Smart,BOS,26,60,39,21,32.0,12.9,4.3,11.4,37.5,2.3,6.6,34.7,2.1,2.5,83.6,0.7,3.1,3.8,4.9,1.7,1.7,0.5,2.7,29.5,3,0,4.7
83,Jarrett Allen,BKN,22,70,33,37,26.5,11.1,4.3,6.6,64.9,0.0,0.1,0.0,2.4,3.9,63.3,3.1,6.5,9.6,1.6,1.1,0.6,1.3,2.3,29.5,30,0,0.6
84,Dennis Schroder,OKC,26,65,40,25,30.8,18.9,7.0,14.8,46.9,1.9,5.0,38.5,3.0,3.6,83.9,0.3,3.3,3.6,4.0,2.6,0.7,0.2,2.2,29.5,0,0,3.6
85,Serge Ibaka,TOR,30,55,40,15,27.0,15.4,6.2,12.2,51.2,1.3,3.3,38.5,1.6,2.3,71.8,2.1,6.1,8.2,1.4,2.0,0.5,0.8,2.8,29.4,20,0,1.7
86,Myles Turner,IND,24,62,37,25,29.4,12.1,4.3,9.5,45.7,1.4,4.0,34.4,2.0,2.7,75.1,1.4,5.2,6.6,1.2,1.4,0.7,2.1,2.7,28.9,9,0,-0.1
87,Richaun Holmes,SAC,26,44,16,28,28.2,12.3,5.1,7.8,64.8,0.0,0.0,0.0,2.1,2.7,78.8,2.9,5.3,8.1,1.0,1.2,0.9,1.3,3.8,28.9,13,0,0.4
88,Danilo Gallinari,OKC,31,62,37,25,29.6,18.7,5.8,13.2,43.8,2.9,7.1,40.5,4.3,4.8,89.3,0.5,4.6,5.2,1.9,1.2,0.7,0.1,1.2,28.9,3,0,3.7
89,Draymond Green,GSW,30,43,10,33,28.4,8.0,2.9,7.3,38.9,0.8,3.0,27.9,1.5,1.9,75.9,0.5,5.7,6.2,6.2,2.3,1.4,0.8,2.6,28.9,8,2,-4.5
90,Evan Fournier,ORL,27,66,28,38,31.4,18.5,6.6,14.1,46.7,2.6,6.6,39.9,2.7,3.3,81.8,0.3,2.3,2.6,3.2,1.9,1.1,0.2,2.4,28.4,0,0,-1.2
91,Thomas Bryant,WAS,22,46,15,31,24.9,13.2,5.3,9.1,58.1,0.8,2.0,40.7,1.9,2.5,74.1,2.1,5.1,7.2,1.8,1.2,0.5,1.1,2.2,28.3,11,0,-3.5
92,Dejounte Murray,SAS,23,66,29,37,25.6,10.9,4.5,9.7,46.2,0.6,1.7,36.9,1.4,1.7,79.8,1.0,4.8,5.8,4.1,1.9,1.7,0.3,2.2,28.0,6,0,-2.9
93,Brook Lopez,MIL,32,68,53,15,26.7,12.0,4.3,9.9,43.5,1.5,4.8,31.4,1.9,2.2,83.6,0.9,3.7,4.6,1.5,1.0,0.7,2.4,2.4,27.8,4,0,7.7
94,Bojan Bogdanovic,UTA,31,63,41,22,33.1,20.2,6.6,14.8,44.7,3.0,7.3,41.4,4.0,4.4,90.3,0.6,3.5,4.1,2.1,2.5,0.5,0.1,1.7,27.7,0,0,4.2
95,Goran Dragic,MIA,34,59,37,22,28.2,16.2,5.4,12.3,44.1,2.1,5.7,36.7,3.2,4.2,77.6,0.5,2.7,3.2,5.1,2.4,0.7,0.2,2.1,27.7,3,0,2.8
96,Wendell Carter Jr.,CHI,21,43,15,28,29.2,11.3,4.3,8.0,53.4,0.1,0.7,20.7,2.6,3.5,73.7,3.2,6.2,9.4,1.2,1.7,0.8,0.8,3.8,27.5,17,0,-0.7
97,Carmelo Anthony,POR,36,58,28,30,32.8,15.4,5.8,13.5,43.0,1.5,3.9,38.5,2.3,2.8,84.5,1.2,5.1,6.3,1.5,1.7,0.8,0.5,2.9,27.5,5,0,0.3
99,Marcus Morris Sr.,LAC,30,62,26,36,31.2,16.7,5.7,13.1,43.8,2.3,5.6,40.8,2.9,3.5,82.3,1.0,4.1,5.0,1.4,1.6,0.8,0.5,2.9,26.9,3,0,0.7
100,Mitchell Robinson,NYK,22,61,20,41,23.2,9.7,4.1,5.6,74.2,0.0,0.0,0.0,1.4,2.4,56.8,3.0,4.0,7.0,0.6,0.6,0.9,2.0,3.2,26.8,8,0,-1.8
101,Lauri Markkanen,CHI,23,50,18,32,29.8,14.7,5.0,11.8,42.5,2.2,6.3,34.4,2.5,3.1,82.4,1.2,5.1,6.3,1.5,1.6,0.8,0.5,1.9,26.8,3,0,-1.4
102,Alec Burks,PHI,28,66,21,45,26.6,15.0,4.9,11.6,41.8,1.8,4.6,38.5,3.6,4.0,88.7,0.7,3.5,4.3,2.9,1.4,0.9,0.3,1.9,26.7,1,0,-3.4
103,Derrick Favors,NOP,28,51,24,27,24.4,9.0,4.1,6.6,61.7,0.0,0.1,14.3,0.8,1.4,56.3,3.2,6.6,9.8,1.6,1.1,0.6,0.9,2.1,26.6,18,0,2.3
104,Jabari Parker,SAC,25,38,9,29,24.2,14.0,5.8,11.3,51.0,0.8,3.1,26.9,1.6,2.1,75.3,1.6,4.0,5.6,1.8,1.7,1.2,0.4,2.6,26.5,2,0,-2.5
106,Bogdan Bogdanovic,SAC,27,61,29,32,28.9,15.1,5.5,12.6,44.0,2.7,7.2,37.2,1.4,1.9,74.1,0.4,3.0,3.4,3.4,1.7,1.0,0.2,2.2,26.5,2,0,-0.7
108,Nemanja Bjelica,SAC,32,72,31,41,27.9,11.5,4.4,9.1,48.1,1.9,4.4,41.9,1.0,1.2,82.1,1.5,4.8,6.4,2.8,1.4,0.9,0.6,3.0,26.3,10,0,0.1
109,Davis Bertans,WAS,27,54,20,34,29.3,15.4,4.9,11.3,43.4,3.7,8.7,42.4,1.9,2.3,85.2,0.6,3.9,4.5,1.7,1.1,0.7,0.6,2.6,26.2,1,0,-0.3
110,Norman Powell,TOR,27,52,40,12,28.4,16.0,5.7,11.5,49.5,2.1,5.3,39.9,2.5,2.9,84.3,0.5,3.2,3.7,1.8,1.5,1.2,0.4,2.1,26.2,0,0,2.8
112,Markelle Fultz,ORL,22,72,33,39,27.7,12.1,5.0,10.7,46.5,0.5,1.9,26.7,1.6,2.2,73.0,0.6,2.7,3.3,5.1,2.0,1.3,0.2,2.0,25.9,4,1,-0.8
113,RJ Barrett,NYK,20,56,17,39,30.4,14.3,5.2,13.0,40.2,1.1,3.5,32.0,2.8,4.5,61.4,0.9,4.1,5.0,2.6,2.2,1.0,0.3,2.2,25.8,2,0,-5.8
114,DeAndre Jordan,BKN,31,56,27,29,22.0,8.3,3.4,5.1,66.6,0.0,0.0,0.0,1.5,2.2,68.0,2.5,7.5,10.0,1.9,1.3,0.3,0.9,2.0,25.6,13,0,-0.7
115,Mike Conley,UTA,32,47,26,21,29.0,14.4,4.9,12.1,40.9,2.0,5.4,37.5,2.4,3.0,82.7,0.7,2.5,3.2,4.4,2.0,0.8,0.1,2.2,25.5,0,0,1.6
116,Kevin Huerter,ATL,21,56,19,37,31.4,12.2,4.5,10.9,41.3,2.3,6.0,38.0,0.9,1.1,82.8,0.6,3.4,4.1,3.8,1.6,0.9,0.5,2.5,25.4,2,0,-4.3
117,Rui Hachimura,WAS,22,48,15,33,30.1,13.5,5.3,11.4,46.6,0.5,1.8,28.7,2.4,2.9,82.9,1.6,4.5,6.1,1.8,1.1,0.8,0.2,2.2,25.3,3,0,-5.3
118,P.J. Washington,CHA,21,58,22,36,30.3,12.2,4.6,10.2,45.5,1.5,4.0,37.4,1.5,2.3,64.7,1.0,4.4,5.4,2.1,1.6,0.9,0.8,2.7,25.3,4,0,-3.8
119,Dillon Brooks,MEM,24,73,34,39,28.9,16.2,6.0,14.6,40.7,2.0,5.6,35.8,2.2,2.8,80.8,0.9,2.4,3.3,2.1,1.7,0.9,0.4,3.8,25.3,0,0,-0.6
120,Larry Nance Jr.,CLE,27,56,16,40,26.3,10.1,4.1,7.7,53.1,1.0,2.8,35.2,0.9,1.3,67.6,1.9,5.4,7.3,2.2,1.1,1.0,0.4,1.6,25.2,12,0,-2.8
121,Christian Wood,DET,24,62,20,42,21.4,13.1,4.6,8.2,56.7,0.9,2.3,38.6,2.9,3.9,74.4,1.7,4.6,6.3,1.0,1.4,0.5,0.9,1.6,25.0,12,0,1.1
122,Kendrick Nunn,MIA,24,67,42,25,29.3,15.3,6.0,13.6,43.9,2.0,5.8,35.0,1.3,1.5,85.0,0.3,2.4,2.7,3.3,1.7,0.8,0.2,2.3,24.9,0,0,0.9
123,Miles Bridges,CHA,22,65,23,42,30.7,13.0,4.9,11.6,42.4,1.5,4.6,33.0,1.6,2.0,80.9,1.4,4.2,5.6,1.8,1.5,0.6,0.7,2.0,24.9,4,0,-6.1
124,Josh Richardson,PHI,26,55,33,22,30.8,13.7,5.1,11.7,43.0,1.5,4.5,34.1,2.1,2.6,80.9,0.7,2.4,3.2,2.9,1.9,0.9,0.7,2.5,24.9,0,0,2.2
125,Harrison Barnes,SAC,28,72,31,41,34.5,14.5,5.1,11.0,46.0,1.4,3.7,38.1,3.0,3.7,80.1,1.1,3.9,4.9,2.2,1.2,0.6,0.2,1.3,24.8,4,0,-1.7
126,Jeremy Lamb,IND,28,46,27,19,28.1,12.5,4.7,10.4,45.1,1.2,3.4,33.5,2.0,2.4,83.6,0.5,3.8,4.3,2.1,1.1,1.2,0.5,2.3,24.8,2,0,0.0
127,Tomas Satoransky,CHI,28,65,22,43,28.9,9.9,3.6,8.5,43.0,1.0,3.1,32.2,1.6,1.9,87.6,1.2,2.7,3.9,5.4,2.0,1.2,0.1,2.1,24.8,3,0,-1.1
128,Jae Crowder,MIA,29,65,29,36,28.8,10.5,3.5,8.7,40.1,2.1,6.1,34.3,1.5,1.9,77.6,0.8,5.1,5.9,2.5,1.1,1.1,0.4,2.2,24.7,6,0,-2.0
129,Damion Lee,GSW,27,49,12,37,29.0,12.7,4.3,10.4,41.7,1.7,4.9,35.6,2.2,2.6,87.3,0.7,4.2,4.9,2.7,1.4,1.0,0.1,2.4,24.7,3,0,-2.5
130,Ish Smith,WAS,31,68,23,45,26.3,10.9,4.5,10.1,44.7,0.9,2.5,36.7,0.9,1.3,72.1,0.4,2.8,3.2,4.9,1.4,0.9,0.4,1.6,24.6,1,0,-2.1
131,Brandon Clarke,MEM,23,58,29,29,22.4,12.1,5.1,8.3,61.8,0.4,1.1,35.9,1.5,1.9,75.9,1.6,4.4,5.9,1.4,0.9,0.6,0.8,1.7,24.5,3,0,-0.3
133,Daniel Theis,BOS,28,65,42,23,24.1,9.2,3.7,6.6,56.6,0.5,1.5,33.3,1.3,1.8,76.3,2.2,4.4,6.6,1.7,0.8,0.6,1.3,3.4,24.4,7,0,3.1
134,OG Anunoby,TOR,22,69,50,19,29.9,10.6,4.1,8.2,50.5,1.3,3.3,39.0,1.0,1.5,70.6,1.2,4.1,5.3,1.6,1.1,1.4,0.7,2.4,24.3,5,0,4.0
135,Cody Zeller,CHA,27,58,18,40,23.1,11.1,4.3,8.3,52.4,0.3,1.3,24.0,2.1,3.1,68.2,2.8,4.3,7.1,1.5,1.3,0.7,0.4,2.4,23.9,10,0,-3.8
