#,Player,Team,Age,GP,W,L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-
12,Kawhi Leonard,SAS,26,29,21,8,33.2,25.8,9.0,18.5,48.5,1.9,5.6,34.0,5.9,7.1,83.1,1.0,4.9,5.9,4.0,2.2,1.9,0.8,1.8,44.6,3,0,6.5
13,Nikola Jokic,DEN,22,30,16,14,30.3,18.3,7.5,13.5,55.9,0.8,2.4,32.4,2.5,2.9,84.1,3.1,8.4,11.5,6.1,2.9,1.0,0.5,2.7,42.8,20,6,5.6
14,Hassan Whiteside,MIA,28,32,21,11,32.0,17.4,7.0,12.3,57.0,0.0,0.0,0.0,3.4,4.6,73.5,4.0,10.6,14.6,0.8,1.9,0.7,2.2,2.7,42.7,28,0,5.8
15,Rudy Gobert,UTA,25,31,20,11,34.4,16.0,6.1,9.1,67.3,0.0,0.0,0.0,3.8,5.9,65.0,4.2,9.1,13.3,1.7,1.8,0.5,2.8,3.3,42.6,25,0,6.5
17,Kyrie Irving,CLE,25,30,18,12,35.0,26.3,9.7,20.3,47.6,2.5,6.3,40.2,4.5,4.9,91.8,0.6,2.3,2.9,5.9,2.2,1.1,0.5,2.4,41.2,1,0,2.9
18,Paul George,IND,27,34,16,18,35.9,24.3,8.6,18.5,46.3,2.8,7.2,39.2,4.3,4.9,86.3,0.8,6.3,7.1,3.4,3.1,1.5,0.5,2.9,40.7,7,0,1.6
19,Blake Griffin,LAC,28,32,20,12,34.9,22.4,8.0,15.7,50.7,1.0,2.7,37.9,5.5,7.1,77.4,1.7,5.9,7.6,5.1,2.2,0.9,0.3,2.5,40.5,7,1,6.6
20,Isaiah Thomas,BOS,28,31,21,10,33.5,28.8,8.7,18.9,46.2,3.4,9.2,37.3,7.9,8.7,90.4,0.4,2.2,2.6,5.2,3.1,1.0,0.2,2.3,40.1,0,0,6.2
21,Chris Paul,LAC,32,24,15,9,32.2,19.1,6.6,13.7,48.3,2.1,5.0,42.5,3.7,4.0,91.8,0.6,3.9,4.5,8.5,2.5,1.5,0.1,2.4,39.5,8,0,8.3
22,DeMar DeRozan,TOR,27,29,19,10,35.4,26.6,9.4,20.4,46.1,0.6,2.1,27.9,7.1,8.6,82.8,0.9,4.1,5.0,4.0,2.5,0.9,0.2,1.7,39.1,2,0,1.4
24,Nikola Vucevic,ORL,26,27,8,19,29.9,15.5,6.7,14.7,45.6,0.3,0.9,28.0,1.9,2.6,70.4,2.7,8.8,11.4,2.7,1.6,1.3,0.9,2.4,38.3,16,0,-2.4
25,Mike Conley,MEM,29,30,14,16,34.6,22.3,7.3,15.1,48.0,2.6,6.4,40.1,5.2,6.1,85.8,0.3,2.8,3.2,6.4,2.3,1.4,0.2,1.9,38.3,3,0,2.8
26,Ricky Rubio,MIN,26,32,12,20,34.6,14.8,4.8,11.4,41.8,1.0,2.9,33.7,4.3,4.8,90.8,0.7,3.5,4.2,10.4,3.1,1.6,0.2,2.7,37.7,17,1,0.9
28,Kemba Walker,CHA,27,31,13,18,35.8,23.0,7.9,18.6,42.4,3.4,8.7,39.0,3.8,4.4,87.5,0.5,3.1,3.5,5.5,1.9,0.9,0.3,1.4,37.2,2,0,0.8
29,DeAndre Jordan,LAC,28,32,20,12,31.4,13.0,5.3,7.2,74.0,0.0,0.0,0.0,2.3,5.2,44.3,3.6,10.0,13.6,1.2,1.3,0.8,1.4,2.6,36.5,19,0,7.3
30,Marc Gasol,MEM,32,25,11,14,34.3,17.6,6.5,14.8,43.9,1.2,3.6,34.4,3.3,3.9,84.5,0.9,5.7,6.6,5.4,2.5,0.8,1.0,2.3,36.4,5,1,-0.2
31,Andrew Wiggins,MIN,22,32,12,20,37.5,26.1,9.6,20.8,45.9,1.3,3.6,37.1,5.6,7.0,79.6,1.3,2.4,3.7,1.9,2.0,1.3,0.3,2.3,36.2,0,0,0.5
33,Draymond Green,GSW,27,30,23,7,31.5,9.9,3.3,8.7,38.3,1.1,3.7,30.0,2.1,2.8,77.1,0.9,6.2,7.1,6.4,2.5,2.1,1.4,2.5,36.0,4,2,10.1
34,Bradley Beal,WAS,24,33,21,12,35.7,24.6,9.0,18.0,50.3,3.2,7.4,42.8,3.4,4.1,83.7,0.8,2.7,3.5,3.3,2.1,1.2,0.3,2.3,36.0,1,0,3.2
35,Gordon Hayward,UTA,27,30,18,12,34.3,22.6,8.3,17.1,48.6,2.3,5.5,41.6,3.7,4.7,78.2,0.8,4.3,5.1,3.5,1.8,1.1,0.2,1.6,35.9,0,0,6.0
36,Jrue Holiday,NOP,27,31,14,17,34.6,15.5,6.2,13.7,45.1,1.4,4.5,31.2,1.7,2.4,71.2,0.8,3.7,4.5,7.4,3.1,1.6,0.8,1.6,35.8,9,0,1.4
37,Andre Drummond,DET,23,33,16,17,28.4,12.4,5.5,10.5,52.6,0.0,0.1,0.0,1.3,4.2,31.4,4.6,9.1,13.7,1.0,1.7,1.4,1.0,2.8,35.8,18,0,-3.7
38,Goran Dragic,MIA,31,31,21,10,32.5,20.8,7.5,15.5,47.9,1.6,4.2,39.5,4.3,5.4,80.1,0.9,2.7,3.6,5.0,2.4,1.5,0.2,2.7,35.2,2,0,4.7
39,Kristaps Porzingis,NYK,21,24,7,17,31.8,17.2,6.5,14.5,44.5,1.3,4.3,30.8,3.0,3.9,75.5,1.7,5.8,7.5,1.8,1.8,0.7,2.0,3.4,35.2,4,0,-1.3
40,Klay Thompson,GSW,27,30,25,5,34.0,24.6,9.0,18.8,47.6,4.1,9.4,44.0,2.5,2.9,87.4,0.7,2.9,3.6,2.3,1.5,0.8,0.6,1.7,35.1,0,0,8.3
41,Robert Covington,PHI,26,23,9,14,32.9,16.0,5.3,12.6,42.6,2.4,6.5,36.9,2.9,3.4,84.8,1.4,5.9,7.3,1.3,1.9,2.1,1.3,3.1,35.0,5,0,-3.2
42,Devin Booker,PHX,20,31,9,22,35.6,24.2,8.3,19.5,42.5,2.0,5.5,36.7,5.6,6.7,83.7,0.6,3.1,3.7,3.9,3.4,0.9,0.3,3.0,34.7,0,0,-3.5
43,Paul Millsap,ATL,32,23,11,12,33.7,18.4,5.9,13.3,44.3,0.9,3.3,26.7,5.8,7.3,79.6,1.4,5.4,6.8,3.4,2.3,1.0,0.7,2.8,34.5,6,0,-0.9
44,Dwight Howard,ATL,31,30,12,18,30.1,13.0,5.0,8.1,61.9,0.0,0.1,0.0,2.9,6.0,49.2,3.5,9.0,12.5,1.6,2.5,0.8,1.3,2.4,34.3,21,0,-3.6
45,Jusuf Nurkic,POR,22,24,16,8,26.8,13.4,5.3,10.6,50.0,0.0,0.0,0.0,2.8,4.5,63.6,3.1,6.2,9.3,2.8,2.7,1.1,1.6,3.3,34.3,9,0,3.1
46,Brook Lopez,BKN,29,32,11,21,30.1,20.5,7.6,15.8,47.9,1.7,4.9,34.4,3.6,4.8,76.3,1.7,4.0,5.7,2.0,2.5,0.4,1.7,2.6,34.1,0,0,-0.2
47,Carmelo Anthony,NYK,33,24,7,17,35.8,21.2,7.8,18.5,42.0,2.1,6.0,35.0,3.6,4.3,82.7,0.9,4.7,5.6,2.8,2.4,0.8,0.5,2.8,33.6,1,0,-4.0
49,Dennis Schroder,ATL,23,30,13,17,32.4,18.8,7.3,16.9,43.5,1.3,4.1,30.6,2.8,3.1,90.4,0.5,3.0,3.6,6.1,3.6,1.2,0.3,2.1,33.0,3,0,-1.2
50,LaMarcus Aldridge,SAS,31,27,18,9,32.7,16.6,6.9,15.4,44.7,0.3,0.7,35.0,2.6,3.1,81.2,2.7,4.7,7.5,1.5,1.4,0.6,1.5,2.1,32.8,9,0,2.9
51,Nicolas Batum,CHA,28,30,13,17,33.6,15.9,5.5,13.4,40.9,1.9,5.9,32.2,3.1,3.5,87.6,0.4,4.3,4.7,5.8,2.4,1.2,0.4,1.2,32.7,3,0,-0.7
52,CJ McCollum,POR,25,30,18,12,35.7,22.3,8.5,18.0,47.3,1.9,4.6,41.7,3.3,3.5,94.3,0.7,3.0,3.7,3.5,1.9,0.5,0.3,2.1,32.5,0,0,2.5
53,Elfrid Payton,ORL,23,31,9,22,29.5,12.7,5.2,10.6,48.8,0.2,1.0,18.8,2.2,3.0,75.0,1.5,4.6,6.1,6.9,2.3,0.9,0.5,2.0,32.2,11,5,-0.7
55,James Johnson,MIA,30,31,20,11,28.9,14.7,5.6,11.5,48.7,1.1,3.4,32.1,2.4,3.5,70.1,0.8,4.0,4.8,4.0,2.4,1.2,1.4,2.5,31.7,2,0,5.9
56,Dario Saric,PHI,23,34,10,24,29.8,17.0,6.3,14.5,43.4,1.4,5.0,28.8,2.9,3.8,77.5,1.6,5.6,7.2,3.0,2.8,0.9,0.5,2.5,31.6,6,0,-3.9
57,Jeff Teague,IND,29,34,16,18,32.1,14.6,4.6,10.9,42.5,1.3,3.5,38.1,4.1,4.6,89.1,0.3,3.5,3.9,7.2,2.3,0.8,0.3,1.7,31.2,5,0,1.1
58,Al Horford,BOS,31,31,22,9,31.5,12.5,5.0,10.4,48.0,1.0,2.6,37.8,1.5,2.0,77.0,1.4,5.7,7.1,4.8,1.8,0.8,0.8,1.9,31.2,3,0,3.3
59,Danilo Gallinari,DEN,28,20,11,9,33.0,20.1,5.9,12.6,47.0,2.3,5.9,39.0,6.0,6.5,92.2,0.8,4.8,5.6,2.0,1.1,0.6,0.2,1.5,31.0,2,0,6.0
60,Myles Turner,IND,21,34,16,18,32.6,12.5,4.7,10.0,47.1,0.3,1.2,24.4,2.8,3.4,81.7,1.9,5.0,6.9,1.7,1.1,1.1,1.8,3.3,30.8,4,0,0.6
61,T.J. Warren,PHX,23,30,9,21,33.3,15.9,6.9,12.5,54.9,0.3,1.2,24.3,1.9,2.4,77.8,2.1,4.5,6.7,1.3,0.9,1.0,0.9,2.6,30.8,5,0,-5.2
62,D'Angelo Russell,LAL,21,28,7,21,31.5,17.0,6.1,14.8,41.4,2.4,6.6,36.0,2.4,2.9,80.5,0.4,2.8,3.2,5.1,3.1,1.6,0.2,2.1,30.7,1,0,-9.8
63,Julius Randle,LAL,22,28,8,20,28.8,13.5,5.2,10.8,48.0,0.4,1.5,29.3,2.7,3.6,73.5,2.5,6.6,9.0,3.3,2.0,0.5,0.6,3.3,30.6,8,1,-9.0
65,Derrick Rose,NYK,28,21,6,15,33.5,18.3,7.1,14.1,50.7,0.0,0.4,0.0,4.0,4.6,88.5,0.7,3.0,3.8,4.4,2.0,0.7,0.0,1.0,29.6,0,0,-4.2
66,Clint Capela,HOU,23,27,18,9,24.9,13.6,5.9,9.0,65.3,0.0,0.0,0.0,1.9,3.1,60.2,3.2,5.6,8.7,1.0,1.4,0.7,0.9,3.0,28.8,6,0,7.4
67,Jeremy Lin,BKN,28,24,10,14,24.3,14.8,4.8,11.3,42.2,1.8,4.5,38.9,3.6,4.2,86.0,0.4,3.6,4.0,4.8,2.3,1.0,0.3,2.8,28.5,1,0,-1.3
68,Willy Hernangomez,NYK,23,29,8,21,24.6,11.6,4.9,9.3,52.8,0.0,0.2,20.0,1.7,2.4,69.6,3.3,6.0,9.2,1.9,1.7,1.0,0.6,3.0,28.5,8,0,-1.9
69,Marvin Williams,CHA,31,32,13,19,34.4,11.5,3.9,8.7,45.5,1.4,4.2,33.3,2.2,2.5,89.9,1.4,6.8,8.2,1.6,0.9,0.9,1.0,2.1,28.4,9,0,-2.6
70,Wilson Chandler,DEN,30,27,14,13,32.5,16.0,6.2,13.0,47.4,1.6,5.1,31.4,2.1,2.9,71.8,1.3,4.7,6.0,2.1,1.7,0.7,0.6,2.8,28.3,4,0,0.9
71,George Hill,UTA,31,23,14,9,31.8,16.3,5.7,11.9,47.4,2.0,4.9,40.7,3.0,3.7,80.2,0.3,2.8,3.1,4.2,2.0,1.0,0.2,2.3,28.1,0,0,3.4
72,Dirk Nowitzki,DAL,39,31,14,17,27.3,14.8,5.8,12.8,45.5,1.5,3.8,39.3,1.7,1.9,88.3,0.3,6.6,6.9,1.6,0.9,0.6,0.5,2.2,28.1,6,0,0.9
73,Pau Gasol,SAS,36,24,17,7,23.9,13.4,4.6,9.4,49.1,1.5,2.5,59.3,2.7,3.5,78.3,1.9,5.8,7.7,1.8,1.4,0.3,1.0,1.7,28.0,5,0,3.5
74,Serge Ibaka,TOR,27,30,18,12,31.2,14.7,5.8,12.3,47.2,1.7,4.2,40.2,1.4,1.5,91.3,1.4,5.3,6.7,0.7,1.6,0.4,1.5,3.0,28.0,4,0,0.0
75,Tim Hardaway Jr.,ATL,25,32,14,18,32.4,18.3,6.4,13.6,47.5,2.3,5.9,38.1,3.1,3.7,84.0,0.6,3.1,3.7,2.7,1.7,0.8,0.2,1.4,28.0,0,0,0.0
76,Rajon Rondo,CHI,31,28,14,14,26.2,9.4,4.0,8.7,45.5,1.0,2.3,41.5,0.5,0.7,65.0,1.1,3.5,4.6,6.8,2.6,1.6,0.1,2.2,27.9,1,0,-3.2
77,T.J. McConnell,PHI,25,34,10,24,29.9,8.6,3.6,7.6,47.3,0.1,0.8,14.8,1.3,1.4,89.6,0.6,2.9,3.5,7.1,2.2,2.0,0.1,1.6,27.7,3,0,-7.2
78,Will Barton,DEN,26,26,14,12,28.6,14.2,5.2,12.2,42.9,1.6,4.7,33.6,2.2,3.0,74.0,1.0,3.3,4.3,4.0,1.7,0.8,0.5,1.7,27.7,2,0,0.2
79,Khris Middleton,MIL,25,29,19,10,30.7,14.7,5.2,11.5,45.0,1.6,3.6,43.3,2.8,3.2,88.0,0.4,3.9,4.2,3.4,2.2,1.4,0.2,2.7,27.6,0,0,3.1
80,Gorgui Dieng,MIN,27,32,12,20,32.5,8.7,3.3,7.3,44.7,0.3,0.7,40.9,1.9,2.2,87.0,2.3,6.0,8.3,1.8,1.0,1.3,1.2,2.9,27.6,6,0,0.3
81,Frank Kaminsky,CHA,24,27,10,17,29.5,15.0,5.4,12.8,42.0,2.1,5.9,36.7,2.1,2.7,76.7,0.7,4.4,5.0,2.5,1.0,0.6,0.6,2.5,27.2,4,0,2.3
82,Marcus Smart,BOS,23,33,22,11,30.1,11.6,3.6,10.0,36.4,1.2,4.6,25.5,3.2,3.8,83.9,1.0,2.9,3.8,4.5,2.1,1.7,0.4,2.6,27.2,1,0,-1.1
83,Gary Harris,DEN,22,33,17,16,33.7,16.3,6.2,11.9,52.0,2.2,5.1,42.9,1.8,2.2,81.7,0.8,2.2,3.0,2.7,1.4,1.4,0.1,1.5,27.2,0,0,0.7
84,Victor Oladipo,OKC,25,25,15,10,32.3,15.6,6.0,14.1,42.3,1.7,5.0,34.4,1.9,2.4,81.4,0.5,3.9,4.4,2.5,1.8,1.2,0.3,2.7,27.1,2,0,3.4
85,Willie Cauley-Stein,SAC,23,31,12,19,27.5,11.8,4.7,9.3,51.2,0.0,0.0,0.0,2.3,3.1,73.2,1.4,5.6,7.0,1.8,1.4,1.0,0.8,2.2,27.1,7,0,-2.3
86,Tobias Harris,DET,24,33,16,17,29.3,15.6,5.9,12.4,47.7,1.3,3.5,36.5,2.5,3.0,82.0,1.1,4.0,5.0,1.8,1.0,0.8,0.4,1.6,27.0,0,0,2.1
87,Otto Porter Jr.,WAS,24,31,20,11,31.6,12.2,4.6,9.5,48.3,1.7,4.2,39.7,1.4,1.5,91.5,1.7,4.5,6.2,1.4,0.3,1.5,0.4,2.4,26.9,4,0,1.0
88,Aaron Gordon,ORL,21,29,9,20,30.4,14.2,5.5,11.3,48.3,0.7,2.8,24.7,2.6,3.2,79.6,1.6,3.8,5.4,1.9,1.3,0.9,0.6,2.2,26.9,4,0,-2.0
89,Darren Collison,SAC,29,27,10,17,31.3,13.9,5.4,11.1,48.2,0.9,2.1,43.1,2.3,2.6,85.9,0.2,2.4,2.6,5.3,1.9,1.0,0.2,1.7,26.7,4,0,-3.1
90,Jae Crowder,BOS,26,31,20,11,32.5,13.4,4.3,10.0,42.8,1.8,5.3,35.0,3.0,3.9,76.2,0.8,5.6,6.4,2.0,1.2,0.9,0.3,2.2,26.7,5,0,4.3
91,Trevor Ariza,HOU,32,27,16,11,35.0,11.0,3.7,9.7,38.5,2.0,6.7,30.6,1.5,2.0,75.5,0.6,5.6,6.3,2.0,0.9,1.8,0.2,1.7,26.5,2,0,3.8
92,Tyler Johnson,MIA,25,31,20,11,29.0,13.8,4.8,11.0,44.1,1.2,3.3,36.9,2.9,3.6,80.2,0.8,2.9,3.7,3.4,1.5,1.1,0.5,2.5,26.5,0,0,4.0
93,Evan Fournier,ORL,24,30,8,22,33.1,17.8,6.1,13.9,43.8,2.1,6.0,35.2,3.6,4.6,78.1,0.8,2.4,3.2,2.6,2.1,1.0,0.1,2.6,26.5,1,0,-3.2
94,Greg Monroe,MIL,27,34,21,13,24.0,12.7,5.4,9.6,55.7,0.0,0.0,0.0,2.0,2.6,76.4,2.1,4.1,6.1,2.5,1.8,1.0,0.4,2.6,26.4,2,0,1.6
95,Zach Randolph,MEM,35,29,13,16,25.0,13.8,5.6,13.0,43.0,0.2,1.3,13.5,2.5,3.4,72.7,2.8,5.4,8.2,1.6,1.6,0.5,0.1,1.8,26.4,8,0,-0.5
96,Patrick Beverley,HOU,28,28,18,10,30.2,10.0,3.4,8.2,41.0,1.7,4.4,38.2,1.6,2.1,75.0,1.3,4.7,6.0,3.8,1.6,1.4,0.3,3.3,26.2,2,0,5.6
97,Harrison Barnes,DAL,25,31,14,17,34.9,17.3,6.5,14.4,45.6,0.9,2.5,37.2,3.2,3.7,86.2,1.0,3.6,4.5,1.5,1.3,0.8,0.1,1.7,26.2,0,0,-1.9
98,Cody Zeller,CHA,24,23,11,12,29.6,9.7,4.0,7.3,54.5,0.0,0.0,0.0,1.7,2.7,64.5,2.0,4.6,6.5,1.8,0.8,1.5,0.8,2.8,26.2,3,0,1.8
99,Richaun Holmes,PHI,23,31,9,22,24.4,11.9,4.8,8.4,57.7,0.6,1.7,35.8,1.6,2.2,71.0,1.8,4.5,6.4,1.2,1.0,0.8,1.1,2.6,26.1,5,0,-5.3
100,Jonas Valanciunas,TOR,25,32,20,12,24.2,12.0,5.0,8.4,59.9,0.0,0.0,0.0,2.0,2.7,73.3,2.4,6.2,8.6,0.7,1.1,0.4,0.8,2.5,25.9,11,0,-0.5
101,Markieff Morris,WAS,27,29,18,11,30.1,13.4,5.2,11.2,46.8,1.0,2.6,37.3,2.0,2.3,87.9,1.2,4.8,6.0,1.4,1.4,1.0,0.4,3.5,25.8,3,0,0.8
102,Ish Smith,DET,28,33,16,17,24.2,10.9,4.8,10.3,46.2,0.4,1.2,32.5,1.0,1.4,71.7,0.2,3.1,3.2,5.4,1.4,0.8,0.5,1.4,25.5,1,0,1.6
103,Nikola Mirotic,CHI,26,26,14,12,26.1,13.2,4.6,10.1,45.8,2.5,6.2,40.0,1.5,1.9,80.0,0.9,4.8,5.7,1.4,1.2,0.7,0.7,1.8,25.4,4,0,2.8
104,Jordan Clarkson,LAL,25,29,8,21,32.2,15.9,6.2,14.3,43.0,1.7,5.3,31.2,1.9,2.3,83.6,0.4,2.8,3.2,3.3,2.2,0.8,0.1,1.9,25.4,0,0,-6.4
105,Lou Williams,HOU,30,29,16,13,25.0,16.6,4.9,11.7,41.8,2.0,5.8,34.3,4.8,5.5,88.1,0.5,2.2,2.7,2.6,1.9,0.8,0.3,1.2,25.3,0,0,1.5
106,Rondae Hollis-Jefferson,BKN,22,33,11,22,23.9,9.9,3.6,7.7,47.2,0.2,0.8,23.1,2.4,3.3,72.7,1.9,5.2,7.1,2.0,1.5,1.1,0.7,2.3,25.3,7,0,-2.2
107,Marcus Morris Sr.,DET,27,32,15,17,32.1,14.4,5.4,12.8,42.2,1.4,4.3,33.8,2.1,2.8,75.6,1.2,3.9,5.0,2.1,1.1,0.5,0.4,2.2,25.1,2,0,-3.8
108,Tyler Ulis,PHX,21,29,8,21,27.7,11.1,4.6,10.6,43.5,0.4,2.0,22.8,1.4,1.8,78.4,0.4,2.0,2.3,6.4,1.8,1.0,0.1,1.6,25.0,6,0,-4.3
109,Andre Iguodala,GSW,33,30,23,7,27.5,10.0,3.7,6.5,57.7,0.9,2.6,36.4,1.6,2.1,73.4,0.6,3.6,4.2,3.5,0.9,1.2,0.7,1.3,25.0,0,0,7.0
110,Malcolm Brogdon,MIL,24,27,17,10,28.4,12.0,4.6,9.3,49.0,1.1,3.0,38.8,1.8,2.1,85.7,0.7,2.2,2.9,4.4,1.5,1.2,0.2,1.9,25.0,1,0,0.9
111,Michael Kidd-Gilchrist,CHA,23,32,13,19,28.4,9.2,3.8,7.3,51.7,0.0,0.0,0.0,1.6,1.9,82.3,1.7,4.7,6.3,1.6,0.6,1.3,0.8,2.3,25.0,2,0,-2.1
113,Marquese Chriss,PHX,19,33,9,24,25.3,11.4,4.2,9.2,46.4,1.1,3.3,32.1,1.9,2.9,64.6,1.3,4.1,5.4,1.0,1.4,1.0,1.3,3.5,24.8,2,0,-5.5
115,Tristan Thompson,CLE,26,30,18,12,31.8,9.2,4.0,6.3,63.5,0.0,0.0,0.0,1.2,2.4,52.1,3.9,4.8,8.7,1.4,0.8,0.4,0.9,2.1,24.7,7,0,-1.1
116,Mason Plumlee,DEN,27,29,14,15,23.5,8.8,3.4,6.3,54.1,0.0,0.0,0.0,2.0,3.1,63.7,2.1,4.6,6.7,2.7,1.6,0.7,1.1,2.8,24.6,6,0,-1.4
117,Seth Curry,DAL,26,26,13,13,31.5,15.5,5.7,11.2,51.0,2.2,5.1,43.6,1.9,2.0,92.5,0.2,2.4,2.6,2.8,1.5,1.0,0.0,1.8,24.6,0,0,-0.5
118,Al-Farouq Aminu,POR,26,29,18,11,29.8,10.2,3.4,7.8,43.4,1.4,3.6,40.0,2.0,2.9,70.2,1.4,6.3,7.7,1.0,1.6,0.9,0.8,1.5,24.5,2,0,-0.1
119,Courtney Lee,NYK,31,31,9,22,33.2,11.9,4.6,9.9,46.9,1.3,3.5,38.0,1.3,1.5,87.2,0.6,3.1,3.7,2.9,1.2,1.4,0.3,1.8,24.5,0,0,-3.7
120,Steven Adams,OKC,23,31,18,13,29.8,10.1,4.2,7.9,52.9,0.0,0.0,0.0,1.8,3.7,49.1,4.3,3.4,7.7,1.0,1.6,0.9,0.8,2.5,24.4,7,0,0.8
121,Alan Williams,PHX,24,28,8,20,19.9,10.0,3.9,7.8,50.2,0.0,0.0,0.0,2.1,3.3,64.8,2.4,5.8,8.2,0.8,1.0,0.7,0.8,3.4,24.4,12,0,-0.3
122,Nerlens Noel,DAL,23,28,12,16,22.5,9.0,3.7,6.3,58.5,0.0,0.0,0.0,1.6,2.4,68.2,2.0,4.5,6.5,1.1,1.1,1.3,1.0,2.7,24.2,2,0,-0.1
123,Ty Lawson,SAC,29,21,6,15,26.0,12.0,4.2,8.3,51.1,0.4,1.5,28.1,3.1,4.0,78.6,0.6,1.6,2.2,5.3,2.1,1.0,0.1,2.2,24.1,2,0,-4.7
124,Enes Kanter,OKC,25,23,14,9,20.9,14.5,5.6,10.8,51.6,0.0,0.3,0.0,3.4,4.2,80.4,2.9,3.8,6.7,0.7,1.9,0.5,0.3,2.0,24.0,6,0,0.2
126,Marcin Gortat,WAS,33,33,21,12,26.5,9.4,4.1,7.7,53.5,0.0,0.0,0.0,1.2,1.8,66.1,2.7,6.3,9.0,1.3,1.2,0.3,0.6,2.1,23.8,9,0,0.7
127,Robin Lopez,CHI,29,31,15,16,28.1,11.9,5.5,11.1,49.7,0.0,0.0,0.0,0.9,1.2,77.8,2.5,3.0,5.5,1.2,1.3,0.3,1.1,1.9,23.5,3,0,2.7
128,Jameer Nelson,DEN,35,28,13,15,29.7,9.5,3.6,8.1,44.7,1.7,4.1,41.2,0.5,0.8,66.7,0.4,2.8,3.2,5.9,1.5,0.8,0.1,2.3,23.3,3,0,3.4
129,Eric Gordon,HOU,28,26,15,11,32.2,14.4,4.7,12.4,37.8,2.8,8.1,34.6,2.2,2.6,83.8,0.4,2.2,2.6,2.0,1.4,0.8,0.6,1.8,23.2,0,0,2.4
130,Thaddeus Young,IND,29,26,14,12,28.0,10.1,4.9,9.0,54.0,0.0,0.3,11.1,0.3,0.8,38.1,2.3,3.7,6.0,1.7,0.8,1.1,0.3,1.8,23.0,3,0,1.6
131,Larry Nance Jr.,LAL,24,29,8,21,23.7,7.7,3.1,6.1,50.0,0.2,0.7,31.6,1.3,1.8,74.5,2.2,4.1,6.3,1.8,1.0,1.6,0.5,2.5,23.0,4,0,-3.2
132,Yogi Ferrell,DAL,24,32,14,18,28.4,11.3,3.9,9.4,42.0,1.7,4.1,41.5,1.8,2.0,87.7,0.4,2.3,2.7,4.3,1.5,1.0,0.2,2.2,23.0,0,0,-2.5
133,Wesley Matthews,DAL,30,28,12,16,32.3,10.8,3.6,9.5,38.5,1.6,5.1,31.9,1.9,2.3,82.8,0.3,3.6,3.9,4.0,1.5,0.8,0.2,2.3,23.0,0,0,-1.5
134,Josh Richardson,MIA,23,24,15,9,29.3,8.8,3.1,7.9,39.2,1.1,3.2,35.5,1.5,1.8,81.4,0.9,2.2,3.0,2.6,0.9,1.4,1.0,2.3,22.6,0,0,3.1
